Rank 1000: HP: 1322, STR: 601, VIT: 418412, SPD: 45, LUK: 1, Attack: 86947, Defense: 502216, Current HP: 1322, A Avg: 91294, D Avg: 502216, [Progress[147, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 429: HP: 2834, STR: 293, VIT: 417890, SPD: 45, LUK: 1, Attack: 84260, Defense: 503807, Current HP: 2834, A Avg: 88473, D Avg: 503807, [Phantom Sword[117, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 428: HP: 1759, STR: 667, VIT: 418948, SPD: 45, LUK: 1, Attack: 86311, Defense: 503812, Current HP: 1759, A Avg: 90626, D Avg: 503812, [Gladius[162, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 427: HP: 2036, STR: 750, VIT: 418951, SPD: 45, LUK: 1, Attack: 86602, Defense: 503815, Current HP: 2036, A Avg: 90932, D Avg: 503815, [Santoku[159, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 426: HP: 1335, STR: 523, VIT: 418980, SPD: 45, LUK: 1, Attack: 85855, Defense: 503818, Current HP: 1335, A Avg: 90147, D Avg: 503818, [Tower[149, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 425: HP: 2593, STR: 237, VIT: 417901, SPD: 45, LUK: 1, Attack: 84080, Defense: 503818, Current HP: 2593, A Avg: 88284, D Avg: 503818, [Salamander[110, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 424: HP: 2582, STR: 280, VIT: 417901, SPD: 45, LUK: 1, Attack: 84364, Defense: 503818, Current HP: 2582, A Avg: 88582, D Avg: 503818, [Phantom Scythe[116, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 423: HP: 2593, STR: 237, VIT: 417901, SPD: 45, LUK: 1, Attack: 84109, Defense: 503818, Current HP: 2593, A Avg: 88314, D Avg: 503818, [Undine[118, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 422: HP: 2593, STR: 237, VIT: 417901, SPD: 45, LUK: 1, Attack: 84136, Defense: 503818, Current HP: 2593, A Avg: 88342, D Avg: 503818, [Sylph[119, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 421: HP: 2593, STR: 237, VIT: 417901, SPD: 45, LUK: 1, Attack: 84163, Defense: 503818, Current HP: 2593, A Avg: 88371, D Avg: 503818, [Gnome[120, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 420: HP: 2414, STR: 1458, VIT: 419960, SPD: 45, LUK: 1, Attack: 89286, Defense: 503823, Current HP: 2414, A Avg: 93750, D Avg: 503823, [Stargazer[183, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 419: HP: 1251, STR: 374, VIT: 418858, SPD: 45, LUK: 1, Attack: 84484, Defense: 503826, Current HP: 1251, A Avg: 88708, D Avg: 503826, [Dragon Killer[139, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 418: HP: 1259, STR: 378, VIT: 418858, SPD: 45, LUK: 1, Attack: 84891, Defense: 503826, Current HP: 1259, A Avg: 89135, D Avg: 503826, [Volcano[142, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 417: HP: 1280, STR: 374, VIT: 418861, SPD: 45, LUK: 1, Attack: 86343, Defense: 503829, Current HP: 1280, A Avg: 90660, D Avg: 503829, [Fire Chariot[138, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 416: HP: 2624, STR: 178, VIT: 417916, SPD: 45, LUK: 1, Attack: 88345, Defense: 503833, Current HP: 2624, A Avg: 92762, D Avg: 503833, [Basic[169, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 415: HP: 1511, STR: 471, VIT: 418876, SPD: 45, LUK: 1, Attack: 85569, Defense: 503844, Current HP: 1511, A Avg: 89847, D Avg: 503844, [Yggdrasil[126, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 414: HP: 1259, STR: 433, VIT: 418876, SPD: 45, LUK: 1, Attack: 85258, Defense: 503844, Current HP: 1259, A Avg: 89520, D Avg: 503844, [Kraken[145, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 413: HP: 1322, STR: 376, VIT: 418876, SPD: 45, LUK: 1, Attack: 85188, Defense: 503844, Current HP: 1322, A Avg: 89447, D Avg: 503844, [Granada[150, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 412: HP: 1360, STR: 385, VIT: 418881, SPD: 45, LUK: 1, Attack: 84417, Defense: 503849, Current HP: 1360, A Avg: 88637, D Avg: 503849, [Alucard[146, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 411: HP: 1259, STR: 518, VIT: 418864, SPD: 45, LUK: 1, Attack: 84706, Defense: 503858, Current HP: 1259, A Avg: 88941, D Avg: 503858, [Cagliostro[133, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 410: HP: 2582, STR: 246, VIT: 417942, SPD: 45, LUK: 1, Attack: 84122, Defense: 503859, Current HP: 2582, A Avg: 88328, D Avg: 503859, [Tornado[111, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 409: HP: 2834, STR: 237, VIT: 417942, SPD: 45, LUK: 1, Attack: 84262, Defense: 503859, Current HP: 2834, A Avg: 88475, D Avg: 503859, [Fairy Sword[113, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 408: HP: 2582, STR: 298, VIT: 417942, SPD: 45, LUK: 1, Attack: 84447, Defense: 503859, Current HP: 2582, A Avg: 88669, D Avg: 503859, [Giant Tornado[114, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 407: HP: 2597, STR: 246, VIT: 417942, SPD: 45, LUK: 1, Attack: 84062, Defense: 503859, Current HP: 2597, A Avg: 88265, D Avg: 503859, [Hand Axe[140, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 406: HP: 2603, STR: 280, VIT: 417942, SPD: 45, LUK: 1, Attack: 84273, Defense: 503859, Current HP: 2603, A Avg: 88486, D Avg: 503859, [Wooden Boomerang[167, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 405: HP: 2702, STR: 250, VIT: 417945, SPD: 45, LUK: 1, Attack: 84048, Defense: 503862, Current HP: 2702, A Avg: 88250, D Avg: 503862, [Ninja[135, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 404: HP: 2599, STR: 246, VIT: 417948, SPD: 45, LUK: 1, Attack: 84252, Defense: 503865, Current HP: 2599, A Avg: 88464, D Avg: 503865, [Crescent[141, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 403: HP: 1133, STR: 1092, VIT: 419003, SPD: 45, LUK: 1, Attack: 85880, Defense: 503867, Current HP: 1133, A Avg: 90174, D Avg: 503867, [Pulse Knife[165, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 402: HP: 1207, STR: 702, VIT: 418873, SPD: 45, LUK: 1, Attack: 84812, Defense: 503867, Current HP: 1207, A Avg: 89052, D Avg: 503867, [Windmill[137, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 401: HP: 1196, STR: 648, VIT: 418876, SPD: 45, LUK: 1, Attack: 84648, Defense: 503870, Current HP: 1196, A Avg: 88880, D Avg: 503870, [Kirisame[129, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 400: HP: 1469, STR: 657, VIT: 418876, SPD: 45, LUK: 1, Attack: 84778, Defense: 503870, Current HP: 1469, A Avg: 89016, D Avg: 503870, [Black Kirisame[130, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 399: HP: 1457, STR: 784, VIT: 418876, SPD: 45, LUK: 1, Attack: 86532, Defense: 503870, Current HP: 1457, A Avg: 90858, D Avg: 503870, [Scythe of the Grim Reaper[148, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 398: HP: 1490, STR: 657, VIT: 418878, SPD: 45, LUK: 1, Attack: 84767, Defense: 503872, Current HP: 1490, A Avg: 89005, D Avg: 503872, [Serpent[144, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 397: HP: 2414, STR: 1458, VIT: 419989, SPD: 45, LUK: 1, Attack: 89286, Defense: 503878, Current HP: 2414, A Avg: 93750, D Avg: 503878, [Stargazer[183, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 396: HP: 1621, STR: 747, VIT: 418884, SPD: 45, LUK: 1, Attack: 85713, Defense: 503878, Current HP: 1621, A Avg: 89998, D Avg: 503878, [Red Shark[134, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 395: HP: 1415, STR: 561, VIT: 419041, SPD: 45, LUK: 1, Attack: 85604, Defense: 503879, Current HP: 1415, A Avg: 89884, D Avg: 503879, [White Snake[160, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 394: HP: 1259, STR: 376, VIT: 418916, SPD: 45, LUK: 1, Attack: 84317, Defense: 503884, Current HP: 1259, A Avg: 88532, D Avg: 503884, [Rusty Knife[156, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 393: HP: 1700, STR: 648, VIT: 418893, SPD: 45, LUK: 1, Attack: 84966, Defense: 503887, Current HP: 1700, A Avg: 89214, D Avg: 503887, [Ruby Knuckle[151, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 392: HP: 2860, STR: 1458, VIT: 419960, SPD: 45, LUK: 1, Attack: 89286, Defense: 503888, Current HP: 2860, A Avg: 93750, D Avg: 503888, [Stargazer[183, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 391: HP: 1524, STR: 696, VIT: 419050, SPD: 45, LUK: 1, Attack: 87042, Defense: 503888, Current HP: 1524, A Avg: 91394, D Avg: 503888, [Progress[147, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 390: HP: 2855, STR: 342, VIT: 417971, SPD: 45, LUK: 1, Attack: 85024, Defense: 503888, Current HP: 2855, A Avg: 89275, D Avg: 503888, [Thunder Whip[143, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 389: HP: 2498, STR: 1458, VIT: 419975, SPD: 45, LUK: 1, Attack: 89286, Defense: 503903, Current HP: 2498, A Avg: 93750, D Avg: 503903, [Stargazer[183, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 388: HP: 3002, STR: 2084, VIT: 417988, SPD: 45, LUK: 1, Attack: 91993, Defense: 503905, Current HP: 3002, A Avg: 96592, D Avg: 503905, [Spectral Sword Shigure[172, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 387: HP: 1259, STR: 342, VIT: 418945, SPD: 45, LUK: 1, Attack: 85817, Defense: 503913, Current HP: 1259, A Avg: 90107, D Avg: 503913, [Elemental[121, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 386: HP: 1511, STR: 446, VIT: 418945, SPD: 45, LUK: 1, Attack: 85096, Defense: 503913, Current HP: 1511, A Avg: 89350, D Avg: 503913, [Diamond Knuckle[152, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 385: HP: 1469, STR: 918, VIT: 418922, SPD: 45, LUK: 1, Attack: 85652, Defense: 503916, Current HP: 1469, A Avg: 89934, D Avg: 503916, [Irruption[154, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 384: HP: 986, STR: 604, VIT: 418951, SPD: 45, LUK: 1, Attack: 85442, Defense: 503919, Current HP: 986, A Avg: 89714, D Avg: 503919, [Classic[168, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 383: HP: 999, STR: 646, VIT: 419090, SPD: 45, LUK: 1, Attack: 87174, Defense: 503928, Current HP: 999, A Avg: 91532, D Avg: 503928, [Moon Knuckle[153, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 382: HP: 978, STR: 1758, VIT: 419090, SPD: 45, LUK: 1, Attack: 87636, Defense: 503928, Current HP: 978, A Avg: 92017, D Avg: 503928, [Blue Sword[180, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 381: HP: 2876, STR: 237, VIT: 418011, SPD: 45, LUK: 1, Attack: 84093, Defense: 503928, Current HP: 2876, A Avg: 88297, D Avg: 503928, [Emerald Sword[115, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 380: HP: 2734, STR: 289, VIT: 418017, SPD: 45, LUK: 1, Attack: 84191, Defense: 503934, Current HP: 2734, A Avg: 88400, D Avg: 503934, [Crossed Shuriken[136, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 379: HP: 2687, STR: 1458, VIT: 420099, SPD: 45, LUK: 1, Attack: 89286, Defense: 503936, Current HP: 2687, A Avg: 93750, D Avg: 503936, [Stargazer[183, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 378: HP: 1461, STR: 698, VIT: 418945, SPD: 45, LUK: 1, Attack: 84808, Defense: 503939, Current HP: 1461, A Avg: 89048, D Avg: 503939, [Dragon Killer[139, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 377: HP: 1469, STR: 702, VIT: 418945, SPD: 45, LUK: 1, Attack: 85215, Defense: 503939, Current HP: 1469, A Avg: 89475, D Avg: 503939, [Volcano[142, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 376: HP: 3918, STR: 2737, VIT: 419102, SPD: 45, LUK: 1, Attack: 88550, Defense: 503940, Current HP: 3918, A Avg: 92977, D Avg: 503940, [Spear of Regression[182, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 375: HP: 1490, STR: 698, VIT: 418948, SPD: 45, LUK: 1, Attack: 86667, Defense: 503942, Current HP: 1490, A Avg: 91000, D Avg: 503942, [Fire Chariot[138, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 374: HP: 2876, STR: 333, VIT: 418026, SPD: 45, LUK: 1, Attack: 84846, Defense: 503943, Current HP: 2876, A Avg: 89088, D Avg: 503943, [Maximum Iron Mass[123, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 373: HP: 1259, STR: 705, VIT: 418986, SPD: 45, LUK: 1, Attack: 85543, Defense: 503954, Current HP: 1259, A Avg: 89820, D Avg: 503954, [Willow Blade[157, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 372: HP: 1868, STR: 583, VIT: 418986, SPD: 45, LUK: 1, Attack: 85506, Defense: 503954, Current HP: 1868, A Avg: 89781, D Avg: 503954, [Pangaea[164, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 371: HP: 1721, STR: 795, VIT: 418963, SPD: 45, LUK: 1, Attack: 85893, Defense: 503957, Current HP: 1721, A Avg: 90187, D Avg: 503957, [Yggdrasil[126, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 370: HP: 1469, STR: 757, VIT: 418963, SPD: 45, LUK: 1, Attack: 85582, Defense: 503957, Current HP: 1469, A Avg: 89861, D Avg: 503957, [Kraken[145, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 369: HP: 1532, STR: 700, VIT: 418963, SPD: 45, LUK: 1, Attack: 85512, Defense: 503957, Current HP: 1532, A Avg: 89787, D Avg: 503957, [Granada[150, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 368: HP: 1570, STR: 709, VIT: 418968, SPD: 45, LUK: 1, Attack: 84741, Defense: 503962, Current HP: 1570, A Avg: 88978, D Avg: 503962, [Alucard[146, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 367: HP: 1343, STR: 428, VIT: 419015, SPD: 45, LUK: 1, Attack: 85760, Defense: 503983, Current HP: 1343, A Avg: 90048, D Avg: 503983, [Tower[149, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 366: HP: 1469, STR: 700, VIT: 419003, SPD: 45, LUK: 1, Attack: 84641, Defense: 503997, Current HP: 1469, A Avg: 88873, D Avg: 503997, [Rusty Knife[156, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 365: HP: 2645, STR: 194, VIT: 418081, SPD: 45, LUK: 1, Attack: 84382, Defense: 503998, Current HP: 2645, A Avg: 88601, D Avg: 503998, [Cagliostro[133, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 364: HP: 2593, STR: 378, VIT: 418090, SPD: 45, LUK: 1, Attack: 84488, Defense: 504007, Current HP: 2593, A Avg: 88712, D Avg: 504007, [Windmill[137, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 363: HP: 2582, STR: 324, VIT: 418093, SPD: 45, LUK: 1, Attack: 84324, Defense: 504010, Current HP: 2582, A Avg: 88540, D Avg: 504010, [Kirisame[129, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 362: HP: 2855, STR: 333, VIT: 418093, SPD: 45, LUK: 1, Attack: 84454, Defense: 504010, Current HP: 2855, A Avg: 88676, D Avg: 504010, [Black Kirisame[130, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 361: HP: 2843, STR: 460, VIT: 418093, SPD: 45, LUK: 1, Attack: 86208, Defense: 504010, Current HP: 2843, A Avg: 90518, D Avg: 504010, [Scythe of the Grim Reaper[148, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 360: HP: 2876, STR: 333, VIT: 418095, SPD: 45, LUK: 1, Attack: 84443, Defense: 504012, Current HP: 2876, A Avg: 88665, D Avg: 504012, [Serpent[144, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 359: HP: 3007, STR: 423, VIT: 418101, SPD: 45, LUK: 1, Attack: 85389, Defense: 504018, Current HP: 3007, A Avg: 89658, D Avg: 504018, [Red Shark[134, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 358: HP: 1763, STR: 1128, VIT: 419160, SPD: 45, LUK: 1, Attack: 86462, Defense: 504024, Current HP: 1763, A Avg: 90785, D Avg: 504024, [Impulse[166, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 357: HP: 1469, STR: 666, VIT: 419032, SPD: 45, LUK: 1, Attack: 86141, Defense: 504026, Current HP: 1469, A Avg: 90448, D Avg: 504026, [Elemental[121, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 356: HP: 1721, STR: 770, VIT: 419032, SPD: 45, LUK: 1, Attack: 85420, Defense: 504026, Current HP: 1721, A Avg: 89691, D Avg: 504026, [Diamond Knuckle[152, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 355: HP: 3086, STR: 324, VIT: 418110, SPD: 45, LUK: 1, Attack: 84642, Defense: 504027, Current HP: 3086, A Avg: 88874, D Avg: 504027, [Ruby Knuckle[151, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 354: HP: 1196, STR: 928, VIT: 419038, SPD: 45, LUK: 1, Attack: 85766, Defense: 504032, Current HP: 1196, A Avg: 90054, D Avg: 504032, [Classic[168, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 353: HP: 1423, STR: 466, VIT: 419076, SPD: 45, LUK: 1, Attack: 85509, Defense: 504044, Current HP: 1423, A Avg: 89784, D Avg: 504044, [White Snake[160, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 352: HP: 1532, STR: 601, VIT: 419084, SPD: 45, LUK: 1, Attack: 86947, Defense: 504052, Current HP: 1532, A Avg: 91294, D Avg: 504052, [Progress[147, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 351: HP: 2650, STR: 1476, VIT: 420114, SPD: 45, LUK: 1, Attack: 89304, Defense: 504055, Current HP: 2650, A Avg: 93769, D Avg: 504055, [Stargazer[183, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 350: HP: 2855, STR: 594, VIT: 418139, SPD: 45, LUK: 1, Attack: 85328, Defense: 504056, Current HP: 2855, A Avg: 89594, D Avg: 504056, [Irruption[154, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 349: HP: 1230, STR: 1110, VIT: 419229, SPD: 45, LUK: 1, Attack: 86988, Defense: 504067, Current HP: 1230, A Avg: 91337, D Avg: 504067, [God Hand[179, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 348: HP: 1188, STR: 1542, VIT: 419229, SPD: 45, LUK: 1, Attack: 87082, Defense: 504067, Current HP: 1188, A Avg: 91436, D Avg: 504067, [Zodiac[184, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 347: HP: 1469, STR: 1029, VIT: 419073, SPD: 45, LUK: 1, Attack: 85867, Defense: 504067, Current HP: 1469, A Avg: 90160, D Avg: 504067, [Willow Blade[157, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 346: HP: 2078, STR: 907, VIT: 419073, SPD: 45, LUK: 1, Attack: 85830, Defense: 504067, Current HP: 2078, A Avg: 90121, D Avg: 504067, [Pangaea[164, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 345: HP: 2847, STR: 374, VIT: 418162, SPD: 45, LUK: 1, Attack: 84484, Defense: 504079, Current HP: 2847, A Avg: 88708, D Avg: 504079, [Dragon Killer[139, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 344: HP: 2855, STR: 378, VIT: 418162, SPD: 45, LUK: 1, Attack: 84891, Defense: 504079, Current HP: 2855, A Avg: 89135, D Avg: 504079, [Volcano[142, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 343: HP: 2876, STR: 374, VIT: 418165, SPD: 45, LUK: 1, Attack: 86343, Defense: 504082, Current HP: 2876, A Avg: 90660, D Avg: 504082, [Fire Chariot[138, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 342: HP: 1007, STR: 550, VIT: 419125, SPD: 45, LUK: 1, Attack: 87078, Defense: 504093, Current HP: 1007, A Avg: 91431, D Avg: 504093, [Moon Knuckle[153, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 341: HP: 986, STR: 1663, VIT: 419125, SPD: 45, LUK: 1, Attack: 87541, Defense: 504093, Current HP: 986, A Avg: 91918, D Avg: 504093, [Blue Sword[180, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 340: HP: 1553, STR: 752, VIT: 419102, SPD: 45, LUK: 1, Attack: 86084, Defense: 504096, Current HP: 1553, A Avg: 90388, D Avg: 504096, [Tower[149, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 339: HP: 3107, STR: 471, VIT: 418180, SPD: 45, LUK: 1, Attack: 85569, Defense: 504097, Current HP: 3107, A Avg: 89847, D Avg: 504097, [Yggdrasil[126, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 338: HP: 2855, STR: 433, VIT: 418180, SPD: 45, LUK: 1, Attack: 85258, Defense: 504097, Current HP: 2855, A Avg: 89520, D Avg: 504097, [Kraken[145, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
