Rank 1000: HP: 1606, STR: 345, VIT: 641949, SPD: 72, LUK: 1, Attack: 84156, Defense: 726189, Current HP: 1606, A Avg: 88363, D Avg: 726189, [Long Sword[104, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 377: HP: 1942, STR: 997, VIT: 643159, SPD: 72, LUK: 1, Attack: 84938, Defense: 728153, Current HP: 1942, A Avg: 89184, D Avg: 728153, [Rusty Knife[156, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 376: HP: 1692, STR: 536, VIT: 643188, SPD: 72, LUK: 1, Attack: 84646, Defense: 728156, Current HP: 1692, A Avg: 88878, D Avg: 728156, [Dragon Killer[139, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 375: HP: 1732, STR: 540, VIT: 643188, SPD: 72, LUK: 1, Attack: 85053, Defense: 728156, Current HP: 1732, A Avg: 89305, D Avg: 728156, [Volcano[142, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 374: HP: 1753, STR: 536, VIT: 643191, SPD: 72, LUK: 1, Attack: 86505, Defense: 728159, Current HP: 1753, A Avg: 90830, D Avg: 728159, [Fire Chariot[138, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 373: HP: 2141, STR: 687, VIT: 643205, SPD: 72, LUK: 1, Attack: 85785, Defense: 728173, Current HP: 2141, A Avg: 90074, D Avg: 728173, [Yggdrasil[126, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 372: HP: 1732, STR: 622, VIT: 643205, SPD: 72, LUK: 1, Attack: 85447, Defense: 728173, Current HP: 1732, A Avg: 89719, D Avg: 728173, [Kraken[145, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 371: HP: 1795, STR: 538, VIT: 643205, SPD: 72, LUK: 1, Attack: 85350, Defense: 728173, Current HP: 1795, A Avg: 89617, D Avg: 728173, [Granada[150, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 370: HP: 1896, STR: 547, VIT: 643211, SPD: 72, LUK: 1, Attack: 84579, Defense: 728179, Current HP: 1896, A Avg: 88807, D Avg: 728179, [Alucard[146, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 369: HP: 1942, STR: 936, VIT: 643188, SPD: 72, LUK: 1, Attack: 86411, Defense: 728182, Current HP: 1942, A Avg: 90731, D Avg: 728182, [Elemental[121, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 368: HP: 2351, STR: 1094, VIT: 643188, SPD: 72, LUK: 1, Attack: 85744, Defense: 728182, Current HP: 2351, A Avg: 90031, D Avg: 728182, [Diamond Knuckle[152, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 367: HP: 2610, STR: 991, VIT: 643321, SPD: 72, LUK: 1, Attack: 86635, Defense: 728185, Current HP: 2610, A Avg: 90966, D Avg: 728185, [Gladius[162, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 366: HP: 1511, STR: 1360, VIT: 643193, SPD: 72, LUK: 1, Attack: 86198, Defense: 728187, Current HP: 1511, A Avg: 90507, D Avg: 728187, [Classic[168, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 365: HP: 4724, STR: 880, VIT: 642271, SPD: 72, LUK: 1, Attack: 85803, Defense: 728188, Current HP: 4724, A Avg: 90093, D Avg: 728188, [Pangaea[164, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 364: HP: 2076, STR: 831, VIT: 643370, SPD: 72, LUK: 1, Attack: 85874, Defense: 728208, Current HP: 2076, A Avg: 90167, D Avg: 728208, [White Snake[160, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 363: HP: 2280, STR: 1047, VIT: 643379, SPD: 72, LUK: 1, Attack: 87393, Defense: 728217, Current HP: 2280, A Avg: 91762, D Avg: 728217, [Progress[147, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 362: HP: 3884, STR: 617, VIT: 642300, SPD: 72, LUK: 1, Attack: 85949, Defense: 728217, Current HP: 3884, A Avg: 90246, D Avg: 728217, [Tower[149, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 361: HP: 7885, STR: 3101, VIT: 642335, SPD: 72, LUK: 1, Attack: 88914, Defense: 728252, Current HP: 7885, A Avg: 93359, D Avg: 728252, [Spear of Regression[182, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 360: HP: 1732, STR: 538, VIT: 643289, SPD: 72, LUK: 1, Attack: 84479, Defense: 728257, Current HP: 1732, A Avg: 88702, D Avg: 728257, [Rusty Knife[156, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 359: HP: 1942, STR: 1515, VIT: 643272, SPD: 72, LUK: 1, Attack: 86353, Defense: 728266, Current HP: 1942, A Avg: 90670, D Avg: 728266, [Willow Blade[157, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 358: HP: 2866, STR: 1339, VIT: 643272, SPD: 72, LUK: 1, Attack: 86262, Defense: 728266, Current HP: 2866, A Avg: 90575, D Avg: 728266, [Pangaea[164, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 357: HP: 1606, STR: 1578, VIT: 643420, SPD: 72, LUK: 1, Attack: 86366, Defense: 728284, Current HP: 1606, A Avg: 90684, D Avg: 728284, [Pulse Knife[165, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 356: HP: 1732, STR: 477, VIT: 643318, SPD: 72, LUK: 1, Attack: 85952, Defense: 728286, Current HP: 1732, A Avg: 90249, D Avg: 728286, [Elemental[121, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 355: HP: 2141, STR: 635, VIT: 643318, SPD: 72, LUK: 1, Attack: 85285, Defense: 728286, Current HP: 2141, A Avg: 89549, D Avg: 728286, [Diamond Knuckle[152, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 354: HP: 1301, STR: 901, VIT: 643324, SPD: 72, LUK: 1, Attack: 85739, Defense: 728292, Current HP: 1301, A Avg: 90025, D Avg: 728292, [Classic[168, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 353: HP: 2026, STR: 1076, VIT: 643301, SPD: 72, LUK: 1, Attack: 86408, Defense: 728295, Current HP: 2026, A Avg: 90728, D Avg: 728295, [Tower[149, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 352: HP: 1440, STR: 943, VIT: 643463, SPD: 72, LUK: 1, Attack: 87471, Defense: 728301, Current HP: 1440, A Avg: 91844, D Avg: 728301, [Moon Knuckle[153, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 351: HP: 1419, STR: 2784, VIT: 643463, SPD: 72, LUK: 1, Attack: 88662, Defense: 728301, Current HP: 1419, A Avg: 93095, D Avg: 728301, [Blue Sword[180, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 350: HP: 4027, STR: 682, VIT: 642405, SPD: 72, LUK: 1, Attack: 85725, Defense: 728322, Current HP: 4027, A Avg: 90011, D Avg: 728322, [White Snake[160, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 349: HP: 6026, STR: 3560, VIT: 643336, SPD: 72, LUK: 1, Attack: 89373, Defense: 728330, Current HP: 6026, A Avg: 93841, D Avg: 728330, [Spear of Regression[182, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 348: HP: 4231, STR: 898, VIT: 642413, SPD: 72, LUK: 1, Attack: 87244, Defense: 728330, Current HP: 4231, A Avg: 91606, D Avg: 728330, [Progress[147, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 347: HP: 1732, STR: 1056, VIT: 643402, SPD: 72, LUK: 1, Attack: 85894, Defense: 728370, Current HP: 1732, A Avg: 90188, D Avg: 728370, [Willow Blade[157, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 346: HP: 2656, STR: 880, VIT: 643402, SPD: 72, LUK: 1, Attack: 85803, Defense: 728370, Current HP: 2656, A Avg: 90093, D Avg: 728370, [Pangaea[164, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 345: HP: 1816, STR: 617, VIT: 643431, SPD: 72, LUK: 1, Attack: 85949, Defense: 728399, Current HP: 1816, A Avg: 90246, D Avg: 728399, [Tower[149, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 344: HP: 2169, STR: 1141, VIT: 643405, SPD: 72, LUK: 1, Attack: 86184, Defense: 728399, Current HP: 2169, A Avg: 90493, D Avg: 728399, [White Snake[160, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 343: HP: 2372, STR: 1357, VIT: 643414, SPD: 72, LUK: 1, Attack: 87703, Defense: 728408, Current HP: 2372, A Avg: 92088, D Avg: 728408, [Progress[147, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 342: HP: 3391, STR: 793, VIT: 642497, SPD: 72, LUK: 1, Attack: 87321, Defense: 728414, Current HP: 3391, A Avg: 91687, D Avg: 728414, [Moon Knuckle[153, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 341: HP: 3370, STR: 2635, VIT: 642497, SPD: 72, LUK: 1, Attack: 88513, Defense: 728414, Current HP: 3370, A Avg: 92938, D Avg: 728414, [Blue Sword[180, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 340: HP: 5816, STR: 3101, VIT: 643466, SPD: 72, LUK: 1, Attack: 88914, Defense: 728434, Current HP: 5816, A Avg: 93359, D Avg: 728434, [Spear of Regression[182, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 339: HP: 1606, STR: 266, VIT: 644211, SPD: 72, LUK: 1, Attack: 84654, Defense: 728451, Current HP: 1606, A Avg: 88886, D Avg: 728451, [Encryption Key[173, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 338: HP: 6520, STR: 2021, VIT: 644211, SPD: 72, LUK: 1, Attack: 89903, Defense: 728451, Current HP: 6520, A Avg: 94398, D Avg: 728451, [Wild Card[175, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 337: HP: 1606, STR: 1108, VIT: 644211, SPD: 72, LUK: 1, Attack: 86752, Defense: 728451, Current HP: 1606, A Avg: 91089, D Avg: 728451, [Portal Sword[176, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 336: HP: 3359, STR: 2133, VIT: 644678, SPD: 72, LUK: 1, Attack: 89961, Defense: 728482, Current HP: 3359, A Avg: 94459, D Avg: 728482, [Stargazer[183, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 335: HP: 2551, STR: 1614, VIT: 643620, SPD: 72, LUK: 1, Attack: 86948, Defense: 728484, Current HP: 2551, A Avg: 91295, D Avg: 728484, [Impulse[166, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 334: HP: 1532, STR: 1252, VIT: 643498, SPD: 72, LUK: 1, Attack: 87780, Defense: 728492, Current HP: 1532, A Avg: 92169, D Avg: 728492, [Moon Knuckle[153, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 333: HP: 1511, STR: 3094, VIT: 643498, SPD: 72, LUK: 1, Attack: 88972, Defense: 728492, Current HP: 1511, A Avg: 93420, D Avg: 728492, [Blue Sword[180, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 332: HP: 1959, STR: 682, VIT: 643536, SPD: 72, LUK: 1, Attack: 85725, Defense: 728504, Current HP: 1959, A Avg: 90011, D Avg: 728504, [White Snake[160, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 331: HP: 2162, STR: 898, VIT: 643544, SPD: 72, LUK: 1, Attack: 87244, Defense: 728512, Current HP: 2162, A Avg: 91606, D Avg: 728512, [Progress[147, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 330: HP: 1671, STR: 1731, VIT: 643689, SPD: 72, LUK: 1, Attack: 87609, Defense: 728527, Current HP: 1671, A Avg: 91989, D Avg: 728527, [God Hand[179, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 329: HP: 1629, STR: 2433, VIT: 643689, SPD: 72, LUK: 1, Attack: 87973, Defense: 728527, Current HP: 1629, A Avg: 92371, D Avg: 728527, [Zodiac[184, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 328: HP: 3359, STR: 2133, VIT: 644670, SPD: 72, LUK: 1, Attack: 89961, Defense: 728539, Current HP: 3359, A Avg: 94459, D Avg: 728539, [Stargazer[183, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 327: HP: 1606, STR: 1047, VIT: 643710, SPD: 72, LUK: 1, Attack: 86600, Defense: 728574, Current HP: 1606, A Avg: 90930, D Avg: 728574, [Hammer of Justice[186, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 326: HP: 2795, STR: 687, VIT: 643747, SPD: 72, LUK: 1, Attack: 85395, Defense: 728585, Current HP: 2795, A Avg: 89664, D Avg: 728585, [Thin Blade[158, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 325: HP: 1322, STR: 793, VIT: 643628, SPD: 72, LUK: 1, Attack: 87321, Defense: 728596, Current HP: 1322, A Avg: 91687, D Avg: 728596, [Moon Knuckle[153, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 324: HP: 1301, STR: 2635, VIT: 643628, SPD: 72, LUK: 1, Attack: 88513, Defense: 728596, Current HP: 1301, A Avg: 92938, D Avg: 728596, [Blue Sword[180, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 323: HP: 2795, STR: 1083, VIT: 643776, SPD: 72, LUK: 1, Attack: 86935, Defense: 728614, Current HP: 2795, A Avg: 91281, D Avg: 728614, [Santoku[159, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 322: HP: 1858, STR: 1351, VIT: 643765, SPD: 72, LUK: 1, Attack: 87840, Defense: 728629, Current HP: 1858, A Avg: 92232, D Avg: 728629, [Cuttlefish[178, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 321: HP: 3359, STR: 2133, VIT: 644768, SPD: 72, LUK: 1, Attack: 89961, Defense: 728631, Current HP: 3359, A Avg: 94459, D Avg: 728631, [Stargazer[183, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 320: HP: 2326, STR: 178, VIT: 642416, SPD: 72, LUK: 1, Attack: 83904, Defense: 728632, Current HP: 2326, A Avg: 88099, D Avg: 728632, [Wooden Stick[101, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 319: HP: 2326, STR: 178, VIT: 642416, SPD: 72, LUK: 1, Attack: 83943, Defense: 728632, Current HP: 2326, A Avg: 88140, D Avg: 728632, [Club[102, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 318: HP: 2326, STR: 183, VIT: 642416, SPD: 72, LUK: 1, Attack: 83955, Defense: 728632, Current HP: 2326, A Avg: 88152, D Avg: 728632, [Short Sword[103, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 317: HP: 2326, STR: 257, VIT: 642416, SPD: 72, LUK: 1, Attack: 84068, Defense: 728632, Current HP: 2326, A Avg: 88271, D Avg: 728632, [Long Sword[104, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 316: HP: 2326, STR: 318, VIT: 642416, SPD: 72, LUK: 1, Attack: 84090, Defense: 728632, Current HP: 2326, A Avg: 88294, D Avg: 728632, [Wasp Knife[105, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 315: HP: 2326, STR: 248, VIT: 642416, SPD: 72, LUK: 1, Attack: 84072, Defense: 728632, Current HP: 2326, A Avg: 88275, D Avg: 728632, [Stun Knuckle[106, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 314: HP: 2326, STR: 327, VIT: 642416, SPD: 72, LUK: 1, Attack: 84170, Defense: 728632, Current HP: 2326, A Avg: 88378, D Avg: 728632, [Battle Scythe[107, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 313: HP: 2347, STR: 327, VIT: 642416, SPD: 72, LUK: 1, Attack: 84216, Defense: 728632, Current HP: 2347, A Avg: 88426, D Avg: 728632, [Iron Lumps[108, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 312: HP: 2326, STR: 178, VIT: 642416, SPD: 72, LUK: 1, Attack: 83946, Defense: 728632, Current HP: 2326, A Avg: 88143, D Avg: 728632, [Decorative Swords[109, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 311: HP: 2326, STR: 345, VIT: 642416, SPD: 72, LUK: 1, Attack: 84468, Defense: 728632, Current HP: 2326, A Avg: 88691, D Avg: 728632, [Pinpoint[112, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 310: HP: 2347, STR: 397, VIT: 642416, SPD: 72, LUK: 1, Attack: 84403, Defense: 728632, Current HP: 2347, A Avg: 88623, D Avg: 728632, [Great Iron Mass[122, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 309: HP: 2337, STR: 248, VIT: 642416, SPD: 72, LUK: 1, Attack: 84241, Defense: 728632, Current HP: 2337, A Avg: 88453, D Avg: 728632, [Sword of Wood[124, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 308: HP: 2757, STR: 477, VIT: 642416, SPD: 72, LUK: 1, Attack: 84665, Defense: 728632, Current HP: 2757, A Avg: 88898, D Avg: 728632, [Sword of the Spirit Tree[125, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 307: HP: 2337, STR: 327, VIT: 642416, SPD: 72, LUK: 1, Attack: 84326, Defense: 728632, Current HP: 2337, A Avg: 88542, D Avg: 728632, [Greatsword[127, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 306: HP: 2753, STR: 403, VIT: 642416, SPD: 72, LUK: 1, Attack: 84825, Defense: 728632, Current HP: 2753, A Avg: 89066, D Avg: 728632, [Dreaming Sword[128, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 305: HP: 2347, STR: 196, VIT: 642416, SPD: 72, LUK: 1, Attack: 83971, Defense: 728632, Current HP: 2347, A Avg: 88169, D Avg: 728632, [Peacemaker[131, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 304: HP: 2389, STR: 178, VIT: 642416, SPD: 72, LUK: 1, Attack: 84080, Defense: 728632, Current HP: 2389, A Avg: 88284, D Avg: 728632, [Daydream[132, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 303: HP: 3355, STR: 529, VIT: 642416, SPD: 72, LUK: 1, Attack: 86212, Defense: 728632, Current HP: 3355, A Avg: 90522, D Avg: 728632, [Dancing[155, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 302: HP: 2326, STR: 968, VIT: 642416, SPD: 72, LUK: 1, Attack: 85624, Defense: 728632, Current HP: 2326, A Avg: 89905, D Avg: 728632, [Penetra[161, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 301: HP: 2326, STR: 178, VIT: 642416, SPD: 72, LUK: 1, Attack: 85019, Defense: 728632, Current HP: 2326, A Avg: 89269, D Avg: 728632, [Grand Slam[163, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 300: HP: 2536, STR: 178, VIT: 642416, SPD: 72, LUK: 1, Attack: 85146, Defense: 728632, Current HP: 2536, A Avg: 89403, D Avg: 728632, [Cluster Bomb[170, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 299: HP: 2956, STR: 178, VIT: 642416, SPD: 72, LUK: 1, Attack: 92364, Defense: 728632, Current HP: 2956, A Avg: 96982, D Avg: 728632, [Big Bang[171, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 298: HP: 7240, STR: 178, VIT: 642416, SPD: 72, LUK: 1, Attack: 85231, Defense: 728632, Current HP: 7240, A Avg: 89492, D Avg: 728632, [Common Key[174, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 297: HP: 2956, STR: 178, VIT: 642416, SPD: 72, LUK: 1, Attack: 86420, Defense: 728632, Current HP: 2956, A Avg: 90741, D Avg: 728632, [Droid Hammer[177, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 296: HP: 2326, STR: 2986, VIT: 642416, SPD: 72, LUK: 1, Attack: 87564, Defense: 728632, Current HP: 2326, A Avg: 91942, D Avg: 728632, [Magical[187, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 295: HP: 2326, STR: 709, VIT: 642416, SPD: 72, LUK: 1, Attack: 87760, Defense: 728632, Current HP: 2326, A Avg: 92148, D Avg: 728632, [Tekken[188, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 294: HP: 2326, STR: -69952, VIT: 642416, SPD: 72, LUK: 1, Attack: 29314, Defense: 728632, Current HP: 2326, A Avg: 30779, D Avg: 728632, [Sword of Evil[189, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 293: HP: 2326, STR: 3346, VIT: 642416, SPD: 72, LUK: 1, Attack: 91007, Defense: 728632, Current HP: 2326, A Avg: 95557, D Avg: 728632, [Neural Edge[190, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 292: HP: 3622, STR: 1582, VIT: 642724, SPD: 72, LUK: 1, Attack: 87460, Defense: 728641, Current HP: 3622, A Avg: 91833, D Avg: 728641, [God Hand[179, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 291: HP: 3580, STR: 2284, VIT: 642724, SPD: 72, LUK: 1, Attack: 87824, Defense: 728641, Current HP: 3580, A Avg: 92215, D Avg: 728641, [Zodiac[184, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 290: HP: 2049, STR: 2381, VIT: 643811, SPD: 72, LUK: 1, Attack: 86881, Defense: 728649, Current HP: 2049, A Avg: 91225, D Avg: 728649, [Divine Dragon Sword[181, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 289: HP: 2736, STR: 401, VIT: 642434, SPD: 72, LUK: 1, Attack: 84368, Defense: 728650, Current HP: 2736, A Avg: 88586, D Avg: 728650, [Phantom Sword[117, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 288: HP: 2423, STR: 973, VIT: 643817, SPD: 72, LUK: 1, Attack: 86617, Defense: 728655, Current HP: 2423, A Avg: 90947, D Avg: 728655, [Gladius[162, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 287: HP: 2337, STR: 318, VIT: 642445, SPD: 72, LUK: 1, Attack: 84161, Defense: 728661, Current HP: 2337, A Avg: 88369, D Avg: 728661, [Salamander[110, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 286: HP: 2326, STR: 388, VIT: 642445, SPD: 72, LUK: 1, Attack: 84472, Defense: 728661, Current HP: 2326, A Avg: 88695, D Avg: 728661, [Phantom Scythe[116, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
