Rank 1000: HP: 1713, STR: 482, VIT: 560065, SPD: 63, LUK: 1, Attack: 84592, Defense: 643902, Current HP: 1713, A Avg: 88821, D Avg: 643902, [Dragon Killer[139, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 391: HP: 1805, STR: 896, VIT: 560700, SPD: 63, LUK: 1, Attack: 86865, Defense: 645694, Current HP: 1805, A Avg: 91208, D Avg: 645694, [Fire Chariot[138, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 390: HP: 3842, STR: 615, VIT: 559787, SPD: 63, LUK: 1, Attack: 85713, Defense: 645704, Current HP: 3842, A Avg: 89998, D Avg: 645704, [Yggdrasil[126, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 389: HP: 3485, STR: 559, VIT: 559787, SPD: 63, LUK: 1, Attack: 85384, Defense: 645704, Current HP: 3485, A Avg: 89653, D Avg: 645704, [Kraken[145, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 388: HP: 3548, STR: 484, VIT: 559787, SPD: 63, LUK: 1, Attack: 85296, Defense: 645704, Current HP: 3548, A Avg: 89560, D Avg: 645704, [Granada[150, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 387: HP: 2141, STR: 1029, VIT: 560715, SPD: 63, LUK: 1, Attack: 86127, Defense: 645709, Current HP: 2141, A Avg: 90433, D Avg: 645709, [Yggdrasil[126, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 386: HP: 1784, STR: 973, VIT: 560715, SPD: 63, LUK: 1, Attack: 85798, Defense: 645709, Current HP: 1784, A Avg: 90087, D Avg: 645709, [Kraken[145, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 385: HP: 1847, STR: 898, VIT: 560715, SPD: 63, LUK: 1, Attack: 85710, Defense: 645709, Current HP: 1847, A Avg: 89995, D Avg: 645709, [Granada[150, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 384: HP: 3628, STR: 493, VIT: 559792, SPD: 63, LUK: 1, Attack: 84525, Defense: 645709, Current HP: 3628, A Avg: 88751, D Avg: 645709, [Alucard[146, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 383: HP: 2666, STR: 984, VIT: 560848, SPD: 63, LUK: 1, Attack: 86836, Defense: 645712, Current HP: 2666, A Avg: 91177, D Avg: 645712, [Santoku[159, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 382: HP: 1927, STR: 907, VIT: 560720, SPD: 63, LUK: 1, Attack: 84939, Defense: 645714, Current HP: 1927, A Avg: 89185, D Avg: 645714, [Alucard[146, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 381: HP: 1545, STR: 482, VIT: 560755, SPD: 63, LUK: 1, Attack: 84592, Defense: 645723, Current HP: 1545, A Avg: 88821, D Avg: 645723, [Dragon Killer[139, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 380: HP: 1574, STR: 486, VIT: 560755, SPD: 63, LUK: 1, Attack: 84999, Defense: 645723, Current HP: 1574, A Avg: 89248, D Avg: 645723, [Volcano[142, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 379: HP: 1595, STR: 482, VIT: 560758, SPD: 63, LUK: 1, Attack: 86451, Defense: 645726, Current HP: 1595, A Avg: 90773, D Avg: 645726, [Fire Chariot[138, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 378: HP: 2326, STR: 883, VIT: 560874, SPD: 63, LUK: 1, Attack: 86527, Defense: 645738, Current HP: 2326, A Avg: 90853, D Avg: 645738, [Gladius[162, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 377: HP: 1931, STR: 615, VIT: 560773, SPD: 63, LUK: 1, Attack: 85713, Defense: 645741, Current HP: 1931, A Avg: 89998, D Avg: 645741, [Yggdrasil[126, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 376: HP: 1574, STR: 559, VIT: 560773, SPD: 63, LUK: 1, Attack: 85384, Defense: 645741, Current HP: 1574, A Avg: 89653, D Avg: 645741, [Kraken[145, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 375: HP: 1637, STR: 484, VIT: 560773, SPD: 63, LUK: 1, Attack: 85296, Defense: 645741, Current HP: 1637, A Avg: 89560, D Avg: 645741, [Granada[150, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 374: HP: 1717, STR: 493, VIT: 560778, SPD: 63, LUK: 1, Attack: 84525, Defense: 645746, Current HP: 1717, A Avg: 88751, D Avg: 645746, [Alucard[146, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 373: HP: 5262, STR: 3079, VIT: 560912, SPD: 63, LUK: 1, Attack: 88892, Defense: 645750, Current HP: 5262, A Avg: 93336, D Avg: 645750, [Spear of Regression[182, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 372: HP: 1856, STR: 741, VIT: 560938, SPD: 63, LUK: 1, Attack: 85784, Defense: 645776, Current HP: 1856, A Avg: 90073, D Avg: 645776, [White Snake[160, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 371: HP: 1784, STR: 898, VIT: 560784, SPD: 63, LUK: 1, Attack: 84839, Defense: 645778, Current HP: 1784, A Avg: 89080, D Avg: 645778, [Rusty Knife[156, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 370: HP: 2028, STR: 930, VIT: 560947, SPD: 63, LUK: 1, Attack: 87276, Defense: 645785, Current HP: 2028, A Avg: 91639, D Avg: 645785, [Progress[147, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 369: HP: 3485, STR: 432, VIT: 559885, SPD: 63, LUK: 1, Attack: 85907, Defense: 645802, Current HP: 3485, A Avg: 90202, D Avg: 645802, [Elemental[121, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 368: HP: 3842, STR: 572, VIT: 559885, SPD: 63, LUK: 1, Attack: 85222, Defense: 645802, Current HP: 3842, A Avg: 89483, D Avg: 645802, [Diamond Knuckle[152, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 367: HP: 1784, STR: 846, VIT: 560813, SPD: 63, LUK: 1, Attack: 86321, Defense: 645807, Current HP: 1784, A Avg: 90637, D Avg: 645807, [Elemental[121, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 366: HP: 2141, STR: 986, VIT: 560813, SPD: 63, LUK: 1, Attack: 85636, Defense: 645807, Current HP: 2141, A Avg: 89917, D Avg: 645807, [Diamond Knuckle[152, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 365: HP: 3107, STR: 802, VIT: 559891, SPD: 63, LUK: 1, Attack: 85640, Defense: 645808, Current HP: 3107, A Avg: 89922, D Avg: 645808, [Classic[168, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 364: HP: 1574, STR: 484, VIT: 560842, SPD: 63, LUK: 1, Attack: 84425, Defense: 645810, Current HP: 1574, A Avg: 88646, D Avg: 645810, [Rusty Knife[156, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 363: HP: 1406, STR: 1216, VIT: 560819, SPD: 63, LUK: 1, Attack: 86054, Defense: 645813, Current HP: 1406, A Avg: 90356, D Avg: 645813, [Classic[168, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 362: HP: 1448, STR: 1416, VIT: 560958, SPD: 63, LUK: 1, Attack: 86204, Defense: 645822, Current HP: 1448, A Avg: 90514, D Avg: 645822, [Pulse Knife[165, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 361: HP: 1574, STR: 432, VIT: 560871, SPD: 63, LUK: 1, Attack: 85907, Defense: 645839, Current HP: 1574, A Avg: 90202, D Avg: 645839, [Elemental[121, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 360: HP: 1931, STR: 572, VIT: 560871, SPD: 63, LUK: 1, Attack: 85222, Defense: 645839, Current HP: 1931, A Avg: 89483, D Avg: 645839, [Diamond Knuckle[152, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 359: HP: 1196, STR: 802, VIT: 560877, SPD: 63, LUK: 1, Attack: 85640, Defense: 645845, Current HP: 1196, A Avg: 89922, D Avg: 645845, [Classic[168, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 358: HP: 1293, STR: 844, VIT: 561016, SPD: 63, LUK: 1, Attack: 87372, Defense: 645854, Current HP: 1293, A Avg: 91740, D Avg: 645854, [Moon Knuckle[153, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 357: HP: 1272, STR: 2442, VIT: 561016, SPD: 63, LUK: 1, Attack: 88320, Defense: 645854, Current HP: 1272, A Avg: 92736, D Avg: 645854, [Blue Sword[180, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 356: HP: 4304, STR: 781, VIT: 559955, SPD: 63, LUK: 1, Attack: 85704, Defense: 645872, Current HP: 4304, A Avg: 89989, D Avg: 645872, [Pangaea[164, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 355: HP: 1784, STR: 1353, VIT: 560883, SPD: 63, LUK: 1, Attack: 86191, Defense: 645877, Current HP: 1784, A Avg: 90500, D Avg: 645877, [Willow Blade[157, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 354: HP: 2603, STR: 1195, VIT: 560883, SPD: 63, LUK: 1, Attack: 86118, Defense: 645877, Current HP: 2603, A Avg: 90423, D Avg: 645877, [Pangaea[164, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 353: HP: 1448, STR: 248, VIT: 561648, SPD: 63, LUK: 1, Attack: 84636, Defense: 645888, Current HP: 1448, A Avg: 88867, D Avg: 645888, [Encryption Key[173, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 352: HP: 5732, STR: 1778, VIT: 561648, SPD: 63, LUK: 1, Attack: 89660, Defense: 645888, Current HP: 5732, A Avg: 94143, D Avg: 645888, [Wild Card[175, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 351: HP: 1448, STR: 982, VIT: 561648, SPD: 63, LUK: 1, Attack: 86626, Defense: 645888, Current HP: 1448, A Avg: 90957, D Avg: 645888, [Portal Sword[176, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 350: HP: 3569, STR: 554, VIT: 559984, SPD: 63, LUK: 1, Attack: 85886, Defense: 645901, Current HP: 3569, A Avg: 90180, D Avg: 645901, [Tower[149, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 349: HP: 3044, STR: 1908, VIT: 562101, SPD: 63, LUK: 1, Attack: 89736, Defense: 645905, Current HP: 3044, A Avg: 94222, D Avg: 645905, [Stargazer[183, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 348: HP: 1868, STR: 968, VIT: 560912, SPD: 63, LUK: 1, Attack: 86300, Defense: 645906, Current HP: 1868, A Avg: 90615, D Avg: 645906, [Tower[149, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 347: HP: 1574, STR: 939, VIT: 560941, SPD: 63, LUK: 1, Attack: 85777, Defense: 645909, Current HP: 1574, A Avg: 90065, D Avg: 645909, [Willow Blade[157, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 346: HP: 2393, STR: 781, VIT: 560941, SPD: 63, LUK: 1, Attack: 85704, Defense: 645909, Current HP: 2393, A Avg: 89989, D Avg: 645909, [Pangaea[164, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 345: HP: 1658, STR: 554, VIT: 560970, SPD: 63, LUK: 1, Attack: 85886, Defense: 645938, Current HP: 1658, A Avg: 90180, D Avg: 645938, [Tower[149, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 344: HP: 3044, STR: 1908, VIT: 562092, SPD: 63, LUK: 1, Attack: 89736, Defense: 645961, Current HP: 3044, A Avg: 94222, D Avg: 645961, [Stargazer[183, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 343: HP: 7097, STR: 2948, VIT: 560048, SPD: 63, LUK: 1, Attack: 88761, Defense: 645965, Current HP: 7097, A Avg: 93199, D Avg: 645965, [Spear of Regression[182, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 342: HP: 5396, STR: 3362, VIT: 560976, SPD: 63, LUK: 1, Attack: 89175, Defense: 645970, Current HP: 5396, A Avg: 93633, D Avg: 645970, [Spear of Regression[182, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 341: HP: 3691, STR: 610, VIT: 560074, SPD: 63, LUK: 1, Attack: 85653, Defense: 645991, Current HP: 3691, A Avg: 89935, D Avg: 645991, [White Snake[160, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 340: HP: 1990, STR: 1024, VIT: 561002, SPD: 63, LUK: 1, Attack: 86067, Defense: 645996, Current HP: 1990, A Avg: 90370, D Avg: 645996, [White Snake[160, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 339: HP: 3863, STR: 799, VIT: 560082, SPD: 63, LUK: 1, Attack: 87145, Defense: 645999, Current HP: 3863, A Avg: 91502, D Avg: 645999, [Progress[147, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 338: HP: 5186, STR: 2948, VIT: 561034, SPD: 63, LUK: 1, Attack: 88761, Defense: 646002, Current HP: 5186, A Avg: 93199, D Avg: 646002, [Spear of Regression[182, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 337: HP: 2162, STR: 1213, VIT: 561010, SPD: 63, LUK: 1, Attack: 87559, Defense: 646004, Current HP: 2162, A Avg: 91936, D Avg: 646004, [Progress[147, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 336: HP: 2288, STR: 1452, VIT: 561144, SPD: 63, LUK: 1, Attack: 86786, Defense: 646008, Current HP: 2288, A Avg: 91125, D Avg: 646008, [Impulse[166, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 335: HP: 1780, STR: 610, VIT: 561060, SPD: 63, LUK: 1, Attack: 85653, Defense: 646028, Current HP: 1780, A Avg: 89935, D Avg: 646028, [White Snake[160, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 334: HP: 1952, STR: 799, VIT: 561068, SPD: 63, LUK: 1, Attack: 87145, Defense: 646036, Current HP: 1952, A Avg: 91502, D Avg: 646036, [Progress[147, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 333: HP: 3044, STR: 1908, VIT: 562176, SPD: 63, LUK: 1, Attack: 89736, Defense: 646039, Current HP: 3044, A Avg: 94222, D Avg: 646039, [Stargazer[183, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 332: HP: 1524, STR: 1524, VIT: 561213, SPD: 63, LUK: 1, Attack: 87402, Defense: 646051, Current HP: 1524, A Avg: 91772, D Avg: 646051, [God Hand[179, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 331: HP: 1482, STR: 2136, VIT: 561213, SPD: 63, LUK: 1, Attack: 87676, Defense: 646051, Current HP: 1482, A Avg: 92059, D Avg: 646051, [Zodiac[184, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 330: HP: 3128, STR: 712, VIT: 560152, SPD: 63, LUK: 1, Attack: 87240, Defense: 646069, Current HP: 3128, A Avg: 91602, D Avg: 646069, [Moon Knuckle[153, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 329: HP: 3107, STR: 2311, VIT: 560152, SPD: 63, LUK: 1, Attack: 88189, Defense: 646069, Current HP: 3107, A Avg: 92598, D Avg: 646069, [Blue Sword[180, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 328: HP: 1427, STR: 1126, VIT: 561080, SPD: 63, LUK: 1, Attack: 87654, Defense: 646074, Current HP: 1427, A Avg: 92036, D Avg: 646074, [Moon Knuckle[153, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 327: HP: 1406, STR: 2725, VIT: 561080, SPD: 63, LUK: 1, Attack: 88603, Defense: 646074, Current HP: 1406, A Avg: 93033, D Avg: 646074, [Blue Sword[180, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 326: HP: 3044, STR: 1908, VIT: 562205, SPD: 63, LUK: 1, Attack: 89736, Defense: 646094, Current HP: 3044, A Avg: 94222, D Avg: 646094, [Stargazer[183, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 325: HP: 3658, STR: 1908, VIT: 562176, SPD: 63, LUK: 1, Attack: 89736, Defense: 646104, Current HP: 3658, A Avg: 94222, D Avg: 646104, [Stargazer[183, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 324: HP: 1217, STR: 712, VIT: 561138, SPD: 63, LUK: 1, Attack: 87240, Defense: 646106, Current HP: 1217, A Avg: 91602, D Avg: 646106, [Moon Knuckle[153, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 323: HP: 1196, STR: 2311, VIT: 561138, SPD: 63, LUK: 1, Attack: 88189, Defense: 646106, Current HP: 1196, A Avg: 92598, D Avg: 646106, [Blue Sword[180, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 322: HP: 2490, STR: 615, VIT: 561271, SPD: 63, LUK: 1, Attack: 85323, Defense: 646109, Current HP: 2490, A Avg: 89589, D Avg: 646109, [Thin Blade[158, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 321: HP: 1448, STR: 930, VIT: 561248, SPD: 63, LUK: 1, Attack: 86483, Defense: 646112, Current HP: 1448, A Avg: 90807, D Avg: 646112, [Hammer of Justice[186, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 320: HP: 3128, STR: 1908, VIT: 562191, SPD: 63, LUK: 1, Attack: 89736, Defense: 646119, Current HP: 3128, A Avg: 94222, D Avg: 646119, [Stargazer[183, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 319: HP: 2490, STR: 966, VIT: 561300, SPD: 63, LUK: 1, Attack: 86818, Defense: 646138, Current HP: 2490, A Avg: 91158, D Avg: 646138, [Santoku[159, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 318: HP: 1700, STR: 1225, VIT: 561289, SPD: 63, LUK: 1, Attack: 87714, Defense: 646153, Current HP: 1700, A Avg: 92099, D Avg: 646153, [Cuttlefish[178, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 317: HP: 2150, STR: 865, VIT: 561326, SPD: 63, LUK: 1, Attack: 86509, Defense: 646164, Current HP: 2150, A Avg: 90834, D Avg: 646164, [Gladius[162, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 316: HP: 1902, STR: 2183, VIT: 561364, SPD: 63, LUK: 1, Attack: 86683, Defense: 646202, Current HP: 1902, A Avg: 91017, D Avg: 646202, [Divine Dragon Sword[181, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 315: HP: 3422, STR: 1908, VIT: 562373, SPD: 63, LUK: 1, Attack: 89736, Defense: 646210, Current HP: 3422, A Avg: 94222, D Avg: 646210, [Stargazer[183, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 314: HP: 1272, STR: 1398, VIT: 561411, SPD: 63, LUK: 1, Attack: 86186, Defense: 646249, Current HP: 1272, A Avg: 90495, D Avg: 646249, [Pulse Knife[165, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 313: HP: 3359, STR: 1393, VIT: 560349, SPD: 63, LUK: 1, Attack: 87271, Defense: 646266, Current HP: 3359, A Avg: 91634, D Avg: 646266, [God Hand[179, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 312: HP: 3317, STR: 2005, VIT: 560349, SPD: 63, LUK: 1, Attack: 87545, Defense: 646266, Current HP: 3317, A Avg: 91922, D Avg: 646266, [Zodiac[184, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 311: HP: 1658, STR: 1807, VIT: 561277, SPD: 63, LUK: 1, Attack: 87685, Defense: 646271, Current HP: 1658, A Avg: 92069, D Avg: 646271, [God Hand[179, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 310: HP: 1616, STR: 2419, VIT: 561277, SPD: 63, LUK: 1, Attack: 87959, Defense: 646271, Current HP: 1616, A Avg: 92356, D Avg: 646271, [Zodiac[184, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 309: HP: 1448, STR: 1393, VIT: 561335, SPD: 63, LUK: 1, Attack: 87271, Defense: 646303, Current HP: 1448, A Avg: 91634, D Avg: 646303, [God Hand[179, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 308: HP: 1406, STR: 2005, VIT: 561335, SPD: 63, LUK: 1, Attack: 87545, Defense: 646303, Current HP: 1406, A Avg: 91922, D Avg: 646303, [Zodiac[184, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 307: HP: 2095, STR: 169, VIT: 560100, SPD: 63, LUK: 1, Attack: 83895, Defense: 646316, Current HP: 2095, A Avg: 88089, D Avg: 646316, [Wooden Stick[101, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 306: HP: 2095, STR: 169, VIT: 560100, SPD: 63, LUK: 1, Attack: 83934, Defense: 646316, Current HP: 2095, A Avg: 88130, D Avg: 646316, [Club[102, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 305: HP: 2095, STR: 174, VIT: 560100, SPD: 63, LUK: 1, Attack: 83946, Defense: 646316, Current HP: 2095, A Avg: 88143, D Avg: 646316, [Short Sword[103, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 304: HP: 2095, STR: 239, VIT: 560100, SPD: 63, LUK: 1, Attack: 84050, Defense: 646316, Current HP: 2095, A Avg: 88252, D Avg: 646316, [Long Sword[104, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 303: HP: 2095, STR: 291, VIT: 560100, SPD: 63, LUK: 1, Attack: 84063, Defense: 646316, Current HP: 2095, A Avg: 88266, D Avg: 646316, [Wasp Knife[105, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 302: HP: 2095, STR: 230, VIT: 560100, SPD: 63, LUK: 1, Attack: 84054, Defense: 646316, Current HP: 2095, A Avg: 88256, D Avg: 646316, [Stun Knuckle[106, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 301: HP: 2095, STR: 300, VIT: 560100, SPD: 63, LUK: 1, Attack: 84143, Defense: 646316, Current HP: 2095, A Avg: 88350, D Avg: 646316, [Battle Scythe[107, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 300: HP: 2116, STR: 300, VIT: 560100, SPD: 63, LUK: 1, Attack: 84189, Defense: 646316, Current HP: 2116, A Avg: 88398, D Avg: 646316, [Iron Lumps[108, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
