Rank 1000: HP: 2551, STR: 302, VIT: 806495, SPD: 90, LUK: 1, Attack: 86544, Defense: 890735, Current HP: 2551, A Avg: 90871, D Avg: 890735, [Droid Hammer[177, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 365: HP: 7286, STR: 3956, VIT: 808056, SPD: 90, LUK: 1, Attack: 89769, Defense: 893050, Current HP: 7286, A Avg: 94257, D Avg: 893050, [Spear of Regression[182, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 364: HP: 2517, STR: 1011, VIT: 808235, SPD: 90, LUK: 1, Attack: 86054, Defense: 893073, Current HP: 2517, A Avg: 90356, D Avg: 893073, [White Snake[160, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 363: HP: 2341, STR: 1292, VIT: 808079, SPD: 90, LUK: 1, Attack: 86624, Defense: 893073, Current HP: 2341, A Avg: 90955, D Avg: 893073, [Tower[149, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 362: HP: 3177, STR: 1207, VIT: 808215, SPD: 90, LUK: 1, Attack: 86851, Defense: 893079, Current HP: 3177, A Avg: 91193, D Avg: 893079, [Gladius[162, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 361: HP: 2784, STR: 1281, VIT: 808244, SPD: 90, LUK: 1, Attack: 87627, Defense: 893082, Current HP: 2784, A Avg: 92008, D Avg: 893082, [Progress[147, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 360: HP: 3916, STR: 955, VIT: 807188, SPD: 90, LUK: 1, Attack: 87483, Defense: 893105, Current HP: 3916, A Avg: 91857, D Avg: 893105, [Moon Knuckle[153, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 359: HP: 3895, STR: 3283, VIT: 807188, SPD: 90, LUK: 1, Attack: 89161, Defense: 893105, Current HP: 3895, A Avg: 93619, D Avg: 893105, [Blue Sword[180, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 358: HP: 2047, STR: 646, VIT: 808183, SPD: 90, LUK: 1, Attack: 84587, Defense: 893151, Current HP: 2047, A Avg: 88816, D Avg: 893151, [Rusty Knife[156, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 357: HP: 1837, STR: 196, VIT: 809320, SPD: 90, LUK: 1, Attack: 84584, Defense: 893157, Current HP: 1837, A Avg: 88813, D Avg: 893157, [Encryption Key[173, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 356: HP: 8011, STR: 2401, VIT: 809320, SPD: 90, LUK: 1, Attack: 90283, Defense: 893157, Current HP: 8011, A Avg: 94797, D Avg: 893157, [Wild Card[175, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 355: HP: 1837, STR: 1254, VIT: 809320, SPD: 90, LUK: 1, Attack: 86898, Defense: 893157, Current HP: 1837, A Avg: 91242, D Avg: 893157, [Portal Sword[176, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 354: HP: 2047, STR: 567, VIT: 808212, SPD: 90, LUK: 1, Attack: 86042, Defense: 893180, Current HP: 2047, A Avg: 90344, D Avg: 893180, [Elemental[121, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 353: HP: 2561, STR: 761, VIT: 808212, SPD: 90, LUK: 1, Attack: 85411, Defense: 893180, Current HP: 2561, A Avg: 89681, D Avg: 893180, [Diamond Knuckle[152, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 352: HP: 1511, STR: 1099, VIT: 808218, SPD: 90, LUK: 1, Attack: 85937, Defense: 893186, Current HP: 1511, A Avg: 90233, D Avg: 893186, [Classic[168, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 351: HP: 1734, STR: 1141, VIT: 808357, SPD: 90, LUK: 1, Attack: 87669, Defense: 893195, Current HP: 1734, A Avg: 92052, D Avg: 893195, [Moon Knuckle[153, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 350: HP: 1713, STR: 3468, VIT: 808357, SPD: 90, LUK: 1, Attack: 89346, Defense: 893195, Current HP: 1713, A Avg: 93813, D Avg: 893195, [Blue Sword[180, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 349: HP: 2526, STR: 1375, VIT: 808212, SPD: 90, LUK: 1, Attack: 86418, Defense: 893206, Current HP: 2526, A Avg: 90738, D Avg: 893206, [White Snake[160, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 348: HP: 1921, STR: 1902, VIT: 808343, SPD: 90, LUK: 1, Attack: 86690, Defense: 893207, Current HP: 1921, A Avg: 91024, D Avg: 893207, [Pulse Knife[165, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 347: HP: 2792, STR: 1645, VIT: 808221, SPD: 90, LUK: 1, Attack: 87991, Defense: 893215, Current HP: 2792, A Avg: 92390, D Avg: 893215, [Progress[147, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 346: HP: 2788, STR: 196, VIT: 807049, SPD: 90, LUK: 1, Attack: 83922, Defense: 893265, Current HP: 2788, A Avg: 88118, D Avg: 893265, [Wooden Stick[101, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 345: HP: 2788, STR: 196, VIT: 807049, SPD: 90, LUK: 1, Attack: 83961, Defense: 893265, Current HP: 2788, A Avg: 88159, D Avg: 893265, [Club[102, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 344: HP: 2788, STR: 201, VIT: 807049, SPD: 90, LUK: 1, Attack: 83973, Defense: 893265, Current HP: 2788, A Avg: 88171, D Avg: 893265, [Short Sword[103, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 343: HP: 2788, STR: 293, VIT: 807049, SPD: 90, LUK: 1, Attack: 84104, Defense: 893265, Current HP: 2788, A Avg: 88309, D Avg: 893265, [Long Sword[104, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 342: HP: 2788, STR: 372, VIT: 807049, SPD: 90, LUK: 1, Attack: 84144, Defense: 893265, Current HP: 2788, A Avg: 88351, D Avg: 893265, [Wasp Knife[105, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 341: HP: 2788, STR: 284, VIT: 807049, SPD: 90, LUK: 1, Attack: 84108, Defense: 893265, Current HP: 2788, A Avg: 88313, D Avg: 893265, [Stun Knuckle[106, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 340: HP: 2788, STR: 381, VIT: 807049, SPD: 90, LUK: 1, Attack: 84224, Defense: 893265, Current HP: 2788, A Avg: 88435, D Avg: 893265, [Battle Scythe[107, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 339: HP: 2809, STR: 381, VIT: 807049, SPD: 90, LUK: 1, Attack: 84270, Defense: 893265, Current HP: 2809, A Avg: 88483, D Avg: 893265, [Iron Lumps[108, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 338: HP: 2788, STR: 196, VIT: 807049, SPD: 90, LUK: 1, Attack: 83964, Defense: 893265, Current HP: 2788, A Avg: 88162, D Avg: 893265, [Decorative Swords[109, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 337: HP: 2788, STR: 399, VIT: 807049, SPD: 90, LUK: 1, Attack: 84522, Defense: 893265, Current HP: 2788, A Avg: 88748, D Avg: 893265, [Pinpoint[112, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 336: HP: 2809, STR: 469, VIT: 807049, SPD: 90, LUK: 1, Attack: 84475, Defense: 893265, Current HP: 2809, A Avg: 88698, D Avg: 893265, [Great Iron Mass[122, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 335: HP: 2799, STR: 284, VIT: 807049, SPD: 90, LUK: 1, Attack: 84277, Defense: 893265, Current HP: 2799, A Avg: 88490, D Avg: 893265, [Sword of Wood[124, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 334: HP: 3324, STR: 567, VIT: 807049, SPD: 90, LUK: 1, Attack: 84755, Defense: 893265, Current HP: 3324, A Avg: 88992, D Avg: 893265, [Sword of the Spirit Tree[125, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 333: HP: 2799, STR: 381, VIT: 807049, SPD: 90, LUK: 1, Attack: 84380, Defense: 893265, Current HP: 2799, A Avg: 88599, D Avg: 893265, [Greatsword[127, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 332: HP: 3320, STR: 475, VIT: 807049, SPD: 90, LUK: 1, Attack: 84897, Defense: 893265, Current HP: 3320, A Avg: 89141, D Avg: 893265, [Dreaming Sword[128, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 331: HP: 2809, STR: 214, VIT: 807049, SPD: 90, LUK: 1, Attack: 83989, Defense: 893265, Current HP: 2809, A Avg: 88188, D Avg: 893265, [Peacemaker[131, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 330: HP: 2851, STR: 196, VIT: 807049, SPD: 90, LUK: 1, Attack: 84098, Defense: 893265, Current HP: 2851, A Avg: 88302, D Avg: 893265, [Daydream[132, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 329: HP: 4027, STR: 637, VIT: 807049, SPD: 90, LUK: 1, Attack: 86320, Defense: 893265, Current HP: 4027, A Avg: 90636, D Avg: 893265, [Dancing[155, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 328: HP: 2788, STR: 1184, VIT: 807049, SPD: 90, LUK: 1, Attack: 85840, Defense: 893265, Current HP: 2788, A Avg: 90132, D Avg: 893265, [Penetra[161, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 327: HP: 2788, STR: 196, VIT: 807049, SPD: 90, LUK: 1, Attack: 85037, Defense: 893265, Current HP: 2788, A Avg: 89288, D Avg: 893265, [Grand Slam[163, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 326: HP: 2998, STR: 196, VIT: 807049, SPD: 90, LUK: 1, Attack: 85164, Defense: 893265, Current HP: 2998, A Avg: 89422, D Avg: 893265, [Cluster Bomb[170, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 325: HP: 3418, STR: 196, VIT: 807049, SPD: 90, LUK: 1, Attack: 92382, Defense: 893265, Current HP: 3418, A Avg: 97001, D Avg: 893265, [Big Bang[171, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 324: HP: 8962, STR: 196, VIT: 807049, SPD: 90, LUK: 1, Attack: 85249, Defense: 893265, Current HP: 8962, A Avg: 89511, D Avg: 893265, [Common Key[174, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 323: HP: 3418, STR: 196, VIT: 807049, SPD: 90, LUK: 1, Attack: 86438, Defense: 893265, Current HP: 3418, A Avg: 90759, D Avg: 893265, [Droid Hammer[177, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 322: HP: 2788, STR: 3724, VIT: 807049, SPD: 90, LUK: 1, Attack: 88302, Defense: 893265, Current HP: 2788, A Avg: 92717, D Avg: 893265, [Magical[187, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 321: HP: 2788, STR: 817, VIT: 807049, SPD: 90, LUK: 1, Attack: 87868, Defense: 893265, Current HP: 2788, A Avg: 92261, D Avg: 893265, [Tekken[188, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 320: HP: 2788, STR: -87916, VIT: 807049, SPD: 90, LUK: 1, Attack: 11350, Defense: 893265, Current HP: 2788, A Avg: 11917, D Avg: 893265, [Sword of Evil[189, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 319: HP: 2788, STR: 4084, VIT: 807049, SPD: 90, LUK: 1, Attack: 91745, Defense: 893265, Current HP: 2788, A Avg: 96332, D Avg: 893265, [Neural Edge[190, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 318: HP: 1694, STR: 214, VIT: 809334, SPD: 90, LUK: 1, Attack: 84602, Defense: 893275, Current HP: 1694, A Avg: 88832, D Avg: 893275, [Encryption Key[173, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 317: HP: 7868, STR: 2419, VIT: 809334, SPD: 90, LUK: 1, Attack: 90301, Defense: 893275, Current HP: 7868, A Avg: 94816, D Avg: 893275, [Wild Card[175, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 316: HP: 1694, STR: 1272, VIT: 809334, SPD: 90, LUK: 1, Attack: 86916, Defense: 893275, Current HP: 1694, A Avg: 91261, D Avg: 893275, [Portal Sword[176, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 315: HP: 3303, STR: 473, VIT: 807067, SPD: 90, LUK: 1, Attack: 84440, Defense: 893283, Current HP: 3303, A Avg: 88662, D Avg: 893283, [Phantom Sword[117, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 314: HP: 2047, STR: 1290, VIT: 808325, SPD: 90, LUK: 1, Attack: 86128, Defense: 893293, Current HP: 2047, A Avg: 90434, D Avg: 893293, [Willow Blade[157, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 313: HP: 3181, STR: 1078, VIT: 808325, SPD: 90, LUK: 1, Attack: 86001, Defense: 893293, Current HP: 3181, A Avg: 90301, D Avg: 893293, [Pangaea[164, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 312: HP: 2799, STR: 372, VIT: 807078, SPD: 90, LUK: 1, Attack: 84215, Defense: 893294, Current HP: 2799, A Avg: 88425, D Avg: 893294, [Salamander[110, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 311: HP: 2788, STR: 460, VIT: 807078, SPD: 90, LUK: 1, Attack: 84544, Defense: 893294, Current HP: 2788, A Avg: 88771, D Avg: 893294, [Phantom Scythe[116, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 310: HP: 2799, STR: 372, VIT: 807078, SPD: 90, LUK: 1, Attack: 84244, Defense: 893294, Current HP: 2799, A Avg: 88456, D Avg: 893294, [Undine[118, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 309: HP: 2799, STR: 372, VIT: 807078, SPD: 90, LUK: 1, Attack: 84271, Defense: 893294, Current HP: 2799, A Avg: 88484, D Avg: 893294, [Sylph[119, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 308: HP: 2799, STR: 372, VIT: 807078, SPD: 90, LUK: 1, Attack: 84298, Defense: 893294, Current HP: 2799, A Avg: 88512, D Avg: 893294, [Gnome[120, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 307: HP: 7076, STR: 3407, VIT: 808331, SPD: 90, LUK: 1, Attack: 89220, Defense: 893299, Current HP: 7076, A Avg: 93681, D Avg: 893299, [Spear of Regression[182, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 306: HP: 2830, STR: 223, VIT: 807093, SPD: 90, LUK: 1, Attack: 88390, Defense: 893309, Current HP: 2830, A Avg: 92809, D Avg: 893309, [Basic[169, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 305: HP: 2131, STR: 743, VIT: 808354, SPD: 90, LUK: 1, Attack: 86075, Defense: 893322, Current HP: 2131, A Avg: 90378, D Avg: 893322, [Tower[149, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 304: HP: 1742, STR: 1504, VIT: 808334, SPD: 90, LUK: 1, Attack: 88032, Defense: 893328, Current HP: 1742, A Avg: 92433, D Avg: 893328, [Moon Knuckle[153, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 303: HP: 1721, STR: 3832, VIT: 808334, SPD: 90, LUK: 1, Attack: 89710, Defense: 893328, Current HP: 1721, A Avg: 94195, D Avg: 893328, [Blue Sword[180, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 302: HP: 3208, STR: 2894, VIT: 807165, SPD: 90, LUK: 1, Attack: 92803, Defense: 893381, Current HP: 3208, A Avg: 97443, D Avg: 893381, [Spectral Sword Shigure[172, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 301: HP: 4147, STR: 1960, VIT: 807473, SPD: 90, LUK: 1, Attack: 87838, Defense: 893390, Current HP: 4147, A Avg: 92229, D Avg: 893390, [God Hand[179, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 300: HP: 4105, STR: 2842, VIT: 807473, SPD: 90, LUK: 1, Attack: 88382, Defense: 893390, Current HP: 4105, A Avg: 92801, D Avg: 893390, [Zodiac[184, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 299: HP: 2788, STR: 381, VIT: 807191, SPD: 90, LUK: 1, Attack: 84257, Defense: 893407, Current HP: 2788, A Avg: 88469, D Avg: 893407, [Tornado[111, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 298: HP: 3303, STR: 372, VIT: 807191, SPD: 90, LUK: 1, Attack: 84397, Defense: 893407, Current HP: 3303, A Avg: 88616, D Avg: 893407, [Fairy Sword[113, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 297: HP: 2788, STR: 478, VIT: 807191, SPD: 90, LUK: 1, Attack: 84627, Defense: 893407, Current HP: 2788, A Avg: 88858, D Avg: 893407, [Giant Tornado[114, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 296: HP: 2803, STR: 381, VIT: 807191, SPD: 90, LUK: 1, Attack: 84197, Defense: 893407, Current HP: 2803, A Avg: 88406, D Avg: 893407, [Hand Axe[140, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 295: HP: 2809, STR: 460, VIT: 807191, SPD: 90, LUK: 1, Attack: 84453, Defense: 893407, Current HP: 2809, A Avg: 88675, D Avg: 893407, [Wooden Boomerang[167, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 294: HP: 3013, STR: 385, VIT: 807194, SPD: 90, LUK: 1, Attack: 84183, Defense: 893410, Current HP: 3013, A Avg: 88392, D Avg: 893410, [Ninja[135, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 293: HP: 2805, STR: 381, VIT: 807197, SPD: 90, LUK: 1, Attack: 84387, Defense: 893413, Current HP: 2805, A Avg: 88606, D Avg: 893413, [Crescent[141, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 292: HP: 3076, STR: 1938, VIT: 808572, SPD: 90, LUK: 1, Attack: 87272, Defense: 893436, Current HP: 3076, A Avg: 91635, D Avg: 893436, [Impulse[166, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 291: HP: 3324, STR: 567, VIT: 807220, SPD: 90, LUK: 1, Attack: 85249, Defense: 893436, Current HP: 3324, A Avg: 89511, D Avg: 893436, [Thunder Whip[143, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 290: HP: 4525, STR: 2592, VIT: 807536, SPD: 90, LUK: 1, Attack: 87092, Defense: 893453, Current HP: 4525, A Avg: 91446, D Avg: 893453, [Divine Dragon Sword[181, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 289: HP: 2316, STR: 826, VIT: 808488, SPD: 90, LUK: 1, Attack: 85869, Defense: 893456, Current HP: 2316, A Avg: 90162, D Avg: 893456, [White Snake[160, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 288: HP: 2582, STR: 1096, VIT: 808496, SPD: 90, LUK: 1, Attack: 87442, Defense: 893464, Current HP: 2582, A Avg: 91814, D Avg: 893464, [Progress[147, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 287: HP: 1965, STR: 2145, VIT: 808641, SPD: 90, LUK: 1, Attack: 88023, Defense: 893479, Current HP: 1965, A Avg: 92424, D Avg: 893479, [God Hand[179, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 286: HP: 1923, STR: 3027, VIT: 808641, SPD: 90, LUK: 1, Attack: 88567, Defense: 893479, Current HP: 1923, A Avg: 92995, D Avg: 893479, [Zodiac[184, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 285: HP: 1921, STR: 1281, VIT: 808633, SPD: 90, LUK: 1, Attack: 86834, Defense: 893497, Current HP: 1921, A Avg: 91175, D Avg: 893497, [Hammer of Justice[186, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 284: HP: 3404, STR: 831, VIT: 808699, SPD: 90, LUK: 1, Attack: 85539, Defense: 893537, Current HP: 3404, A Avg: 89815, D Avg: 893537, [Thin Blade[158, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 283: HP: 2343, STR: 2777, VIT: 808705, SPD: 90, LUK: 1, Attack: 87277, Defense: 893543, Current HP: 2343, A Avg: 91640, D Avg: 893543, [Divine Dragon Sword[181, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 282: HP: 5151, STR: 1004, VIT: 807629, SPD: 90, LUK: 1, Attack: 86648, Defense: 893546, Current HP: 5151, A Avg: 90980, D Avg: 893546, [Gladius[162, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 281: HP: 3345, STR: 372, VIT: 807333, SPD: 90, LUK: 1, Attack: 84228, Defense: 893549, Current HP: 3345, A Avg: 88439, D Avg: 893549, [Emerald Sword[115, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 280: HP: 3097, STR: 469, VIT: 807339, SPD: 90, LUK: 1, Attack: 84371, Defense: 893555, Current HP: 3097, A Avg: 88589, D Avg: 893555, [Crossed Shuriken[136, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 279: HP: 3345, STR: 558, VIT: 807348, SPD: 90, LUK: 1, Attack: 85071, Defense: 893564, Current HP: 3345, A Avg: 89324, D Avg: 893564, [Maximum Iron Mass[123, 730, 730, 730], King Shield[248, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 278: HP: 3404, STR: 1317, VIT: 808728, SPD: 90, LUK: 1, Attack: 87169, Defense: 893566, Current HP: 3404, A Avg: 91527, D Avg: 893566, [Santoku[159, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 277: HP: 1921, STR: 302, VIT: 809337, SPD: 90, LUK: 1, Attack: 84690, Defense: 893577, Current HP: 1921, A Avg: 88924, D Avg: 893577, [Encryption Key[173, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 276: HP: 8095, STR: 2507, VIT: 809337, SPD: 90, LUK: 1, Attack: 90389, Defense: 893577, Current HP: 8095, A Avg: 94908, D Avg: 893577, [Wild Card[175, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 275: HP: 1921, STR: 1360, VIT: 809337, SPD: 90, LUK: 1, Attack: 87004, Defense: 893577, Current HP: 1921, A Avg: 91354, D Avg: 893577, [Portal Sword[176, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 274: HP: 1532, STR: 955, VIT: 808609, SPD: 90, LUK: 1, Attack: 87483, Defense: 893577, Current HP: 1532, A Avg: 91857, D Avg: 893577, [Moon Knuckle[153, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
