Rank 1000: HP: 293, STR: 126, VIT: 417861, SPD: 1, LUK: 1, Attack: 85601, Defense: 501750, Current HP: 293, A Avg: 89881, D Avg: 501750, [Elemental[121, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 400: HP: 692, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 88098, Defense: 503232, Current HP: 692, A Avg: 92502, D Avg: 503232, [Wild Card[175, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 399: HP: 692, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 85860, Defense: 503232, Current HP: 692, A Avg: 90153, D Avg: 503232, [Portal Sword[176, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 398: HP: 1322, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 86458, Defense: 503232, Current HP: 1322, A Avg: 90780, D Avg: 503232, [Droid Hammer[177, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 397: HP: 944, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 86094, Defense: 503232, Current HP: 944, A Avg: 90398, D Avg: 503232, [God Hand[179, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 396: HP: 692, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 86094, Defense: 503232, Current HP: 692, A Avg: 90398, D Avg: 503232, [Blue Sword[180, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 395: HP: 902, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 85756, Defense: 503232, Current HP: 902, A Avg: 90043, D Avg: 503232, [Zodiac[184, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 394: HP: 692, STR: 666, VIT: 418238, SPD: 1, LUK: 1, Attack: 85595, Defense: 503232, Current HP: 692, A Avg: 89874, D Avg: 503232, [Jack Knife[185, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 393: HP: 692, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 84794, Defense: 503232, Current HP: 692, A Avg: 89033, D Avg: 503232, [Magical[187, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 392: HP: 692, STR: 396, VIT: 418238, SPD: 1, LUK: 1, Attack: 87447, Defense: 503232, Current HP: 692, A Avg: 91819, D Avg: 503232, [Tekken[188, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 391: HP: 692, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 99482, Defense: 503232, Current HP: 692, A Avg: 104456, D Avg: 503232, [Sword of Evil[189, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 390: HP: 692, STR: 576, VIT: 418238, SPD: 1, LUK: 1, Attack: 88237, Defense: 503232, Current HP: 692, A Avg: 92648, D Avg: 503232, [Neural Edge[190, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 389: HP: 711, STR: 228, VIT: 418240, SPD: 1, LUK: 1, Attack: 84026, Defense: 503234, Current HP: 711, A Avg: 88227, D Avg: 503234, [Ninja[135, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 388: HP: 692, STR: 225, VIT: 418243, SPD: 1, LUK: 1, Attack: 84127, Defense: 503237, Current HP: 692, A Avg: 88333, D Avg: 503237, [Crossed Shuriken[136, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 387: HP: 709, STR: 225, VIT: 418243, SPD: 1, LUK: 1, Attack: 84231, Defense: 503237, Current HP: 709, A Avg: 88442, D Avg: 503237, [Crescent[141, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 386: HP: 703, STR: 226, VIT: 418246, SPD: 1, LUK: 1, Attack: 84336, Defense: 503240, Current HP: 703, A Avg: 88552, D Avg: 503240, [Windmill[137, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 385: HP: 692, STR: 216, VIT: 418249, SPD: 1, LUK: 1, Attack: 84216, Defense: 503243, Current HP: 692, A Avg: 88426, D Avg: 503243, [Kirisame[129, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 384: HP: 713, STR: 225, VIT: 418249, SPD: 1, LUK: 1, Attack: 84346, Defense: 503243, Current HP: 713, A Avg: 88563, D Avg: 503243, [Black Kirisame[130, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 383: HP: 755, STR: 223, VIT: 418249, SPD: 1, LUK: 1, Attack: 84333, Defense: 503243, Current HP: 755, A Avg: 88549, D Avg: 503243, [Dragon Killer[139, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 382: HP: 713, STR: 226, VIT: 418249, SPD: 1, LUK: 1, Attack: 84739, Defense: 503243, Current HP: 713, A Avg: 88975, D Avg: 503243, [Volcano[142, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 381: HP: 701, STR: 223, VIT: 418249, SPD: 1, LUK: 1, Attack: 85971, Defense: 503243, Current HP: 701, A Avg: 90269, D Avg: 503243, [Scythe of the Grim Reaper[148, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 380: HP: 734, STR: 225, VIT: 418252, SPD: 1, LUK: 1, Attack: 84738, Defense: 503246, Current HP: 734, A Avg: 88974, D Avg: 503246, [Maximum Iron Mass[123, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 379: HP: 734, STR: 223, VIT: 418252, SPD: 1, LUK: 1, Attack: 86192, Defense: 503246, Current HP: 734, A Avg: 90501, D Avg: 503246, [Fire Chariot[138, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 378: HP: 734, STR: 225, VIT: 418252, SPD: 1, LUK: 1, Attack: 84335, Defense: 503246, Current HP: 734, A Avg: 88551, D Avg: 503246, [Serpent[144, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 377: HP: 713, STR: 230, VIT: 418252, SPD: 1, LUK: 1, Attack: 85874, Defense: 503246, Current HP: 713, A Avg: 90167, D Avg: 503246, [Gladius[162, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 376: HP: 692, STR: 228, VIT: 418255, SPD: 1, LUK: 1, Attack: 84195, Defense: 503249, Current HP: 692, A Avg: 88404, D Avg: 503249, [Phantom Sword[117, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 375: HP: 713, STR: 228, VIT: 418258, SPD: 1, LUK: 1, Attack: 85194, Defense: 503252, Current HP: 713, A Avg: 89453, D Avg: 503252, [Red Shark[134, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 374: HP: 776, STR: 228, VIT: 418258, SPD: 1, LUK: 1, Attack: 85271, Defense: 503252, Current HP: 776, A Avg: 89534, D Avg: 503252, [White Snake[160, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 373: HP: 703, STR: 216, VIT: 418267, SPD: 1, LUK: 1, Attack: 84059, Defense: 503261, Current HP: 703, A Avg: 88261, D Avg: 503261, [Salamander[110, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 372: HP: 692, STR: 216, VIT: 418267, SPD: 1, LUK: 1, Attack: 84300, Defense: 503261, Current HP: 692, A Avg: 88515, D Avg: 503261, [Phantom Scythe[116, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 371: HP: 703, STR: 216, VIT: 418267, SPD: 1, LUK: 1, Attack: 84088, Defense: 503261, Current HP: 703, A Avg: 88292, D Avg: 503261, [Undine[118, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 370: HP: 703, STR: 216, VIT: 418267, SPD: 1, LUK: 1, Attack: 84115, Defense: 503261, Current HP: 703, A Avg: 88320, D Avg: 503261, [Sylph[119, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 369: HP: 703, STR: 216, VIT: 418267, SPD: 1, LUK: 1, Attack: 84142, Defense: 503261, Current HP: 703, A Avg: 88349, D Avg: 503261, [Gnome[120, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 368: HP: 713, STR: 234, VIT: 418267, SPD: 1, LUK: 1, Attack: 85709, Defense: 503261, Current HP: 713, A Avg: 89994, D Avg: 503261, [Elemental[121, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 367: HP: 713, STR: 234, VIT: 418267, SPD: 1, LUK: 1, Attack: 85332, Defense: 503261, Current HP: 713, A Avg: 89598, D Avg: 503261, [Yggdrasil[126, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 366: HP: 713, STR: 234, VIT: 418267, SPD: 1, LUK: 1, Attack: 84916, Defense: 503261, Current HP: 713, A Avg: 89161, D Avg: 503261, [Thunder Whip[143, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 365: HP: 713, STR: 239, VIT: 418267, SPD: 1, LUK: 1, Attack: 85064, Defense: 503261, Current HP: 713, A Avg: 89317, D Avg: 503261, [Kraken[145, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 364: HP: 734, STR: 234, VIT: 418267, SPD: 1, LUK: 1, Attack: 86580, Defense: 503261, Current HP: 734, A Avg: 90909, D Avg: 503261, [Progress[147, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 363: HP: 797, STR: 234, VIT: 418267, SPD: 1, LUK: 1, Attack: 85566, Defense: 503261, Current HP: 797, A Avg: 89844, D Avg: 503261, [Tower[149, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 362: HP: 776, STR: 225, VIT: 418267, SPD: 1, LUK: 1, Attack: 85037, Defense: 503261, Current HP: 776, A Avg: 89288, D Avg: 503261, [Granada[150, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 361: HP: 692, STR: 216, VIT: 418267, SPD: 1, LUK: 1, Attack: 84534, Defense: 503261, Current HP: 692, A Avg: 88760, D Avg: 503261, [Ruby Knuckle[151, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 360: HP: 713, STR: 252, VIT: 418267, SPD: 1, LUK: 1, Attack: 84902, Defense: 503261, Current HP: 713, A Avg: 89147, D Avg: 503261, [Diamond Knuckle[152, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 359: HP: 713, STR: 234, VIT: 418272, SPD: 1, LUK: 1, Attack: 84266, Defense: 503266, Current HP: 713, A Avg: 88479, D Avg: 503266, [Alucard[146, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 358: HP: 692, STR: 237, VIT: 418272, SPD: 1, LUK: 1, Attack: 85075, Defense: 503266, Current HP: 692, A Avg: 89328, D Avg: 503266, [Classic[168, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 357: HP: 734, STR: 243, VIT: 418281, SPD: 1, LUK: 1, Attack: 88410, Defense: 503275, Current HP: 734, A Avg: 92830, D Avg: 503275, [Basic[169, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 356: HP: 713, STR: 270, VIT: 418296, SPD: 1, LUK: 1, Attack: 85004, Defense: 503290, Current HP: 713, A Avg: 89254, D Avg: 503290, [Irruption[154, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 355: HP: 839, STR: 225, VIT: 418296, SPD: 1, LUK: 1, Attack: 84933, Defense: 503290, Current HP: 839, A Avg: 89179, D Avg: 503290, [Thin Blade[158, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 354: HP: 839, STR: 270, VIT: 418325, SPD: 1, LUK: 1, Attack: 86122, Defense: 503319, Current HP: 839, A Avg: 90428, D Avg: 503319, [Santoku[159, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 353: HP: 818, STR: 432, VIT: 418325, SPD: 1, LUK: 1, Attack: 85766, Defense: 503319, Current HP: 818, A Avg: 90054, D Avg: 503319, [Impulse[166, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 352: HP: 1112, STR: 1414, VIT: 418354, SPD: 1, LUK: 1, Attack: 91323, Defense: 503348, Current HP: 1112, A Avg: 95889, D Avg: 503348, [Spectral Sword Shigure[172, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 351: HP: 944, STR: 450, VIT: 418470, SPD: 1, LUK: 1, Attack: 86939, Defense: 503464, Current HP: 944, A Avg: 91285, D Avg: 503464, [Cuttlefish[178, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 350: HP: 1112, STR: 2016, VIT: 418528, SPD: 1, LUK: 1, Attack: 87829, Defense: 503522, Current HP: 1112, A Avg: 92220, D Avg: 503522, [Spear of Regression[182, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 349: HP: 692, STR: 216, VIT: 418528, SPD: 1, LUK: 1, Attack: 85769, Defense: 503522, Current HP: 692, A Avg: 90057, D Avg: 503522, [Hammer of Justice[186, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 348: HP: 1322, STR: 936, VIT: 418586, SPD: 1, LUK: 1, Attack: 85436, Defense: 503580, Current HP: 1322, A Avg: 89707, D Avg: 503580, [Divine Dragon Sword[181, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 347: HP: 1322, STR: 486, VIT: 418586, SPD: 1, LUK: 1, Attack: 88314, Defense: 503580, Current HP: 1322, A Avg: 92729, D Avg: 503580, [Stargazer[183, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 346: HP: 1322, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 83834, Defense: 503720, Current HP: 1322, A Avg: 88025, D Avg: 503720, [Wooden Stick[101, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 345: HP: 1322, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 83873, Defense: 503720, Current HP: 1322, A Avg: 88066, D Avg: 503720, [Club[102, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 344: HP: 1322, STR: 113, VIT: 417803, SPD: 1, LUK: 1, Attack: 83885, Defense: 503720, Current HP: 1322, A Avg: 88079, D Avg: 503720, [Short Sword[103, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 343: HP: 1322, STR: 117, VIT: 417803, SPD: 1, LUK: 1, Attack: 83928, Defense: 503720, Current HP: 1322, A Avg: 88124, D Avg: 503720, [Long Sword[104, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 342: HP: 1322, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 83880, Defense: 503720, Current HP: 1322, A Avg: 88074, D Avg: 503720, [Wasp Knife[105, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 341: HP: 1322, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 83932, Defense: 503720, Current HP: 1322, A Avg: 88128, D Avg: 503720, [Stun Knuckle[106, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 340: HP: 1322, STR: 117, VIT: 417803, SPD: 1, LUK: 1, Attack: 83960, Defense: 503720, Current HP: 1322, A Avg: 88158, D Avg: 503720, [Battle Scythe[107, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 339: HP: 1343, STR: 117, VIT: 417803, SPD: 1, LUK: 1, Attack: 84006, Defense: 503720, Current HP: 1343, A Avg: 88206, D Avg: 503720, [Iron Lumps[108, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 338: HP: 1322, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 83876, Defense: 503720, Current HP: 1322, A Avg: 88069, D Avg: 503720, [Decorative Swords[109, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 337: HP: 1322, STR: 117, VIT: 417803, SPD: 1, LUK: 1, Attack: 83993, Defense: 503720, Current HP: 1322, A Avg: 88192, D Avg: 503720, [Tornado[111, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 336: HP: 1322, STR: 135, VIT: 417803, SPD: 1, LUK: 1, Attack: 84258, Defense: 503720, Current HP: 1322, A Avg: 88470, D Avg: 503720, [Pinpoint[112, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 335: HP: 1322, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 84133, Defense: 503720, Current HP: 1322, A Avg: 88339, D Avg: 503720, [Fairy Sword[113, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 334: HP: 1322, STR: 126, VIT: 417803, SPD: 1, LUK: 1, Attack: 84275, Defense: 503720, Current HP: 1322, A Avg: 88488, D Avg: 503720, [Giant Tornado[114, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 333: HP: 1364, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 83964, Defense: 503720, Current HP: 1364, A Avg: 88162, D Avg: 503720, [Emerald Sword[115, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 332: HP: 1343, STR: 117, VIT: 417803, SPD: 1, LUK: 1, Attack: 84123, Defense: 503720, Current HP: 1343, A Avg: 88329, D Avg: 503720, [Great Iron Mass[122, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 331: HP: 1333, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 84101, Defense: 503720, Current HP: 1333, A Avg: 88306, D Avg: 503720, [Sword of Wood[124, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 330: HP: 1343, STR: 126, VIT: 417803, SPD: 1, LUK: 1, Attack: 84314, Defense: 503720, Current HP: 1343, A Avg: 88529, D Avg: 503720, [Sword of the Spirit Tree[125, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 329: HP: 1333, STR: 117, VIT: 417803, SPD: 1, LUK: 1, Attack: 84116, Defense: 503720, Current HP: 1333, A Avg: 88321, D Avg: 503720, [Greatsword[127, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 328: HP: 1339, STR: 122, VIT: 417803, SPD: 1, LUK: 1, Attack: 84544, Defense: 503720, Current HP: 1339, A Avg: 88771, D Avg: 503720, [Dreaming Sword[128, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 327: HP: 1343, STR: 126, VIT: 417803, SPD: 1, LUK: 1, Attack: 83901, Defense: 503720, Current HP: 1343, A Avg: 88096, D Avg: 503720, [Peacemaker[131, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 326: HP: 1385, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 84010, Defense: 503720, Current HP: 1385, A Avg: 88210, D Avg: 503720, [Daydream[132, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 325: HP: 1385, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 84296, Defense: 503720, Current HP: 1385, A Avg: 88510, D Avg: 503720, [Cagliostro[133, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 324: HP: 1337, STR: 117, VIT: 417803, SPD: 1, LUK: 1, Attack: 83933, Defense: 503720, Current HP: 1337, A Avg: 88129, D Avg: 503720, [Hand Axe[140, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 323: HP: 1343, STR: 162, VIT: 417803, SPD: 1, LUK: 1, Attack: 86690, Defense: 503720, Current HP: 1343, A Avg: 91024, D Avg: 503720, [Moon Knuckle[153, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 322: HP: 1532, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 85791, Defense: 503720, Current HP: 1532, A Avg: 90080, D Avg: 503720, [Dancing[155, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 321: HP: 1322, STR: 126, VIT: 417803, SPD: 1, LUK: 1, Attack: 84782, Defense: 503720, Current HP: 1322, A Avg: 89021, D Avg: 503720, [Penetra[161, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 320: HP: 1322, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 84949, Defense: 503720, Current HP: 1322, A Avg: 89196, D Avg: 503720, [Grand Slam[163, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 319: HP: 1448, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 85031, Defense: 503720, Current HP: 1448, A Avg: 89282, D Avg: 503720, [Pangaea[164, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 318: HP: 1322, STR: 288, VIT: 417803, SPD: 1, LUK: 1, Attack: 85076, Defense: 503720, Current HP: 1322, A Avg: 89329, D Avg: 503720, [Pulse Knife[165, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 317: HP: 1343, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 84101, Defense: 503720, Current HP: 1343, A Avg: 88306, D Avg: 503720, [Wooden Boomerang[167, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 316: HP: 1532, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 85076, Defense: 503720, Current HP: 1532, A Avg: 89329, D Avg: 503720, [Cluster Bomb[170, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 315: HP: 1952, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 92294, Defense: 503720, Current HP: 1952, A Avg: 96908, D Avg: 503720, [Big Bang[171, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 314: HP: 1322, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 84496, Defense: 503720, Current HP: 1322, A Avg: 88720, D Avg: 503720, [Encryption Key[173, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 313: HP: 1322, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 85161, Defense: 503720, Current HP: 1322, A Avg: 89419, D Avg: 503720, [Common Key[174, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 312: HP: 1322, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 87990, Defense: 503720, Current HP: 1322, A Avg: 92389, D Avg: 503720, [Wild Card[175, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 311: HP: 1322, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 85752, Defense: 503720, Current HP: 1322, A Avg: 90039, D Avg: 503720, [Portal Sword[176, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 310: HP: 1952, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 86350, Defense: 503720, Current HP: 1952, A Avg: 90667, D Avg: 503720, [Droid Hammer[177, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 309: HP: 1574, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 85986, Defense: 503720, Current HP: 1574, A Avg: 90285, D Avg: 503720, [God Hand[179, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 308: HP: 1322, STR: 108, VIT: 417803, SPD: 1, LUK: 1, Attack: 85986, Defense: 503720, Current HP: 1322, A Avg: 90285, D Avg: 503720, [Blue Sword[180, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
