Rank 1000: HP: 2118, STR: 725, VIT: 6167, SPD: 64, LUK: 1, Attack: 84666, Defense: 91837, Current HP: 2118, A Avg: 88899, D Avg: 91837, [Rusty Knife[156, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 399: HP: 855, STR: 78, VIT: 2606, SPD: 103, LUK: 1, Attack: 84466, Defense: 92384, Current HP: 855, A Avg: 88689, D Avg: 92384, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 398: HP: 893, STR: 179, VIT: 2606, SPD: 64, LUK: 1, Attack: 84567, Defense: 92384, Current HP: 893, A Avg: 90909, D Avg: 92384, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 397: HP: 5301, STR: 1638, VIT: 2606, SPD: 103, LUK: 1, Attack: 89520, Defense: 92384, Current HP: 5301, A Avg: 93996, D Avg: 92384, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 396: HP: 5339, STR: 2714, VIT: 2606, SPD: 64, LUK: 1, Attack: 90596, Defense: 92384, Current HP: 5339, A Avg: 97390, D Avg: 92384, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 395: HP: 855, STR: 827, VIT: 2606, SPD: 103, LUK: 1, Attack: 86471, Defense: 92384, Current HP: 855, A Avg: 90794, D Avg: 92384, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 394: HP: 893, STR: 1396, VIT: 2606, SPD: 64, LUK: 1, Attack: 87040, Defense: 92384, Current HP: 893, A Avg: 93568, D Avg: 92384, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 393: HP: 2024, STR: 1365, VIT: 6720, SPD: 64, LUK: 1, Attack: 86699, Defense: 92390, Current HP: 2024, A Avg: 109240, D Avg: 92390, [Impulse[166, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 392: HP: 1558, STR: 539, VIT: 2612, SPD: 64, LUK: 1, Attack: 85637, Defense: 92390, Current HP: 1558, A Avg: 89918, D Avg: 92390, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 391: HP: 2024, STR: 531, VIT: 2612, SPD: 64, LUK: 1, Attack: 85629, Defense: 92390, Current HP: 2024, A Avg: 89910, D Avg: 92390, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 390: HP: 1187, STR: 481, VIT: 2612, SPD: 64, LUK: 1, Attack: 85306, Defense: 92390, Current HP: 1187, A Avg: 89571, D Avg: 92390, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 389: HP: 1595, STR: 473, VIT: 2612, SPD: 64, LUK: 1, Attack: 85298, Defense: 92390, Current HP: 1595, A Avg: 89562, D Avg: 92390, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 388: HP: 1244, STR: 406, VIT: 2612, SPD: 64, LUK: 1, Attack: 85218, Defense: 92390, Current HP: 1244, A Avg: 89478, D Avg: 92390, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 387: HP: 1661, STR: 398, VIT: 2612, SPD: 64, LUK: 1, Attack: 85210, Defense: 92390, Current HP: 1661, A Avg: 89470, D Avg: 92390, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 386: HP: 1892, STR: 406, VIT: 2612, SPD: 64, LUK: 1, Attack: 84724, Defense: 92390, Current HP: 1892, A Avg: 106752, D Avg: 92390, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 385: HP: 1035, STR: 1033, VIT: 6723, SPD: 64, LUK: 1, Attack: 87522, Defense: 92393, Current HP: 1035, A Avg: 91898, D Avg: 92393, [Cuttlefish[178, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 384: HP: 1026, STR: 1042, VIT: 6723, SPD: 64, LUK: 1, Attack: 87531, Defense: 92393, Current HP: 1026, A Avg: 91907, D Avg: 92393, [Cuttlefish[178, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 383: HP: 2973, STR: 725, VIT: 6726, SPD: 64, LUK: 1, Attack: 85433, Defense: 92396, Current HP: 2973, A Avg: 89704, D Avg: 92396, [Thin Blade[158, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 382: HP: 1335, STR: 414, VIT: 2618, SPD: 64, LUK: 1, Attack: 84446, Defense: 92396, Current HP: 1335, A Avg: 88668, D Avg: 92396, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 381: HP: 1766, STR: 406, VIT: 2618, SPD: 64, LUK: 1, Attack: 84438, Defense: 92396, Current HP: 1766, A Avg: 88659, D Avg: 92396, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 380: HP: 1729, STR: 363, VIT: 2618, SPD: 64, LUK: 1, Attack: 84089, Defense: 92396, Current HP: 1729, A Avg: 88293, D Avg: 92396, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 379: HP: 1729, STR: 363, VIT: 2618, SPD: 64, LUK: 1, Attack: 84128, Defense: 92396, Current HP: 1729, A Avg: 88334, D Avg: 92396, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 378: HP: 1729, STR: 506, VIT: 2618, SPD: 64, LUK: 1, Attack: 84278, Defense: 92396, Current HP: 1729, A Avg: 88491, D Avg: 92396, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 377: HP: 1729, STR: 596, VIT: 2618, SPD: 64, LUK: 1, Attack: 84407, Defense: 92396, Current HP: 1729, A Avg: 88627, D Avg: 92396, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 376: HP: 1729, STR: 488, VIT: 2618, SPD: 64, LUK: 1, Attack: 84260, Defense: 92396, Current HP: 1729, A Avg: 88473, D Avg: 92396, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 375: HP: 1729, STR: 425, VIT: 2618, SPD: 64, LUK: 1, Attack: 84249, Defense: 92396, Current HP: 1729, A Avg: 88461, D Avg: 92396, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 374: HP: 1729, STR: 682, VIT: 2618, SPD: 64, LUK: 1, Attack: 84525, Defense: 92396, Current HP: 1729, A Avg: 88751, D Avg: 92396, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 373: HP: 1748, STR: 496, VIT: 2618, SPD: 64, LUK: 1, Attack: 84385, Defense: 92396, Current HP: 1748, A Avg: 88604, D Avg: 92396, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 372: HP: 1729, STR: 363, VIT: 2618, SPD: 64, LUK: 1, Attack: 84131, Defense: 92396, Current HP: 1729, A Avg: 88337, D Avg: 92396, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 371: HP: 1729, STR: 512, VIT: 2618, SPD: 64, LUK: 1, Attack: 84635, Defense: 92396, Current HP: 1729, A Avg: 88866, D Avg: 92396, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 370: HP: 1748, STR: 558, VIT: 2618, SPD: 64, LUK: 1, Attack: 84564, Defense: 92396, Current HP: 1748, A Avg: 88792, D Avg: 92396, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 369: HP: 1738, STR: 425, VIT: 2618, SPD: 64, LUK: 1, Attack: 84418, Defense: 92396, Current HP: 1738, A Avg: 88638, D Avg: 92396, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 368: HP: 2118, STR: 864, VIT: 2618, SPD: 64, LUK: 1, Attack: 85052, Defense: 92396, Current HP: 2118, A Avg: 89304, D Avg: 92396, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 367: HP: 1738, STR: 496, VIT: 2618, SPD: 64, LUK: 1, Attack: 84495, Defense: 92396, Current HP: 1738, A Avg: 88719, D Avg: 92396, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 366: HP: 2114, STR: 774, VIT: 2618, SPD: 64, LUK: 1, Attack: 85196, Defense: 92396, Current HP: 2114, A Avg: 89455, D Avg: 92396, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 365: HP: 1748, STR: 379, VIT: 2618, SPD: 64, LUK: 1, Attack: 84154, Defense: 92396, Current HP: 1748, A Avg: 88361, D Avg: 92396, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 364: HP: 1786, STR: 363, VIT: 2618, SPD: 64, LUK: 1, Attack: 84265, Defense: 92396, Current HP: 1786, A Avg: 88478, D Avg: 92396, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 363: HP: 2660, STR: 928, VIT: 2618, SPD: 64, LUK: 1, Attack: 86611, Defense: 92396, Current HP: 2660, A Avg: 90941, D Avg: 92396, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 362: HP: 1729, STR: 1065, VIT: 2618, SPD: 64, LUK: 1, Attack: 85721, Defense: 92396, Current HP: 1729, A Avg: 90007, D Avg: 92396, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 361: HP: 1729, STR: 363, VIT: 2618, SPD: 64, LUK: 1, Attack: 85204, Defense: 92396, Current HP: 1729, A Avg: 89464, D Avg: 92396, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 360: HP: 1919, STR: 363, VIT: 2618, SPD: 64, LUK: 1, Attack: 85331, Defense: 92396, Current HP: 1919, A Avg: 89597, D Avg: 92396, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 359: HP: 2299, STR: 363, VIT: 2618, SPD: 64, LUK: 1, Attack: 92549, Defense: 92396, Current HP: 2299, A Avg: 97176, D Avg: 92396, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 358: HP: 6175, STR: 363, VIT: 2618, SPD: 64, LUK: 1, Attack: 85416, Defense: 92396, Current HP: 6175, A Avg: 89686, D Avg: 92396, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 357: HP: 2299, STR: 363, VIT: 2618, SPD: 64, LUK: 1, Attack: 86605, Defense: 92396, Current HP: 2299, A Avg: 90935, D Avg: 92396, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 356: HP: 1729, STR: 2011, VIT: 2618, SPD: 64, LUK: 1, Attack: 86940, Defense: 92396, Current HP: 1729, A Avg: 91287, D Avg: 92396, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 355: HP: 1729, STR: 2859, VIT: 2618, SPD: 64, LUK: 1, Attack: 87437, Defense: 92396, Current HP: 1729, A Avg: 91808, D Avg: 92396, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 354: HP: 1729, STR: 835, VIT: 2618, SPD: 64, LUK: 1, Attack: 87886, Defense: 92396, Current HP: 1729, A Avg: 92280, D Avg: 92396, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 353: HP: 1729, STR: -85215, VIT: 2618, SPD: 64, LUK: 1, Attack: 14051, Defense: 92396, Current HP: 1729, A Avg: 14753, D Avg: 92396, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 352: HP: 1729, STR: 4371, VIT: 2618, SPD: 64, LUK: 1, Attack: 92032, Defense: 92396, Current HP: 1729, A Avg: 96633, D Avg: 92396, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 351: HP: 2783, STR: 2233, VIT: 2622, SPD: 76, LUK: 1, Attack: 88085, Defense: 92400, Current HP: 2783, A Avg: 92489, D Avg: 92400, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 350: HP: 1522, STR: 477, VIT: 2626, SPD: 72, LUK: 1, Attack: 85159, Defense: 92404, Current HP: 1522, A Avg: 89416, D Avg: 92404, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 349: HP: 2204, STR: 363, VIT: 5621, SPD: 64, LUK: 1, Attack: 84751, Defense: 92409, Current HP: 2204, A Avg: 88988, D Avg: 92409, [Encryption Key[173, 0, 0, 0], Golem Shield[245, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 348: HP: 6650, STR: 1923, VIT: 5621, SPD: 64, LUK: 1, Attack: 89805, Defense: 92409, Current HP: 6650, A Avg: 94295, D Avg: 92409, [Wild Card[175, 0, 0, 0], Golem Shield[245, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 347: HP: 2204, STR: 1112, VIT: 5621, SPD: 64, LUK: 1, Attack: 86756, Defense: 92409, Current HP: 2204, A Avg: 91093, D Avg: 92409, [Portal Sword[176, 0, 0, 0], Golem Shield[245, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 346: HP: 2099, STR: 772, VIT: 2633, SPD: 64, LUK: 1, Attack: 84739, Defense: 92411, Current HP: 2099, A Avg: 88975, D Avg: 92411, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 345: HP: 1485, STR: 766, VIT: 2638, SPD: 64, LUK: 1, Attack: 85500, Defense: 92416, Current HP: 1485, A Avg: 107730, D Avg: 92416, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 344: HP: 1026, STR: 1409, VIT: 6749, SPD: 64, LUK: 1, Attack: 87898, Defense: 92419, Current HP: 1026, A Avg: 92292, D Avg: 92419, [Cuttlefish[178, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 343: HP: 1408, STR: 1033, VIT: 6749, SPD: 64, LUK: 1, Attack: 87522, Defense: 92419, Current HP: 1408, A Avg: 91898, D Avg: 92419, [Cuttlefish[178, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 342: HP: 2109, STR: 4107, VIT: 2641, SPD: 76, LUK: 1, Attack: 88607, Defense: 92419, Current HP: 2109, A Avg: 93037, D Avg: 92419, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 341: HP: 2973, STR: 1099, VIT: 6752, SPD: 64, LUK: 1, Attack: 86951, Defense: 92422, Current HP: 2973, A Avg: 91298, D Avg: 92422, [Santoku[159, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 340: HP: 2447, STR: 2074, VIT: 2644, SPD: 76, LUK: 1, Attack: 87718, Defense: 92422, Current HP: 2447, A Avg: 92103, D Avg: 92422, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 339: HP: 1738, STR: 488, VIT: 2644, SPD: 64, LUK: 1, Attack: 84331, Defense: 92422, Current HP: 1738, A Avg: 88547, D Avg: 92422, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 338: HP: 1729, STR: 756, VIT: 2644, SPD: 64, LUK: 1, Attack: 84840, Defense: 92422, Current HP: 1729, A Avg: 89082, D Avg: 92422, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 337: HP: 1738, STR: 488, VIT: 2644, SPD: 64, LUK: 1, Attack: 84360, Defense: 92422, Current HP: 1738, A Avg: 88578, D Avg: 92422, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 336: HP: 1738, STR: 488, VIT: 2644, SPD: 64, LUK: 1, Attack: 84387, Defense: 92422, Current HP: 1738, A Avg: 88606, D Avg: 92422, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 335: HP: 1738, STR: 488, VIT: 2644, SPD: 64, LUK: 1, Attack: 84414, Defense: 92422, Current HP: 1738, A Avg: 88634, D Avg: 92422, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 334: HP: 1767, STR: 387, VIT: 2657, SPD: 64, LUK: 1, Attack: 88554, Defense: 92435, Current HP: 1767, A Avg: 92981, D Avg: 92435, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 333: HP: 1197, STR: 398, VIT: 2662, SPD: 64, LUK: 1, Attack: 84339, Defense: 92440, Current HP: 1197, A Avg: 88555, D Avg: 92440, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 332: HP: 1187, STR: 406, VIT: 2662, SPD: 64, LUK: 1, Attack: 84347, Defense: 92440, Current HP: 1187, A Avg: 88564, D Avg: 92440, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 331: HP: 2078, STR: 2438, VIT: 2669, SPD: 72, LUK: 1, Attack: 87772, Defense: 92447, Current HP: 2078, A Avg: 92160, D Avg: 92447, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 330: HP: 2299, STR: 3146, VIT: 6783, SPD: 64, LUK: 1, Attack: 87646, Defense: 92453, Current HP: 2299, A Avg: 92028, D Avg: 92453, [Divine Dragon Sword[181, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 329: HP: 2637, STR: 1347, VIT: 6788, SPD: 64, LUK: 1, Attack: 86991, Defense: 92458, Current HP: 2637, A Avg: 91340, D Avg: 92458, [Gladius[162, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 328: HP: 1197, STR: 344, VIT: 2688, SPD: 64, LUK: 1, Attack: 85819, Defense: 92466, Current HP: 1197, A Avg: 90109, D Avg: 92466, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 327: HP: 1187, STR: 352, VIT: 2688, SPD: 64, LUK: 1, Attack: 85827, Defense: 92466, Current HP: 1187, A Avg: 90118, D Avg: 92466, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 326: HP: 1567, STR: 666, VIT: 2688, SPD: 64, LUK: 1, Attack: 85316, Defense: 92466, Current HP: 1567, A Avg: 89581, D Avg: 92466, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 325: HP: 1558, STR: 492, VIT: 2688, SPD: 64, LUK: 1, Attack: 85142, Defense: 92466, Current HP: 1558, A Avg: 89399, D Avg: 92466, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 324: HP: 1187, STR: 558, VIT: 2688, SPD: 64, LUK: 1, Attack: 84499, Defense: 92466, Current HP: 1187, A Avg: 88723, D Avg: 92466, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 323: HP: 1595, STR: 398, VIT: 2688, SPD: 64, LUK: 1, Attack: 84339, Defense: 92466, Current HP: 1595, A Avg: 88555, D Avg: 92466, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 322: HP: 1034, STR: 829, VIT: 6801, SPD: 64, LUK: 1, Attack: 86382, Defense: 92471, Current HP: 1034, A Avg: 108841, D Avg: 92471, [Hammer of Justice[186, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 321: HP: 807, STR: 721, VIT: 2693, SPD: 64, LUK: 1, Attack: 85559, Defense: 92471, Current HP: 807, A Avg: 89836, D Avg: 92471, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 320: HP: 798, STR: 1459, VIT: 2693, SPD: 64, LUK: 1, Attack: 86297, Defense: 92471, Current HP: 798, A Avg: 90611, D Avg: 92471, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 319: HP: 1443, STR: 475, VIT: 2698, SPD: 64, LUK: 1, Attack: 84585, Defense: 92476, Current HP: 1443, A Avg: 106577, D Avg: 92476, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 318: HP: 1485, STR: 478, VIT: 2698, SPD: 64, LUK: 1, Attack: 84991, Defense: 92476, Current HP: 1485, A Avg: 107088, D Avg: 92476, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 317: HP: 1539, STR: 2922, VIT: 2699, SPD: 76, LUK: 1, Attack: 87710, Defense: 92477, Current HP: 1539, A Avg: 92095, D Avg: 92477, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 316: HP: 1507, STR: 475, VIT: 2701, SPD: 64, LUK: 1, Attack: 86444, Defense: 92479, Current HP: 1507, A Avg: 108919, D Avg: 92479, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 315: HP: 3429, STR: 2099, VIT: 4913, SPD: 64, LUK: 1, Attack: 89927, Defense: 92481, Current HP: 3429, A Avg: 94423, D Avg: 92481, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 314: HP: 3420, STR: 2108, VIT: 4913, SPD: 64, LUK: 1, Attack: 89936, Defense: 92481, Current HP: 3420, A Avg: 94432, D Avg: 92481, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 313: HP: 1616, STR: 178, VIT: 5695, SPD: 72, LUK: 1, Attack: 84566, Defense: 92483, Current HP: 1616, A Avg: 88794, D Avg: 92483, [Encryption Key[173, 0, 0, 0], Golem Shield[245, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 312: HP: 6530, STR: 1933, VIT: 5695, SPD: 72, LUK: 1, Attack: 89815, Defense: 92483, Current HP: 6530, A Avg: 94305, D Avg: 92483, [Wild Card[175, 0, 0, 0], Golem Shield[245, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 311: HP: 1616, STR: 1020, VIT: 5695, SPD: 72, LUK: 1, Attack: 86664, Defense: 92483, Current HP: 1616, A Avg: 90997, D Avg: 92483, [Portal Sword[176, 0, 0, 0], Golem Shield[245, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 310: HP: 1543, STR: 318, VIT: 2707, SPD: 72, LUK: 1, Attack: 84174, Defense: 92485, Current HP: 1543, A Avg: 88382, D Avg: 92485, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 309: HP: 1337, STR: 397, VIT: 2713, SPD: 72, LUK: 1, Attack: 84299, Defense: 92491, Current HP: 1337, A Avg: 88513, D Avg: 92491, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 308: HP: 1187, STR: 704, VIT: 2714, SPD: 64, LUK: 1, Attack: 86179, Defense: 92492, Current HP: 1187, A Avg: 90487, D Avg: 92492, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 307: HP: 1595, STR: 344, VIT: 2714, SPD: 64, LUK: 1, Attack: 85819, Defense: 92492, Current HP: 1595, A Avg: 90109, D Avg: 92492, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 306: HP: 1914, STR: 609, VIT: 2714, SPD: 64, LUK: 1, Attack: 85707, Defense: 92492, Current HP: 1914, A Avg: 107990, D Avg: 92492, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 305: HP: 1485, STR: 552, VIT: 2714, SPD: 64, LUK: 1, Attack: 85377, Defense: 92492, Current HP: 1485, A Avg: 107575, D Avg: 92492, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 304: HP: 1551, STR: 476, VIT: 2714, SPD: 64, LUK: 1, Attack: 85288, Defense: 92492, Current HP: 1551, A Avg: 107462, D Avg: 92492, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 303: HP: 1558, STR: 492, VIT: 2714, SPD: 64, LUK: 1, Attack: 85142, Defense: 92492, Current HP: 1558, A Avg: 89399, D Avg: 92492, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
