Rank 1000: HP: 1080, STR: 449193, VIT: 265, SPD: 64, LUK: 1, Attack: 536854, Defense: 83988, Current HP: 1080, A Avg: 1428031, D Avg: 83988, [Neural Edge(190)[630, 630, 630], Pot Lid(201)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 420: HP: 1273, STR: 481209, VIT: 3253, SPD: 64, LUK: 1, Attack: 566853, Defense: 90041, Current HP: 1273, A Avg: 1507828, D Avg: 90041, [Portal Sword(176)[630, 630, 630], Golem Shield(245)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 419: HP: 1083, STR: 481209, VIT: 1857, SPD: 68, LUK: 1, Attack: 566853, Defense: 87735, Current HP: 1083, A Avg: 1507828, D Avg: 87735, [Portal Sword(176)[630, 630, 630], Sticky thread shield(247)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 418: HP: 1915, STR: 481209, VIT: 1909, SPD: 64, LUK: 1, Attack: 566853, Defense: 88125, Current HP: 1915, A Avg: 1507828, D Avg: 88125, [Portal Sword(176)[630, 630, 630], King Shield(248)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 417: HP: 1240, STR: 481209, VIT: 1912, SPD: 64, LUK: 1, Attack: 566853, Defense: 88947, Current HP: 1240, A Avg: 1507828, D Avg: 88947, [Portal Sword(176)[630, 630, 630], Warrior's Shield(249)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 416: HP: 840, STR: 481209, VIT: 2091, SPD: 64, LUK: 1, Attack: 566853, Defense: 89139, Current HP: 840, A Avg: 1507828, D Avg: 89139, [Portal Sword(176)[630, 630, 630], Ghost shield(251)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 415: HP: 4104, STR: 481022, VIT: 814, SPD: 64, LUK: 1, Attack: 566874, Defense: 86731, Current HP: 4104, A Avg: 1507884, D Avg: 86731, [Santoku(159)[630, 630, 630], Frying Pan(231)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 414: HP: 1096, STR: 481248, VIT: 1633, SPD: 64, LUK: 1, Attack: 566892, Defense: 85574, Current HP: 1096, A Avg: 1507932, D Avg: 85574, [Portal Sword(176)[630, 630, 630], Dragon's Scales(215)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 413: HP: 798, STR: 481380, VIT: 1475, SPD: 68, LUK: 1, Attack: 567024, Defense: 85500, Current HP: 798, A Avg: 1508283, D Avg: 85500, [Portal Sword(176)[630, 630, 630], Conductive Barrier(208)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 412: HP: 1263, STR: 481400, VIT: 1635, SPD: 64, LUK: 1, Attack: 567044, Defense: 85875, Current HP: 1263, A Avg: 1508337, D Avg: 85875, [Portal Sword(176)[630, 630, 630], Dragon's Wings(216)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 411: HP: 1316, STR: 481529, VIT: 1723, SPD: 64, LUK: 1, Attack: 567173, Defense: 87341, Current HP: 1316, A Avg: 1508680, D Avg: 87341, [Portal Sword(176)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 410: HP: 1094, STR: 481533, VIT: 1992, SPD: 64, LUK: 1, Attack: 567177, Defense: 86830, Current HP: 1094, A Avg: 1508690, D Avg: 86830, [Portal Sword(176)[630, 630, 630], Bulletproof Shield(235)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 409: HP: 1263, STR: 481572, VIT: 1701, SPD: 64, LUK: 1, Attack: 567216, Defense: 86565, Current HP: 1263, A Avg: 1508794, D Avg: 86565, [Portal Sword(176)[630, 630, 630], Dragon's Head(217)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 408: HP: 1187, STR: 481572, VIT: 1670, SPD: 68, LUK: 1, Attack: 567216, Defense: 86092, Current HP: 1187, A Avg: 1508794, D Avg: 86092, [Portal Sword(176)[630, 630, 630], Superconducting Barrier(220)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 407: HP: 960, STR: 480717, VIT: 1286, SPD: 64, LUK: 1, Attack: 567245, Defense: 88074, Current HP: 960, A Avg: 1508871, D Avg: 88074, [Moon Knuckle(153)[630, 630, 630], Energy Shield(227)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 406: HP: 960, STR: 480717, VIT: 1286, SPD: 64, LUK: 1, Attack: 567245, Defense: 88074, Current HP: 960, A Avg: 1508871, D Avg: 88074, [Moon Knuckle(153)[630, 630, 630], Energy Shield(227)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 405: HP: 1263, STR: 481689, VIT: 2058, SPD: 64, LUK: 1, Attack: 567333, Defense: 88859, Current HP: 1263, A Avg: 1509105, D Avg: 88859, [Portal Sword(176)[630, 630, 630], Riot(236)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 404: HP: 1824, STR: 483588, VIT: 110, SPD: 68, LUK: 1, Attack: 567711, Defense: 86898, Current HP: 1824, A Avg: 1510111, D Avg: 86898, [Pinpoint(112)[630, 630, 630], C Magnum(239)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 403: HP: 1824, STR: 483588, VIT: 110, SPD: 68, LUK: 1, Attack: 567711, Defense: 86898, Current HP: 1824, A Avg: 1510111, D Avg: 86898, [Pinpoint(112)[630, 630, 630], C Magnum(239)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 402: HP: 836, STR: 482121, VIT: 1764, SPD: 64, LUK: 1, Attack: 567765, Defense: 86355, Current HP: 836, A Avg: 1510254, D Avg: 86355, [Portal Sword(176)[630, 630, 630], Black Hole(229)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 401: HP: 1206, STR: 482121, VIT: 1827, SPD: 64, LUK: 1, Attack: 567765, Defense: 88745, Current HP: 1206, A Avg: 1510254, D Avg: 88745, [Portal Sword(176)[630, 630, 630], White Hole(230)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 400: HP: 1860, STR: 482164, VIT: 1812, SPD: 64, LUK: 1, Attack: 567808, Defense: 87924, Current HP: 1860, A Avg: 1510369, D Avg: 87924, [Portal Sword(176)[630, 630, 630], Goblin Hand(250)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 399: HP: 1178, STR: 482203, VIT: 2012, SPD: 64, LUK: 1, Attack: 567847, Defense: 87006, Current HP: 1178, A Avg: 1510473, D Avg: 87006, [Portal Sword(176)[630, 630, 630], Metalization(228)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 398: HP: 1915, STR: 483401, VIT: 583, SPD: 64, LUK: 1, Attack: 568330, Defense: 86799, Current HP: 1915, A Avg: 1511757, D Avg: 86799, [Jack Knife(185)[630, 630, 630], King Shield(248)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 397: HP: 1415, STR: 481926, VIT: 1361, SPD: 68, LUK: 1, Attack: 568415, Defense: 85783, Current HP: 1415, A Avg: 1511983, D Avg: 85783, [Cuttlefish(178)[630, 630, 630], Superconducting Barrier(220)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 396: HP: 798, STR: 483054, VIT: 1342, SPD: 68, LUK: 1, Attack: 568698, Defense: 85478, Current HP: 798, A Avg: 1512736, D Avg: 85478, [Portal Sword(176)[630, 630, 630], Magnum(237)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 395: HP: 798, STR: 483596, VIT: 1342, SPD: 68, LUK: 1, Attack: 569240, Defense: 85686, Current HP: 798, A Avg: 1514178, D Avg: 85686, [Portal Sword(176)[630, 630, 630], V Magnum(238)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 394: HP: 1729, STR: 485050, VIT: 1342, SPD: 68, LUK: 1, Attack: 570694, Defense: 88130, Current HP: 1729, A Avg: 1518046, D Avg: 88130, [Portal Sword(176)[630, 630, 630], C Magnum(239)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 393: HP: 4883, STR: 485717, VIT: 1752, SPD: 64, LUK: 1, Attack: 571530, Defense: 91530, Current HP: 4883, A Avg: 1520269, D Avg: 91530, [Spear of Regression(182)[630, 630, 630], Blank Shield(244)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 392: HP: 912, STR: 492048, VIT: 243, SPD: 64, LUK: 1, Attack: 576171, Defense: 84249, Current HP: 912, A Avg: 1532614, D Avg: 84249, [Pinpoint(112)[630, 630, 630], Wings of Beast(210)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 391: HP: 893, STR: 492048, VIT: 3230, SPD: 64, LUK: 1, Attack: 576171, Defense: 88900, Current HP: 893, A Avg: 1532614, D Avg: 88900, [Pinpoint(112)[630, 630, 630], Shield of Thousand(246)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 390: HP: 912, STR: 492048, VIT: 243, SPD: 64, LUK: 1, Attack: 576171, Defense: 84249, Current HP: 912, A Avg: 1532614, D Avg: 84249, [Pinpoint(112)[630, 630, 630], Wings of Beast(210)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 389: HP: 893, STR: 492048, VIT: 3230, SPD: 64, LUK: 1, Attack: 576171, Defense: 88900, Current HP: 893, A Avg: 1532614, D Avg: 88900, [Pinpoint(112)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 388: HP: 1079, STR: 492244, VIT: 243, SPD: 64, LUK: 1, Attack: 576367, Defense: 84743, Current HP: 1079, A Avg: 1533136, D Avg: 84743, [Pinpoint(112)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 387: HP: 1079, STR: 492244, VIT: 243, SPD: 64, LUK: 1, Attack: 576367, Defense: 84743, Current HP: 1079, A Avg: 1533136, D Avg: 84743, [Pinpoint(112)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 386: HP: 1463, STR: 492448, VIT: 1366, SPD: 64, LUK: 1, Attack: 576571, Defense: 88934, Current HP: 1463, A Avg: 1533678, D Avg: 88934, [Pinpoint(112)[630, 630, 630], Storm Wall(242)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 385: HP: 1463, STR: 492448, VIT: 1366, SPD: 64, LUK: 1, Attack: 576571, Defense: 88934, Current HP: 1463, A Avg: 1533678, D Avg: 88934, [Pinpoint(112)[630, 630, 630], Storm Wall(242)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 384: HP: 912, STR: 492636, VIT: 180, SPD: 64, LUK: 1, Attack: 576759, Defense: 84043, Current HP: 912, A Avg: 1534178, D Avg: 84043, [Pinpoint(112)[630, 630, 630], Small Sword(218)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 383: HP: 912, STR: 492636, VIT: 180, SPD: 64, LUK: 1, Attack: 576759, Defense: 84043, Current HP: 912, A Avg: 1534178, D Avg: 84043, [Pinpoint(112)[630, 630, 630], Small Sword(218)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 382: HP: 1320, STR: 492948, VIT: 243, SPD: 64, LUK: 1, Attack: 577071, Defense: 84132, Current HP: 1320, A Avg: 1535008, D Avg: 84132, [Pinpoint(112)[630, 630, 630], Small Lion(219)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 381: HP: 1320, STR: 492948, VIT: 243, SPD: 64, LUK: 1, Attack: 577071, Defense: 84132, Current HP: 1320, A Avg: 1535008, D Avg: 84132, [Pinpoint(112)[630, 630, 630], Small Lion(219)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 380: HP: 1172, STR: 493044, VIT: 251, SPD: 64, LUK: 1, Attack: 577167, Defense: 84257, Current HP: 1172, A Avg: 1535264, D Avg: 84257, [Pinpoint(112)[630, 630, 630], Small Dragon Sword(224)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 379: HP: 1172, STR: 493044, VIT: 251, SPD: 64, LUK: 1, Attack: 577167, Defense: 84257, Current HP: 1172, A Avg: 1535264, D Avg: 84257, [Pinpoint(112)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 378: HP: 893, STR: 494432, VIT: 110, SPD: 64, LUK: 1, Attack: 578555, Defense: 84298, Current HP: 893, A Avg: 1538956, D Avg: 84298, [Pinpoint(112)[630, 630, 630], Dragon Sword(225)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 377: HP: 893, STR: 494432, VIT: 110, SPD: 64, LUK: 1, Attack: 578555, Defense: 84298, Current HP: 893, A Avg: 1538956, D Avg: 84298, [Pinpoint(112)[630, 630, 630], Dragon Sword(225)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 376: HP: 817, STR: 493548, VIT: 1475, SPD: 64, LUK: 1, Attack: 579192, Defense: 85481, Current HP: 817, A Avg: 1540650, D Avg: 85481, [Portal Sword(176)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 375: HP: 798, STR: 493548, VIT: 4462, SPD: 64, LUK: 1, Attack: 579192, Defense: 90132, Current HP: 798, A Avg: 1540650, D Avg: 90132, [Portal Sword(176)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 374: HP: 984, STR: 493744, VIT: 1475, SPD: 64, LUK: 1, Attack: 579388, Defense: 85975, Current HP: 984, A Avg: 1541172, D Avg: 85975, [Portal Sword(176)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 373: HP: 1301, STR: 495408, VIT: 379, SPD: 64, LUK: 1, Attack: 579531, Defense: 85607, Current HP: 1301, A Avg: 1541552, D Avg: 85607, [Pinpoint(112)[630, 630, 630], Wave Motion Sword(226)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 372: HP: 1301, STR: 495408, VIT: 379, SPD: 64, LUK: 1, Attack: 579531, Defense: 85607, Current HP: 1301, A Avg: 1541552, D Avg: 85607, [Pinpoint(112)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 371: HP: 1368, STR: 493948, VIT: 2598, SPD: 64, LUK: 1, Attack: 579592, Defense: 90166, Current HP: 1368, A Avg: 1541714, D Avg: 90166, [Portal Sword(176)[630, 630, 630], Storm Wall(242)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 370: HP: 817, STR: 494136, VIT: 1412, SPD: 64, LUK: 1, Attack: 579780, Defense: 85275, Current HP: 817, A Avg: 1542214, D Avg: 85275, [Portal Sword(176)[630, 630, 630], Small Sword(218)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 369: HP: 1225, STR: 494448, VIT: 1475, SPD: 64, LUK: 1, Attack: 580092, Defense: 85364, Current HP: 1225, A Avg: 1543044, D Avg: 85364, [Portal Sword(176)[630, 630, 630], Small Lion(219)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 368: HP: 1077, STR: 494544, VIT: 1483, SPD: 64, LUK: 1, Attack: 580188, Defense: 85489, Current HP: 1077, A Avg: 1543300, D Avg: 85489, [Portal Sword(176)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 367: HP: 1121, STR: 494796, VIT: 3854, SPD: 64, LUK: 1, Attack: 580674, Defense: 89524, Current HP: 1121, A Avg: 1544592, D Avg: 89524, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 366: HP: 1121, STR: 494796, VIT: 3854, SPD: 64, LUK: 1, Attack: 580674, Defense: 89524, Current HP: 1121, A Avg: 1544592, D Avg: 89524, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 365: HP: 798, STR: 495932, VIT: 1342, SPD: 64, LUK: 1, Attack: 581576, Defense: 85530, Current HP: 798, A Avg: 1546992, D Avg: 85530, [Portal Sword(176)[630, 630, 630], Dragon Sword(225)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 364: HP: 893, STR: 498308, VIT: 110, SPD: 64, LUK: 1, Attack: 582431, Defense: 87938, Current HP: 893, A Avg: 1549266, D Avg: 87938, [Pinpoint(112)[630, 630, 630], Black Sword Breath(252)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 363: HP: 893, STR: 498308, VIT: 110, SPD: 64, LUK: 1, Attack: 582431, Defense: 87938, Current HP: 893, A Avg: 1549266, D Avg: 87938, [Pinpoint(112)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 362: HP: 1206, STR: 496908, VIT: 1611, SPD: 64, LUK: 1, Attack: 582552, Defense: 86839, Current HP: 1206, A Avg: 1549588, D Avg: 86839, [Portal Sword(176)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 361: HP: 1301, STR: 496216, VIT: 379, SPD: 64, LUK: 1, Attack: 583267, Defense: 85607, Current HP: 1301, A Avg: 1551490, D Avg: 85607, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 360: HP: 1301, STR: 496216, VIT: 379, SPD: 64, LUK: 1, Attack: 583267, Defense: 85607, Current HP: 1301, A Avg: 1551490, D Avg: 85607, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 359: HP: 798, STR: 499808, VIT: 1342, SPD: 64, LUK: 1, Attack: 585452, Defense: 89170, Current HP: 798, A Avg: 1557302, D Avg: 89170, [Portal Sword(176)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 358: HP: 893, STR: 516587, VIT: 316, SPD: 64, LUK: 1, Attack: 600359, Defense: 84179, Current HP: 893, A Avg: 1596954, D Avg: 84179, [Wasp Knife(105)[630, 630, 630], Titanium Shield(205)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 357: HP: 874, STR: 516608, VIT: 158, SPD: 64, LUK: 1, Attack: 600380, Defense: 84086, Current HP: 874, A Avg: 1597010, D Avg: 84086, [Short Sword(103)[630, 630, 630], Tower Shield(213)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 356: HP: 874, STR: 516780, VIT: 158, SPD: 64, LUK: 1, Attack: 600591, Defense: 84086, Current HP: 874, A Avg: 1597572, D Avg: 84086, [Long Sword(104)[630, 630, 630], Tower Shield(213)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 355: HP: 1596, STR: 516923, VIT: 414, SPD: 64, LUK: 1, Attack: 600779, Defense: 84251, Current HP: 1596, A Avg: 1598072, D Avg: 84251, [Emerald Sword(115)[630, 630, 630], Emerald Shield(209)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 354: HP: 1288, STR: 516944, VIT: 1980, SPD: 64, LUK: 1, Attack: 600950, Defense: 88768, Current HP: 1288, A Avg: 1598526, D Avg: 88768, [Crescent(141)[630, 630, 630], Golem Shield(245)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 353: HP: 3344, STR: 517099, VIT: 581, SPD: 64, LUK: 1, Attack: 601040, Defense: 86498, Current HP: 3344, A Avg: 1598766, D Avg: 86498, [Rusty Knife(156)[630, 630, 630], Frying Pan(231)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 352: HP: 1282, STR: 517116, VIT: 824, SPD: 64, LUK: 1, Attack: 601083, Defense: 87664, Current HP: 1282, A Avg: 1598880, D Avg: 87664, [Phantom Sword(117)[630, 630, 630], Aurora Shield(240)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 351: HP: 1818, STR: 517292, VIT: 149, SPD: 64, LUK: 1, Attack: 601480, Defense: 84077, Current HP: 1818, A Avg: 1599936, D Avg: 84077, [Sword of the Spirit Tree(125)[630, 630, 630], Hardwood Shield(223)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 350: HP: 1297, STR: 517120, VIT: 814, SPD: 64, LUK: 1, Attack: 601542, Defense: 87654, Current HP: 1297, A Avg: 1600101, D Avg: 87654, [Dreaming Sword(128)[630, 630, 630], Aurora Shield(240)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 349: HP: 4199, STR: 517099, VIT: 946, SPD: 64, LUK: 1, Attack: 601807, Defense: 86863, Current HP: 4199, A Avg: 1600806, D Avg: 86863, [Thin Blade(158)[630, 630, 630], Frying Pan(231)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 348: HP: 1662, STR: 517439, VIT: 2182, SPD: 64, LUK: 1, Attack: 601952, Defense: 88970, Current HP: 1662, A Avg: 1601192, D Avg: 88970, [Volcano(142)[630, 630, 630], Golem Shield(245)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 347: HP: 1083, STR: 518103, VIT: 912, SPD: 64, LUK: 1, Attack: 602759, Defense: 85880, Current HP: 1083, A Avg: 1603338, D Avg: 85880, [Penetra(161)[630, 630, 630], Huge Shield(234)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 346: HP: 2188, STR: 517784, VIT: 431, SPD: 64, LUK: 1, Attack: 602882, Defense: 84359, Current HP: 2188, A Avg: 1603666, D Avg: 84359, [Yggdrasil(126)[630, 630, 630], Hardwood Shield(223)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 345: HP: 1662, STR: 518195, VIT: 2143, SPD: 64, LUK: 1, Attack: 602929, Defense: 88931, Current HP: 1662, A Avg: 1603791, D Avg: 88931, [Irruption(154)[630, 630, 630], Golem Shield(245)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 344: HP: 3344, STR: 518309, VIT: 647, SPD: 64, LUK: 1, Attack: 603147, Defense: 86564, Current HP: 3344, A Avg: 1604371, D Avg: 86564, [Willow Blade(157)[630, 630, 630], Frying Pan(231)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 343: HP: 1714, STR: 518103, VIT: 652, SPD: 64, LUK: 1, Attack: 603851, Defense: 86270, Current HP: 1714, A Avg: 1606243, D Avg: 86270, [Scythe of the Grim Reaper(148)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 342: HP: 4199, STR: 518023, VIT: 963, SPD: 64, LUK: 1, Attack: 603875, Defense: 86880, Current HP: 4199, A Avg: 1606307, D Avg: 86880, [Santoku(159)[630, 630, 630], Frying Pan(231)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 341: HP: 940, STR: 519136, VIT: 984, SPD: 64, LUK: 1, Attack: 603924, Defense: 84707, Current HP: 940, A Avg: 1606437, D Avg: 84707, [Pulse Knife(165)[630, 630, 630], Pot Lid(201)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 340: HP: 940, STR: 519136, VIT: 984, SPD: 64, LUK: 1, Attack: 603924, Defense: 84717, Current HP: 940, A Avg: 1606437, D Avg: 84717, [Pulse Knife(165)[630, 630, 630], High Pot Lid(202)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 339: HP: 893, STR: 519136, VIT: 1054, SPD: 64, LUK: 1, Attack: 603924, Defense: 84923, Current HP: 893, A Avg: 1606437, D Avg: 84923, [Pulse Knife(165)[630, 630, 630], Wooden Shield(203)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 338: HP: 893, STR: 519136, VIT: 1059, SPD: 64, LUK: 1, Attack: 603924, Defense: 84863, Current HP: 893, A Avg: 1606437, D Avg: 84863, [Pulse Knife(165)[630, 630, 630], Iron Shield(204)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 337: HP: 893, STR: 519136, VIT: 1111, SPD: 64, LUK: 1, Attack: 603924, Defense: 84974, Current HP: 893, A Avg: 1606437, D Avg: 84974, [Pulse Knife(165)[630, 630, 630], Titanium Shield(205)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 336: HP: 893, STR: 519136, VIT: 1128, SPD: 64, LUK: 1, Attack: 603924, Defense: 85017, Current HP: 893, A Avg: 1606437, D Avg: 85017, [Pulse Knife(165)[630, 630, 630], Large iron Shield(206)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 335: HP: 940, STR: 519136, VIT: 1116, SPD: 64, LUK: 1, Attack: 603924, Defense: 84992, Current HP: 940, A Avg: 1606437, D Avg: 84992, [Pulse Knife(165)[630, 630, 630], Magic Shield(207)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 334: HP: 1282, STR: 519136, VIT: 1244, SPD: 64, LUK: 1, Attack: 603924, Defense: 85081, Current HP: 1282, A Avg: 1606437, D Avg: 85081, [Pulse Knife(165)[630, 630, 630], Emerald Shield(209)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 333: HP: 1000, STR: 519136, VIT: 1054, SPD: 64, LUK: 1, Attack: 603924, Defense: 84826, Current HP: 1000, A Avg: 1606437, D Avg: 84826, [Pulse Knife(165)[630, 630, 630], Clear Shield(211)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 332: HP: 1040, STR: 519136, VIT: 1116, SPD: 64, LUK: 1, Attack: 603924, Defense: 85135, Current HP: 1040, A Avg: 1606437, D Avg: 85135, [Pulse Knife(165)[630, 630, 630], Prism Shield(212)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 331: HP: 969, STR: 519136, VIT: 1120, SPD: 64, LUK: 1, Attack: 603924, Defense: 85048, Current HP: 969, A Avg: 1606437, D Avg: 85048, [Pulse Knife(165)[630, 630, 630], Tower Shield(213)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
