Rank 1000: HP: 440, STR: 289436, VIT: 99, SPD: 16, LUK: 1, Attack: 374014, Defense: 84118, Current HP: 440, A Avg: 994877, D Avg: 84118, [Magical(187)[230, 230, 230], Prism Shield(212)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 413: HP: 296, STR: 312663, VIT: 564, SPD: 16, LUK: 1, Attack: 398307, Defense: 85402, Current HP: 296, A Avg: 1059496, D Avg: 85402, [Portal Sword(176)[230, 230, 230], Bulletproof Shield(235)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 412: HP: 408, STR: 312702, VIT: 579, SPD: 16, LUK: 1, Attack: 398346, Defense: 87380, Current HP: 408, A Avg: 1059600, D Avg: 87380, [Portal Sword(176)[230, 230, 230], Riot(236)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 411: HP: 408, STR: 312702, VIT: 426, SPD: 16, LUK: 1, Attack: 398346, Defense: 85290, Current HP: 408, A Avg: 1059600, D Avg: 85290, [Portal Sword(176)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 410: HP: 332, STR: 312702, VIT: 422, SPD: 17, LUK: 1, Attack: 398346, Defense: 84844, Current HP: 332, A Avg: 1059600, D Avg: 84844, [Portal Sword(176)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 409: HP: 266, STR: 312783, VIT: 468, SPD: 16, LUK: 1, Attack: 398427, Defense: 85059, Current HP: 266, A Avg: 1059815, D Avg: 85059, [Portal Sword(176)[230, 230, 230], Black Hole(229)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 408: HP: 351, STR: 312783, VIT: 483, SPD: 16, LUK: 1, Attack: 398427, Defense: 87401, Current HP: 351, A Avg: 1059815, D Avg: 87401, [Portal Sword(176)[230, 230, 230], White Hole(230)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 407: HP: 1824, STR: 312620, VIT: 253, SPD: 16, LUK: 1, Attack: 398472, Defense: 86170, Current HP: 1824, A Avg: 1059935, D Avg: 86170, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 406: HP: 684, STR: 314367, VIT: 62, SPD: 17, LUK: 1, Attack: 398490, Defense: 86850, Current HP: 684, A Avg: 1059983, D Avg: 86850, [Pinpoint(112)[230, 230, 230], C Magnum(239)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 405: HP: 684, STR: 314367, VIT: 62, SPD: 17, LUK: 1, Attack: 398490, Defense: 86850, Current HP: 684, A Avg: 1059983, D Avg: 86850, [Pinpoint(112)[230, 230, 230], C Magnum(239)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 404: HP: 660, STR: 312943, VIT: 516, SPD: 16, LUK: 1, Attack: 398587, Defense: 86628, Current HP: 660, A Avg: 1060241, D Avg: 86628, [Portal Sword(176)[230, 230, 230], Goblin Hand(250)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 403: HP: 608, STR: 312982, VIT: 686, SPD: 16, LUK: 1, Attack: 398626, Defense: 85680, Current HP: 608, A Avg: 1060345, D Avg: 85680, [Portal Sword(176)[230, 230, 230], Metalization(228)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 402: HP: 661, STR: 313829, VIT: 226, SPD: 16, LUK: 1, Attack: 398758, Defense: 86442, Current HP: 661, A Avg: 1060696, D Avg: 86442, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 401: HP: 360, STR: 312549, VIT: 518, SPD: 16, LUK: 1, Attack: 399077, Defense: 87306, Current HP: 360, A Avg: 1061544, D Avg: 87306, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 400: HP: 360, STR: 312549, VIT: 518, SPD: 16, LUK: 1, Attack: 399077, Defense: 87306, Current HP: 360, A Avg: 1061544, D Avg: 87306, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 399: HP: 228, STR: 313599, VIT: 334, SPD: 17, LUK: 1, Attack: 399243, Defense: 84470, Current HP: 228, A Avg: 1061986, D Avg: 84470, [Portal Sword(176)[230, 230, 230], Magnum(237)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 398: HP: 560, STR: 313173, VIT: 449, SPD: 17, LUK: 1, Attack: 399662, Defense: 84871, Current HP: 560, A Avg: 1063100, D Avg: 84871, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 397: HP: 228, STR: 314024, VIT: 334, SPD: 17, LUK: 1, Attack: 399668, Defense: 84678, Current HP: 228, A Avg: 1063116, D Avg: 84678, [Portal Sword(176)[230, 230, 230], V Magnum(238)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 396: HP: 589, STR: 314659, VIT: 334, SPD: 17, LUK: 1, Attack: 400303, Defense: 87122, Current HP: 589, A Avg: 1064805, D Avg: 87122, [Portal Sword(176)[230, 230, 230], C Magnum(239)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 395: HP: 1463, STR: 316613, VIT: 552, SPD: 16, LUK: 1, Attack: 402426, Defense: 90330, Current HP: 1463, A Avg: 1070453, D Avg: 90330, [Spear of Regression(182)[230, 230, 230], Blank Shield(244)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 394: HP: 342, STR: 320288, VIT: 99, SPD: 16, LUK: 1, Attack: 404411, Defense: 84105, Current HP: 342, A Avg: 1075733, D Avg: 84105, [Pinpoint(112)[230, 230, 230], Wings of Beast(210)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 393: HP: 323, STR: 320288, VIT: 782, SPD: 16, LUK: 1, Attack: 404411, Defense: 86452, Current HP: 323, A Avg: 1075733, D Avg: 86452, [Pinpoint(112)[230, 230, 230], Shield of Thousand(246)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 392: HP: 342, STR: 320288, VIT: 99, SPD: 16, LUK: 1, Attack: 404411, Defense: 84105, Current HP: 342, A Avg: 1075733, D Avg: 84105, [Pinpoint(112)[230, 230, 230], Wings of Beast(210)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 391: HP: 323, STR: 320288, VIT: 782, SPD: 16, LUK: 1, Attack: 404411, Defense: 86452, Current HP: 323, A Avg: 1075733, D Avg: 86452, [Pinpoint(112)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 390: HP: 395, STR: 320364, VIT: 99, SPD: 16, LUK: 1, Attack: 404487, Defense: 84599, Current HP: 395, A Avg: 1075935, D Avg: 84599, [Pinpoint(112)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 389: HP: 395, STR: 320364, VIT: 99, SPD: 16, LUK: 1, Attack: 404487, Defense: 84599, Current HP: 395, A Avg: 1075935, D Avg: 84599, [Pinpoint(112)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 388: HP: 342, STR: 320516, VIT: 84, SPD: 16, LUK: 1, Attack: 404639, Defense: 83947, Current HP: 342, A Avg: 1076339, D Avg: 83947, [Pinpoint(112)[230, 230, 230], Small Sword(218)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 387: HP: 342, STR: 320516, VIT: 84, SPD: 16, LUK: 1, Attack: 404639, Defense: 83947, Current HP: 342, A Avg: 1076339, D Avg: 83947, [Pinpoint(112)[230, 230, 230], Small Sword(218)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 386: HP: 431, STR: 320564, VIT: 107, SPD: 16, LUK: 1, Attack: 404687, Defense: 84113, Current HP: 431, A Avg: 1076467, D Avg: 84113, [Pinpoint(112)[230, 230, 230], Small Dragon Sword(224)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 385: HP: 431, STR: 320564, VIT: 107, SPD: 16, LUK: 1, Attack: 404687, Defense: 84113, Current HP: 431, A Avg: 1076467, D Avg: 84113, [Pinpoint(112)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 384: HP: 465, STR: 320588, VIT: 99, SPD: 16, LUK: 1, Attack: 404711, Defense: 83988, Current HP: 465, A Avg: 1076531, D Avg: 83988, [Pinpoint(112)[230, 230, 230], Small Lion(219)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 383: HP: 465, STR: 320588, VIT: 99, SPD: 16, LUK: 1, Attack: 404711, Defense: 83988, Current HP: 465, A Avg: 1076531, D Avg: 83988, [Pinpoint(112)[230, 230, 230], Small Lion(219)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 382: HP: 893, STR: 320688, VIT: 598, SPD: 16, LUK: 1, Attack: 404811, Defense: 88166, Current HP: 893, A Avg: 1076797, D Avg: 88166, [Pinpoint(112)[230, 230, 230], Storm Wall(242)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 381: HP: 893, STR: 320688, VIT: 598, SPD: 16, LUK: 1, Attack: 404811, Defense: 88166, Current HP: 893, A Avg: 1076797, D Avg: 88166, [Pinpoint(112)[230, 230, 230], Storm Wall(242)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 380: HP: 323, STR: 320992, VIT: 62, SPD: 16, LUK: 1, Attack: 405115, Defense: 84250, Current HP: 323, A Avg: 1077605, D Avg: 84250, [Pinpoint(112)[230, 230, 230], Dragon Sword(225)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 379: HP: 323, STR: 320992, VIT: 62, SPD: 16, LUK: 1, Attack: 405115, Defense: 84250, Current HP: 323, A Avg: 1077605, D Avg: 84250, [Pinpoint(112)[230, 230, 230], Dragon Sword(225)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 378: HP: 446, STR: 321248, VIT: 139, SPD: 16, LUK: 1, Attack: 405371, Defense: 85367, Current HP: 446, A Avg: 1078286, D Avg: 85367, [Pinpoint(112)[230, 230, 230], Wave Motion Sword(226)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 377: HP: 446, STR: 321248, VIT: 139, SPD: 16, LUK: 1, Attack: 405371, Defense: 85367, Current HP: 446, A Avg: 1078286, D Avg: 85367, [Pinpoint(112)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 376: HP: 247, STR: 320588, VIT: 371, SPD: 16, LUK: 1, Attack: 406232, Defense: 84377, Current HP: 247, A Avg: 1080577, D Avg: 84377, [Portal Sword(176)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 375: HP: 228, STR: 320588, VIT: 1054, SPD: 16, LUK: 1, Attack: 406232, Defense: 86724, Current HP: 228, A Avg: 1080577, D Avg: 86724, [Portal Sword(176)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 374: HP: 300, STR: 320664, VIT: 371, SPD: 16, LUK: 1, Attack: 406308, Defense: 84871, Current HP: 300, A Avg: 1080779, D Avg: 84871, [Portal Sword(176)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 373: HP: 247, STR: 320816, VIT: 356, SPD: 16, LUK: 1, Attack: 406460, Defense: 84219, Current HP: 247, A Avg: 1081183, D Avg: 84219, [Portal Sword(176)[230, 230, 230], Small Sword(218)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 372: HP: 323, STR: 322348, VIT: 62, SPD: 16, LUK: 1, Attack: 406471, Defense: 87890, Current HP: 323, A Avg: 1081212, D Avg: 87890, [Pinpoint(112)[230, 230, 230], Black Sword Breath(252)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 371: HP: 323, STR: 322348, VIT: 62, SPD: 16, LUK: 1, Attack: 406471, Defense: 87890, Current HP: 323, A Avg: 1081212, D Avg: 87890, [Pinpoint(112)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 370: HP: 336, STR: 320864, VIT: 379, SPD: 16, LUK: 1, Attack: 406508, Defense: 84385, Current HP: 336, A Avg: 1081311, D Avg: 84385, [Portal Sword(176)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 369: HP: 370, STR: 320888, VIT: 371, SPD: 16, LUK: 1, Attack: 406532, Defense: 84260, Current HP: 370, A Avg: 1081375, D Avg: 84260, [Portal Sword(176)[230, 230, 230], Small Lion(219)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 368: HP: 798, STR: 320988, VIT: 870, SPD: 16, LUK: 1, Attack: 406632, Defense: 88438, Current HP: 798, A Avg: 1081641, D Avg: 88438, [Portal Sword(176)[230, 230, 230], Storm Wall(242)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 367: HP: 551, STR: 320876, VIT: 926, SPD: 16, LUK: 1, Attack: 406754, Defense: 86596, Current HP: 551, A Avg: 1081965, D Avg: 86596, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 366: HP: 551, STR: 320876, VIT: 926, SPD: 16, LUK: 1, Attack: 406754, Defense: 86596, Current HP: 551, A Avg: 1081965, D Avg: 86596, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 365: HP: 228, STR: 321292, VIT: 334, SPD: 16, LUK: 1, Attack: 406936, Defense: 84522, Current HP: 228, A Avg: 1082449, D Avg: 84522, [Portal Sword(176)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 364: HP: 351, STR: 321548, VIT: 411, SPD: 16, LUK: 1, Attack: 407192, Defense: 85639, Current HP: 351, A Avg: 1083130, D Avg: 85639, [Portal Sword(176)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 363: HP: 228, STR: 322648, VIT: 334, SPD: 16, LUK: 1, Attack: 408292, Defense: 88162, Current HP: 228, A Avg: 1086056, D Avg: 88162, [Portal Sword(176)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 362: HP: 446, STR: 321696, VIT: 139, SPD: 16, LUK: 1, Attack: 408747, Defense: 85367, Current HP: 446, A Avg: 1087267, D Avg: 85367, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 361: HP: 446, STR: 321696, VIT: 139, SPD: 16, LUK: 1, Attack: 408747, Defense: 85367, Current HP: 446, A Avg: 1087267, D Avg: 85367, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 360: HP: 340, STR: 313372, VIT: 235, SPD: 16, LUK: 1, Attack: 412638, Defense: 87283, Current HP: 340, A Avg: 1097617, D Avg: 87283, [Sword of Evil(189)[230, 230, 230], Ghost shield(251)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 359: HP: 240, STR: 313516, VIT: 283, SPD: 16, LUK: 1, Attack: 412782, Defense: 87331, Current HP: 240, A Avg: 1098000, D Avg: 87331, [Sword of Evil(189)[230, 230, 230], Ghost shield(251)[230, 230, 230], Oculus Ring(315)[67, 803, 807]]
Rank 358: HP: 323, STR: 336239, VIT: 112, SPD: 16, LUK: 1, Attack: 420011, Defense: 83975, Current HP: 323, A Avg: 1117229, D Avg: 83975, [Wasp Knife(105)[230, 230, 230], Titanium Shield(205)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 357: HP: 304, STR: 336512, VIT: 56, SPD: 16, LUK: 1, Attack: 420284, Defense: 83984, Current HP: 304, A Avg: 1117955, D Avg: 83984, [Short Sword(103)[230, 230, 230], Tower Shield(213)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 356: HP: 1634, STR: 336373, VIT: 173, SPD: 16, LUK: 1, Attack: 420314, Defense: 86090, Current HP: 1634, A Avg: 1118035, D Avg: 86090, [Rusty Knife(156)[230, 230, 230], Frying Pan(231)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 355: HP: 304, STR: 336558, VIT: 56, SPD: 16, LUK: 1, Attack: 420369, Defense: 83984, Current HP: 304, A Avg: 1118181, D Avg: 83984, [Long Sword(104)[230, 230, 230], Tower Shield(213)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 354: HP: 456, STR: 336575, VIT: 108, SPD: 16, LUK: 1, Attack: 420431, Defense: 83945, Current HP: 456, A Avg: 1118346, D Avg: 83945, [Emerald Sword(115)[230, 230, 230], Emerald Shield(209)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 353: HP: 718, STR: 336596, VIT: 603, SPD: 16, LUK: 1, Attack: 420602, Defense: 87391, Current HP: 718, A Avg: 1118801, D Avg: 87391, [Crescent(141)[230, 230, 230], Golem Shield(245)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 352: HP: 427, STR: 336642, VIT: 296, SPD: 16, LUK: 1, Attack: 420609, Defense: 87136, Current HP: 427, A Avg: 1118819, D Avg: 87136, [Phantom Sword(117)[230, 230, 230], Aurora Shield(240)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 351: HP: 507, STR: 336692, VIT: 47, SPD: 16, LUK: 1, Attack: 420880, Defense: 83975, Current HP: 507, A Avg: 1119540, D Avg: 83975, [Sword of the Spirit Tree(125)[230, 230, 230], Hardwood Shield(223)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 350: HP: 442, STR: 336646, VIT: 286, SPD: 16, LUK: 1, Attack: 421068, Defense: 87126, Current HP: 442, A Avg: 1120040, D Avg: 87126, [Dreaming Sword(128)[230, 230, 230], Aurora Shield(240)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 349: HP: 1919, STR: 336373, VIT: 283, SPD: 16, LUK: 1, Attack: 421081, Defense: 86200, Current HP: 1919, A Avg: 1120075, D Avg: 86200, [Thin Blade(158)[230, 230, 230], Frying Pan(231)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 348: HP: 807, STR: 336713, VIT: 652, SPD: 16, LUK: 1, Attack: 421226, Defense: 87440, Current HP: 807, A Avg: 1120461, D Avg: 87440, [Volcano(142)[230, 230, 230], Golem Shield(245)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 347: HP: 513, STR: 336621, VIT: 249, SPD: 16, LUK: 1, Attack: 421277, Defense: 85217, Current HP: 513, A Avg: 1120596, D Avg: 85217, [Penetra(161)[230, 230, 230], Huge Shield(234)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 346: HP: 1634, STR: 336701, VIT: 188, SPD: 16, LUK: 1, Attack: 421539, Defense: 86105, Current HP: 1634, A Avg: 1121293, D Avg: 86105, [Willow Blade(157)[230, 230, 230], Frying Pan(231)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 345: HP: 807, STR: 336965, VIT: 664, SPD: 16, LUK: 1, Attack: 421699, Defense: 87452, Current HP: 807, A Avg: 1121719, D Avg: 87452, [Irruption(154)[230, 230, 230], Golem Shield(245)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 344: HP: 592, STR: 336806, VIT: 125, SPD: 16, LUK: 1, Attack: 421904, Defense: 84053, Current HP: 592, A Avg: 1122264, D Avg: 84053, [Yggdrasil(126)[230, 230, 230], Hardwood Shield(223)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 343: HP: 340, STR: 337150, VIT: 264, SPD: 16, LUK: 1, Attack: 421938, Defense: 83987, Current HP: 340, A Avg: 1122355, D Avg: 83987, [Pulse Knife(165)[230, 230, 230], Pot Lid(201)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 342: HP: 340, STR: 337150, VIT: 264, SPD: 16, LUK: 1, Attack: 421938, Defense: 83997, Current HP: 340, A Avg: 1122355, D Avg: 83997, [Pulse Knife(165)[230, 230, 230], High Pot Lid(202)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 341: HP: 323, STR: 337150, VIT: 289, SPD: 16, LUK: 1, Attack: 421938, Defense: 84158, Current HP: 323, A Avg: 1122355, D Avg: 84158, [Pulse Knife(165)[230, 230, 230], Wooden Shield(203)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 340: HP: 323, STR: 337150, VIT: 294, SPD: 16, LUK: 1, Attack: 421938, Defense: 84098, Current HP: 323, A Avg: 1122355, D Avg: 84098, [Pulse Knife(165)[230, 230, 230], Iron Shield(204)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 339: HP: 323, STR: 337150, VIT: 295, SPD: 16, LUK: 1, Attack: 421938, Defense: 84158, Current HP: 323, A Avg: 1122355, D Avg: 84158, [Pulse Knife(165)[230, 230, 230], Titanium Shield(205)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 338: HP: 323, STR: 337150, VIT: 312, SPD: 16, LUK: 1, Attack: 421938, Defense: 84201, Current HP: 323, A Avg: 1122355, D Avg: 84201, [Pulse Knife(165)[230, 230, 230], Large iron Shield(206)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 337: HP: 340, STR: 337150, VIT: 300, SPD: 16, LUK: 1, Attack: 421938, Defense: 84176, Current HP: 340, A Avg: 1122355, D Avg: 84176, [Pulse Knife(165)[230, 230, 230], Magic Shield(207)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 336: HP: 427, STR: 337150, VIT: 326, SPD: 16, LUK: 1, Attack: 421938, Defense: 84163, Current HP: 427, A Avg: 1122355, D Avg: 84163, [Pulse Knife(165)[230, 230, 230], Emerald Shield(209)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 335: HP: 400, STR: 337150, VIT: 286, SPD: 16, LUK: 1, Attack: 421938, Defense: 84058, Current HP: 400, A Avg: 1122355, D Avg: 84058, [Pulse Knife(165)[230, 230, 230], Clear Shield(211)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 334: HP: 440, STR: 337150, VIT: 300, SPD: 16, LUK: 1, Attack: 421938, Defense: 84319, Current HP: 440, A Avg: 1122355, D Avg: 84319, [Pulse Knife(165)[230, 230, 230], Prism Shield(212)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 333: HP: 399, STR: 337150, VIT: 304, SPD: 16, LUK: 1, Attack: 421938, Defense: 84232, Current HP: 399, A Avg: 1122355, D Avg: 84232, [Pulse Knife(165)[230, 230, 230], Tower Shield(213)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 332: HP: 566, STR: 337150, VIT: 352, SPD: 16, LUK: 1, Attack: 421938, Defense: 84914, Current HP: 566, A Avg: 1122355, D Avg: 84914, [Pulse Knife(165)[230, 230, 230], Slime Shield(221)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 331: HP: 497, STR: 337150, VIT: 295, SPD: 16, LUK: 1, Attack: 421938, Defense: 84223, Current HP: 497, A Avg: 1122355, D Avg: 84223, [Pulse Knife(165)[230, 230, 230], Hardwood Shield(223)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 330: HP: 340, STR: 337150, VIT: 604, SPD: 16, LUK: 1, Attack: 421938, Defense: 87392, Current HP: 340, A Avg: 1122355, D Avg: 87392, [Pulse Knife(165)[230, 230, 230], Energy Shield(227)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 329: HP: 1529, STR: 337150, VIT: 280, SPD: 16, LUK: 1, Attack: 421938, Defense: 86197, Current HP: 1529, A Avg: 1122355, D Avg: 86197, [Pulse Knife(165)[230, 230, 230], Frying Pan(231)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 328: HP: 724, STR: 337150, VIT: 382, SPD: 16, LUK: 1, Attack: 421938, Defense: 85116, Current HP: 724, A Avg: 1122355, D Avg: 85116, [Pulse Knife(165)[230, 230, 230], Slafield(232)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 327: HP: 570, STR: 337150, VIT: 352, SPD: 16, LUK: 1, Attack: 421938, Defense: 85827, Current HP: 570, A Avg: 1122355, D Avg: 85827, [Pulse Knife(165)[230, 230, 230], Mist Shield(233)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 326: HP: 513, STR: 337150, VIT: 433, SPD: 16, LUK: 1, Attack: 421938, Defense: 85401, Current HP: 513, A Avg: 1122355, D Avg: 85401, [Pulse Knife(165)[230, 230, 230], Huge Shield(234)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 325: HP: 437, STR: 337150, VIT: 520, SPD: 16, LUK: 1, Attack: 421938, Defense: 87360, Current HP: 437, A Avg: 1122355, D Avg: 87360, [Pulse Knife(165)[230, 230, 230], Aurora Shield(240)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 324: HP: 610, STR: 337150, VIT: 393, SPD: 16, LUK: 1, Attack: 421938, Defense: 87818, Current HP: 610, A Avg: 1122355, D Avg: 87818, [Pulse Knife(165)[230, 230, 230], Cloud Shield(241)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 323: HP: 323, STR: 337150, VIT: 264, SPD: 16, LUK: 1, Attack: 421938, Defense: 87053, Current HP: 323, A Avg: 1122355, D Avg: 87053, [Pulse Knife(165)[230, 230, 230], Graffiti(243)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
