Rank 1000: HP: 1064, STR: 288928, VIT: 539, SPD: 42, LUK: 1, Attack: 374897, Defense: 86417, Current HP: 1064, A Avg: 997226, D Avg: 86417, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 442: HP: 540, STR: 313333, VIT: 838, SPD: 40, LUK: 1, Attack: 398977, Defense: 84561, Current HP: 540, A Avg: 1061278, D Avg: 84561, [Portal Sword(176)[230, 230, 230], Pot Lid(201)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 441: HP: 540, STR: 313333, VIT: 838, SPD: 40, LUK: 1, Attack: 398977, Defense: 84571, Current HP: 540, A Avg: 1061278, D Avg: 84571, [Portal Sword(176)[230, 230, 230], High Pot Lid(202)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 440: HP: 513, STR: 313333, VIT: 899, SPD: 40, LUK: 1, Attack: 398977, Defense: 84768, Current HP: 513, A Avg: 1061278, D Avg: 84768, [Portal Sword(176)[230, 230, 230], Wooden Shield(203)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 439: HP: 513, STR: 313333, VIT: 904, SPD: 40, LUK: 1, Attack: 398977, Defense: 84708, Current HP: 513, A Avg: 1061278, D Avg: 84708, [Portal Sword(176)[230, 230, 230], Iron Shield(204)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 438: HP: 513, STR: 313333, VIT: 931, SPD: 40, LUK: 1, Attack: 398977, Defense: 84794, Current HP: 513, A Avg: 1061278, D Avg: 84794, [Portal Sword(176)[230, 230, 230], Titanium Shield(205)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 437: HP: 513, STR: 313333, VIT: 948, SPD: 40, LUK: 1, Attack: 398977, Defense: 84837, Current HP: 513, A Avg: 1061278, D Avg: 84837, [Portal Sword(176)[230, 230, 230], Large iron Shield(206)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 436: HP: 540, STR: 313333, VIT: 923, SPD: 40, LUK: 1, Attack: 398977, Defense: 84799, Current HP: 540, A Avg: 1061278, D Avg: 84799, [Portal Sword(176)[230, 230, 230], Magic Shield(207)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 435: HP: 760, STR: 313333, VIT: 1013, SPD: 40, LUK: 1, Attack: 398977, Defense: 84850, Current HP: 760, A Avg: 1061278, D Avg: 84850, [Portal Sword(176)[230, 230, 230], Emerald Shield(209)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 434: HP: 600, STR: 313333, VIT: 884, SPD: 40, LUK: 1, Attack: 398977, Defense: 84656, Current HP: 600, A Avg: 1061278, D Avg: 84656, [Portal Sword(176)[230, 230, 230], Clear Shield(211)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 433: HP: 640, STR: 313333, VIT: 923, SPD: 40, LUK: 1, Attack: 398977, Defense: 84942, Current HP: 640, A Avg: 1061278, D Avg: 84942, [Portal Sword(176)[230, 230, 230], Prism Shield(212)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 432: HP: 589, STR: 313333, VIT: 940, SPD: 40, LUK: 1, Attack: 398977, Defense: 84868, Current HP: 589, A Avg: 1061278, D Avg: 84868, [Portal Sword(176)[230, 230, 230], Tower Shield(213)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 431: HP: 976, STR: 313333, VIT: 1046, SPD: 40, LUK: 1, Attack: 398977, Defense: 85608, Current HP: 976, A Avg: 1061278, D Avg: 85608, [Portal Sword(176)[230, 230, 230], Slime Shield(221)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 430: HP: 915, STR: 313333, VIT: 931, SPD: 40, LUK: 1, Attack: 398977, Defense: 84859, Current HP: 915, A Avg: 1061278, D Avg: 84859, [Portal Sword(176)[230, 230, 230], Hardwood Shield(223)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 429: HP: 540, STR: 313333, VIT: 1347, SPD: 40, LUK: 1, Attack: 398977, Defense: 88135, Current HP: 540, A Avg: 1061278, D Avg: 88135, [Portal Sword(176)[230, 230, 230], Energy Shield(227)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 428: HP: 2147, STR: 313333, VIT: 890, SPD: 40, LUK: 1, Attack: 398977, Defense: 86807, Current HP: 2147, A Avg: 1061278, D Avg: 86807, [Portal Sword(176)[230, 230, 230], Frying Pan(231)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 427: HP: 1164, STR: 313333, VIT: 1100, SPD: 40, LUK: 1, Attack: 398977, Defense: 85834, Current HP: 1164, A Avg: 1061278, D Avg: 85834, [Portal Sword(176)[230, 230, 230], Slafield(232)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 426: HP: 920, STR: 313333, VIT: 1046, SPD: 40, LUK: 1, Attack: 398977, Defense: 86521, Current HP: 920, A Avg: 1061278, D Avg: 86521, [Portal Sword(176)[230, 230, 230], Mist Shield(233)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 425: HP: 703, STR: 313333, VIT: 1298, SPD: 40, LUK: 1, Attack: 398977, Defense: 86266, Current HP: 703, A Avg: 1061278, D Avg: 86266, [Portal Sword(176)[230, 230, 230], Huge Shield(234)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 424: HP: 627, STR: 313333, VIT: 1334, SPD: 40, LUK: 1, Attack: 398977, Defense: 88174, Current HP: 627, A Avg: 1061278, D Avg: 88174, [Portal Sword(176)[230, 230, 230], Aurora Shield(240)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 423: HP: 1260, STR: 313333, VIT: 1184, SPD: 40, LUK: 1, Attack: 398977, Defense: 88609, Current HP: 1260, A Avg: 1061278, D Avg: 88609, [Portal Sword(176)[230, 230, 230], Cloud Shield(241)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 422: HP: 513, STR: 313333, VIT: 838, SPD: 40, LUK: 1, Attack: 398977, Defense: 87627, Current HP: 513, A Avg: 1061278, D Avg: 87627, [Portal Sword(176)[230, 230, 230], Graffiti(243)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 421: HP: 513, STR: 313333, VIT: 1606, SPD: 40, LUK: 1, Attack: 398977, Defense: 91384, Current HP: 513, A Avg: 1061278, D Avg: 91384, [Portal Sword(176)[230, 230, 230], Blank Shield(244)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 420: HP: 988, STR: 313333, VIT: 2080, SPD: 40, LUK: 1, Attack: 398977, Defense: 88868, Current HP: 988, A Avg: 1061278, D Avg: 88868, [Portal Sword(176)[230, 230, 230], Golem Shield(245)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 419: HP: 798, STR: 313333, VIT: 1161, SPD: 42, LUK: 1, Attack: 398977, Defense: 87039, Current HP: 798, A Avg: 1061278, D Avg: 87039, [Portal Sword(176)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 418: HP: 1288, STR: 313333, VIT: 1220, SPD: 40, LUK: 1, Attack: 398977, Defense: 87436, Current HP: 1288, A Avg: 1061278, D Avg: 87436, [Portal Sword(176)[230, 230, 230], King Shield(248)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 417: HP: 940, STR: 313333, VIT: 1312, SPD: 40, LUK: 1, Attack: 398977, Defense: 88347, Current HP: 940, A Avg: 1061278, D Avg: 88347, [Portal Sword(176)[230, 230, 230], Warrior's Shield(249)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 416: HP: 540, STR: 313333, VIT: 1299, SPD: 40, LUK: 1, Attack: 398977, Defense: 88347, Current HP: 540, A Avg: 1061278, D Avg: 88347, [Portal Sword(176)[230, 230, 230], Ghost shield(251)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 415: HP: 725, STR: 313372, VIT: 1021, SPD: 40, LUK: 1, Attack: 399016, Defense: 84962, Current HP: 725, A Avg: 1061382, D Avg: 84962, [Portal Sword(176)[230, 230, 230], Dragon's Scales(215)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 414: HP: 513, STR: 313446, VIT: 923, SPD: 42, LUK: 1, Attack: 399090, Defense: 84948, Current HP: 513, A Avg: 1061579, D Avg: 84948, [Portal Sword(176)[230, 230, 230], Conductive Barrier(208)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 413: HP: 836, STR: 313466, VIT: 1023, SPD: 40, LUK: 1, Attack: 399110, Defense: 85263, Current HP: 836, A Avg: 1061632, D Avg: 85263, [Portal Sword(176)[230, 230, 230], Dragon's Wings(216)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 412: HP: 2964, STR: 313263, VIT: 533, SPD: 40, LUK: 1, Attack: 399115, Defense: 86450, Current HP: 2964, A Avg: 1061645, D Avg: 86450, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 411: HP: 836, STR: 313536, VIT: 1075, SPD: 40, LUK: 1, Attack: 399180, Defense: 86693, Current HP: 836, A Avg: 1061818, D Avg: 86693, [Portal Sword(176)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 410: HP: 695, STR: 313540, VIT: 1278, SPD: 40, LUK: 1, Attack: 399184, Defense: 86116, Current HP: 695, A Avg: 1061829, D Avg: 86116, [Portal Sword(176)[230, 230, 230], Bulletproof Shield(235)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 409: HP: 836, STR: 313579, VIT: 1064, SPD: 40, LUK: 1, Attack: 399223, Defense: 85928, Current HP: 836, A Avg: 1061933, D Avg: 85928, [Portal Sword(176)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 408: HP: 760, STR: 313579, VIT: 1046, SPD: 42, LUK: 1, Attack: 399223, Defense: 85468, Current HP: 760, A Avg: 1061933, D Avg: 85468, [Portal Sword(176)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 407: HP: 836, STR: 313638, VIT: 1319, SPD: 40, LUK: 1, Attack: 399282, Defense: 88120, Current HP: 836, A Avg: 1062090, D Avg: 88120, [Portal Sword(176)[230, 230, 230], Riot(236)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 406: HP: 551, STR: 313895, VIT: 1116, SPD: 40, LUK: 1, Attack: 399539, Defense: 85707, Current HP: 551, A Avg: 1062773, D Avg: 85707, [Portal Sword(176)[230, 230, 230], Black Hole(229)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 405: HP: 779, STR: 313895, VIT: 1155, SPD: 40, LUK: 1, Attack: 399539, Defense: 88073, Current HP: 779, A Avg: 1062773, D Avg: 88073, [Portal Sword(176)[230, 230, 230], White Hole(230)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 404: HP: 1254, STR: 315420, VIT: 86, SPD: 42, LUK: 1, Attack: 399543, Defense: 86874, Current HP: 1254, A Avg: 1062784, D Avg: 86874, [Pinpoint(112)[230, 230, 230], C Magnum(239)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 403: HP: 1254, STR: 315420, VIT: 86, SPD: 42, LUK: 1, Attack: 399543, Defense: 86874, Current HP: 1254, A Avg: 1062784, D Avg: 86874, [Pinpoint(112)[230, 230, 230], C Magnum(239)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 402: HP: 660, STR: 313076, VIT: 902, SPD: 40, LUK: 1, Attack: 399604, Defense: 87690, Current HP: 660, A Avg: 1062946, D Avg: 87690, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 401: HP: 660, STR: 313076, VIT: 902, SPD: 40, LUK: 1, Attack: 399604, Defense: 87690, Current HP: 660, A Avg: 1062946, D Avg: 87690, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 400: HP: 1260, STR: 313996, VIT: 1164, SPD: 40, LUK: 1, Attack: 399640, Defense: 87276, Current HP: 1260, A Avg: 1063042, D Avg: 87276, [Portal Sword(176)[230, 230, 230], Goblin Hand(250)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 399: HP: 893, STR: 314035, VIT: 1349, SPD: 40, LUK: 1, Attack: 399679, Defense: 86343, Current HP: 893, A Avg: 1063146, D Avg: 86343, [Portal Sword(176)[230, 230, 230], Metalization(228)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 398: HP: 1288, STR: 315057, VIT: 404, SPD: 40, LUK: 1, Attack: 399986, Defense: 86620, Current HP: 1288, A Avg: 1063962, D Avg: 86620, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 397: HP: 513, STR: 314769, VIT: 838, SPD: 42, LUK: 1, Attack: 400413, Defense: 84974, Current HP: 513, A Avg: 1065098, D Avg: 84974, [Portal Sword(176)[230, 230, 230], Magnum(237)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 396: HP: 988, STR: 313992, VIT: 905, SPD: 42, LUK: 1, Attack: 400481, Defense: 85327, Current HP: 988, A Avg: 1065279, D Avg: 85327, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 395: HP: 513, STR: 315252, VIT: 838, SPD: 42, LUK: 1, Attack: 400896, Defense: 85182, Current HP: 513, A Avg: 1066383, D Avg: 85182, [Portal Sword(176)[230, 230, 230], V Magnum(238)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 394: HP: 1159, STR: 316297, VIT: 838, SPD: 42, LUK: 1, Attack: 401941, Defense: 87626, Current HP: 1159, A Avg: 1069163, D Avg: 87626, [Portal Sword(176)[230, 230, 230], C Magnum(239)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 393: HP: 3173, STR: 317608, VIT: 1152, SPD: 40, LUK: 1, Attack: 403421, Defense: 90930, Current HP: 3173, A Avg: 1073099, D Avg: 90930, [Spear of Regression(182)[230, 230, 230], Blank Shield(244)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 392: HP: 627, STR: 320468, VIT: 171, SPD: 40, LUK: 1, Attack: 404591, Defense: 84177, Current HP: 627, A Avg: 1076212, D Avg: 84177, [Pinpoint(112)[230, 230, 230], Wings of Beast(210)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 391: HP: 608, STR: 320468, VIT: 2006, SPD: 40, LUK: 1, Attack: 404591, Defense: 87676, Current HP: 608, A Avg: 1076212, D Avg: 87676, [Pinpoint(112)[230, 230, 230], Shield of Thousand(246)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 390: HP: 627, STR: 320468, VIT: 171, SPD: 40, LUK: 1, Attack: 404591, Defense: 84177, Current HP: 627, A Avg: 1076212, D Avg: 84177, [Pinpoint(112)[230, 230, 230], Wings of Beast(210)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 389: HP: 608, STR: 320468, VIT: 2006, SPD: 40, LUK: 1, Attack: 404591, Defense: 87676, Current HP: 608, A Avg: 1076212, D Avg: 87676, [Pinpoint(112)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 388: HP: 737, STR: 320604, VIT: 171, SPD: 40, LUK: 1, Attack: 404727, Defense: 84671, Current HP: 737, A Avg: 1076573, D Avg: 84671, [Pinpoint(112)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 387: HP: 737, STR: 320604, VIT: 171, SPD: 40, LUK: 1, Attack: 404727, Defense: 84671, Current HP: 737, A Avg: 1076573, D Avg: 84671, [Pinpoint(112)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 386: HP: 1178, STR: 320868, VIT: 982, SPD: 40, LUK: 1, Attack: 404991, Defense: 88550, Current HP: 1178, A Avg: 1077276, D Avg: 88550, [Pinpoint(112)[230, 230, 230], Storm Wall(242)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 385: HP: 1178, STR: 320868, VIT: 982, SPD: 40, LUK: 1, Attack: 404991, Defense: 88550, Current HP: 1178, A Avg: 1077276, D Avg: 88550, [Pinpoint(112)[230, 230, 230], Storm Wall(242)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 384: HP: 627, STR: 320876, VIT: 132, SPD: 40, LUK: 1, Attack: 404999, Defense: 83995, Current HP: 627, A Avg: 1077297, D Avg: 83995, [Pinpoint(112)[230, 230, 230], Small Sword(218)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 383: HP: 627, STR: 320876, VIT: 132, SPD: 40, LUK: 1, Attack: 404999, Defense: 83995, Current HP: 627, A Avg: 1077297, D Avg: 83995, [Pinpoint(112)[230, 230, 230], Small Sword(218)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 382: HP: 893, STR: 321068, VIT: 171, SPD: 40, LUK: 1, Attack: 405191, Defense: 84060, Current HP: 893, A Avg: 1077808, D Avg: 84060, [Pinpoint(112)[230, 230, 230], Small Lion(219)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 381: HP: 893, STR: 321068, VIT: 171, SPD: 40, LUK: 1, Attack: 405191, Defense: 84060, Current HP: 893, A Avg: 1077808, D Avg: 84060, [Pinpoint(112)[230, 230, 230], Small Lion(219)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 380: HP: 801, STR: 321104, VIT: 179, SPD: 40, LUK: 1, Attack: 405227, Defense: 84185, Current HP: 801, A Avg: 1077903, D Avg: 84185, [Pinpoint(112)[230, 230, 230], Small Dragon Sword(224)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 379: HP: 801, STR: 321104, VIT: 179, SPD: 40, LUK: 1, Attack: 405227, Defense: 84185, Current HP: 801, A Avg: 1077903, D Avg: 84185, [Pinpoint(112)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 378: HP: 608, STR: 322012, VIT: 86, SPD: 40, LUK: 1, Attack: 406135, Defense: 84274, Current HP: 608, A Avg: 1080319, D Avg: 84274, [Pinpoint(112)[230, 230, 230], Dragon Sword(225)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 377: HP: 608, STR: 322012, VIT: 86, SPD: 40, LUK: 1, Attack: 406135, Defense: 84274, Current HP: 608, A Avg: 1080319, D Avg: 84274, [Pinpoint(112)[230, 230, 230], Dragon Sword(225)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 376: HP: 874, STR: 322628, VIT: 259, SPD: 40, LUK: 1, Attack: 406751, Defense: 85487, Current HP: 874, A Avg: 1081957, D Avg: 85487, [Pinpoint(112)[230, 230, 230], Wave Motion Sword(226)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 375: HP: 874, STR: 322628, VIT: 259, SPD: 40, LUK: 1, Attack: 406751, Defense: 85487, Current HP: 874, A Avg: 1081957, D Avg: 85487, [Pinpoint(112)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 374: HP: 532, STR: 321368, VIT: 923, SPD: 40, LUK: 1, Attack: 407012, Defense: 84929, Current HP: 532, A Avg: 1082651, D Avg: 84929, [Portal Sword(176)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 373: HP: 513, STR: 321368, VIT: 2758, SPD: 40, LUK: 1, Attack: 407012, Defense: 88428, Current HP: 513, A Avg: 1082651, D Avg: 88428, [Portal Sword(176)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 372: HP: 642, STR: 321504, VIT: 923, SPD: 40, LUK: 1, Attack: 407148, Defense: 85423, Current HP: 642, A Avg: 1083013, D Avg: 85423, [Portal Sword(176)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 371: HP: 1083, STR: 321768, VIT: 1734, SPD: 40, LUK: 1, Attack: 407412, Defense: 89302, Current HP: 1083, A Avg: 1083715, D Avg: 89302, [Portal Sword(176)[230, 230, 230], Storm Wall(242)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 370: HP: 532, STR: 321776, VIT: 884, SPD: 40, LUK: 1, Attack: 407420, Defense: 84747, Current HP: 532, A Avg: 1083737, D Avg: 84747, [Portal Sword(176)[230, 230, 230], Small Sword(218)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 369: HP: 798, STR: 321968, VIT: 923, SPD: 40, LUK: 1, Attack: 407612, Defense: 84812, Current HP: 798, A Avg: 1084247, D Avg: 84812, [Portal Sword(176)[230, 230, 230], Small Lion(219)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 368: HP: 706, STR: 322004, VIT: 931, SPD: 40, LUK: 1, Attack: 407648, Defense: 84937, Current HP: 706, A Avg: 1084343, D Avg: 84937, [Portal Sword(176)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 367: HP: 836, STR: 322136, VIT: 2390, SPD: 40, LUK: 1, Attack: 408014, Defense: 88060, Current HP: 836, A Avg: 1085317, D Avg: 88060, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 366: HP: 836, STR: 322136, VIT: 2390, SPD: 40, LUK: 1, Attack: 408014, Defense: 88060, Current HP: 836, A Avg: 1085317, D Avg: 88060, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 365: HP: 513, STR: 322912, VIT: 838, SPD: 40, LUK: 1, Attack: 408556, Defense: 85026, Current HP: 513, A Avg: 1086758, D Avg: 85026, [Portal Sword(176)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 364: HP: 608, STR: 324628, VIT: 86, SPD: 40, LUK: 1, Attack: 408751, Defense: 87914, Current HP: 608, A Avg: 1087277, D Avg: 87914, [Pinpoint(112)[230, 230, 230], Black Sword Breath(252)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 363: HP: 608, STR: 324628, VIT: 86, SPD: 40, LUK: 1, Attack: 408751, Defense: 87914, Current HP: 608, A Avg: 1087277, D Avg: 87914, [Pinpoint(112)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 362: HP: 779, STR: 323528, VIT: 1011, SPD: 40, LUK: 1, Attack: 409172, Defense: 86239, Current HP: 779, A Avg: 1088397, D Avg: 86239, [Portal Sword(176)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 361: HP: 874, STR: 323256, VIT: 259, SPD: 40, LUK: 1, Attack: 410307, Defense: 85487, Current HP: 874, A Avg: 1091416, D Avg: 85487, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 360: HP: 874, STR: 323256, VIT: 259, SPD: 40, LUK: 1, Attack: 410307, Defense: 85487, Current HP: 874, A Avg: 1091416, D Avg: 85487, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 359: HP: 513, STR: 325528, VIT: 838, SPD: 40, LUK: 1, Attack: 411172, Defense: 88666, Current HP: 513, A Avg: 1093717, D Avg: 88666, [Portal Sword(176)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 358: HP: 608, STR: 336428, VIT: 214, SPD: 40, LUK: 1, Attack: 420200, Defense: 84077, Current HP: 608, A Avg: 1117731, D Avg: 84077, [Wasp Knife(105)[230, 230, 230], Titanium Shield(205)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 357: HP: 589, STR: 336575, VIT: 107, SPD: 40, LUK: 1, Attack: 420347, Defense: 84035, Current HP: 589, A Avg: 1118123, D Avg: 84035, [Short Sword(103)[230, 230, 230], Tower Shield(213)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 356: HP: 589, STR: 336684, VIT: 107, SPD: 40, LUK: 1, Attack: 420495, Defense: 84035, Current HP: 589, A Avg: 1118516, D Avg: 84035, [Long Sword(104)[230, 230, 230], Tower Shield(213)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 355: HP: 1026, STR: 336764, VIT: 261, SPD: 40, LUK: 1, Attack: 420620, Defense: 84098, Current HP: 1026, A Avg: 1118849, D Avg: 84098, [Emerald Sword(115)[230, 230, 230], Emerald Shield(209)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 354: HP: 2489, STR: 336751, VIT: 377, SPD: 40, LUK: 1, Attack: 420692, Defense: 86294, Current HP: 2489, A Avg: 1119040, D Avg: 86294, [Rusty Knife(156)[230, 230, 230], Frying Pan(231)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 353: HP: 1003, STR: 336785, VIT: 1292, SPD: 40, LUK: 1, Attack: 420791, Defense: 88080, Current HP: 1003, A Avg: 1119304, D Avg: 88080, [Crescent(141)[230, 230, 230], Golem Shield(245)[230, 230, 67], Ring of power(314)[68, 803, 807]]
