Rank 1000: HP: 1155, STR: 540554, VIT: 806, SPD: 56, LUK: 1, Attack: 624976, Defense: 87646, Current HP: 1155, A Avg: 1268701, D Avg: 87646, [Dreaming Sword(128)[630, 630, 630], Aurora Shield(240)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 423: HP: 1760, STR: 419530, VIT: 1664, SPD: 56, LUK: 1, Attack: 505174, Defense: 89089, Current HP: 1760, A Avg: 1343762, D Avg: 89089, [Portal Sword(176)[630, 630, 630], Cloud Shield(241)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 422: HP: 703, STR: 419530, VIT: 1174, SPD: 56, LUK: 1, Attack: 505174, Defense: 87963, Current HP: 703, A Avg: 1343762, D Avg: 87963, [Portal Sword(176)[630, 630, 630], Graffiti(243)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 421: HP: 703, STR: 419530, VIT: 2262, SPD: 56, LUK: 1, Attack: 505174, Defense: 92040, Current HP: 703, A Avg: 1343762, D Avg: 92040, [Portal Sword(176)[630, 630, 630], Blank Shield(244)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 420: HP: 1178, STR: 419530, VIT: 2862, SPD: 56, LUK: 1, Attack: 505174, Defense: 89650, Current HP: 1178, A Avg: 1343762, D Avg: 89650, [Portal Sword(176)[630, 630, 630], Golem Shield(245)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 419: HP: 988, STR: 419530, VIT: 1625, SPD: 59, LUK: 1, Attack: 505174, Defense: 87503, Current HP: 988, A Avg: 1343762, D Avg: 87503, [Portal Sword(176)[630, 630, 630], Sticky thread shield(247)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 418: HP: 1706, STR: 419530, VIT: 1679, SPD: 56, LUK: 1, Attack: 505174, Defense: 87895, Current HP: 1706, A Avg: 1343762, D Avg: 87895, [Portal Sword(176)[630, 630, 630], King Shield(248)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 417: HP: 1140, STR: 419530, VIT: 1712, SPD: 56, LUK: 1, Attack: 505174, Defense: 88747, Current HP: 1140, A Avg: 1343762, D Avg: 88747, [Portal Sword(176)[630, 630, 630], Warrior's Shield(249)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 416: HP: 740, STR: 419530, VIT: 1827, SPD: 56, LUK: 1, Attack: 505174, Defense: 88875, Current HP: 740, A Avg: 1343762, D Avg: 88875, [Portal Sword(176)[630, 630, 630], Ghost shield(251)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 415: HP: 972, STR: 419569, VIT: 1429, SPD: 56, LUK: 1, Attack: 505213, Defense: 85370, Current HP: 972, A Avg: 1343866, D Avg: 85370, [Portal Sword(176)[630, 630, 630], Dragon's Scales(215)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 414: HP: 3724, STR: 419382, VIT: 720, SPD: 56, LUK: 1, Attack: 505234, Defense: 86637, Current HP: 3724, A Avg: 1343922, D Avg: 86637, [Santoku(159)[630, 630, 630], Frying Pan(231)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 413: HP: 703, STR: 419682, VIT: 1291, SPD: 59, LUK: 1, Attack: 505326, Defense: 85316, Current HP: 703, A Avg: 1344167, D Avg: 85316, [Portal Sword(176)[630, 630, 630], Conductive Barrier(208)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 412: HP: 1121, STR: 419702, VIT: 1431, SPD: 56, LUK: 1, Attack: 505346, Defense: 85671, Current HP: 1121, A Avg: 1344220, D Avg: 85671, [Portal Sword(176)[630, 630, 630], Dragon's Wings(216)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 411: HP: 1156, STR: 419811, VIT: 1507, SPD: 56, LUK: 1, Attack: 505455, Defense: 87125, Current HP: 1156, A Avg: 1344510, D Avg: 87125, [Portal Sword(176)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 410: HP: 961, STR: 419815, VIT: 1754, SPD: 56, LUK: 1, Attack: 505459, Defense: 86592, Current HP: 961, A Avg: 1344520, D Avg: 86592, [Portal Sword(176)[630, 630, 630], Bulletproof Shield(235)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 409: HP: 1121, STR: 419854, VIT: 1489, SPD: 56, LUK: 1, Attack: 505498, Defense: 86353, Current HP: 1121, A Avg: 1344624, D Avg: 86353, [Portal Sword(176)[630, 630, 630], Dragon's Head(217)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 408: HP: 1045, STR: 419854, VIT: 1462, SPD: 59, LUK: 1, Attack: 505498, Defense: 85884, Current HP: 1045, A Avg: 1344624, D Avg: 85884, [Portal Sword(176)[630, 630, 630], Superconducting Barrier(220)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 407: HP: 1121, STR: 419952, VIT: 1812, SPD: 56, LUK: 1, Attack: 505596, Defense: 88613, Current HP: 1121, A Avg: 1344885, D Avg: 88613, [Portal Sword(176)[630, 630, 630], Riot(236)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 406: HP: 860, STR: 419117, VIT: 1158, SPD: 56, LUK: 1, Attack: 505645, Defense: 87946, Current HP: 860, A Avg: 1345015, D Avg: 87946, [Moon Knuckle(153)[630, 630, 630], Energy Shield(227)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 405: HP: 860, STR: 419117, VIT: 1158, SPD: 56, LUK: 1, Attack: 505645, Defense: 87946, Current HP: 860, A Avg: 1345015, D Avg: 87946, [Moon Knuckle(153)[630, 630, 630], Energy Shield(227)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 404: HP: 1634, STR: 421812, VIT: 102, SPD: 59, LUK: 1, Attack: 505935, Defense: 86890, Current HP: 1634, A Avg: 1345787, D Avg: 86890, [Pinpoint(112)[630, 630, 630], C Magnum(239)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 403: HP: 1634, STR: 421812, VIT: 102, SPD: 59, LUK: 1, Attack: 505935, Defense: 86890, Current HP: 1634, A Avg: 1345787, D Avg: 86890, [Pinpoint(112)[630, 630, 630], C Magnum(239)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 402: HP: 741, STR: 420326, VIT: 1548, SPD: 56, LUK: 1, Attack: 505970, Defense: 86139, Current HP: 741, A Avg: 1345880, D Avg: 86139, [Portal Sword(176)[630, 630, 630], Black Hole(229)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 401: HP: 1064, STR: 420326, VIT: 1603, SPD: 56, LUK: 1, Attack: 505970, Defense: 88521, Current HP: 1064, A Avg: 1345880, D Avg: 88521, [Portal Sword(176)[630, 630, 630], White Hole(230)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 400: HP: 1660, STR: 420388, VIT: 1596, SPD: 56, LUK: 1, Attack: 506032, Defense: 87708, Current HP: 1660, A Avg: 1346045, D Avg: 87708, [Portal Sword(176)[630, 630, 630], Goblin Hand(250)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 399: HP: 1083, STR: 420427, VIT: 1791, SPD: 56, LUK: 1, Attack: 506071, Defense: 86785, Current HP: 1083, A Avg: 1346148, D Avg: 86785, [Portal Sword(176)[630, 630, 630], Metalization(228)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 398: HP: 1706, STR: 421566, VIT: 523, SPD: 56, LUK: 1, Attack: 506495, Defense: 86739, Current HP: 1706, A Avg: 1347276, D Avg: 86739, [Jack Knife(185)[630, 630, 630], King Shield(248)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 397: HP: 1273, STR: 420228, VIT: 1209, SPD: 59, LUK: 1, Attack: 506717, Defense: 85631, Current HP: 1273, A Avg: 1347867, D Avg: 85631, [Cuttlefish(178)[630, 630, 630], Superconducting Barrier(220)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 396: HP: 703, STR: 421239, VIT: 1174, SPD: 59, LUK: 1, Attack: 506883, Defense: 85310, Current HP: 703, A Avg: 1348308, D Avg: 85310, [Portal Sword(176)[630, 630, 630], Magnum(237)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 395: HP: 703, STR: 421761, VIT: 1174, SPD: 59, LUK: 1, Attack: 507405, Defense: 85518, Current HP: 703, A Avg: 1349697, D Avg: 85518, [Portal Sword(176)[630, 630, 630], V Magnum(238)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 394: HP: 1539, STR: 423079, VIT: 1174, SPD: 59, LUK: 1, Attack: 508723, Defense: 87962, Current HP: 1539, A Avg: 1353203, D Avg: 87962, [Portal Sword(176)[630, 630, 630], C Magnum(239)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 393: HP: 4313, STR: 423961, VIT: 1552, SPD: 56, LUK: 1, Attack: 509774, Defense: 91330, Current HP: 4313, A Avg: 1355998, D Avg: 91330, [Spear of Regression(182)[630, 630, 630], Blank Shield(244)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 392: HP: 817, STR: 428988, VIT: 219, SPD: 56, LUK: 1, Attack: 513111, Defense: 84225, Current HP: 817, A Avg: 1364875, D Avg: 84225, [Pinpoint(112)[630, 630, 630], Wings of Beast(210)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 391: HP: 798, STR: 428988, VIT: 2822, SPD: 56, LUK: 1, Attack: 513111, Defense: 88492, Current HP: 798, A Avg: 1364875, D Avg: 88492, [Pinpoint(112)[630, 630, 630], Shield of Thousand(246)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 390: HP: 817, STR: 428988, VIT: 219, SPD: 56, LUK: 1, Attack: 513111, Defense: 84225, Current HP: 817, A Avg: 1364875, D Avg: 84225, [Pinpoint(112)[630, 630, 630], Wings of Beast(210)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 389: HP: 798, STR: 428988, VIT: 2822, SPD: 56, LUK: 1, Attack: 513111, Defense: 88492, Current HP: 798, A Avg: 1364875, D Avg: 88492, [Pinpoint(112)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 388: HP: 965, STR: 429164, VIT: 219, SPD: 56, LUK: 1, Attack: 513287, Defense: 84719, Current HP: 965, A Avg: 1365343, D Avg: 84719, [Pinpoint(112)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 387: HP: 965, STR: 429164, VIT: 219, SPD: 56, LUK: 1, Attack: 513287, Defense: 84719, Current HP: 965, A Avg: 1365343, D Avg: 84719, [Pinpoint(112)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 386: HP: 1368, STR: 429388, VIT: 1238, SPD: 56, LUK: 1, Attack: 513511, Defense: 88806, Current HP: 1368, A Avg: 1365939, D Avg: 88806, [Pinpoint(112)[630, 630, 630], Storm Wall(242)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 385: HP: 1368, STR: 429388, VIT: 1238, SPD: 56, LUK: 1, Attack: 513511, Defense: 88806, Current HP: 1368, A Avg: 1365939, D Avg: 88806, [Pinpoint(112)[630, 630, 630], Storm Wall(242)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 384: HP: 817, STR: 429516, VIT: 164, SPD: 56, LUK: 1, Attack: 513639, Defense: 84027, Current HP: 817, A Avg: 1366279, D Avg: 84027, [Pinpoint(112)[630, 630, 630], Small Sword(218)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 383: HP: 817, STR: 429516, VIT: 164, SPD: 56, LUK: 1, Attack: 513639, Defense: 84027, Current HP: 817, A Avg: 1366279, D Avg: 84027, [Pinpoint(112)[630, 630, 630], Small Sword(218)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 382: HP: 1178, STR: 429788, VIT: 219, SPD: 56, LUK: 1, Attack: 513911, Defense: 84108, Current HP: 1178, A Avg: 1367003, D Avg: 84108, [Pinpoint(112)[630, 630, 630], Small Lion(219)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 381: HP: 1178, STR: 429788, VIT: 219, SPD: 56, LUK: 1, Attack: 513911, Defense: 84108, Current HP: 1178, A Avg: 1367003, D Avg: 84108, [Pinpoint(112)[630, 630, 630], Small Lion(219)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 380: HP: 1048, STR: 429864, VIT: 227, SPD: 56, LUK: 1, Attack: 513987, Defense: 84233, Current HP: 1048, A Avg: 1367205, D Avg: 84233, [Pinpoint(112)[630, 630, 630], Small Dragon Sword(224)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 379: HP: 1048, STR: 429864, VIT: 227, SPD: 56, LUK: 1, Attack: 513987, Defense: 84233, Current HP: 1048, A Avg: 1367205, D Avg: 84233, [Pinpoint(112)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 378: HP: 798, STR: 431092, VIT: 102, SPD: 56, LUK: 1, Attack: 515215, Defense: 84290, Current HP: 798, A Avg: 1370471, D Avg: 84290, [Pinpoint(112)[630, 630, 630], Dragon Sword(225)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 377: HP: 798, STR: 431092, VIT: 102, SPD: 56, LUK: 1, Attack: 515215, Defense: 84290, Current HP: 798, A Avg: 1370471, D Avg: 84290, [Pinpoint(112)[630, 630, 630], Dragon Sword(225)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 376: HP: 722, STR: 430288, VIT: 1291, SPD: 56, LUK: 1, Attack: 515932, Defense: 85297, Current HP: 722, A Avg: 1372379, D Avg: 85297, [Portal Sword(176)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 375: HP: 703, STR: 430288, VIT: 3894, SPD: 56, LUK: 1, Attack: 515932, Defense: 89564, Current HP: 703, A Avg: 1372379, D Avg: 89564, [Portal Sword(176)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 374: HP: 1159, STR: 431948, VIT: 339, SPD: 56, LUK: 1, Attack: 516071, Defense: 85567, Current HP: 1159, A Avg: 1372748, D Avg: 85567, [Pinpoint(112)[630, 630, 630], Wave Motion Sword(226)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 373: HP: 1159, STR: 431948, VIT: 339, SPD: 56, LUK: 1, Attack: 516071, Defense: 85567, Current HP: 1159, A Avg: 1372748, D Avg: 85567, [Pinpoint(112)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 372: HP: 870, STR: 430464, VIT: 1291, SPD: 56, LUK: 1, Attack: 516108, Defense: 85791, Current HP: 870, A Avg: 1372847, D Avg: 85791, [Portal Sword(176)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 371: HP: 1273, STR: 430688, VIT: 2310, SPD: 56, LUK: 1, Attack: 516332, Defense: 89878, Current HP: 1273, A Avg: 1373443, D Avg: 89878, [Portal Sword(176)[630, 630, 630], Storm Wall(242)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 370: HP: 722, STR: 430816, VIT: 1236, SPD: 56, LUK: 1, Attack: 516460, Defense: 85099, Current HP: 722, A Avg: 1373783, D Avg: 85099, [Portal Sword(176)[630, 630, 630], Small Sword(218)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 369: HP: 1083, STR: 431088, VIT: 1291, SPD: 56, LUK: 1, Attack: 516732, Defense: 85180, Current HP: 1083, A Avg: 1374507, D Avg: 85180, [Portal Sword(176)[630, 630, 630], Small Lion(219)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 368: HP: 953, STR: 431164, VIT: 1299, SPD: 56, LUK: 1, Attack: 516808, Defense: 85305, Current HP: 953, A Avg: 1374709, D Avg: 85305, [Portal Sword(176)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 367: HP: 1026, STR: 431376, VIT: 3366, SPD: 56, LUK: 1, Attack: 517254, Defense: 89036, Current HP: 1026, A Avg: 1375895, D Avg: 89036, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 366: HP: 1026, STR: 431376, VIT: 3366, SPD: 56, LUK: 1, Attack: 517254, Defense: 89036, Current HP: 1026, A Avg: 1375895, D Avg: 89036, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 365: HP: 703, STR: 432392, VIT: 1174, SPD: 56, LUK: 1, Attack: 518036, Defense: 85362, Current HP: 703, A Avg: 1377975, D Avg: 85362, [Portal Sword(176)[630, 630, 630], Dragon Sword(225)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 364: HP: 798, STR: 434548, VIT: 102, SPD: 56, LUK: 1, Attack: 518671, Defense: 87930, Current HP: 798, A Avg: 1379664, D Avg: 87930, [Pinpoint(112)[630, 630, 630], Black Sword Breath(252)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 363: HP: 798, STR: 434548, VIT: 102, SPD: 56, LUK: 1, Attack: 518671, Defense: 87930, Current HP: 798, A Avg: 1379664, D Avg: 87930, [Pinpoint(112)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 362: HP: 1064, STR: 433248, VIT: 1411, SPD: 56, LUK: 1, Attack: 518892, Defense: 86639, Current HP: 1064, A Avg: 1380252, D Avg: 86639, [Portal Sword(176)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 361: HP: 1159, STR: 432696, VIT: 339, SPD: 56, LUK: 1, Attack: 519747, Defense: 85567, Current HP: 1159, A Avg: 1382527, D Avg: 85567, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 360: HP: 1159, STR: 432696, VIT: 339, SPD: 56, LUK: 1, Attack: 519747, Defense: 85567, Current HP: 1159, A Avg: 1382527, D Avg: 85567, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 359: HP: 703, STR: 435848, VIT: 1174, SPD: 56, LUK: 1, Attack: 521492, Defense: 89002, Current HP: 703, A Avg: 1387168, D Avg: 89002, [Portal Sword(176)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 358: HP: 798, STR: 450374, VIT: 282, SPD: 56, LUK: 1, Attack: 534146, Defense: 84145, Current HP: 798, A Avg: 1420828, D Avg: 84145, [Wasp Knife(105)[630, 630, 630], Titanium Shield(205)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 357: HP: 779, STR: 450437, VIT: 141, SPD: 56, LUK: 1, Attack: 534209, Defense: 84069, Current HP: 779, A Avg: 1420995, D Avg: 84069, [Short Sword(103)[630, 630, 630], Tower Shield(213)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 356: HP: 779, STR: 450588, VIT: 141, SPD: 56, LUK: 1, Attack: 534399, Defense: 84069, Current HP: 779, A Avg: 1421501, D Avg: 84069, [Long Sword(104)[630, 630, 630], Tower Shield(213)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 355: HP: 1406, STR: 450710, VIT: 363, SPD: 56, LUK: 1, Attack: 534566, Defense: 84200, Current HP: 1406, A Avg: 1421945, D Avg: 84200, [Emerald Sword(115)[630, 630, 630], Emerald Shield(209)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 354: HP: 1193, STR: 450731, VIT: 1751, SPD: 56, LUK: 1, Attack: 534737, Defense: 88539, Current HP: 1193, A Avg: 1422400, D Avg: 88539, [Crescent(141)[630, 630, 630], Golem Shield(245)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 353: HP: 3059, STR: 450823, VIT: 513, SPD: 56, LUK: 1, Attack: 534764, Defense: 86430, Current HP: 3059, A Avg: 1422472, D Avg: 86430, [Rusty Knife(156)[630, 630, 630], Frying Pan(231)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 352: HP: 1140, STR: 450882, VIT: 736, SPD: 56, LUK: 1, Attack: 534849, Defense: 87576, Current HP: 1140, A Avg: 1422698, D Avg: 87576, [Phantom Sword(117)[630, 630, 630], Aurora Shield(240)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 351: HP: 1599, STR: 451037, VIT: 132, SPD: 56, LUK: 1, Attack: 535225, Defense: 84060, Current HP: 1599, A Avg: 1423698, D Avg: 84060, [Sword of the Spirit Tree(125)[630, 630, 630], Hardwood Shield(223)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 350: HP: 1155, STR: 450886, VIT: 726, SPD: 56, LUK: 1, Attack: 535308, Defense: 87566, Current HP: 1155, A Avg: 1423919, D Avg: 87566, [Dreaming Sword(128)[630, 630, 630], Aurora Shield(240)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 349: HP: 3819, STR: 450823, VIT: 836, SPD: 56, LUK: 1, Attack: 535531, Defense: 86753, Current HP: 3819, A Avg: 1424512, D Avg: 86753, [Thin Blade(158)[630, 630, 630], Frying Pan(231)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 348: HP: 1520, STR: 451163, VIT: 1927, SPD: 56, LUK: 1, Attack: 535676, Defense: 88715, Current HP: 1520, A Avg: 1424898, D Avg: 88715, [Volcano(142)[630, 630, 630], Golem Shield(245)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 347: HP: 988, STR: 451701, VIT: 802, SPD: 56, LUK: 1, Attack: 536357, Defense: 85770, Current HP: 988, A Avg: 1426709, D Avg: 85770, [Penetra(161)[630, 630, 630], Huge Shield(234)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 346: HP: 1922, STR: 451466, VIT: 380, SPD: 56, LUK: 1, Attack: 536564, Defense: 84308, Current HP: 1922, A Avg: 1427260, D Avg: 84308, [Yggdrasil(126)[630, 630, 630], Hardwood Shield(223)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 345: HP: 1520, STR: 451835, VIT: 1897, SPD: 56, LUK: 1, Attack: 536569, Defense: 88685, Current HP: 1520, A Avg: 1427273, D Avg: 88685, [Irruption(154)[630, 630, 630], Golem Shield(245)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 344: HP: 3059, STR: 451886, VIT: 571, SPD: 56, LUK: 1, Attack: 536724, Defense: 86488, Current HP: 3059, A Avg: 1427685, D Avg: 86488, [Willow Blade(157)[630, 630, 630], Frying Pan(231)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 343: HP: 840, STR: 452650, VIT: 864, SPD: 56, LUK: 1, Attack: 537438, Defense: 84587, Current HP: 840, A Avg: 1429585, D Avg: 84587, [Pulse Knife(165)[630, 630, 630], Pot Lid(201)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 342: HP: 840, STR: 452650, VIT: 864, SPD: 56, LUK: 1, Attack: 537438, Defense: 84597, Current HP: 840, A Avg: 1429585, D Avg: 84597, [Pulse Knife(165)[630, 630, 630], High Pot Lid(202)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 341: HP: 798, STR: 452650, VIT: 926, SPD: 56, LUK: 1, Attack: 537438, Defense: 84795, Current HP: 798, A Avg: 1429585, D Avg: 84795, [Pulse Knife(165)[630, 630, 630], Wooden Shield(203)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 340: HP: 798, STR: 452650, VIT: 931, SPD: 56, LUK: 1, Attack: 537438, Defense: 84735, Current HP: 798, A Avg: 1429585, D Avg: 84735, [Pulse Knife(165)[630, 630, 630], Iron Shield(204)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 339: HP: 798, STR: 452650, VIT: 975, SPD: 56, LUK: 1, Attack: 537438, Defense: 84838, Current HP: 798, A Avg: 1429585, D Avg: 84838, [Pulse Knife(165)[630, 630, 630], Titanium Shield(205)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 338: HP: 798, STR: 452650, VIT: 992, SPD: 56, LUK: 1, Attack: 537438, Defense: 84881, Current HP: 798, A Avg: 1429585, D Avg: 84881, [Pulse Knife(165)[630, 630, 630], Large iron Shield(206)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 337: HP: 840, STR: 452650, VIT: 980, SPD: 56, LUK: 1, Attack: 537438, Defense: 84856, Current HP: 840, A Avg: 1429585, D Avg: 84856, [Pulse Knife(165)[630, 630, 630], Magic Shield(207)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 336: HP: 1140, STR: 452650, VIT: 1091, SPD: 56, LUK: 1, Attack: 537438, Defense: 84928, Current HP: 1140, A Avg: 1429585, D Avg: 84928, [Pulse Knife(165)[630, 630, 630], Emerald Shield(209)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 335: HP: 900, STR: 452650, VIT: 926, SPD: 56, LUK: 1, Attack: 537438, Defense: 84698, Current HP: 900, A Avg: 1429585, D Avg: 84698, [Pulse Knife(165)[630, 630, 630], Clear Shield(211)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 334: HP: 940, STR: 452650, VIT: 980, SPD: 56, LUK: 1, Attack: 537438, Defense: 84999, Current HP: 940, A Avg: 1429585, D Avg: 84999, [Pulse Knife(165)[630, 630, 630], Prism Shield(212)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
