Rank 1000: HP: 1560, STR: 500046, VIT: 468, SPD: 48, LUK: 1, Attack: 584169, Defense: 86580, Current HP: 1560, A Avg: 1109921, D Avg: 86580, [Pinpoint(112)[630, 630, 630], Goblin Hand(250)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 408: HP: 902, STR: 358137, VIT: 1254, SPD: 51, LUK: 1, Attack: 443781, Defense: 85676, Current HP: 902, A Avg: 1180457, D Avg: 85676, [Portal Sword(176)[630, 630, 630], Superconducting Barrier(220)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 407: HP: 978, STR: 358215, VIT: 1565, SPD: 48, LUK: 1, Attack: 443859, Defense: 88366, Current HP: 978, A Avg: 1180664, D Avg: 88366, [Portal Sword(176)[630, 630, 630], Riot(236)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 406: HP: 760, STR: 357516, VIT: 1030, SPD: 48, LUK: 1, Attack: 444044, Defense: 87818, Current HP: 760, A Avg: 1181157, D Avg: 87818, [Moon Knuckle(153)[630, 630, 630], Energy Shield(227)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 405: HP: 760, STR: 357516, VIT: 1030, SPD: 48, LUK: 1, Attack: 444044, Defense: 87818, Current HP: 760, A Avg: 1181157, D Avg: 87818, [Moon Knuckle(153)[630, 630, 630], Energy Shield(227)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 404: HP: 1444, STR: 360036, VIT: 94, SPD: 51, LUK: 1, Attack: 444159, Defense: 86882, Current HP: 1444, A Avg: 1181462, D Avg: 86882, [Pinpoint(112)[630, 630, 630], C Magnum(239)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 403: HP: 1444, STR: 360036, VIT: 94, SPD: 51, LUK: 1, Attack: 444159, Defense: 86882, Current HP: 1444, A Avg: 1181462, D Avg: 86882, [Pinpoint(112)[630, 630, 630], C Magnum(239)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 402: HP: 646, STR: 358530, VIT: 1332, SPD: 48, LUK: 1, Attack: 444174, Defense: 85923, Current HP: 646, A Avg: 1181502, D Avg: 85923, [Portal Sword(176)[630, 630, 630], Black Hole(229)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 401: HP: 921, STR: 358530, VIT: 1379, SPD: 48, LUK: 1, Attack: 444174, Defense: 88297, Current HP: 921, A Avg: 1181502, D Avg: 88297, [Portal Sword(176)[630, 630, 630], White Hole(230)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 400: HP: 1460, STR: 358612, VIT: 1380, SPD: 48, LUK: 1, Attack: 444256, Defense: 87492, Current HP: 1460, A Avg: 1181720, D Avg: 87492, [Portal Sword(176)[630, 630, 630], Goblin Hand(250)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 399: HP: 988, STR: 358651, VIT: 1570, SPD: 48, LUK: 1, Attack: 444295, Defense: 86564, Current HP: 988, A Avg: 1181824, D Avg: 86564, [Portal Sword(176)[630, 630, 630], Metalization(228)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 398: HP: 1497, STR: 359732, VIT: 464, SPD: 48, LUK: 1, Attack: 444661, Defense: 86680, Current HP: 1497, A Avg: 1182798, D Avg: 86680, [Jack Knife(185)[630, 630, 630], King Shield(248)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 397: HP: 1130, STR: 358530, VIT: 1057, SPD: 51, LUK: 1, Attack: 445019, Defense: 85479, Current HP: 1130, A Avg: 1183750, D Avg: 85479, [Cuttlefish(178)[630, 630, 630], Superconducting Barrier(220)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 396: HP: 608, STR: 359424, VIT: 1006, SPD: 51, LUK: 1, Attack: 445068, Defense: 85142, Current HP: 608, A Avg: 1183880, D Avg: 85142, [Portal Sword(176)[630, 630, 630], Magnum(237)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 395: HP: 608, STR: 359927, VIT: 1006, SPD: 51, LUK: 1, Attack: 445571, Defense: 85350, Current HP: 608, A Avg: 1185218, D Avg: 85350, [Portal Sword(176)[630, 630, 630], V Magnum(238)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 394: HP: 1349, STR: 361108, VIT: 1006, SPD: 51, LUK: 1, Attack: 446752, Defense: 87794, Current HP: 1349, A Avg: 1188360, D Avg: 87794, [Portal Sword(176)[630, 630, 630], C Magnum(239)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 393: HP: 3743, STR: 362204, VIT: 1352, SPD: 48, LUK: 1, Attack: 448017, Defense: 91130, Current HP: 3743, A Avg: 1191725, D Avg: 91130, [Spear of Regression(182)[630, 630, 630], Blank Shield(244)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 392: HP: 722, STR: 365928, VIT: 195, SPD: 48, LUK: 1, Attack: 450051, Defense: 84201, Current HP: 722, A Avg: 1197135, D Avg: 84201, [Pinpoint(112)[630, 630, 630], Wings of Beast(210)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 391: HP: 703, STR: 365928, VIT: 2414, SPD: 48, LUK: 1, Attack: 450051, Defense: 88084, Current HP: 703, A Avg: 1197135, D Avg: 88084, [Pinpoint(112)[630, 630, 630], Shield of Thousand(246)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 390: HP: 722, STR: 365928, VIT: 195, SPD: 48, LUK: 1, Attack: 450051, Defense: 84201, Current HP: 722, A Avg: 1197135, D Avg: 84201, [Pinpoint(112)[630, 630, 630], Wings of Beast(210)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 389: HP: 703, STR: 365928, VIT: 2414, SPD: 48, LUK: 1, Attack: 450051, Defense: 88084, Current HP: 703, A Avg: 1197135, D Avg: 88084, [Pinpoint(112)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 388: HP: 851, STR: 366084, VIT: 195, SPD: 48, LUK: 1, Attack: 450207, Defense: 84695, Current HP: 851, A Avg: 1197550, D Avg: 84695, [Pinpoint(112)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 387: HP: 851, STR: 366084, VIT: 195, SPD: 48, LUK: 1, Attack: 450207, Defense: 84695, Current HP: 851, A Avg: 1197550, D Avg: 84695, [Pinpoint(112)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 386: HP: 1273, STR: 366328, VIT: 1110, SPD: 48, LUK: 1, Attack: 450451, Defense: 88678, Current HP: 1273, A Avg: 1198199, D Avg: 88678, [Pinpoint(112)[630, 630, 630], Storm Wall(242)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 385: HP: 1273, STR: 366328, VIT: 1110, SPD: 48, LUK: 1, Attack: 450451, Defense: 88678, Current HP: 1273, A Avg: 1198199, D Avg: 88678, [Pinpoint(112)[630, 630, 630], Storm Wall(242)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 384: HP: 722, STR: 366396, VIT: 148, SPD: 48, LUK: 1, Attack: 450519, Defense: 84011, Current HP: 722, A Avg: 1198380, D Avg: 84011, [Pinpoint(112)[630, 630, 630], Small Sword(218)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 383: HP: 722, STR: 366396, VIT: 148, SPD: 48, LUK: 1, Attack: 450519, Defense: 84011, Current HP: 722, A Avg: 1198380, D Avg: 84011, [Pinpoint(112)[630, 630, 630], Small Sword(218)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 382: HP: 1035, STR: 366628, VIT: 195, SPD: 48, LUK: 1, Attack: 450751, Defense: 84084, Current HP: 1035, A Avg: 1198997, D Avg: 84084, [Pinpoint(112)[630, 630, 630], Small Lion(219)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 381: HP: 1035, STR: 366628, VIT: 195, SPD: 48, LUK: 1, Attack: 450751, Defense: 84084, Current HP: 1035, A Avg: 1198997, D Avg: 84084, [Pinpoint(112)[630, 630, 630], Small Lion(219)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 380: HP: 925, STR: 366684, VIT: 203, SPD: 48, LUK: 1, Attack: 450807, Defense: 84209, Current HP: 925, A Avg: 1199146, D Avg: 84209, [Pinpoint(112)[630, 630, 630], Small Dragon Sword(224)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 379: HP: 925, STR: 366684, VIT: 203, SPD: 48, LUK: 1, Attack: 450807, Defense: 84209, Current HP: 925, A Avg: 1199146, D Avg: 84209, [Pinpoint(112)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 378: HP: 703, STR: 367752, VIT: 94, SPD: 48, LUK: 1, Attack: 451875, Defense: 84282, Current HP: 703, A Avg: 1201987, D Avg: 84282, [Pinpoint(112)[630, 630, 630], Dragon Sword(225)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 377: HP: 703, STR: 367752, VIT: 94, SPD: 48, LUK: 1, Attack: 451875, Defense: 84282, Current HP: 703, A Avg: 1201987, D Avg: 84282, [Pinpoint(112)[630, 630, 630], Dragon Sword(225)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 376: HP: 1016, STR: 368488, VIT: 299, SPD: 48, LUK: 1, Attack: 452611, Defense: 85527, Current HP: 1016, A Avg: 1203945, D Avg: 85527, [Pinpoint(112)[630, 630, 630], Wave Motion Sword(226)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 375: HP: 1016, STR: 368488, VIT: 299, SPD: 48, LUK: 1, Attack: 452611, Defense: 85527, Current HP: 1016, A Avg: 1203945, D Avg: 85527, [Pinpoint(112)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 374: HP: 627, STR: 367028, VIT: 1107, SPD: 48, LUK: 1, Attack: 452672, Defense: 85113, Current HP: 627, A Avg: 1204107, D Avg: 85113, [Portal Sword(176)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 373: HP: 608, STR: 367028, VIT: 3326, SPD: 48, LUK: 1, Attack: 452672, Defense: 88996, Current HP: 608, A Avg: 1204107, D Avg: 88996, [Portal Sword(176)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 372: HP: 756, STR: 367184, VIT: 1107, SPD: 48, LUK: 1, Attack: 452828, Defense: 85607, Current HP: 756, A Avg: 1204522, D Avg: 85607, [Portal Sword(176)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 371: HP: 1178, STR: 367428, VIT: 2022, SPD: 48, LUK: 1, Attack: 453072, Defense: 89590, Current HP: 1178, A Avg: 1205171, D Avg: 89590, [Portal Sword(176)[630, 630, 630], Storm Wall(242)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 370: HP: 627, STR: 367496, VIT: 1060, SPD: 48, LUK: 1, Attack: 453140, Defense: 84923, Current HP: 627, A Avg: 1205352, D Avg: 84923, [Portal Sword(176)[630, 630, 630], Small Sword(218)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 369: HP: 940, STR: 367728, VIT: 1107, SPD: 48, LUK: 1, Attack: 453372, Defense: 84996, Current HP: 940, A Avg: 1205969, D Avg: 84996, [Portal Sword(176)[630, 630, 630], Small Lion(219)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 368: HP: 830, STR: 367784, VIT: 1115, SPD: 48, LUK: 1, Attack: 453428, Defense: 85121, Current HP: 830, A Avg: 1206118, D Avg: 85121, [Portal Sword(176)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 367: HP: 931, STR: 367956, VIT: 2878, SPD: 48, LUK: 1, Attack: 453834, Defense: 88548, Current HP: 931, A Avg: 1207198, D Avg: 88548, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 366: HP: 931, STR: 367956, VIT: 2878, SPD: 48, LUK: 1, Attack: 453834, Defense: 88548, Current HP: 931, A Avg: 1207198, D Avg: 88548, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 365: HP: 608, STR: 368852, VIT: 1006, SPD: 48, LUK: 1, Attack: 454496, Defense: 85194, Current HP: 608, A Avg: 1208959, D Avg: 85194, [Portal Sword(176)[630, 630, 630], Dragon Sword(225)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 364: HP: 703, STR: 370788, VIT: 94, SPD: 48, LUK: 1, Attack: 454911, Defense: 87922, Current HP: 703, A Avg: 1210063, D Avg: 87922, [Pinpoint(112)[630, 630, 630], Black Sword Breath(252)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 363: HP: 703, STR: 370788, VIT: 94, SPD: 48, LUK: 1, Attack: 454911, Defense: 87922, Current HP: 703, A Avg: 1210063, D Avg: 87922, [Pinpoint(112)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 362: HP: 921, STR: 369588, VIT: 1211, SPD: 48, LUK: 1, Attack: 455232, Defense: 86439, Current HP: 921, A Avg: 1210917, D Avg: 86439, [Portal Sword(176)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 361: HP: 1016, STR: 369176, VIT: 299, SPD: 48, LUK: 1, Attack: 456227, Defense: 85527, Current HP: 1016, A Avg: 1213563, D Avg: 85527, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 360: HP: 1016, STR: 369176, VIT: 299, SPD: 48, LUK: 1, Attack: 456227, Defense: 85527, Current HP: 1016, A Avg: 1213563, D Avg: 85527, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 359: HP: 608, STR: 371888, VIT: 1006, SPD: 48, LUK: 1, Attack: 457532, Defense: 88834, Current HP: 608, A Avg: 1217035, D Avg: 88834, [Portal Sword(176)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 358: HP: 703, STR: 384161, VIT: 248, SPD: 48, LUK: 1, Attack: 467933, Defense: 84111, Current HP: 703, A Avg: 1244701, D Avg: 84111, [Wasp Knife(105)[630, 630, 630], Titanium Shield(205)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 357: HP: 684, STR: 384266, VIT: 124, SPD: 48, LUK: 1, Attack: 468038, Defense: 84052, Current HP: 684, A Avg: 1244981, D Avg: 84052, [Short Sword(103)[630, 630, 630], Tower Shield(213)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 356: HP: 684, STR: 384396, VIT: 124, SPD: 48, LUK: 1, Attack: 468207, Defense: 84052, Current HP: 684, A Avg: 1245430, D Avg: 84052, [Long Sword(104)[630, 630, 630], Tower Shield(213)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 355: HP: 1216, STR: 384497, VIT: 312, SPD: 48, LUK: 1, Attack: 468353, Defense: 84149, Current HP: 1216, A Avg: 1245818, D Avg: 84149, [Emerald Sword(115)[630, 630, 630], Emerald Shield(209)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 354: HP: 2774, STR: 384547, VIT: 445, SPD: 48, LUK: 1, Attack: 468488, Defense: 86362, Current HP: 2774, A Avg: 1246178, D Avg: 86362, [Rusty Knife(156)[630, 630, 630], Frying Pan(231)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 353: HP: 1098, STR: 384518, VIT: 1521, SPD: 48, LUK: 1, Attack: 468524, Defense: 88309, Current HP: 1098, A Avg: 1246273, D Avg: 88309, [Crescent(141)[630, 630, 630], Golem Shield(245)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 352: HP: 997, STR: 384648, VIT: 648, SPD: 48, LUK: 1, Attack: 468615, Defense: 87488, Current HP: 997, A Avg: 1246515, D Avg: 87488, [Phantom Sword(117)[630, 630, 630], Aurora Shield(240)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 351: HP: 1381, STR: 384782, VIT: 115, SPD: 48, LUK: 1, Attack: 468970, Defense: 84043, Current HP: 1381, A Avg: 1247460, D Avg: 84043, [Sword of the Spirit Tree(125)[630, 630, 630], Hardwood Shield(223)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 350: HP: 1012, STR: 384652, VIT: 638, SPD: 48, LUK: 1, Attack: 469074, Defense: 87478, Current HP: 1012, A Avg: 1247736, D Avg: 87478, [Dreaming Sword(128)[630, 630, 630], Aurora Shield(240)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 349: HP: 3439, STR: 384547, VIT: 725, SPD: 48, LUK: 1, Attack: 469255, Defense: 86642, Current HP: 3439, A Avg: 1248218, D Avg: 86642, [Thin Blade(158)[630, 630, 630], Frying Pan(231)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 348: HP: 1377, STR: 384887, VIT: 1672, SPD: 48, LUK: 1, Attack: 469400, Defense: 88460, Current HP: 1377, A Avg: 1248603, D Avg: 88460, [Volcano(142)[630, 630, 630], Golem Shield(245)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 347: HP: 893, STR: 385299, VIT: 691, SPD: 48, LUK: 1, Attack: 469955, Defense: 85659, Current HP: 893, A Avg: 1250080, D Avg: 85659, [Penetra(161)[630, 630, 630], Huge Shield(234)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 346: HP: 1377, STR: 385475, VIT: 1650, SPD: 48, LUK: 1, Attack: 470209, Defense: 88438, Current HP: 1377, A Avg: 1250755, D Avg: 88438, [Irruption(154)[630, 630, 630], Golem Shield(245)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 345: HP: 1656, STR: 385148, VIT: 329, SPD: 48, LUK: 1, Attack: 470246, Defense: 84257, Current HP: 1656, A Avg: 1250854, D Avg: 84257, [Yggdrasil(126)[630, 630, 630], Hardwood Shield(223)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 344: HP: 2774, STR: 385463, VIT: 494, SPD: 48, LUK: 1, Attack: 470301, Defense: 86411, Current HP: 2774, A Avg: 1251000, D Avg: 86411, [Willow Blade(157)[630, 630, 630], Frying Pan(231)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 343: HP: 740, STR: 386164, VIT: 744, SPD: 48, LUK: 1, Attack: 470952, Defense: 84467, Current HP: 740, A Avg: 1252732, D Avg: 84467, [Pulse Knife(165)[630, 630, 630], Pot Lid(201)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 342: HP: 740, STR: 386164, VIT: 744, SPD: 48, LUK: 1, Attack: 470952, Defense: 84477, Current HP: 740, A Avg: 1252732, D Avg: 84477, [Pulse Knife(165)[630, 630, 630], High Pot Lid(202)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 341: HP: 703, STR: 386164, VIT: 799, SPD: 48, LUK: 1, Attack: 470952, Defense: 84668, Current HP: 703, A Avg: 1252732, D Avg: 84668, [Pulse Knife(165)[630, 630, 630], Wooden Shield(203)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 340: HP: 703, STR: 386164, VIT: 804, SPD: 48, LUK: 1, Attack: 470952, Defense: 84608, Current HP: 703, A Avg: 1252732, D Avg: 84608, [Pulse Knife(165)[630, 630, 630], Iron Shield(204)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 339: HP: 703, STR: 386164, VIT: 839, SPD: 48, LUK: 1, Attack: 470952, Defense: 84702, Current HP: 703, A Avg: 1252732, D Avg: 84702, [Pulse Knife(165)[630, 630, 630], Titanium Shield(205)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 338: HP: 703, STR: 386164, VIT: 856, SPD: 48, LUK: 1, Attack: 470952, Defense: 84745, Current HP: 703, A Avg: 1252732, D Avg: 84745, [Pulse Knife(165)[630, 630, 630], Large iron Shield(206)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 337: HP: 740, STR: 386164, VIT: 844, SPD: 48, LUK: 1, Attack: 470952, Defense: 84720, Current HP: 740, A Avg: 1252732, D Avg: 84720, [Pulse Knife(165)[630, 630, 630], Magic Shield(207)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 336: HP: 997, STR: 386164, VIT: 938, SPD: 48, LUK: 1, Attack: 470952, Defense: 84775, Current HP: 997, A Avg: 1252732, D Avg: 84775, [Pulse Knife(165)[630, 630, 630], Emerald Shield(209)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 335: HP: 800, STR: 386164, VIT: 798, SPD: 48, LUK: 1, Attack: 470952, Defense: 84570, Current HP: 800, A Avg: 1252732, D Avg: 84570, [Pulse Knife(165)[630, 630, 630], Clear Shield(211)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 334: HP: 840, STR: 386164, VIT: 844, SPD: 48, LUK: 1, Attack: 470952, Defense: 84863, Current HP: 840, A Avg: 1252732, D Avg: 84863, [Pulse Knife(165)[630, 630, 630], Prism Shield(212)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 333: HP: 779, STR: 386164, VIT: 848, SPD: 48, LUK: 1, Attack: 470952, Defense: 84776, Current HP: 779, A Avg: 1252732, D Avg: 84776, [Pulse Knife(165)[630, 630, 630], Tower Shield(213)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 332: HP: 1246, STR: 386164, VIT: 992, SPD: 48, LUK: 1, Attack: 470952, Defense: 85554, Current HP: 1246, A Avg: 1252732, D Avg: 85554, [Pulse Knife(165)[630, 630, 630], Slime Shield(221)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 331: HP: 1181, STR: 386164, VIT: 839, SPD: 48, LUK: 1, Attack: 470952, Defense: 84767, Current HP: 1181, A Avg: 1252732, D Avg: 84767, [Pulse Knife(165)[630, 630, 630], Hardwood Shield(223)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 330: HP: 740, STR: 386164, VIT: 1308, SPD: 48, LUK: 1, Attack: 470952, Defense: 88096, Current HP: 740, A Avg: 1252732, D Avg: 88096, [Pulse Knife(165)[630, 630, 630], Energy Shield(227)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 329: HP: 2479, STR: 386164, VIT: 790, SPD: 48, LUK: 1, Attack: 470952, Defense: 86707, Current HP: 2479, A Avg: 1252732, D Avg: 86707, [Pulse Knife(165)[630, 630, 630], Frying Pan(231)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 328: HP: 1444, STR: 386164, VIT: 1054, SPD: 48, LUK: 1, Attack: 470952, Defense: 85788, Current HP: 1444, A Avg: 1252732, D Avg: 85788, [Pulse Knife(165)[630, 630, 630], Slafield(232)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 327: HP: 1170, STR: 386164, VIT: 992, SPD: 48, LUK: 1, Attack: 470952, Defense: 86467, Current HP: 1170, A Avg: 1252732, D Avg: 86467, [Pulse Knife(165)[630, 630, 630], Mist Shield(233)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 326: HP: 893, STR: 386164, VIT: 1283, SPD: 48, LUK: 1, Attack: 470952, Defense: 86251, Current HP: 893, A Avg: 1252732, D Avg: 86251, [Pulse Knife(165)[630, 630, 630], Huge Shield(234)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 325: HP: 817, STR: 386164, VIT: 1320, SPD: 48, LUK: 1, Attack: 470952, Defense: 88160, Current HP: 817, A Avg: 1252732, D Avg: 88160, [Pulse Knife(165)[630, 630, 630], Aurora Shield(240)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 324: HP: 1610, STR: 386164, VIT: 1161, SPD: 48, LUK: 1, Attack: 470952, Defense: 88586, Current HP: 1610, A Avg: 1252732, D Avg: 88586, [Pulse Knife(165)[630, 630, 630], Cloud Shield(241)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 323: HP: 703, STR: 386164, VIT: 744, SPD: 48, LUK: 1, Attack: 470952, Defense: 87533, Current HP: 703, A Avg: 1252732, D Avg: 87533, [Pulse Knife(165)[630, 630, 630], Graffiti(243)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 322: HP: 703, STR: 386164, VIT: 1672, SPD: 48, LUK: 1, Attack: 470952, Defense: 91450, Current HP: 703, A Avg: 1252732, D Avg: 91450, [Pulse Knife(165)[630, 630, 630], Blank Shield(244)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 321: HP: 1178, STR: 386164, VIT: 2193, SPD: 48, LUK: 1, Attack: 470952, Defense: 88981, Current HP: 1178, A Avg: 1252732, D Avg: 88981, [Pulse Knife(165)[630, 630, 630], Golem Shield(245)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 320: HP: 988, STR: 386164, VIT: 1131, SPD: 51, LUK: 1, Attack: 470952, Defense: 87009, Current HP: 988, A Avg: 1252732, D Avg: 87009, [Pulse Knife(165)[630, 630, 630], Sticky thread shield(247)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 319: HP: 1592, STR: 386164, VIT: 1171, SPD: 48, LUK: 1, Attack: 470952, Defense: 87387, Current HP: 1592, A Avg: 1252732, D Avg: 87387, [Pulse Knife(165)[630, 630, 630], King Shield(248)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 318: HP: 1140, STR: 386164, VIT: 1249, SPD: 48, LUK: 1, Attack: 470952, Defense: 88284, Current HP: 1140, A Avg: 1252732, D Avg: 88284, [Pulse Knife(165)[630, 630, 630], Warrior's Shield(249)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
