Rank 1000: HP: 380, STR: 288330, VIT: 123, SPD: 8, LUK: 1, Attack: 373662, Defense: 83986, Current HP: 380, A Avg: 993940, D Avg: 83986, [Tower(149)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 424: HP: 133, STR: 312319, VIT: 294, SPD: 8, LUK: 1, Attack: 397963, Defense: 90072, Current HP: 133, A Avg: 1058581, D Avg: 90072, [Portal Sword(176)[230, 230, 230], Blank Shield(244)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 423: HP: 608, STR: 312319, VIT: 516, SPD: 8, LUK: 1, Attack: 397963, Defense: 87304, Current HP: 608, A Avg: 1058581, D Avg: 87304, [Portal Sword(176)[230, 230, 230], Golem Shield(245)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 422: HP: 418, STR: 312319, VIT: 233, SPD: 8, LUK: 1, Attack: 397963, Defense: 86111, Current HP: 418, A Avg: 1058581, D Avg: 86111, [Portal Sword(176)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 421: HP: 452, STR: 312319, VIT: 302, SPD: 8, LUK: 1, Attack: 397963, Defense: 86518, Current HP: 452, A Avg: 1058581, D Avg: 86518, [Portal Sword(176)[230, 230, 230], King Shield(248)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 420: HP: 540, STR: 312319, VIT: 512, SPD: 8, LUK: 1, Attack: 397963, Defense: 87547, Current HP: 540, A Avg: 1058581, D Avg: 87547, [Portal Sword(176)[230, 230, 230], Warrior's Shield(249)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 419: HP: 140, STR: 312319, VIT: 243, SPD: 8, LUK: 1, Attack: 397963, Defense: 87291, Current HP: 140, A Avg: 1058581, D Avg: 87291, [Portal Sword(176)[230, 230, 230], Ghost shield(251)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 418: HP: 133, STR: 312354, VIT: 187, SPD: 8, LUK: 1, Attack: 397998, Defense: 84212, Current HP: 133, A Avg: 1058674, D Avg: 84212, [Portal Sword(176)[230, 230, 230], Conductive Barrier(208)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 417: HP: 231, STR: 312358, VIT: 205, SPD: 8, LUK: 1, Attack: 398002, Defense: 84146, Current HP: 231, A Avg: 1058685, D Avg: 84146, [Portal Sword(176)[230, 230, 230], Dragon's Scales(215)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 416: HP: 196, STR: 312366, VIT: 211, SPD: 8, LUK: 1, Attack: 398010, Defense: 85829, Current HP: 196, A Avg: 1058706, D Avg: 85829, [Portal Sword(176)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 415: HP: 163, STR: 312370, VIT: 326, SPD: 8, LUK: 1, Attack: 398014, Defense: 85164, Current HP: 163, A Avg: 1058717, D Avg: 85164, [Portal Sword(176)[230, 230, 230], Bulletproof Shield(235)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 414: HP: 266, STR: 312374, VIT: 207, SPD: 8, LUK: 1, Attack: 398018, Defense: 84447, Current HP: 266, A Avg: 1058727, D Avg: 84447, [Portal Sword(176)[230, 230, 230], Dragon's Wings(216)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 413: HP: 266, STR: 312390, VIT: 333, SPD: 8, LUK: 1, Attack: 398034, Defense: 87134, Current HP: 266, A Avg: 1058770, D Avg: 87134, [Portal Sword(176)[230, 230, 230], Riot(236)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 412: HP: 266, STR: 312409, VIT: 214, SPD: 8, LUK: 1, Attack: 398053, Defense: 85078, Current HP: 266, A Avg: 1058820, D Avg: 85078, [Portal Sword(176)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 411: HP: 190, STR: 312409, VIT: 214, SPD: 8, LUK: 1, Attack: 398053, Defense: 84636, Current HP: 190, A Avg: 1058820, D Avg: 84636, [Portal Sword(176)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 410: HP: 171, STR: 312413, VIT: 252, SPD: 8, LUK: 1, Attack: 398057, Defense: 84843, Current HP: 171, A Avg: 1058831, D Avg: 84843, [Portal Sword(176)[230, 230, 230], Black Hole(229)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 409: HP: 209, STR: 312413, VIT: 259, SPD: 8, LUK: 1, Attack: 398057, Defense: 87177, Current HP: 209, A Avg: 1058831, D Avg: 87177, [Portal Sword(176)[230, 230, 230], White Hole(230)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 408: HP: 494, STR: 314016, VIT: 54, SPD: 8, LUK: 1, Attack: 398139, Defense: 86842, Current HP: 494, A Avg: 1059049, D Avg: 86842, [Pinpoint(112)[230, 230, 230], C Magnum(239)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 407: HP: 494, STR: 314016, VIT: 54, SPD: 8, LUK: 1, Attack: 398139, Defense: 86842, Current HP: 494, A Avg: 1059049, D Avg: 86842, [Pinpoint(112)[230, 230, 230], C Magnum(239)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 406: HP: 460, STR: 312592, VIT: 300, SPD: 8, LUK: 1, Attack: 398236, Defense: 86412, Current HP: 460, A Avg: 1059307, D Avg: 86412, [Portal Sword(176)[230, 230, 230], Goblin Hand(250)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 405: HP: 1444, STR: 312405, VIT: 159, SPD: 8, LUK: 1, Attack: 398257, Defense: 86076, Current HP: 1444, A Avg: 1059363, D Avg: 86076, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 404: HP: 513, STR: 312631, VIT: 465, SPD: 8, LUK: 1, Attack: 398275, Defense: 85459, Current HP: 513, A Avg: 1059411, D Avg: 85459, [Portal Sword(176)[230, 230, 230], Metalization(228)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 403: HP: 452, STR: 313419, VIT: 166, SPD: 8, LUK: 1, Attack: 398348, Defense: 86382, Current HP: 452, A Avg: 1059605, D Avg: 86382, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 402: HP: 133, STR: 313209, VIT: 166, SPD: 8, LUK: 1, Attack: 398853, Defense: 84302, Current HP: 133, A Avg: 1060948, D Avg: 84302, [Portal Sword(176)[230, 230, 230], Magnum(237)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 401: HP: 260, STR: 312374, VIT: 390, SPD: 8, LUK: 1, Attack: 398902, Defense: 87178, Current HP: 260, A Avg: 1061079, D Avg: 87178, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 400: HP: 260, STR: 312374, VIT: 390, SPD: 8, LUK: 1, Attack: 398902, Defense: 87178, Current HP: 260, A Avg: 1061079, D Avg: 87178, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 399: HP: 133, STR: 313614, VIT: 166, SPD: 8, LUK: 1, Attack: 399258, Defense: 84510, Current HP: 133, A Avg: 1062026, D Avg: 84510, [Portal Sword(176)[230, 230, 230], V Magnum(238)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 398: HP: 418, STR: 312900, VIT: 297, SPD: 8, LUK: 1, Attack: 399389, Defense: 84719, Current HP: 418, A Avg: 1062374, D Avg: 84719, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 397: HP: 399, STR: 314113, VIT: 166, SPD: 8, LUK: 1, Attack: 399757, Defense: 86954, Current HP: 399, A Avg: 1063353, D Avg: 86954, [Portal Sword(176)[230, 230, 230], C Magnum(239)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 396: HP: 893, STR: 316282, VIT: 352, SPD: 8, LUK: 1, Attack: 402095, Defense: 90130, Current HP: 893, A Avg: 1069572, D Avg: 90130, [Spear of Regression(182)[230, 230, 230], Blank Shield(244)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 395: HP: 247, STR: 320228, VIT: 75, SPD: 8, LUK: 1, Attack: 404351, Defense: 84081, Current HP: 247, A Avg: 1075573, D Avg: 84081, [Pinpoint(112)[230, 230, 230], Wings of Beast(210)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 394: HP: 228, STR: 320228, VIT: 374, SPD: 8, LUK: 1, Attack: 404351, Defense: 86044, Current HP: 228, A Avg: 1075573, D Avg: 86044, [Pinpoint(112)[230, 230, 230], Shield of Thousand(246)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 393: HP: 247, STR: 320228, VIT: 75, SPD: 8, LUK: 1, Attack: 404351, Defense: 84081, Current HP: 247, A Avg: 1075573, D Avg: 84081, [Pinpoint(112)[230, 230, 230], Wings of Beast(210)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 392: HP: 228, STR: 320228, VIT: 374, SPD: 8, LUK: 1, Attack: 404351, Defense: 86044, Current HP: 228, A Avg: 1075573, D Avg: 86044, [Pinpoint(112)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 391: HP: 281, STR: 320284, VIT: 75, SPD: 8, LUK: 1, Attack: 404407, Defense: 84575, Current HP: 281, A Avg: 1075722, D Avg: 84575, [Pinpoint(112)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 390: HP: 281, STR: 320284, VIT: 75, SPD: 8, LUK: 1, Attack: 404407, Defense: 84575, Current HP: 281, A Avg: 1075722, D Avg: 84575, [Pinpoint(112)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 389: HP: 307, STR: 320384, VIT: 83, SPD: 8, LUK: 1, Attack: 404507, Defense: 84089, Current HP: 307, A Avg: 1075988, D Avg: 84089, [Pinpoint(112)[230, 230, 230], Small Dragon Sword(224)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 388: HP: 307, STR: 320384, VIT: 83, SPD: 8, LUK: 1, Attack: 404507, Defense: 84089, Current HP: 307, A Avg: 1075988, D Avg: 84089, [Pinpoint(112)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 387: HP: 247, STR: 320396, VIT: 68, SPD: 8, LUK: 1, Attack: 404519, Defense: 83931, Current HP: 247, A Avg: 1076020, D Avg: 83931, [Pinpoint(112)[230, 230, 230], Small Sword(218)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 386: HP: 247, STR: 320396, VIT: 68, SPD: 8, LUK: 1, Attack: 404519, Defense: 83931, Current HP: 247, A Avg: 1076020, D Avg: 83931, [Pinpoint(112)[230, 230, 230], Small Sword(218)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 385: HP: 323, STR: 320428, VIT: 75, SPD: 8, LUK: 1, Attack: 404551, Defense: 83964, Current HP: 323, A Avg: 1076105, D Avg: 83964, [Pinpoint(112)[230, 230, 230], Small Lion(219)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 384: HP: 323, STR: 320428, VIT: 75, SPD: 8, LUK: 1, Attack: 404551, Defense: 83964, Current HP: 323, A Avg: 1076105, D Avg: 83964, [Pinpoint(112)[230, 230, 230], Small Lion(219)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 383: HP: 798, STR: 320628, VIT: 470, SPD: 8, LUK: 1, Attack: 404751, Defense: 88038, Current HP: 798, A Avg: 1076637, D Avg: 88038, [Pinpoint(112)[230, 230, 230], Storm Wall(242)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 382: HP: 798, STR: 320628, VIT: 470, SPD: 8, LUK: 1, Attack: 404751, Defense: 88038, Current HP: 798, A Avg: 1076637, D Avg: 88038, [Pinpoint(112)[230, 230, 230], Storm Wall(242)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 381: HP: 228, STR: 320652, VIT: 54, SPD: 8, LUK: 1, Attack: 404775, Defense: 84242, Current HP: 228, A Avg: 1076701, D Avg: 84242, [Pinpoint(112)[230, 230, 230], Dragon Sword(225)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 380: HP: 228, STR: 320652, VIT: 54, SPD: 8, LUK: 1, Attack: 404775, Defense: 84242, Current HP: 228, A Avg: 1076701, D Avg: 84242, [Pinpoint(112)[230, 230, 230], Dragon Sword(225)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 379: HP: 304, STR: 320788, VIT: 99, SPD: 8, LUK: 1, Attack: 404911, Defense: 85327, Current HP: 304, A Avg: 1077063, D Avg: 85327, [Pinpoint(112)[230, 230, 230], Wave Motion Sword(226)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 378: HP: 304, STR: 320788, VIT: 99, SPD: 8, LUK: 1, Attack: 404911, Defense: 85327, Current HP: 304, A Avg: 1077063, D Avg: 85327, [Pinpoint(112)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 377: HP: 228, STR: 321588, VIT: 54, SPD: 8, LUK: 1, Attack: 405711, Defense: 87882, Current HP: 228, A Avg: 1079191, D Avg: 87882, [Pinpoint(112)[230, 230, 230], Black Sword Breath(252)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 376: HP: 228, STR: 321588, VIT: 54, SPD: 8, LUK: 1, Attack: 405711, Defense: 87882, Current HP: 228, A Avg: 1079191, D Avg: 87882, [Pinpoint(112)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 375: HP: 152, STR: 320328, VIT: 187, SPD: 8, LUK: 1, Attack: 405972, Defense: 84193, Current HP: 152, A Avg: 1079885, D Avg: 84193, [Portal Sword(176)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 374: HP: 133, STR: 320328, VIT: 486, SPD: 8, LUK: 1, Attack: 405972, Defense: 86156, Current HP: 133, A Avg: 1079885, D Avg: 86156, [Portal Sword(176)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 373: HP: 186, STR: 320384, VIT: 187, SPD: 8, LUK: 1, Attack: 406028, Defense: 84687, Current HP: 186, A Avg: 1080034, D Avg: 84687, [Portal Sword(176)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 372: HP: 212, STR: 320484, VIT: 195, SPD: 8, LUK: 1, Attack: 406128, Defense: 84201, Current HP: 212, A Avg: 1080300, D Avg: 84201, [Portal Sword(176)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 371: HP: 152, STR: 320496, VIT: 180, SPD: 8, LUK: 1, Attack: 406140, Defense: 84043, Current HP: 152, A Avg: 1080332, D Avg: 84043, [Portal Sword(176)[230, 230, 230], Small Sword(218)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 370: HP: 228, STR: 320528, VIT: 187, SPD: 8, LUK: 1, Attack: 406172, Defense: 84076, Current HP: 228, A Avg: 1080417, D Avg: 84076, [Portal Sword(176)[230, 230, 230], Small Lion(219)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 369: HP: 456, STR: 320456, VIT: 438, SPD: 8, LUK: 1, Attack: 406334, Defense: 86108, Current HP: 456, A Avg: 1080848, D Avg: 86108, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 368: HP: 456, STR: 320456, VIT: 438, SPD: 8, LUK: 1, Attack: 406334, Defense: 86108, Current HP: 456, A Avg: 1080848, D Avg: 86108, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 367: HP: 703, STR: 320728, VIT: 582, SPD: 8, LUK: 1, Attack: 406372, Defense: 88150, Current HP: 703, A Avg: 1080949, D Avg: 88150, [Portal Sword(176)[230, 230, 230], Storm Wall(242)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 366: HP: 133, STR: 320752, VIT: 166, SPD: 8, LUK: 1, Attack: 406396, Defense: 84354, Current HP: 133, A Avg: 1081013, D Avg: 84354, [Portal Sword(176)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 365: HP: 209, STR: 320888, VIT: 211, SPD: 8, LUK: 1, Attack: 406532, Defense: 85439, Current HP: 209, A Avg: 1081375, D Avg: 85439, [Portal Sword(176)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 364: HP: 133, STR: 321688, VIT: 166, SPD: 8, LUK: 1, Attack: 407332, Defense: 87994, Current HP: 133, A Avg: 1083503, D Avg: 87994, [Portal Sword(176)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 363: HP: 304, STR: 321176, VIT: 99, SPD: 8, LUK: 1, Attack: 408227, Defense: 85327, Current HP: 304, A Avg: 1085883, D Avg: 85327, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 362: HP: 304, STR: 321176, VIT: 99, SPD: 8, LUK: 1, Attack: 408227, Defense: 85327, Current HP: 304, A Avg: 1085883, D Avg: 85327, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 361: HP: 140, STR: 319695, VIT: 99, SPD: 8, LUK: 1, Attack: 418961, Defense: 87147, Current HP: 140, A Avg: 1114436, D Avg: 87147, [Sword of Evil(189)[230, 230, 230], Ghost shield(251)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 360: HP: 228, STR: 336176, VIT: 78, SPD: 8, LUK: 1, Attack: 419948, Defense: 83941, Current HP: 228, A Avg: 1117061, D Avg: 83941, [Wasp Knife(105)[230, 230, 230], Titanium Shield(205)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 359: HP: 1349, STR: 336247, VIT: 105, SPD: 8, LUK: 1, Attack: 420188, Defense: 86022, Current HP: 1349, A Avg: 1117700, D Avg: 86022, [Rusty Knife(156)[230, 230, 230], Frying Pan(231)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 358: HP: 209, STR: 336491, VIT: 39, SPD: 8, LUK: 1, Attack: 420263, Defense: 83967, Current HP: 209, A Avg: 1117899, D Avg: 83967, [Short Sword(103)[230, 230, 230], Tower Shield(213)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 357: HP: 209, STR: 336516, VIT: 39, SPD: 8, LUK: 1, Attack: 420327, Defense: 83967, Current HP: 209, A Avg: 1118069, D Avg: 83967, [Long Sword(104)[230, 230, 230], Tower Shield(213)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 356: HP: 266, STR: 336512, VIT: 57, SPD: 8, LUK: 1, Attack: 420368, Defense: 83894, Current HP: 266, A Avg: 1118178, D Avg: 83894, [Emerald Sword(115)[230, 230, 230], Emerald Shield(209)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 355: HP: 285, STR: 336558, VIT: 208, SPD: 8, LUK: 1, Attack: 420525, Defense: 87048, Current HP: 285, A Avg: 1118596, D Avg: 87048, [Phantom Sword(117)[230, 230, 230], Aurora Shield(240)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 354: HP: 623, STR: 336533, VIT: 374, SPD: 8, LUK: 1, Attack: 420539, Defense: 87162, Current HP: 623, A Avg: 1118633, D Avg: 87162, [Crescent(141)[230, 230, 230], Golem Shield(245)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 353: HP: 288, STR: 336587, VIT: 30, SPD: 8, LUK: 1, Attack: 420775, Defense: 83958, Current HP: 288, A Avg: 1119261, D Avg: 83958, [Sword of the Spirit Tree(125)[230, 230, 230], Hardwood Shield(223)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 352: HP: 1539, STR: 336247, VIT: 173, SPD: 8, LUK: 1, Attack: 420955, Defense: 86090, Current HP: 1539, A Avg: 1119740, D Avg: 86090, [Thin Blade(158)[230, 230, 230], Frying Pan(231)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 351: HP: 300, STR: 336562, VIT: 198, SPD: 8, LUK: 1, Attack: 420984, Defense: 87038, Current HP: 300, A Avg: 1119817, D Avg: 87038, [Dreaming Sword(128)[230, 230, 230], Aurora Shield(240)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 350: HP: 418, STR: 336369, VIT: 139, SPD: 8, LUK: 1, Attack: 421025, Defense: 85107, Current HP: 418, A Avg: 1119926, D Avg: 85107, [Penetra(161)[230, 230, 230], Huge Shield(234)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 349: HP: 665, STR: 336587, VIT: 397, SPD: 8, LUK: 1, Attack: 421100, Defense: 87185, Current HP: 665, A Avg: 1120125, D Avg: 87185, [Volcano(142)[230, 230, 230], Golem Shield(245)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 348: HP: 1349, STR: 336428, VIT: 112, SPD: 8, LUK: 1, Attack: 421266, Defense: 86029, Current HP: 1349, A Avg: 1120567, D Avg: 86029, [Willow Blade(157)[230, 230, 230], Frying Pan(231)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 347: HP: 665, STR: 336755, VIT: 418, SPD: 8, LUK: 1, Attack: 421489, Defense: 87206, Current HP: 665, A Avg: 1121160, D Avg: 87206, [Irruption(154)[230, 230, 230], Golem Shield(245)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 346: HP: 240, STR: 336814, VIT: 144, SPD: 8, LUK: 1, Attack: 421602, Defense: 83867, Current HP: 240, A Avg: 1121461, D Avg: 83867, [Pulse Knife(165)[230, 230, 230], Pot Lid(201)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 345: HP: 240, STR: 336814, VIT: 144, SPD: 8, LUK: 1, Attack: 421602, Defense: 83877, Current HP: 240, A Avg: 1121461, D Avg: 83877, [Pulse Knife(165)[230, 230, 230], High Pot Lid(202)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 344: HP: 228, STR: 336814, VIT: 161, SPD: 8, LUK: 1, Attack: 421602, Defense: 84030, Current HP: 228, A Avg: 1121461, D Avg: 84030, [Pulse Knife(165)[230, 230, 230], Wooden Shield(203)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 343: HP: 228, STR: 336814, VIT: 166, SPD: 8, LUK: 1, Attack: 421602, Defense: 83970, Current HP: 228, A Avg: 1121461, D Avg: 83970, [Pulse Knife(165)[230, 230, 230], Iron Shield(204)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 342: HP: 228, STR: 336814, VIT: 159, SPD: 8, LUK: 1, Attack: 421602, Defense: 84022, Current HP: 228, A Avg: 1121461, D Avg: 84022, [Pulse Knife(165)[230, 230, 230], Titanium Shield(205)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 341: HP: 228, STR: 336814, VIT: 176, SPD: 8, LUK: 1, Attack: 421602, Defense: 84065, Current HP: 228, A Avg: 1121461, D Avg: 84065, [Pulse Knife(165)[230, 230, 230], Large iron Shield(206)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 340: HP: 240, STR: 336814, VIT: 164, SPD: 8, LUK: 1, Attack: 421602, Defense: 84040, Current HP: 240, A Avg: 1121461, D Avg: 84040, [Pulse Knife(165)[230, 230, 230], Magic Shield(207)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 339: HP: 285, STR: 336814, VIT: 173, SPD: 8, LUK: 1, Attack: 421602, Defense: 84010, Current HP: 285, A Avg: 1121461, D Avg: 84010, [Pulse Knife(165)[230, 230, 230], Emerald Shield(209)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 338: HP: 300, STR: 336814, VIT: 158, SPD: 8, LUK: 1, Attack: 421602, Defense: 83930, Current HP: 300, A Avg: 1121461, D Avg: 83930, [Pulse Knife(165)[230, 230, 230], Clear Shield(211)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 337: HP: 340, STR: 336814, VIT: 164, SPD: 8, LUK: 1, Attack: 421602, Defense: 84183, Current HP: 340, A Avg: 1121461, D Avg: 84183, [Pulse Knife(165)[230, 230, 230], Prism Shield(212)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 336: HP: 304, STR: 336814, VIT: 168, SPD: 8, LUK: 1, Attack: 421602, Defense: 84096, Current HP: 304, A Avg: 1121461, D Avg: 84096, [Pulse Knife(165)[230, 230, 230], Tower Shield(213)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 335: HP: 396, STR: 336814, VIT: 192, SPD: 8, LUK: 1, Attack: 421602, Defense: 84754, Current HP: 396, A Avg: 1121461, D Avg: 84754, [Pulse Knife(165)[230, 230, 230], Slime Shield(221)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 334: HP: 326, STR: 336814, VIT: 159, SPD: 8, LUK: 1, Attack: 421602, Defense: 84087, Current HP: 326, A Avg: 1121461, D Avg: 84087, [Pulse Knife(165)[230, 230, 230], Hardwood Shield(223)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
