Rank 1000: HP: 988, STR: 288132, VIT: 1190, SPD: 24, LUK: 1, Attack: 374374, Defense: 86860, Current HP: 988, A Avg: 995834, D Avg: 86860, [Droid Hammer(177)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 420: HP: 798, STR: 312826, VIT: 1298, SPD: 24, LUK: 1, Attack: 398470, Defense: 88086, Current HP: 798, A Avg: 1059930, D Avg: 88086, [Portal Sword(176)[230, 230, 230], Golem Shield(245)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 419: HP: 608, STR: 312826, VIT: 697, SPD: 25, LUK: 1, Attack: 398470, Defense: 86575, Current HP: 608, A Avg: 1059930, D Avg: 86575, [Portal Sword(176)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 418: HP: 870, STR: 312826, VIT: 761, SPD: 24, LUK: 1, Attack: 398470, Defense: 86977, Current HP: 870, A Avg: 1059930, D Avg: 86977, [Portal Sword(176)[230, 230, 230], King Shield(248)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 417: HP: 740, STR: 312826, VIT: 912, SPD: 24, LUK: 1, Attack: 398470, Defense: 87947, Current HP: 740, A Avg: 1059930, D Avg: 87947, [Portal Sword(176)[230, 230, 230], Warrior's Shield(249)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 416: HP: 340, STR: 312826, VIT: 771, SPD: 24, LUK: 1, Attack: 398470, Defense: 87819, Current HP: 340, A Avg: 1059930, D Avg: 87819, [Portal Sword(176)[230, 230, 230], Ghost shield(251)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 415: HP: 478, STR: 312865, VIT: 613, SPD: 24, LUK: 1, Attack: 398509, Defense: 84554, Current HP: 478, A Avg: 1060033, D Avg: 84554, [Portal Sword(176)[230, 230, 230], Dragon's Scales(215)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 414: HP: 323, STR: 312900, VIT: 555, SPD: 25, LUK: 1, Attack: 398544, Defense: 84580, Current HP: 323, A Avg: 1060127, D Avg: 84580, [Portal Sword(176)[230, 230, 230], Conductive Barrier(208)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 413: HP: 551, STR: 312920, VIT: 615, SPD: 24, LUK: 1, Attack: 398564, Defense: 84855, Current HP: 551, A Avg: 1060180, D Avg: 84855, [Portal Sword(176)[230, 230, 230], Dragon's Wings(216)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 412: HP: 516, STR: 312951, VIT: 643, SPD: 24, LUK: 1, Attack: 398595, Defense: 86261, Current HP: 516, A Avg: 1060262, D Avg: 86261, [Portal Sword(176)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 411: HP: 429, STR: 312955, VIT: 802, SPD: 24, LUK: 1, Attack: 398599, Defense: 85640, Current HP: 429, A Avg: 1060273, D Avg: 85640, [Portal Sword(176)[230, 230, 230], Bulletproof Shield(235)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 410: HP: 551, STR: 312994, VIT: 639, SPD: 24, LUK: 1, Attack: 398638, Defense: 85503, Current HP: 551, A Avg: 1060377, D Avg: 85503, [Portal Sword(176)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 409: HP: 475, STR: 312994, VIT: 630, SPD: 25, LUK: 1, Attack: 398638, Defense: 85052, Current HP: 475, A Avg: 1060377, D Avg: 85052, [Portal Sword(176)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 408: HP: 551, STR: 313014, VIT: 826, SPD: 24, LUK: 1, Attack: 398658, Defense: 87627, Current HP: 551, A Avg: 1060430, D Avg: 87627, [Portal Sword(176)[230, 230, 230], Riot(236)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 407: HP: 2204, STR: 312834, VIT: 346, SPD: 24, LUK: 1, Attack: 398686, Defense: 86263, Current HP: 2204, A Avg: 1060504, D Avg: 86263, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 406: HP: 361, STR: 313154, VIT: 684, SPD: 24, LUK: 1, Attack: 398798, Defense: 85275, Current HP: 361, A Avg: 1060802, D Avg: 85275, [Portal Sword(176)[230, 230, 230], Black Hole(229)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 405: HP: 494, STR: 313154, VIT: 707, SPD: 24, LUK: 1, Attack: 398798, Defense: 87625, Current HP: 494, A Avg: 1060802, D Avg: 87625, [Portal Sword(176)[230, 230, 230], White Hole(230)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 404: HP: 874, STR: 314718, VIT: 70, SPD: 25, LUK: 1, Attack: 398841, Defense: 86858, Current HP: 874, A Avg: 1060917, D Avg: 86858, [Pinpoint(112)[230, 230, 230], C Magnum(239)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 403: HP: 874, STR: 314718, VIT: 70, SPD: 25, LUK: 1, Attack: 398841, Defense: 86858, Current HP: 874, A Avg: 1060917, D Avg: 86858, [Pinpoint(112)[230, 230, 230], C Magnum(239)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 402: HP: 860, STR: 313294, VIT: 732, SPD: 24, LUK: 1, Attack: 398938, Defense: 86844, Current HP: 860, A Avg: 1061175, D Avg: 86844, [Portal Sword(176)[230, 230, 230], Goblin Hand(250)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 401: HP: 703, STR: 313333, VIT: 907, SPD: 24, LUK: 1, Attack: 398977, Defense: 85901, Current HP: 703, A Avg: 1061278, D Avg: 85901, [Portal Sword(176)[230, 230, 230], Metalization(228)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 400: HP: 870, STR: 314238, VIT: 285, SPD: 24, LUK: 1, Attack: 399167, Defense: 86501, Current HP: 870, A Avg: 1061784, D Avg: 86501, [Jack Knife(185)[230, 230, 230], King Shield(248)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 399: HP: 460, STR: 312725, VIT: 646, SPD: 24, LUK: 1, Attack: 399253, Defense: 87434, Current HP: 460, A Avg: 1062012, D Avg: 87434, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 398: HP: 460, STR: 312725, VIT: 646, SPD: 24, LUK: 1, Attack: 399253, Defense: 87434, Current HP: 460, A Avg: 1062012, D Avg: 87434, [Moon Knuckle(153)[230, 230, 230], Energy Shield(227)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 397: HP: 323, STR: 313989, VIT: 502, SPD: 25, LUK: 1, Attack: 399633, Defense: 84638, Current HP: 323, A Avg: 1063023, D Avg: 84638, [Portal Sword(176)[230, 230, 230], Magnum(237)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 396: HP: 703, STR: 313446, VIT: 601, SPD: 25, LUK: 1, Attack: 399935, Defense: 85023, Current HP: 703, A Avg: 1063827, D Avg: 85023, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 395: HP: 323, STR: 314433, VIT: 502, SPD: 25, LUK: 1, Attack: 400077, Defense: 84846, Current HP: 323, A Avg: 1064204, D Avg: 84846, [Portal Sword(176)[230, 230, 230], V Magnum(238)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 394: HP: 779, STR: 315205, VIT: 502, SPD: 25, LUK: 1, Attack: 400849, Defense: 87290, Current HP: 779, A Avg: 1066258, D Avg: 87290, [Portal Sword(176)[230, 230, 230], C Magnum(239)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 393: HP: 2033, STR: 316945, VIT: 752, SPD: 24, LUK: 1, Attack: 402758, Defense: 90530, Current HP: 2033, A Avg: 1071336, D Avg: 90530, [Spear of Regression(182)[230, 230, 230], Blank Shield(244)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 392: HP: 437, STR: 320348, VIT: 123, SPD: 24, LUK: 1, Attack: 404471, Defense: 84129, Current HP: 437, A Avg: 1075892, D Avg: 84129, [Pinpoint(112)[230, 230, 230], Wings of Beast(210)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 391: HP: 418, STR: 320348, VIT: 1190, SPD: 24, LUK: 1, Attack: 404471, Defense: 86860, Current HP: 418, A Avg: 1075892, D Avg: 86860, [Pinpoint(112)[230, 230, 230], Shield of Thousand(246)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 390: HP: 437, STR: 320348, VIT: 123, SPD: 24, LUK: 1, Attack: 404471, Defense: 84129, Current HP: 437, A Avg: 1075892, D Avg: 84129, [Pinpoint(112)[230, 230, 230], Wings of Beast(210)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 389: HP: 418, STR: 320348, VIT: 1190, SPD: 24, LUK: 1, Attack: 404471, Defense: 86860, Current HP: 418, A Avg: 1075892, D Avg: 86860, [Pinpoint(112)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 388: HP: 509, STR: 320444, VIT: 123, SPD: 24, LUK: 1, Attack: 404567, Defense: 84623, Current HP: 509, A Avg: 1076148, D Avg: 84623, [Pinpoint(112)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 387: HP: 509, STR: 320444, VIT: 123, SPD: 24, LUK: 1, Attack: 404567, Defense: 84623, Current HP: 509, A Avg: 1076148, D Avg: 84623, [Pinpoint(112)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 386: HP: 437, STR: 320636, VIT: 100, SPD: 24, LUK: 1, Attack: 404759, Defense: 83963, Current HP: 437, A Avg: 1076658, D Avg: 83963, [Pinpoint(112)[230, 230, 230], Small Sword(218)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 385: HP: 437, STR: 320636, VIT: 100, SPD: 24, LUK: 1, Attack: 404759, Defense: 83963, Current HP: 437, A Avg: 1076658, D Avg: 83963, [Pinpoint(112)[230, 230, 230], Small Sword(218)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 384: HP: 554, STR: 320744, VIT: 131, SPD: 24, LUK: 1, Attack: 404867, Defense: 84137, Current HP: 554, A Avg: 1076946, D Avg: 84137, [Pinpoint(112)[230, 230, 230], Small Dragon Sword(224)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 383: HP: 554, STR: 320744, VIT: 131, SPD: 24, LUK: 1, Attack: 404867, Defense: 84137, Current HP: 554, A Avg: 1076946, D Avg: 84137, [Pinpoint(112)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 382: HP: 608, STR: 320748, VIT: 123, SPD: 24, LUK: 1, Attack: 404871, Defense: 84012, Current HP: 608, A Avg: 1076956, D Avg: 84012, [Pinpoint(112)[230, 230, 230], Small Lion(219)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 381: HP: 608, STR: 320748, VIT: 123, SPD: 24, LUK: 1, Attack: 404871, Defense: 84012, Current HP: 608, A Avg: 1076956, D Avg: 84012, [Pinpoint(112)[230, 230, 230], Small Lion(219)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 380: HP: 988, STR: 320748, VIT: 726, SPD: 24, LUK: 1, Attack: 404871, Defense: 88294, Current HP: 988, A Avg: 1076956, D Avg: 88294, [Pinpoint(112)[230, 230, 230], Storm Wall(242)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 379: HP: 988, STR: 320748, VIT: 726, SPD: 24, LUK: 1, Attack: 404871, Defense: 88294, Current HP: 988, A Avg: 1076956, D Avg: 88294, [Pinpoint(112)[230, 230, 230], Storm Wall(242)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 378: HP: 418, STR: 321332, VIT: 70, SPD: 24, LUK: 1, Attack: 405455, Defense: 84258, Current HP: 418, A Avg: 1078510, D Avg: 84258, [Pinpoint(112)[230, 230, 230], Dragon Sword(225)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 377: HP: 418, STR: 321332, VIT: 70, SPD: 24, LUK: 1, Attack: 405455, Defense: 84258, Current HP: 418, A Avg: 1078510, D Avg: 84258, [Pinpoint(112)[230, 230, 230], Dragon Sword(225)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 376: HP: 589, STR: 321708, VIT: 179, SPD: 24, LUK: 1, Attack: 405831, Defense: 85407, Current HP: 589, A Avg: 1079510, D Avg: 85407, [Pinpoint(112)[230, 230, 230], Wave Motion Sword(226)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 375: HP: 589, STR: 321708, VIT: 179, SPD: 24, LUK: 1, Attack: 405831, Defense: 85407, Current HP: 589, A Avg: 1079510, D Avg: 85407, [Pinpoint(112)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 374: HP: 342, STR: 320848, VIT: 555, SPD: 24, LUK: 1, Attack: 406492, Defense: 84561, Current HP: 342, A Avg: 1081268, D Avg: 84561, [Portal Sword(176)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 373: HP: 323, STR: 320848, VIT: 1622, SPD: 24, LUK: 1, Attack: 406492, Defense: 87292, Current HP: 323, A Avg: 1081268, D Avg: 87292, [Portal Sword(176)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 372: HP: 414, STR: 320944, VIT: 555, SPD: 24, LUK: 1, Attack: 406588, Defense: 85055, Current HP: 414, A Avg: 1081524, D Avg: 85055, [Portal Sword(176)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 371: HP: 342, STR: 321136, VIT: 532, SPD: 24, LUK: 1, Attack: 406780, Defense: 84395, Current HP: 342, A Avg: 1082034, D Avg: 84395, [Portal Sword(176)[230, 230, 230], Small Sword(218)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 370: HP: 459, STR: 321244, VIT: 563, SPD: 24, LUK: 1, Attack: 406888, Defense: 84569, Current HP: 459, A Avg: 1082322, D Avg: 84569, [Portal Sword(176)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 369: HP: 513, STR: 321248, VIT: 555, SPD: 24, LUK: 1, Attack: 406892, Defense: 84444, Current HP: 513, A Avg: 1082332, D Avg: 84444, [Portal Sword(176)[230, 230, 230], Small Lion(219)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 368: HP: 893, STR: 321248, VIT: 1158, SPD: 24, LUK: 1, Attack: 406892, Defense: 88726, Current HP: 893, A Avg: 1082332, D Avg: 88726, [Portal Sword(176)[230, 230, 230], Storm Wall(242)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 367: HP: 646, STR: 321296, VIT: 1414, SPD: 24, LUK: 1, Attack: 407174, Defense: 87084, Current HP: 646, A Avg: 1083082, D Avg: 87084, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 366: HP: 646, STR: 321296, VIT: 1414, SPD: 24, LUK: 1, Attack: 407174, Defense: 87084, Current HP: 646, A Avg: 1083082, D Avg: 87084, [God Hand(179)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 365: HP: 418, STR: 323108, VIT: 70, SPD: 24, LUK: 1, Attack: 407231, Defense: 87898, Current HP: 418, A Avg: 1083234, D Avg: 87898, [Pinpoint(112)[230, 230, 230], Black Sword Breath(252)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 364: HP: 418, STR: 323108, VIT: 70, SPD: 24, LUK: 1, Attack: 407231, Defense: 87898, Current HP: 418, A Avg: 1083234, D Avg: 87898, [Pinpoint(112)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 363: HP: 323, STR: 321832, VIT: 502, SPD: 24, LUK: 1, Attack: 407476, Defense: 84690, Current HP: 323, A Avg: 1083886, D Avg: 84690, [Portal Sword(176)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 362: HP: 494, STR: 322208, VIT: 611, SPD: 24, LUK: 1, Attack: 407852, Defense: 85839, Current HP: 494, A Avg: 1084886, D Avg: 85839, [Portal Sword(176)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 361: HP: 323, STR: 323608, VIT: 502, SPD: 24, LUK: 1, Attack: 409252, Defense: 88330, Current HP: 323, A Avg: 1088610, D Avg: 88330, [Portal Sword(176)[230, 230, 230], Black Sword Breath(252)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 360: HP: 589, STR: 322216, VIT: 179, SPD: 24, LUK: 1, Attack: 409267, Defense: 85407, Current HP: 589, A Avg: 1088650, D Avg: 85407, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 359: HP: 589, STR: 322216, VIT: 179, SPD: 24, LUK: 1, Attack: 409267, Defense: 85407, Current HP: 589, A Avg: 1088650, D Avg: 85407, [Tekken(188)[230, 230, 230], Wave Motion Sword(226)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 358: HP: 418, STR: 336302, VIT: 146, SPD: 24, LUK: 1, Attack: 420074, Defense: 84009, Current HP: 418, A Avg: 1117396, D Avg: 84009, [Wasp Knife(105)[230, 230, 230], Titanium Shield(205)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 357: HP: 399, STR: 336533, VIT: 73, SPD: 24, LUK: 1, Attack: 420305, Defense: 84001, Current HP: 399, A Avg: 1118011, D Avg: 84001, [Short Sword(103)[230, 230, 230], Tower Shield(213)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 356: HP: 399, STR: 336600, VIT: 73, SPD: 24, LUK: 1, Attack: 420411, Defense: 84001, Current HP: 399, A Avg: 1118293, D Avg: 84001, [Long Sword(104)[230, 230, 230], Tower Shield(213)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 355: HP: 1919, STR: 336499, VIT: 241, SPD: 24, LUK: 1, Attack: 420440, Defense: 86158, Current HP: 1919, A Avg: 1118370, D Avg: 86158, [Rusty Knife(156)[230, 230, 230], Frying Pan(231)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 354: HP: 646, STR: 336638, VIT: 159, SPD: 24, LUK: 1, Attack: 420494, Defense: 83996, Current HP: 646, A Avg: 1118514, D Avg: 83996, [Emerald Sword(115)[230, 230, 230], Emerald Shield(209)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 353: HP: 813, STR: 336659, VIT: 833, SPD: 24, LUK: 1, Attack: 420665, Defense: 87621, Current HP: 813, A Avg: 1118968, D Avg: 87621, [Crescent(141)[230, 230, 230], Golem Shield(245)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 352: HP: 570, STR: 336726, VIT: 384, SPD: 24, LUK: 1, Attack: 420693, Defense: 87224, Current HP: 570, A Avg: 1119043, D Avg: 87224, [Phantom Sword(117)[230, 230, 230], Aurora Shield(240)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 351: HP: 725, STR: 336797, VIT: 64, SPD: 24, LUK: 1, Attack: 420985, Defense: 83992, Current HP: 725, A Avg: 1119820, D Avg: 83992, [Sword of the Spirit Tree(125)[230, 230, 230], Hardwood Shield(223)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 350: HP: 585, STR: 336730, VIT: 374, SPD: 24, LUK: 1, Attack: 421152, Defense: 87214, Current HP: 585, A Avg: 1120264, D Avg: 87214, [Dreaming Sword(128)[230, 230, 230], Aurora Shield(240)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 349: HP: 2299, STR: 336499, VIT: 394, SPD: 24, LUK: 1, Attack: 421207, Defense: 86311, Current HP: 2299, A Avg: 1120410, D Avg: 86311, [Thin Blade(158)[230, 230, 230], Frying Pan(231)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 348: HP: 950, STR: 336839, VIT: 907, SPD: 24, LUK: 1, Attack: 421352, Defense: 87695, Current HP: 950, A Avg: 1120796, D Avg: 87695, [Volcano(142)[230, 230, 230], Golem Shield(245)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 347: HP: 608, STR: 336873, VIT: 360, SPD: 24, LUK: 1, Attack: 421529, Defense: 85328, Current HP: 608, A Avg: 1121267, D Avg: 85328, [Penetra(161)[230, 230, 230], Huge Shield(234)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 346: HP: 1919, STR: 336974, VIT: 265, SPD: 24, LUK: 1, Attack: 421812, Defense: 86182, Current HP: 1919, A Avg: 1122019, D Avg: 86182, [Willow Blade(157)[230, 230, 230], Frying Pan(231)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 345: HP: 950, STR: 337175, VIT: 911, SPD: 24, LUK: 1, Attack: 421909, Defense: 87699, Current HP: 950, A Avg: 1122277, D Avg: 87699, [Irruption(154)[230, 230, 230], Golem Shield(245)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 344: HP: 858, STR: 336974, VIT: 176, SPD: 24, LUK: 1, Attack: 422072, Defense: 84104, Current HP: 858, A Avg: 1122711, D Avg: 84104, [Yggdrasil(126)[230, 230, 230], Hardwood Shield(223)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 343: HP: 440, STR: 337486, VIT: 384, SPD: 24, LUK: 1, Attack: 422274, Defense: 84107, Current HP: 440, A Avg: 1123248, D Avg: 84107, [Pulse Knife(165)[230, 230, 230], Pot Lid(201)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 342: HP: 440, STR: 337486, VIT: 384, SPD: 24, LUK: 1, Attack: 422274, Defense: 84117, Current HP: 440, A Avg: 1123248, D Avg: 84117, [Pulse Knife(165)[230, 230, 230], High Pot Lid(202)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 341: HP: 418, STR: 337486, VIT: 416, SPD: 24, LUK: 1, Attack: 422274, Defense: 84285, Current HP: 418, A Avg: 1123248, D Avg: 84285, [Pulse Knife(165)[230, 230, 230], Wooden Shield(203)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 340: HP: 418, STR: 337486, VIT: 421, SPD: 24, LUK: 1, Attack: 422274, Defense: 84225, Current HP: 418, A Avg: 1123248, D Avg: 84225, [Pulse Knife(165)[230, 230, 230], Iron Shield(204)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 339: HP: 418, STR: 337486, VIT: 431, SPD: 24, LUK: 1, Attack: 422274, Defense: 84294, Current HP: 418, A Avg: 1123248, D Avg: 84294, [Pulse Knife(165)[230, 230, 230], Titanium Shield(205)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 338: HP: 418, STR: 337486, VIT: 448, SPD: 24, LUK: 1, Attack: 422274, Defense: 84337, Current HP: 418, A Avg: 1123248, D Avg: 84337, [Pulse Knife(165)[230, 230, 230], Large iron Shield(206)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 337: HP: 440, STR: 337486, VIT: 436, SPD: 24, LUK: 1, Attack: 422274, Defense: 84312, Current HP: 440, A Avg: 1123248, D Avg: 84312, [Pulse Knife(165)[230, 230, 230], Magic Shield(207)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 336: HP: 570, STR: 337486, VIT: 479, SPD: 24, LUK: 1, Attack: 422274, Defense: 84316, Current HP: 570, A Avg: 1123248, D Avg: 84316, [Pulse Knife(165)[230, 230, 230], Emerald Shield(209)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 335: HP: 500, STR: 337486, VIT: 414, SPD: 24, LUK: 1, Attack: 422274, Defense: 84186, Current HP: 500, A Avg: 1123248, D Avg: 84186, [Pulse Knife(165)[230, 230, 230], Clear Shield(211)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 334: HP: 540, STR: 337486, VIT: 436, SPD: 24, LUK: 1, Attack: 422274, Defense: 84455, Current HP: 540, A Avg: 1123248, D Avg: 84455, [Pulse Knife(165)[230, 230, 230], Prism Shield(212)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 333: HP: 494, STR: 337486, VIT: 440, SPD: 24, LUK: 1, Attack: 422274, Defense: 84368, Current HP: 494, A Avg: 1123248, D Avg: 84368, [Pulse Knife(165)[230, 230, 230], Tower Shield(213)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 332: HP: 736, STR: 337486, VIT: 512, SPD: 24, LUK: 1, Attack: 422274, Defense: 85074, Current HP: 736, A Avg: 1123248, D Avg: 85074, [Pulse Knife(165)[230, 230, 230], Slime Shield(221)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 331: HP: 668, STR: 337486, VIT: 431, SPD: 24, LUK: 1, Attack: 422274, Defense: 84359, Current HP: 668, A Avg: 1123248, D Avg: 84359, [Pulse Knife(165)[230, 230, 230], Hardwood Shield(223)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 330: HP: 440, STR: 337486, VIT: 780, SPD: 24, LUK: 1, Attack: 422274, Defense: 87568, Current HP: 440, A Avg: 1123248, D Avg: 87568, [Pulse Knife(165)[230, 230, 230], Energy Shield(227)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
