Rank 1000: HP: 988, STR: 603357, VIT: 922, SPD: 23, LUK: 1, Attack: 1033037, Defense: 85890, Current HP: 988, A Avg: 8605198, D Avg: 120245, [Impulse[166, 230, 230, 230], Huge Shield[234, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 406: HP: 1368, STR: 616675, VIT: 1440, SPD: 23, LUK: 1, Attack: 1053014, Defense: 89008, Current HP: 1368, A Avg: 8771606, D Avg: 124611, [Impulse[166, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 405: HP: 1368, STR: 616675, VIT: 1440, SPD: 23, LUK: 1, Attack: 1053014, Defense: 89008, Current HP: 1368, A Avg: 8771606, D Avg: 124611, [Impulse[166, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 404: HP: 418, STR: 617280, VIT: 498, SPD: 23, LUK: 1, Attack: 1053102, Defense: 84686, Current HP: 418, A Avg: 8772339, D Avg: 118560, [Pulse Knife[165, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 403: HP: 418, STR: 617280, VIT: 498, SPD: 23, LUK: 1, Attack: 1053102, Defense: 84686, Current HP: 418, A Avg: 8772339, D Avg: 118560, [Pulse Knife[165, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 402: HP: 418, STR: 617280, VIT: 498, SPD: 23, LUK: 1, Attack: 1053102, Defense: 84686, Current HP: 418, A Avg: 8772339, D Avg: 118560, [Pulse Knife[165, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 401: HP: 418, STR: 617280, VIT: 498, SPD: 23, LUK: 1, Attack: 1053102, Defense: 84686, Current HP: 418, A Avg: 8772339, D Avg: 118560, [Pulse Knife[165, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 400: HP: 418, STR: 617280, VIT: 498, SPD: 23, LUK: 1, Attack: 1053102, Defense: 84686, Current HP: 418, A Avg: 8772339, D Avg: 118560, [Pulse Knife[165, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 399: HP: 969, STR: 612183, VIT: 423, SPD: 28, LUK: 1, Attack: 1053138, Defense: 88251, Current HP: 969, A Avg: 8772639, D Avg: 123551, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 398: HP: 589, STR: 617731, VIT: 639, SPD: 23, LUK: 1, Attack: 1053779, Defense: 85867, Current HP: 589, A Avg: 8777979, D Avg: 120213, [Pulse Knife[165, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 397: HP: 589, STR: 617731, VIT: 639, SPD: 23, LUK: 1, Attack: 1053779, Defense: 85867, Current HP: 589, A Avg: 8777979, D Avg: 120213, [Pulse Knife[165, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 396: HP: 589, STR: 617731, VIT: 639, SPD: 23, LUK: 1, Attack: 1053779, Defense: 85867, Current HP: 589, A Avg: 8777979, D Avg: 120213, [Pulse Knife[165, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 395: HP: 589, STR: 617731, VIT: 639, SPD: 23, LUK: 1, Attack: 1053779, Defense: 85867, Current HP: 589, A Avg: 8777979, D Avg: 120213, [Pulse Knife[165, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 394: HP: 589, STR: 617731, VIT: 639, SPD: 23, LUK: 1, Attack: 1053779, Defense: 85867, Current HP: 589, A Avg: 8777979, D Avg: 120213, [Pulse Knife[165, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 393: HP: 532, STR: 617011, VIT: 408, SPD: 23, LUK: 1, Attack: 1053826, Defense: 84414, Current HP: 532, A Avg: 8778370, D Avg: 118179, [Zodiac[184, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 392: HP: 513, STR: 617011, VIT: 1792, SPD: 23, LUK: 1, Attack: 1053826, Defense: 87462, Current HP: 513, A Avg: 8778370, D Avg: 122446, [Zodiac[184, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 391: HP: 532, STR: 617011, VIT: 408, SPD: 23, LUK: 1, Attack: 1053826, Defense: 84414, Current HP: 532, A Avg: 8778370, D Avg: 118179, [Zodiac[184, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 390: HP: 513, STR: 617011, VIT: 1792, SPD: 23, LUK: 1, Attack: 1053826, Defense: 87462, Current HP: 513, A Avg: 8778370, D Avg: 122446, [Zodiac[184, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 389: HP: 532, STR: 617011, VIT: 408, SPD: 23, LUK: 1, Attack: 1053826, Defense: 84414, Current HP: 532, A Avg: 8778370, D Avg: 118179, [Zodiac[184, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 388: HP: 513, STR: 617011, VIT: 1792, SPD: 23, LUK: 1, Attack: 1053826, Defense: 87462, Current HP: 513, A Avg: 8778370, D Avg: 122446, [Zodiac[184, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 387: HP: 532, STR: 617011, VIT: 408, SPD: 23, LUK: 1, Attack: 1053826, Defense: 84414, Current HP: 532, A Avg: 8778370, D Avg: 118179, [Zodiac[184, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 386: HP: 513, STR: 617011, VIT: 1792, SPD: 23, LUK: 1, Attack: 1053826, Defense: 87462, Current HP: 513, A Avg: 8778370, D Avg: 122446, [Zodiac[184, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 385: HP: 532, STR: 617011, VIT: 408, SPD: 23, LUK: 1, Attack: 1053826, Defense: 84414, Current HP: 532, A Avg: 8778370, D Avg: 118179, [Zodiac[184, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 384: HP: 513, STR: 617011, VIT: 1792, SPD: 23, LUK: 1, Attack: 1053826, Defense: 87462, Current HP: 513, A Avg: 8778370, D Avg: 122446, [Zodiac[184, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 383: HP: 604, STR: 617126, VIT: 408, SPD: 23, LUK: 1, Attack: 1053999, Defense: 84908, Current HP: 604, A Avg: 8779811, D Avg: 118871, [Zodiac[184, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 382: HP: 604, STR: 617126, VIT: 408, SPD: 23, LUK: 1, Attack: 1053999, Defense: 84908, Current HP: 604, A Avg: 8779811, D Avg: 118871, [Zodiac[184, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 381: HP: 604, STR: 617126, VIT: 408, SPD: 23, LUK: 1, Attack: 1053999, Defense: 84908, Current HP: 604, A Avg: 8779811, D Avg: 118871, [Zodiac[184, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 380: HP: 604, STR: 617126, VIT: 408, SPD: 23, LUK: 1, Attack: 1053999, Defense: 84908, Current HP: 604, A Avg: 8779811, D Avg: 118871, [Zodiac[184, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 379: HP: 604, STR: 617126, VIT: 408, SPD: 23, LUK: 1, Attack: 1053999, Defense: 84908, Current HP: 604, A Avg: 8779811, D Avg: 118871, [Zodiac[184, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 378: HP: 798, STR: 617376, VIT: 589, SPD: 23, LUK: 1, Attack: 1054065, Defense: 84777, Current HP: 798, A Avg: 8780361, D Avg: 118687, [Impulse[166, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 377: HP: 798, STR: 617376, VIT: 589, SPD: 23, LUK: 1, Attack: 1054065, Defense: 84777, Current HP: 798, A Avg: 8780361, D Avg: 118687, [Impulse[166, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 376: HP: 798, STR: 617376, VIT: 589, SPD: 23, LUK: 1, Attack: 1054065, Defense: 84777, Current HP: 798, A Avg: 8780361, D Avg: 118687, [Impulse[166, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 375: HP: 798, STR: 617376, VIT: 589, SPD: 23, LUK: 1, Attack: 1054065, Defense: 84777, Current HP: 798, A Avg: 8780361, D Avg: 118687, [Impulse[166, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 374: HP: 798, STR: 617376, VIT: 589, SPD: 23, LUK: 1, Attack: 1054065, Defense: 84777, Current HP: 798, A Avg: 8780361, D Avg: 118687, [Impulse[166, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 373: HP: 532, STR: 617356, VIT: 379, SPD: 23, LUK: 1, Attack: 1054344, Defense: 84242, Current HP: 532, A Avg: 8782685, D Avg: 117938, [Zodiac[184, 230, 230, 230], Small Sword[218, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 372: HP: 532, STR: 617356, VIT: 379, SPD: 23, LUK: 1, Attack: 1054344, Defense: 84242, Current HP: 532, A Avg: 8782685, D Avg: 117938, [Zodiac[184, 230, 230, 230], Small Sword[218, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 371: HP: 532, STR: 617356, VIT: 379, SPD: 23, LUK: 1, Attack: 1054344, Defense: 84242, Current HP: 532, A Avg: 8782685, D Avg: 117938, [Zodiac[184, 230, 230, 230], Small Sword[218, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 370: HP: 532, STR: 617356, VIT: 379, SPD: 23, LUK: 1, Attack: 1054344, Defense: 84242, Current HP: 532, A Avg: 8782685, D Avg: 117938, [Zodiac[184, 230, 230, 230], Small Sword[218, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 369: HP: 532, STR: 617356, VIT: 379, SPD: 23, LUK: 1, Attack: 1054344, Defense: 84242, Current HP: 532, A Avg: 8782685, D Avg: 117938, [Zodiac[184, 230, 230, 230], Small Sword[218, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 368: HP: 649, STR: 617486, VIT: 419, SPD: 23, LUK: 1, Attack: 1054539, Defense: 84425, Current HP: 649, A Avg: 8784309, D Avg: 118194, [Zodiac[184, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 367: HP: 649, STR: 617486, VIT: 419, SPD: 23, LUK: 1, Attack: 1054539, Defense: 84425, Current HP: 649, A Avg: 8784309, D Avg: 118194, [Zodiac[184, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 366: HP: 649, STR: 617486, VIT: 419, SPD: 23, LUK: 1, Attack: 1054539, Defense: 84425, Current HP: 649, A Avg: 8784309, D Avg: 118194, [Zodiac[184, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 365: HP: 649, STR: 617486, VIT: 419, SPD: 23, LUK: 1, Attack: 1054539, Defense: 84425, Current HP: 649, A Avg: 8784309, D Avg: 118194, [Zodiac[184, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 364: HP: 649, STR: 617486, VIT: 419, SPD: 23, LUK: 1, Attack: 1054539, Defense: 84425, Current HP: 649, A Avg: 8784309, D Avg: 118194, [Zodiac[184, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 363: HP: 703, STR: 617491, VIT: 408, SPD: 23, LUK: 1, Attack: 1054546, Defense: 84297, Current HP: 703, A Avg: 8784368, D Avg: 118015, [Zodiac[184, 230, 230, 230], Small Lion[219, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 362: HP: 703, STR: 617491, VIT: 408, SPD: 23, LUK: 1, Attack: 1054546, Defense: 84297, Current HP: 703, A Avg: 8784368, D Avg: 118015, [Zodiac[184, 230, 230, 230], Small Lion[219, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 361: HP: 703, STR: 617491, VIT: 408, SPD: 23, LUK: 1, Attack: 1054546, Defense: 84297, Current HP: 703, A Avg: 8784368, D Avg: 118015, [Zodiac[184, 230, 230, 230], Small Lion[219, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 360: HP: 703, STR: 617491, VIT: 408, SPD: 23, LUK: 1, Attack: 1054546, Defense: 84297, Current HP: 703, A Avg: 8784368, D Avg: 118015, [Zodiac[184, 230, 230, 230], Small Lion[219, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 359: HP: 703, STR: 617491, VIT: 408, SPD: 23, LUK: 1, Attack: 1054546, Defense: 84297, Current HP: 703, A Avg: 8784368, D Avg: 118015, [Zodiac[184, 230, 230, 230], Small Lion[219, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 358: HP: 1083, STR: 617491, VIT: 1191, SPD: 23, LUK: 1, Attack: 1054546, Defense: 88759, Current HP: 1083, A Avg: 8784368, D Avg: 124262, [Zodiac[184, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 357: HP: 1083, STR: 617491, VIT: 1191, SPD: 23, LUK: 1, Attack: 1054546, Defense: 88759, Current HP: 1083, A Avg: 8784368, D Avg: 124262, [Zodiac[184, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 356: HP: 1083, STR: 617491, VIT: 1191, SPD: 23, LUK: 1, Attack: 1054546, Defense: 88759, Current HP: 1083, A Avg: 8784368, D Avg: 124262, [Zodiac[184, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 355: HP: 1083, STR: 617491, VIT: 1191, SPD: 23, LUK: 1, Attack: 1054546, Defense: 88759, Current HP: 1083, A Avg: 8784368, D Avg: 124262, [Zodiac[184, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 354: HP: 1083, STR: 617491, VIT: 1191, SPD: 23, LUK: 1, Attack: 1054546, Defense: 88759, Current HP: 1083, A Avg: 8784368, D Avg: 124262, [Zodiac[184, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 353: HP: 969, STR: 617827, VIT: 730, SPD: 23, LUK: 1, Attack: 1054742, Defense: 85958, Current HP: 969, A Avg: 8786000, D Avg: 120341, [Impulse[166, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 352: HP: 969, STR: 617827, VIT: 730, SPD: 23, LUK: 1, Attack: 1054742, Defense: 85958, Current HP: 969, A Avg: 8786000, D Avg: 120341, [Impulse[166, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 351: HP: 969, STR: 617827, VIT: 730, SPD: 23, LUK: 1, Attack: 1054742, Defense: 85958, Current HP: 969, A Avg: 8786000, D Avg: 120341, [Impulse[166, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 350: HP: 969, STR: 617827, VIT: 730, SPD: 23, LUK: 1, Attack: 1054742, Defense: 85958, Current HP: 969, A Avg: 8786000, D Avg: 120341, [Impulse[166, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 349: HP: 969, STR: 617827, VIT: 730, SPD: 23, LUK: 1, Attack: 1054742, Defense: 85958, Current HP: 969, A Avg: 8786000, D Avg: 120341, [Impulse[166, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 348: HP: 513, STR: 618192, VIT: 340, SPD: 23, LUK: 1, Attack: 1055598, Defense: 84528, Current HP: 513, A Avg: 8793131, D Avg: 118339, [Zodiac[184, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 347: HP: 513, STR: 618192, VIT: 340, SPD: 23, LUK: 1, Attack: 1055598, Defense: 84528, Current HP: 513, A Avg: 8793131, D Avg: 118339, [Zodiac[184, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 346: HP: 513, STR: 618192, VIT: 340, SPD: 23, LUK: 1, Attack: 1055598, Defense: 84528, Current HP: 513, A Avg: 8793131, D Avg: 118339, [Zodiac[184, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 345: HP: 513, STR: 618192, VIT: 340, SPD: 23, LUK: 1, Attack: 1055598, Defense: 84528, Current HP: 513, A Avg: 8793131, D Avg: 118339, [Zodiac[184, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 344: HP: 513, STR: 618192, VIT: 340, SPD: 23, LUK: 1, Attack: 1055598, Defense: 84528, Current HP: 513, A Avg: 8793131, D Avg: 118339, [Zodiac[184, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 343: HP: 684, STR: 618643, VIT: 481, SPD: 23, LUK: 1, Attack: 1056274, Defense: 85709, Current HP: 684, A Avg: 8798762, D Avg: 119992, [Zodiac[184, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 342: HP: 684, STR: 618643, VIT: 481, SPD: 23, LUK: 1, Attack: 1056274, Defense: 85709, Current HP: 684, A Avg: 8798762, D Avg: 119992, [Zodiac[184, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 341: HP: 684, STR: 618643, VIT: 481, SPD: 23, LUK: 1, Attack: 1056274, Defense: 85709, Current HP: 684, A Avg: 8798762, D Avg: 119992, [Zodiac[184, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 340: HP: 684, STR: 618643, VIT: 481, SPD: 23, LUK: 1, Attack: 1056274, Defense: 85709, Current HP: 684, A Avg: 8798762, D Avg: 119992, [Zodiac[184, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 339: HP: 684, STR: 618643, VIT: 481, SPD: 23, LUK: 1, Attack: 1056274, Defense: 85709, Current HP: 684, A Avg: 8798762, D Avg: 119992, [Zodiac[184, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 338: HP: 418, STR: 619411, VIT: 498, SPD: 23, LUK: 1, Attack: 1056299, Defense: 88326, Current HP: 418, A Avg: 8798970, D Avg: 123656, [Pulse Knife[165, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 337: HP: 418, STR: 619411, VIT: 498, SPD: 23, LUK: 1, Attack: 1056299, Defense: 88326, Current HP: 418, A Avg: 8798970, D Avg: 123656, [Pulse Knife[165, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 336: HP: 418, STR: 619411, VIT: 498, SPD: 23, LUK: 1, Attack: 1056299, Defense: 88326, Current HP: 418, A Avg: 8798970, D Avg: 123656, [Pulse Knife[165, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 335: HP: 418, STR: 619411, VIT: 498, SPD: 23, LUK: 1, Attack: 1056299, Defense: 88326, Current HP: 418, A Avg: 8798970, D Avg: 123656, [Pulse Knife[165, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 334: HP: 418, STR: 619411, VIT: 498, SPD: 23, LUK: 1, Attack: 1056299, Defense: 88326, Current HP: 418, A Avg: 8798970, D Avg: 123656, [Pulse Knife[165, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 333: HP: 798, STR: 619507, VIT: 589, SPD: 23, LUK: 1, Attack: 1057262, Defense: 88417, Current HP: 798, A Avg: 8806992, D Avg: 123783, [Impulse[166, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 332: HP: 798, STR: 619507, VIT: 589, SPD: 23, LUK: 1, Attack: 1057262, Defense: 88417, Current HP: 798, A Avg: 8806992, D Avg: 123783, [Impulse[166, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 331: HP: 798, STR: 619507, VIT: 589, SPD: 23, LUK: 1, Attack: 1057262, Defense: 88417, Current HP: 798, A Avg: 8806992, D Avg: 123783, [Impulse[166, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 330: HP: 798, STR: 619507, VIT: 589, SPD: 23, LUK: 1, Attack: 1057262, Defense: 88417, Current HP: 798, A Avg: 8806992, D Avg: 123783, [Impulse[166, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 329: HP: 798, STR: 619507, VIT: 589, SPD: 23, LUK: 1, Attack: 1057262, Defense: 88417, Current HP: 798, A Avg: 8806992, D Avg: 123783, [Impulse[166, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 328: HP: 513, STR: 620323, VIT: 340, SPD: 23, LUK: 1, Attack: 1058794, Defense: 88168, Current HP: 513, A Avg: 8819754, D Avg: 123435, [Zodiac[184, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 327: HP: 513, STR: 620323, VIT: 340, SPD: 23, LUK: 1, Attack: 1058794, Defense: 88168, Current HP: 513, A Avg: 8819754, D Avg: 123435, [Zodiac[184, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 326: HP: 513, STR: 620323, VIT: 340, SPD: 23, LUK: 1, Attack: 1058794, Defense: 88168, Current HP: 513, A Avg: 8819754, D Avg: 123435, [Zodiac[184, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 325: HP: 513, STR: 620323, VIT: 340, SPD: 23, LUK: 1, Attack: 1058794, Defense: 88168, Current HP: 513, A Avg: 8819754, D Avg: 123435, [Zodiac[184, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 324: HP: 513, STR: 620323, VIT: 340, SPD: 23, LUK: 1, Attack: 1058794, Defense: 88168, Current HP: 513, A Avg: 8819754, D Avg: 123435, [Zodiac[184, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 323: HP: 340, STR: 611648, VIT: 398, SPD: 23, LUK: 1, Attack: 1066372, Defense: 87446, Current HP: 340, A Avg: 8882878, D Avg: 122424, [Sword of Evil[189, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 322: HP: 703, STR: 622646, VIT: 132, SPD: 23, LUK: 1, Attack: 1068832, Defense: 87960, Current HP: 703, A Avg: 8903370, D Avg: 123143, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 321: HP: 703, STR: 622646, VIT: 132, SPD: 23, LUK: 1, Attack: 1068832, Defense: 87960, Current HP: 703, A Avg: 8903370, D Avg: 123143, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 320: HP: 703, STR: 622646, VIT: 132, SPD: 23, LUK: 1, Attack: 1068832, Defense: 87960, Current HP: 703, A Avg: 8903370, D Avg: 123143, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 319: HP: 703, STR: 622646, VIT: 132, SPD: 23, LUK: 1, Attack: 1068832, Defense: 87960, Current HP: 703, A Avg: 8903370, D Avg: 123143, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 318: HP: 703, STR: 622646, VIT: 132, SPD: 23, LUK: 1, Attack: 1068832, Defense: 87960, Current HP: 703, A Avg: 8903370, D Avg: 123143, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 317: HP: 668, STR: 633793, VIT: 126, SPD: 23, LUK: 1, Attack: 1076279, Defense: 84054, Current HP: 668, A Avg: 8965404, D Avg: 117675, [Wooden Stick[101, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
