Rank 1000: HP: 285, STR: 602304, VIT: 130, SPD: 1, LUK: 1, Attack: 1031457, Defense: 83967, Current HP: 285, A Avg: 8592036, D Avg: 117553, [Impulse[166, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 388: HP: 266, STR: 615072, VIT: 31, SPD: 1, LUK: 1, Attack: 1050918, Defense: 83894, Current HP: 266, A Avg: 8754146, D Avg: 117451, [Zodiac[184, 230, 230, 230], Small Sword[218, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 387: HP: 304, STR: 615072, VIT: 31, SPD: 1, LUK: 1, Attack: 1050918, Defense: 83920, Current HP: 304, A Avg: 8754146, D Avg: 117487, [Zodiac[184, 230, 230, 230], Small Lion[219, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 386: HP: 266, STR: 615072, VIT: 31, SPD: 1, LUK: 1, Attack: 1050918, Defense: 83894, Current HP: 266, A Avg: 8754146, D Avg: 117451, [Zodiac[184, 230, 230, 230], Small Sword[218, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 385: HP: 304, STR: 615072, VIT: 31, SPD: 1, LUK: 1, Attack: 1050918, Defense: 83920, Current HP: 304, A Avg: 8754146, D Avg: 117487, [Zodiac[184, 230, 230, 230], Small Lion[219, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 384: HP: 266, STR: 615072, VIT: 31, SPD: 1, LUK: 1, Attack: 1050918, Defense: 83894, Current HP: 266, A Avg: 8754146, D Avg: 117451, [Zodiac[184, 230, 230, 230], Small Sword[218, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 383: HP: 304, STR: 615072, VIT: 31, SPD: 1, LUK: 1, Attack: 1050918, Defense: 83920, Current HP: 304, A Avg: 8754146, D Avg: 117487, [Zodiac[184, 230, 230, 230], Small Lion[219, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 382: HP: 266, STR: 615072, VIT: 31, SPD: 1, LUK: 1, Attack: 1050918, Defense: 83894, Current HP: 266, A Avg: 8754146, D Avg: 117451, [Zodiac[184, 230, 230, 230], Small Sword[218, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 381: HP: 304, STR: 615072, VIT: 31, SPD: 1, LUK: 1, Attack: 1050918, Defense: 83920, Current HP: 304, A Avg: 8754146, D Avg: 117487, [Zodiac[184, 230, 230, 230], Small Lion[219, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 380: HP: 266, STR: 615072, VIT: 31, SPD: 1, LUK: 1, Attack: 1050918, Defense: 83894, Current HP: 266, A Avg: 8754146, D Avg: 117451, [Zodiac[184, 230, 230, 230], Small Sword[218, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 379: HP: 304, STR: 615072, VIT: 31, SPD: 1, LUK: 1, Attack: 1050918, Defense: 83920, Current HP: 304, A Avg: 8754146, D Avg: 117487, [Zodiac[184, 230, 230, 230], Small Lion[219, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 378: HP: 114, STR: 615014, VIT: 41, SPD: 1, LUK: 1, Attack: 1050987, Defense: 84541, Current HP: 114, A Avg: 8754721, D Avg: 118357, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 377: HP: 114, STR: 615014, VIT: 41, SPD: 1, LUK: 1, Attack: 1050987, Defense: 84541, Current HP: 114, A Avg: 8754721, D Avg: 118357, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 376: HP: 114, STR: 615014, VIT: 41, SPD: 1, LUK: 1, Attack: 1050987, Defense: 84541, Current HP: 114, A Avg: 8754721, D Avg: 118357, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 375: HP: 114, STR: 615014, VIT: 41, SPD: 1, LUK: 1, Attack: 1050987, Defense: 84541, Current HP: 114, A Avg: 8754721, D Avg: 118357, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 374: HP: 114, STR: 615014, VIT: 41, SPD: 1, LUK: 1, Attack: 1050987, Defense: 84541, Current HP: 114, A Avg: 8754721, D Avg: 118357, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 373: HP: 266, STR: 615360, VIT: 124, SPD: 1, LUK: 1, Attack: 1051041, Defense: 84312, Current HP: 266, A Avg: 8755171, D Avg: 118036, [Impulse[166, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 372: HP: 266, STR: 615360, VIT: 124, SPD: 1, LUK: 1, Attack: 1051041, Defense: 84312, Current HP: 266, A Avg: 8755171, D Avg: 118036, [Impulse[166, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 371: HP: 266, STR: 615360, VIT: 124, SPD: 1, LUK: 1, Attack: 1051041, Defense: 84312, Current HP: 266, A Avg: 8755171, D Avg: 118036, [Impulse[166, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 370: HP: 266, STR: 615360, VIT: 124, SPD: 1, LUK: 1, Attack: 1051041, Defense: 84312, Current HP: 266, A Avg: 8755171, D Avg: 118036, [Impulse[166, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 369: HP: 266, STR: 615360, VIT: 124, SPD: 1, LUK: 1, Attack: 1051041, Defense: 84312, Current HP: 266, A Avg: 8755171, D Avg: 118036, [Impulse[166, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 368: HP: 247, STR: 615168, VIT: 20, SPD: 1, LUK: 1, Attack: 1051062, Defense: 84208, Current HP: 247, A Avg: 8755346, D Avg: 117891, [Zodiac[184, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 367: HP: 247, STR: 615168, VIT: 20, SPD: 1, LUK: 1, Attack: 1051062, Defense: 84208, Current HP: 247, A Avg: 8755346, D Avg: 117891, [Zodiac[184, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 366: HP: 247, STR: 615168, VIT: 20, SPD: 1, LUK: 1, Attack: 1051062, Defense: 84208, Current HP: 247, A Avg: 8755346, D Avg: 117891, [Zodiac[184, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 365: HP: 247, STR: 615168, VIT: 20, SPD: 1, LUK: 1, Attack: 1051062, Defense: 84208, Current HP: 247, A Avg: 8755346, D Avg: 117891, [Zodiac[184, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 364: HP: 247, STR: 615168, VIT: 20, SPD: 1, LUK: 1, Attack: 1051062, Defense: 84208, Current HP: 247, A Avg: 8755346, D Avg: 117891, [Zodiac[184, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 363: HP: 304, STR: 615408, VIT: 149, SPD: 1, LUK: 1, Attack: 1051113, Defense: 85377, Current HP: 304, A Avg: 8755771, D Avg: 119527, [Impulse[166, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 362: HP: 304, STR: 615408, VIT: 149, SPD: 1, LUK: 1, Attack: 1051113, Defense: 85377, Current HP: 304, A Avg: 8755771, D Avg: 119527, [Impulse[166, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 361: HP: 304, STR: 615408, VIT: 149, SPD: 1, LUK: 1, Attack: 1051113, Defense: 85377, Current HP: 304, A Avg: 8755771, D Avg: 119527, [Impulse[166, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 360: HP: 304, STR: 615408, VIT: 149, SPD: 1, LUK: 1, Attack: 1051113, Defense: 85377, Current HP: 304, A Avg: 8755771, D Avg: 119527, [Impulse[166, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 359: HP: 304, STR: 615408, VIT: 149, SPD: 1, LUK: 1, Attack: 1051113, Defense: 85377, Current HP: 304, A Avg: 8755771, D Avg: 119527, [Impulse[166, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 358: HP: 285, STR: 615216, VIT: 45, SPD: 1, LUK: 1, Attack: 1051134, Defense: 85273, Current HP: 285, A Avg: 8755946, D Avg: 119382, [Zodiac[184, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 357: HP: 285, STR: 615216, VIT: 45, SPD: 1, LUK: 1, Attack: 1051134, Defense: 85273, Current HP: 285, A Avg: 8755946, D Avg: 119382, [Zodiac[184, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 356: HP: 285, STR: 615216, VIT: 45, SPD: 1, LUK: 1, Attack: 1051134, Defense: 85273, Current HP: 285, A Avg: 8755946, D Avg: 119382, [Zodiac[184, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 355: HP: 285, STR: 615216, VIT: 45, SPD: 1, LUK: 1, Attack: 1051134, Defense: 85273, Current HP: 285, A Avg: 8755946, D Avg: 119382, [Zodiac[184, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 354: HP: 285, STR: 615216, VIT: 45, SPD: 1, LUK: 1, Attack: 1051134, Defense: 85273, Current HP: 285, A Avg: 8755946, D Avg: 119382, [Zodiac[184, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 353: HP: 152, STR: 615984, VIT: 62, SPD: 1, LUK: 1, Attack: 1051158, Defense: 87890, Current HP: 152, A Avg: 8756146, D Avg: 123045, [Pulse Knife[165, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 352: HP: 152, STR: 615984, VIT: 62, SPD: 1, LUK: 1, Attack: 1051158, Defense: 87890, Current HP: 152, A Avg: 8756146, D Avg: 123045, [Pulse Knife[165, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 351: HP: 152, STR: 615984, VIT: 62, SPD: 1, LUK: 1, Attack: 1051158, Defense: 87890, Current HP: 152, A Avg: 8756146, D Avg: 123045, [Pulse Knife[165, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 350: HP: 152, STR: 615984, VIT: 62, SPD: 1, LUK: 1, Attack: 1051158, Defense: 87890, Current HP: 152, A Avg: 8756146, D Avg: 123045, [Pulse Knife[165, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 349: HP: 152, STR: 615984, VIT: 62, SPD: 1, LUK: 1, Attack: 1051158, Defense: 87890, Current HP: 152, A Avg: 8756146, D Avg: 123045, [Pulse Knife[165, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 348: HP: 836, STR: 615600, VIT: 539, SPD: 1, LUK: 1, Attack: 1051401, Defense: 88107, Current HP: 836, A Avg: 8758170, D Avg: 123349, [Impulse[166, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 347: HP: 836, STR: 615600, VIT: 539, SPD: 1, LUK: 1, Attack: 1051401, Defense: 88107, Current HP: 836, A Avg: 8758170, D Avg: 123349, [Impulse[166, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 346: HP: 836, STR: 615600, VIT: 539, SPD: 1, LUK: 1, Attack: 1051401, Defense: 88107, Current HP: 836, A Avg: 8758170, D Avg: 123349, [Impulse[166, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 345: HP: 836, STR: 615600, VIT: 539, SPD: 1, LUK: 1, Attack: 1051401, Defense: 88107, Current HP: 836, A Avg: 8758170, D Avg: 123349, [Impulse[166, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 344: HP: 836, STR: 615600, VIT: 539, SPD: 1, LUK: 1, Attack: 1051401, Defense: 88107, Current HP: 836, A Avg: 8758170, D Avg: 123349, [Impulse[166, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 343: HP: 817, STR: 615408, VIT: 435, SPD: 1, LUK: 1, Attack: 1051422, Defense: 88003, Current HP: 817, A Avg: 8758345, D Avg: 123204, [Zodiac[184, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 342: HP: 817, STR: 615408, VIT: 435, SPD: 1, LUK: 1, Attack: 1051422, Defense: 88003, Current HP: 817, A Avg: 8758345, D Avg: 123204, [Zodiac[184, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 341: HP: 817, STR: 615408, VIT: 435, SPD: 1, LUK: 1, Attack: 1051422, Defense: 88003, Current HP: 817, A Avg: 8758345, D Avg: 123204, [Zodiac[184, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 340: HP: 817, STR: 615408, VIT: 435, SPD: 1, LUK: 1, Attack: 1051422, Defense: 88003, Current HP: 817, A Avg: 8758345, D Avg: 123204, [Zodiac[184, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 339: HP: 817, STR: 615408, VIT: 435, SPD: 1, LUK: 1, Attack: 1051422, Defense: 88003, Current HP: 817, A Avg: 8758345, D Avg: 123204, [Zodiac[184, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 338: HP: 60, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1052074, Defense: 87068, Current HP: 60, A Avg: 8763776, D Avg: 121895, [Sword of Evil[189, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 337: HP: 60, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1052074, Defense: 87068, Current HP: 60, A Avg: 8763776, D Avg: 121895, [Sword of Evil[189, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 336: HP: 60, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1052074, Defense: 87068, Current HP: 60, A Avg: 8763776, D Avg: 121895, [Sword of Evil[189, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 335: HP: 60, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1052074, Defense: 87068, Current HP: 60, A Avg: 8763776, D Avg: 121895, [Sword of Evil[189, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 334: HP: 60, STR: 602116, VIT: 20, SPD: 1, LUK: 1, Attack: 1052074, Defense: 87068, Current HP: 60, A Avg: 8763776, D Avg: 121895, [Sword of Evil[189, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 333: HP: 266, STR: 616080, VIT: 124, SPD: 1, LUK: 1, Attack: 1052121, Defense: 87952, Current HP: 266, A Avg: 8764167, D Avg: 123132, [Impulse[166, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 332: HP: 266, STR: 616080, VIT: 124, SPD: 1, LUK: 1, Attack: 1052121, Defense: 87952, Current HP: 266, A Avg: 8764167, D Avg: 123132, [Impulse[166, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 331: HP: 266, STR: 616080, VIT: 124, SPD: 1, LUK: 1, Attack: 1052121, Defense: 87952, Current HP: 266, A Avg: 8764167, D Avg: 123132, [Impulse[166, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 330: HP: 266, STR: 616080, VIT: 124, SPD: 1, LUK: 1, Attack: 1052121, Defense: 87952, Current HP: 266, A Avg: 8764167, D Avg: 123132, [Impulse[166, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 329: HP: 266, STR: 616080, VIT: 124, SPD: 1, LUK: 1, Attack: 1052121, Defense: 87952, Current HP: 266, A Avg: 8764167, D Avg: 123132, [Impulse[166, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 328: HP: 247, STR: 615888, VIT: 20, SPD: 1, LUK: 1, Attack: 1052142, Defense: 87848, Current HP: 247, A Avg: 8764342, D Avg: 122987, [Zodiac[184, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 327: HP: 247, STR: 615888, VIT: 20, SPD: 1, LUK: 1, Attack: 1052142, Defense: 87848, Current HP: 247, A Avg: 8764342, D Avg: 122987, [Zodiac[184, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 326: HP: 247, STR: 615888, VIT: 20, SPD: 1, LUK: 1, Attack: 1052142, Defense: 87848, Current HP: 247, A Avg: 8764342, D Avg: 122987, [Zodiac[184, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 325: HP: 247, STR: 615888, VIT: 20, SPD: 1, LUK: 1, Attack: 1052142, Defense: 87848, Current HP: 247, A Avg: 8764342, D Avg: 122987, [Zodiac[184, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 324: HP: 247, STR: 615888, VIT: 20, SPD: 1, LUK: 1, Attack: 1052142, Defense: 87848, Current HP: 247, A Avg: 8764342, D Avg: 122987, [Zodiac[184, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 323: HP: 437, STR: 619084, VIT: 103, SPD: 1, LUK: 1, Attack: 1063489, Defense: 87931, Current HP: 437, A Avg: 8858863, D Avg: 123103, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 322: HP: 437, STR: 619084, VIT: 103, SPD: 1, LUK: 1, Attack: 1063489, Defense: 87931, Current HP: 437, A Avg: 8858863, D Avg: 123103, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 321: HP: 437, STR: 619084, VIT: 103, SPD: 1, LUK: 1, Attack: 1063489, Defense: 87931, Current HP: 437, A Avg: 8858863, D Avg: 123103, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 320: HP: 437, STR: 619084, VIT: 103, SPD: 1, LUK: 1, Attack: 1063489, Defense: 87931, Current HP: 437, A Avg: 8858863, D Avg: 123103, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 319: HP: 437, STR: 619084, VIT: 103, SPD: 1, LUK: 1, Attack: 1063489, Defense: 87931, Current HP: 437, A Avg: 8858863, D Avg: 123103, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 318: HP: 190, STR: 633732, VIT: 65, SPD: 1, LUK: 1, Attack: 1076187, Defense: 83993, Current HP: 190, A Avg: 8964637, D Avg: 117590, [Wooden Stick[101, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 317: HP: 190, STR: 633732, VIT: 65, SPD: 1, LUK: 1, Attack: 1076246, Defense: 83993, Current HP: 190, A Avg: 8965129, D Avg: 117590, [Club[102, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 316: HP: 160, STR: 633732, VIT: 62, SPD: 1, LUK: 1, Attack: 1076250, Defense: 83795, Current HP: 160, A Avg: 8965162, D Avg: 117312, [Decorative Swords[109, 230, 230, 230], High Pot Lid[202, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 315: HP: 57, STR: 633732, VIT: 43, SPD: 1, LUK: 1, Attack: 1076256, Defense: 83906, Current HP: 57, A Avg: 8965212, D Avg: 117468, [Wasp Knife[105, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 314: HP: 640, STR: 633754, VIT: 282, SPD: 1, LUK: 1, Attack: 1076355, Defense: 87070, Current HP: 640, A Avg: 8966037, D Avg: 121897, [Hand Axe[140, 230, 230, 230], Golem Shield[245, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 313: HP: 580, STR: 633754, VIT: 477, SPD: 1, LUK: 1, Attack: 1076464, Defense: 87512, Current HP: 580, A Avg: 8966945, D Avg: 122516, [Iron Lumps[108, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 312: HP: 1026, STR: 633754, VIT: 43, SPD: 1, LUK: 1, Attack: 1076542, Defense: 85960, Current HP: 1026, A Avg: 8967594, D Avg: 120343, [Rusty Knife[156, 230, 230, 230], Frying Pan[231, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 311: HP: 199, STR: 633732, VIT: 65, SPD: 1, LUK: 1, Attack: 1076587, Defense: 83993, Current HP: 199, A Avg: 8967969, D Avg: 117590, [Sword of Wood[124, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 310: HP: 237, STR: 633754, VIT: 76, SPD: 1, LUK: 1, Attack: 1076630, Defense: 84004, Current HP: 237, A Avg: 8968327, D Avg: 117605, [Greatsword[127, 230, 230, 230], Tower Shield[213, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 309: HP: 580, STR: 633754, VIT: 477, SPD: 1, LUK: 1, Attack: 1076640, Defense: 87512, Current HP: 580, A Avg: 8968411, D Avg: 122516, [Great Iron Mass[122, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 308: HP: 400, STR: 633952, VIT: 186, SPD: 1, LUK: 1, Attack: 1076664, Defense: 86298, Current HP: 400, A Avg: 8968611, D Avg: 120817, [Stun Knuckle[106, 230, 230, 230], Goblin Hand[250, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 307: HP: 285, STR: 633749, VIT: 84, SPD: 1, LUK: 1, Attack: 1076788, Defense: 84012, Current HP: 285, A Avg: 8969644, D Avg: 117616, [Dragon Killer[139, 230, 230, 230], Tower Shield[213, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 306: HP: 160, STR: 633798, VIT: 62, SPD: 1, LUK: 1, Attack: 1076881, Defense: 83785, Current HP: 160, A Avg: 8970418, D Avg: 117298, [Pinpoint[112, 230, 230, 230], Pot Lid[201, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 305: HP: 160, STR: 633798, VIT: 62, SPD: 1, LUK: 1, Attack: 1076881, Defense: 83795, Current HP: 160, A Avg: 8970418, D Avg: 117312, [Pinpoint[112, 230, 230, 230], High Pot Lid[202, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 304: HP: 152, STR: 633798, VIT: 76, SPD: 1, LUK: 1, Attack: 1076881, Defense: 83945, Current HP: 152, A Avg: 8970418, D Avg: 117522, [Pinpoint[112, 230, 230, 230], Wooden Shield[203, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 303: HP: 152, STR: 633798, VIT: 82, SPD: 1, LUK: 1, Attack: 1076881, Defense: 83886, Current HP: 152, A Avg: 8970418, D Avg: 117440, [Pinpoint[112, 230, 230, 230], Iron Shield[204, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 302: HP: 152, STR: 633798, VIT: 65, SPD: 1, LUK: 1, Attack: 1076881, Defense: 83928, Current HP: 152, A Avg: 8970418, D Avg: 117499, [Pinpoint[112, 230, 230, 230], Titanium Shield[205, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 301: HP: 152, STR: 633798, VIT: 87, SPD: 1, LUK: 1, Attack: 1076881, Defense: 83976, Current HP: 152, A Avg: 8970418, D Avg: 117566, [Pinpoint[112, 230, 230, 230], Large iron Shield[206, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 300: HP: 160, STR: 633798, VIT: 72, SPD: 1, LUK: 1, Attack: 1076881, Defense: 83948, Current HP: 160, A Avg: 8970418, D Avg: 117527, [Pinpoint[112, 230, 230, 230], Magic Shield[207, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 299: HP: 171, STR: 633798, VIT: 65, SPD: 1, LUK: 1, Attack: 1076881, Defense: 83902, Current HP: 171, A Avg: 8970418, D Avg: 117462, [Pinpoint[112, 230, 230, 230], Emerald Shield[209, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 298: HP: 220, STR: 633798, VIT: 72, SPD: 1, LUK: 1, Attack: 1076881, Defense: 83844, Current HP: 220, A Avg: 8970418, D Avg: 117381, [Pinpoint[112, 230, 230, 230], Clear Shield[211, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
