Rank 1000: HP: 874, STR: 180, VIT: 71, SPD: 15, LUK: 2, Attack: 138550, Defense: 83999, Current HP: 874, A Avg: 1154121, D Avg: 117598, [Big Bang[171, 0, 0, 0], Tower Shield[213, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 411: HP: 1216, STR: 2854, VIT: 320, SPD: 18, LUK: 1, Attack: 139144, Defense: 84882, Current HP: 1216, A Avg: 1159069, D Avg: 118834, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 410: HP: 1117, STR: 2854, VIT: 225, SPD: 18, LUK: 1, Attack: 139144, Defense: 84153, Current HP: 1117, A Avg: 1159069, D Avg: 117814, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 409: HP: 968, STR: 2854, VIT: 680, SPD: 18, LUK: 1, Attack: 139144, Defense: 87468, Current HP: 968, A Avg: 1159069, D Avg: 122455, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 408: HP: 2257, STR: 2854, VIT: 204, SPD: 18, LUK: 1, Attack: 139144, Defense: 86121, Current HP: 2257, A Avg: 1159069, D Avg: 120569, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 407: HP: 1390, STR: 2854, VIT: 364, SPD: 18, LUK: 1, Attack: 139144, Defense: 85098, Current HP: 1390, A Avg: 1159069, D Avg: 119137, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 406: HP: 1221, STR: 2854, VIT: 320, SPD: 18, LUK: 1, Attack: 139144, Defense: 85795, Current HP: 1221, A Avg: 1159069, D Avg: 120112, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 405: HP: 1133, STR: 2854, VIT: 418, SPD: 18, LUK: 1, Attack: 139144, Defense: 85386, Current HP: 1133, A Avg: 1159069, D Avg: 119540, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 404: HP: 1049, STR: 2854, VIT: 559, SPD: 18, LUK: 1, Attack: 139144, Defense: 87399, Current HP: 1049, A Avg: 1159069, D Avg: 122358, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 403: HP: 1265, STR: 2854, VIT: 379, SPD: 18, LUK: 1, Attack: 139144, Defense: 87804, Current HP: 1265, A Avg: 1159069, D Avg: 122925, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 402: HP: 923, STR: 2854, VIT: 195, SPD: 18, LUK: 1, Attack: 139144, Defense: 86984, Current HP: 923, A Avg: 1159069, D Avg: 121777, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 401: HP: 923, STR: 2854, VIT: 605, SPD: 18, LUK: 1, Attack: 139144, Defense: 90383, Current HP: 923, A Avg: 1159069, D Avg: 126536, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 400: HP: 1448, STR: 2854, VIT: 976, SPD: 18, LUK: 1, Attack: 139144, Defense: 87764, Current HP: 1448, A Avg: 1159069, D Avg: 122869, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 399: HP: 1238, STR: 2854, VIT: 382, SPD: 19, LUK: 1, Attack: 139144, Defense: 86260, Current HP: 1238, A Avg: 1159069, D Avg: 120763, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 398: HP: 1402, STR: 2854, VIT: 451, SPD: 18, LUK: 1, Attack: 139144, Defense: 86667, Current HP: 1402, A Avg: 1159069, D Avg: 121333, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 397: HP: 1408, STR: 2854, VIT: 732, SPD: 18, LUK: 1, Attack: 139144, Defense: 87767, Current HP: 1408, A Avg: 1159069, D Avg: 122873, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 396: HP: 968, STR: 2854, VIT: 441, SPD: 18, LUK: 1, Attack: 139144, Defense: 87489, Current HP: 968, A Avg: 1159069, D Avg: 122484, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 395: HP: 921, STR: 580, VIT: 236, SPD: 15, LUK: 1, Attack: 139150, Defense: 85464, Current HP: 921, A Avg: 1159119, D Avg: 119649, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 394: HP: 1551, STR: 580, VIT: 170, SPD: 15, LUK: 1, Attack: 139150, Defense: 85398, Current HP: 1551, A Avg: 1159119, D Avg: 119557, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 393: HP: 1349, STR: 2864, VIT: 1181, SPD: 15, LUK: 1, Attack: 139159, Defense: 86175, Current HP: 1349, A Avg: 1159194, D Avg: 120644, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 392: HP: 1111, STR: 588, VIT: 273, SPD: 19, LUK: 1, Attack: 139162, Defense: 84162, Current HP: 1111, A Avg: 1159219, D Avg: 117826, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 391: HP: 1091, STR: 588, VIT: 258, SPD: 18, LUK: 1, Attack: 139162, Defense: 84446, Current HP: 1091, A Avg: 1159219, D Avg: 118224, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 390: HP: 1240, STR: 588, VIT: 600, SPD: 17, LUK: 1, Attack: 139162, Defense: 85594, Current HP: 1240, A Avg: 1159219, D Avg: 119831, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 389: HP: 1440, STR: 590, VIT: 878, SPD: 17, LUK: 1, Attack: 139165, Defense: 88446, Current HP: 1440, A Avg: 1159244, D Avg: 123824, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 388: HP: 1077, STR: 2870, VIT: 630, SPD: 15, LUK: 1, Attack: 139168, Defense: 84636, Current HP: 1077, A Avg: 1159269, D Avg: 118490, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 387: HP: 1282, STR: 592, VIT: 707, SPD: 15, LUK: 1, Attack: 139168, Defense: 87625, Current HP: 1282, A Avg: 1159269, D Avg: 122674, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 386: HP: 807, STR: 592, VIT: 58, SPD: 17, LUK: 1, Attack: 139168, Defense: 84194, Current HP: 807, A Avg: 1159269, D Avg: 117871, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 385: HP: 1218, STR: 592, VIT: 49, SPD: 17, LUK: 1, Attack: 139168, Defense: 84185, Current HP: 1218, A Avg: 1159269, D Avg: 117858, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 384: HP: 836, STR: 592, VIT: 49, SPD: 30, LUK: 1, Attack: 139168, Defense: 84185, Current HP: 836, A Avg: 1159269, D Avg: 117858, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 383: HP: 817, STR: 592, VIT: 60, SPD: 27, LUK: 1, Attack: 139168, Defense: 84196, Current HP: 817, A Avg: 1159269, D Avg: 117874, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 382: HP: 1144, STR: 592, VIT: 89, SPD: 17, LUK: 1, Attack: 139168, Defense: 84225, Current HP: 1144, A Avg: 1159269, D Avg: 117914, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 381: HP: 855, STR: 592, VIT: 80, SPD: 27, LUK: 1, Attack: 139168, Defense: 84216, Current HP: 855, A Avg: 1159269, D Avg: 117902, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 380: HP: 672, STR: 2873, VIT: 237, SPD: 17, LUK: 1, Attack: 139173, Defense: 83960, Current HP: 672, A Avg: 1159311, D Avg: 117543, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 379: HP: 672, STR: 2873, VIT: 237, SPD: 17, LUK: 1, Attack: 139173, Defense: 83970, Current HP: 672, A Avg: 1159311, D Avg: 117557, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 378: HP: 640, STR: 2873, VIT: 259, SPD: 17, LUK: 1, Attack: 139173, Defense: 84128, Current HP: 640, A Avg: 1159311, D Avg: 117779, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 377: HP: 640, STR: 2873, VIT: 266, SPD: 17, LUK: 1, Attack: 139173, Defense: 84070, Current HP: 640, A Avg: 1159311, D Avg: 117697, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 376: HP: 640, STR: 2873, VIT: 268, SPD: 17, LUK: 1, Attack: 139173, Defense: 84131, Current HP: 640, A Avg: 1159311, D Avg: 117783, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 375: HP: 640, STR: 2873, VIT: 291, SPD: 17, LUK: 1, Attack: 139173, Defense: 84180, Current HP: 640, A Avg: 1159311, D Avg: 117851, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 374: HP: 672, STR: 2873, VIT: 287, SPD: 17, LUK: 1, Attack: 139173, Defense: 84163, Current HP: 672, A Avg: 1159311, D Avg: 117828, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 373: HP: 750, STR: 2873, VIT: 309, SPD: 17, LUK: 1, Attack: 139173, Defense: 84146, Current HP: 750, A Avg: 1159311, D Avg: 117804, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 372: HP: 735, STR: 2873, VIT: 267, SPD: 17, LUK: 1, Attack: 139173, Defense: 84039, Current HP: 735, A Avg: 1159311, D Avg: 117654, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 371: HP: 777, STR: 2873, VIT: 287, SPD: 17, LUK: 1, Attack: 139173, Defense: 84306, Current HP: 777, A Avg: 1159311, D Avg: 118028, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 370: HP: 720, STR: 2873, VIT: 279, SPD: 17, LUK: 1, Attack: 139173, Defense: 84207, Current HP: 720, A Avg: 1159311, D Avg: 117889, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 369: HP: 909, STR: 2873, VIT: 356, SPD: 17, LUK: 1, Attack: 139173, Defense: 84918, Current HP: 909, A Avg: 1159311, D Avg: 118885, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 368: HP: 824, STR: 2873, VIT: 268, SPD: 17, LUK: 1, Attack: 139173, Defense: 84196, Current HP: 824, A Avg: 1159311, D Avg: 117874, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 367: HP: 672, STR: 2873, VIT: 700, SPD: 17, LUK: 1, Attack: 139173, Defense: 87488, Current HP: 672, A Avg: 1159311, D Avg: 122483, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 366: HP: 1910, STR: 2873, VIT: 247, SPD: 17, LUK: 1, Attack: 139173, Defense: 86164, Current HP: 1910, A Avg: 1159311, D Avg: 120629, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 365: HP: 1075, STR: 2873, VIT: 398, SPD: 17, LUK: 1, Attack: 139173, Defense: 85132, Current HP: 1075, A Avg: 1159311, D Avg: 119184, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 364: HP: 913, STR: 2873, VIT: 356, SPD: 17, LUK: 1, Attack: 139173, Defense: 85831, Current HP: 913, A Avg: 1159311, D Avg: 120163, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 363: HP: 840, STR: 2873, VIT: 452, SPD: 17, LUK: 1, Attack: 139173, Defense: 85420, Current HP: 840, A Avg: 1159311, D Avg: 119587, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 362: HP: 760, STR: 2873, VIT: 585, SPD: 17, LUK: 1, Attack: 139173, Defense: 87425, Current HP: 760, A Avg: 1159311, D Avg: 122394, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 361: HP: 955, STR: 2873, VIT: 413, SPD: 17, LUK: 1, Attack: 139173, Defense: 87838, Current HP: 955, A Avg: 1159311, D Avg: 122973, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 360: HP: 640, STR: 2873, VIT: 237, SPD: 17, LUK: 1, Attack: 139173, Defense: 87026, Current HP: 640, A Avg: 1159311, D Avg: 121836, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 359: HP: 640, STR: 2873, VIT: 628, SPD: 17, LUK: 1, Attack: 139173, Defense: 90406, Current HP: 640, A Avg: 1159311, D Avg: 126568, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 358: HP: 1140, STR: 2873, VIT: 987, SPD: 17, LUK: 1, Attack: 139173, Defense: 87775, Current HP: 1140, A Avg: 1159311, D Avg: 122884, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 357: HP: 940, STR: 2873, VIT: 415, SPD: 18, LUK: 1, Attack: 139173, Defense: 86293, Current HP: 940, A Avg: 1159311, D Avg: 120810, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 356: HP: 1096, STR: 2873, VIT: 484, SPD: 17, LUK: 1, Attack: 139173, Defense: 86700, Current HP: 1096, A Avg: 1159311, D Avg: 121379, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 355: HP: 1092, STR: 2873, VIT: 750, SPD: 17, LUK: 1, Attack: 139173, Defense: 87785, Current HP: 1092, A Avg: 1159311, D Avg: 122898, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 354: HP: 672, STR: 2873, VIT: 471, SPD: 17, LUK: 1, Attack: 139173, Defense: 87519, Current HP: 672, A Avg: 1159311, D Avg: 122526, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 353: HP: 820, STR: 2876, VIT: 309, SPD: 19, LUK: 1, Attack: 139177, Defense: 84032, Current HP: 820, A Avg: 1159344, D Avg: 117644, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 352: HP: 820, STR: 2876, VIT: 309, SPD: 19, LUK: 1, Attack: 139177, Defense: 84042, Current HP: 820, A Avg: 1159344, D Avg: 117658, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 351: HP: 779, STR: 2876, VIT: 334, SPD: 19, LUK: 1, Attack: 139177, Defense: 84203, Current HP: 779, A Avg: 1159344, D Avg: 117884, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 350: HP: 779, STR: 2876, VIT: 341, SPD: 19, LUK: 1, Attack: 139177, Defense: 84145, Current HP: 779, A Avg: 1159344, D Avg: 117802, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 349: HP: 779, STR: 2876, VIT: 343, SPD: 19, LUK: 1, Attack: 139177, Defense: 84206, Current HP: 779, A Avg: 1159344, D Avg: 117888, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 348: HP: 779, STR: 2876, VIT: 365, SPD: 19, LUK: 1, Attack: 139177, Defense: 84254, Current HP: 779, A Avg: 1159344, D Avg: 117955, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 347: HP: 820, STR: 2876, VIT: 356, SPD: 19, LUK: 1, Attack: 139177, Defense: 84232, Current HP: 820, A Avg: 1159344, D Avg: 117924, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 346: HP: 883, STR: 2876, VIT: 382, SPD: 19, LUK: 1, Attack: 139177, Defense: 84219, Current HP: 883, A Avg: 1159344, D Avg: 117906, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 345: HP: 880, STR: 2876, VIT: 338, SPD: 19, LUK: 1, Attack: 139177, Defense: 84110, Current HP: 880, A Avg: 1159344, D Avg: 117753, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 344: HP: 920, STR: 2876, VIT: 356, SPD: 19, LUK: 1, Attack: 139177, Defense: 84375, Current HP: 920, A Avg: 1159344, D Avg: 118124, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 343: HP: 855, STR: 2876, VIT: 354, SPD: 19, LUK: 1, Attack: 139177, Defense: 84282, Current HP: 855, A Avg: 1159344, D Avg: 117994, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 342: HP: 1046, STR: 2876, VIT: 423, SPD: 19, LUK: 1, Attack: 139177, Defense: 84985, Current HP: 1046, A Avg: 1159344, D Avg: 118978, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 341: HP: 953, STR: 2876, VIT: 343, SPD: 19, LUK: 1, Attack: 139177, Defense: 84271, Current HP: 953, A Avg: 1159344, D Avg: 117979, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 340: HP: 820, STR: 2876, VIT: 751, SPD: 19, LUK: 1, Attack: 139177, Defense: 87539, Current HP: 820, A Avg: 1159344, D Avg: 122554, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 339: HP: 1985, STR: 2876, VIT: 324, SPD: 19, LUK: 1, Attack: 139177, Defense: 86241, Current HP: 1985, A Avg: 1159344, D Avg: 120737, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 338: HP: 1204, STR: 2876, VIT: 462, SPD: 19, LUK: 1, Attack: 139177, Defense: 85196, Current HP: 1204, A Avg: 1159344, D Avg: 119274, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 337: HP: 1050, STR: 2876, VIT: 423, SPD: 19, LUK: 1, Attack: 139177, Defense: 85898, Current HP: 1050, A Avg: 1159344, D Avg: 120257, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 336: HP: 969, STR: 2876, VIT: 519, SPD: 19, LUK: 1, Attack: 139177, Defense: 85487, Current HP: 969, A Avg: 1159344, D Avg: 119681, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 335: HP: 893, STR: 2876, VIT: 641, SPD: 19, LUK: 1, Attack: 139177, Defense: 87481, Current HP: 893, A Avg: 1159344, D Avg: 122473, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 334: HP: 1090, STR: 2876, VIT: 477, SPD: 19, LUK: 1, Attack: 139177, Defense: 87902, Current HP: 1090, A Avg: 1159344, D Avg: 123062, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 333: HP: 779, STR: 2876, VIT: 309, SPD: 19, LUK: 1, Attack: 139177, Defense: 87098, Current HP: 779, A Avg: 1159344, D Avg: 121937, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 332: HP: 779, STR: 2876, VIT: 682, SPD: 19, LUK: 1, Attack: 139177, Defense: 90460, Current HP: 779, A Avg: 1159344, D Avg: 126643, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 331: HP: 1254, STR: 2876, VIT: 1030, SPD: 19, LUK: 1, Attack: 139177, Defense: 87818, Current HP: 1254, A Avg: 1159344, D Avg: 122945, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 330: HP: 1064, STR: 2876, VIT: 479, SPD: 20, LUK: 1, Attack: 139177, Defense: 86357, Current HP: 1064, A Avg: 1159344, D Avg: 120899, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 329: HP: 1212, STR: 2876, VIT: 550, SPD: 19, LUK: 1, Attack: 139177, Defense: 86766, Current HP: 1212, A Avg: 1159344, D Avg: 121472, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 328: HP: 1220, STR: 2876, VIT: 798, SPD: 19, LUK: 1, Attack: 139177, Defense: 87833, Current HP: 1220, A Avg: 1159344, D Avg: 122966, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 327: HP: 820, STR: 2876, VIT: 533, SPD: 19, LUK: 1, Attack: 139177, Defense: 87581, Current HP: 820, A Avg: 1159344, D Avg: 122613, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 326: HP: 906, STR: 601, VIT: 97, SPD: 15, LUK: 1, Attack: 139181, Defense: 84103, Current HP: 906, A Avg: 1159377, D Avg: 117744, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 325: HP: 798, STR: 602, VIT: 89, SPD: 17, LUK: 1, Attack: 139183, Defense: 84225, Current HP: 798, A Avg: 1159394, D Avg: 117914, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 324: HP: 1363, STR: 602, VIT: 70, SPD: 17, LUK: 1, Attack: 139183, Defense: 84206, Current HP: 1363, A Avg: 1159394, D Avg: 117888, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 323: HP: 978, STR: 2883, VIT: 181, SPD: 17, LUK: 1, Attack: 139188, Defense: 86969, Current HP: 978, A Avg: 1159436, D Avg: 121756, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 322: HP: 1479, STR: 2883, VIT: 132, SPD: 17, LUK: 1, Attack: 139188, Defense: 86920, Current HP: 1479, A Avg: 1159436, D Avg: 121687, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 321: HP: 1007, STR: 2883, VIT: 132, SPD: 30, LUK: 1, Attack: 139188, Defense: 86920, Current HP: 1007, A Avg: 1159436, D Avg: 121687, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 320: HP: 1342, STR: 2883, VIT: 212, SPD: 17, LUK: 1, Attack: 139188, Defense: 87000, Current HP: 1342, A Avg: 1159436, D Avg: 121799, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 319: HP: 1111, STR: 2886, VIT: 614, SPD: 15, LUK: 1, Attack: 139192, Defense: 84503, Current HP: 1111, A Avg: 1159469, D Avg: 118304, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 318: HP: 1064, STR: 2887, VIT: 280, SPD: 18, LUK: 1, Attack: 139194, Defense: 84221, Current HP: 1064, A Avg: 1159486, D Avg: 117909, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 317: HP: 1177, STR: 611, VIT: 264, SPD: 15, LUK: 1, Attack: 139196, Defense: 85492, Current HP: 1177, A Avg: 1159502, D Avg: 119688, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
