Rank 38249: 8005 - [10330, 7259, 710] - HP: 1292, STR: 128248, VIT: 77254, SPD: 8, LUK: 2, Attack: 220434, Defense: 164822, Current HP: 1292, A Avg: 275542, D Avg: 197786, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 68, 806]]
Rank 41096: 1898 - [11721, 5933, 645] - HP: 97710, STR: 128022, VIT: 25976, SPD: 8, LUK: 1, Attack: 220208, Defense: 113011, Current HP: 97710, A Avg: 275260, D Avg: 113011, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 230, 330, 68]]
Rank 41106: 2983 - [11590, 6336, 373] - HP: 722, STR: 121645, VIT: 102566, SPD: 8, LUK: 2, Attack: 213831, Defense: 192344, Current HP: 722, A Avg: 229868, D Avg: 192344, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 41123: 2962 - [11590, 6353, 356] - HP: 1653, STR: 110241, VIT: 102910, SPD: 8, LUK: 1, Attack: 200150, Defense: 190478, Current HP: 1653, A Avg: 252189, D Avg: 190478, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 41123: 2969 - [11590, 6353, 356] - HP: 1102, STR: 110258, VIT: 102918, SPD: 8, LUK: 2, Attack: 200167, Defense: 190486, Current HP: 1102, A Avg: 252210, D Avg: 190486, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 41123: 2976 - [11590, 6353, 356] - HP: 1943, STR: 108993, VIT: 102846, SPD: 8, LUK: 1, Attack: 201179, Defense: 190414, Current HP: 1943, A Avg: 251473, D Avg: 190414, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 41124: 1888 - [11734, 5922, 643] - HP: 97710, STR: 128022, VIT: 25976, SPD: 8, LUK: 1, Attack: 220208, Defense: 113011, Current HP: 97710, A Avg: 277462, D Avg: 113011, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 230, 330, 67]]
Rank 41139: 2966 - [11590, 6369, 340] - HP: 1943, STR: 108993, VIT: 102846, SPD: 8, LUK: 1, Attack: 201179, Defense: 190414, Current HP: 1943, A Avg: 253485, D Avg: 190414, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 41139: 2977 - [11590, 6369, 340] - HP: 1073, STR: 102200, VIT: 102846, SPD: 8, LUK: 1, Attack: 201466, Defense: 190414, Current HP: 1073, A Avg: 251832, D Avg: 190414, [Sword of Evil[189, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 41155: 2967 - [11590, 6385, 324] - HP: 1073, STR: 102200, VIT: 102846, SPD: 8, LUK: 1, Attack: 201466, Defense: 190414, Current HP: 1073, A Avg: 253847, D Avg: 190414, [Sword of Evil[189, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 41191: 383 - [11525, 6616, 158] - HP: 31122, STR: 182445, VIT: 51366, SPD: 8, LUK: 2, Attack: 274631, Defense: 141144, Current HP: 31122, A Avg: 288362, D Avg: 141144, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 330, 330]]
Rank 41201: 2433 - [11568, 6497, 234] - HP: 31122, STR: 121645, VIT: 76966, SPD: 8, LUK: 2, Attack: 213831, Defense: 166744, Current HP: 31122, A Avg: 267288, D Avg: 166744, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 41208: 1618 - [12309, 4281, 1709] - HP: 145710, STR: 76822, VIT: 51576, SPD: 8, LUK: 1, Attack: 169008, Defense: 138611, Current HP: 145710, A Avg: 177458, D Avg: 166333, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 41209: 2423 - [11569, 6502, 228] - HP: 31122, STR: 121645, VIT: 76966, SPD: 8, LUK: 2, Attack: 213831, Defense: 166744, Current HP: 31122, A Avg: 269427, D Avg: 166744, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 41232: 2515 - [11566, 6534, 199] - HP: 31692, STR: 96248, VIT: 102854, SPD: 8, LUK: 2, Attack: 188434, Defense: 190422, Current HP: 31692, A Avg: 197855, D Avg: 228506, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 41244: 2392 - [11642, 6318, 339] - HP: 48053, STR: 137441, VIT: 51710, SPD: 8, LUK: 1, Attack: 227350, Defense: 139278, Current HP: 48053, A Avg: 238717, D Avg: 167133, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 41246: 2028 - [11839, 5729, 731] - HP: 97710, STR: 76822, VIT: 77176, SPD: 8, LUK: 1, Attack: 169008, Defense: 164211, Current HP: 97710, A Avg: 181683, D Avg: 164211, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 41249: 240 - [11809, 5822, 668] - HP: 91352, STR: 70444, VIT: 76966, SPD: 8, LUK: 2, Attack: 169710, Defense: 166744, Current HP: 91352, A Avg: 178195, D Avg: 166744, [Sword of Evil[189, 130, 130, 130], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 330]]
Rank 41260: 2397 - [11643, 6331, 325] - HP: 47473, STR: 129400, VIT: 51646, SPD: 8, LUK: 1, Attack: 228666, Defense: 139214, Current HP: 47473, A Avg: 240099, D Avg: 167056, [Sword of Evil[189, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 41261: 2973 - [11590, 6491, 218] - HP: 722, STR: 121645, VIT: 102566, SPD: 8, LUK: 2, Attack: 213831, Defense: 192344, Current HP: 722, A Avg: 267288, D Avg: 192344, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 41268: 2963 - [11590, 6498, 211] - HP: 722, STR: 121645, VIT: 102566, SPD: 8, LUK: 2, Attack: 213831, Defense: 192344, Current HP: 722, A Avg: 269427, D Avg: 192344, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 41284: 104 - [13123, 1915, 3261] - HP: 233073, STR: 102422, VIT: 158, SPD: 8, LUK: 1, Attack: 194608, Defense: 89936, Current HP: 233073, A Avg: 204338, D Avg: 89936, [Big Bang[171, 130, 130, 130], Blank Shield[244, 130, 130, 230], Gold Ring[303, 230, 230, 230]]
Rank 41292: 249 - [11808, 5868, 623] - HP: 92302, STR: 83058, VIT: 77318, SPD: 8, LUK: 2, Attack: 172967, Defense: 164886, Current HP: 92302, A Avg: 181615, D Avg: 164886, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 330]]
Rank 41315: 1935 - [11744, 6083, 472] - HP: 62092, STR: 128248, VIT: 51654, SPD: 8, LUK: 2, Attack: 220434, Defense: 139222, Current HP: 62092, A Avg: 231455, D Avg: 139222, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 66]]
Rank 41315: 1985 - [11744, 6083, 472] - HP: 62092, STR: 128248, VIT: 51654, SPD: 8, LUK: 2, Attack: 220434, Defense: 139222, Current HP: 62092, A Avg: 231455, D Avg: 139222, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 807]]
Rank 41354: 1994 - [11871, 5741, 687] - HP: 93873, STR: 76822, VIT: 76958, SPD: 8, LUK: 1, Attack: 169008, Defense: 166736, Current HP: 93873, A Avg: 177458, D Avg: 166736, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 66]]
Rank 41354: 2044 - [11871, 5741, 687] - HP: 93873, STR: 76822, VIT: 76958, SPD: 8, LUK: 1, Attack: 169008, Defense: 166736, Current HP: 93873, A Avg: 177458, D Avg: 166736, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 807]]
Rank 41354: 2396 - [11695, 6269, 335] - HP: 48343, STR: 136193, VIT: 51646, SPD: 8, LUK: 1, Attack: 228379, Defense: 139214, Current HP: 48343, A Avg: 239797, D Avg: 167056, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 41374: 1538 - [12355, 4309, 1635] - HP: 145710, STR: 102422, VIT: 25976, SPD: 8, LUK: 1, Attack: 194608, Defense: 113011, Current HP: 145710, A Avg: 243260, D Avg: 113011, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 230, 330, 68]]
Rank 41388: 1555 - [11902, 5682, 715] - HP: 92492, STR: 128248, VIT: 26054, SPD: 8, LUK: 2, Attack: 220434, Defense: 113622, Current HP: 92492, A Avg: 231455, D Avg: 136346, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 806]]
Rank 41399: 1891 - [11829, 5912, 558] - HP: 93003, STR: 121628, VIT: 25758, SPD: 8, LUK: 1, Attack: 220894, Defense: 115536, Current HP: 93003, A Avg: 276117, D Avg: 115536, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 68]]
Rank 41416: 1991 - [11885, 5761, 653] - HP: 93003, STR: 70428, VIT: 76958, SPD: 8, LUK: 1, Attack: 169694, Defense: 166736, Current HP: 93003, A Avg: 178178, D Avg: 166736, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 66]]
Rank 41416: 2041 - [11885, 5761, 653] - HP: 93003, STR: 70428, VIT: 76958, SPD: 8, LUK: 1, Attack: 169694, Defense: 166736, Current HP: 93003, A Avg: 178178, D Avg: 166736, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 807]]
Rank 41428: 1528 - [12376, 4300, 1623] - HP: 145710, STR: 102422, VIT: 25976, SPD: 8, LUK: 1, Attack: 194608, Defense: 113011, Current HP: 145710, A Avg: 245206, D Avg: 113011, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 230, 330, 67]]
Rank 41430: 2513 - [11668, 6426, 205] - HP: 31122, STR: 91245, VIT: 102566, SPD: 8, LUK: 2, Attack: 183431, Defense: 192344, Current HP: 31122, A Avg: 192602, D Avg: 230812, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 41438: 1881 - [11846, 5900, 553] - HP: 93003, STR: 121628, VIT: 25758, SPD: 8, LUK: 1, Attack: 220894, Defense: 115536, Current HP: 93003, A Avg: 278326, D Avg: 115536, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 67]]
Rank 41439: 1894 - [11860, 5859, 580] - HP: 93873, STR: 128022, VIT: 25758, SPD: 8, LUK: 1, Attack: 220208, Defense: 115536, Current HP: 93873, A Avg: 275260, D Avg: 115536, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 68]]
Rank 41464: 1884 - [11871, 5851, 577] - HP: 93873, STR: 128022, VIT: 25758, SPD: 8, LUK: 1, Attack: 220208, Defense: 115536, Current HP: 93873, A Avg: 277462, D Avg: 115536, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 67]]
Rank 41470: 101 - [13188, 1906, 3205] - HP: 232203, STR: 96028, VIT: 158, SPD: 8, LUK: 1, Attack: 195294, Defense: 89936, Current HP: 232203, A Avg: 205058, D Avg: 89936, [Sword of Evil[189, 130, 130, 130], Blank Shield[244, 130, 130, 230], Gold Ring[303, 230, 230, 230]]
Rank 41492: 2021 - [11920, 5732, 647] - HP: 93003, STR: 70428, VIT: 76958, SPD: 8, LUK: 1, Attack: 169694, Defense: 166736, Current HP: 93003, A Avg: 182421, D Avg: 166736, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 41502: 2024 - [11929, 5715, 655] - HP: 93873, STR: 76822, VIT: 76958, SPD: 8, LUK: 1, Attack: 169008, Defense: 166736, Current HP: 93873, A Avg: 181683, D Avg: 166736, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 41509: 1938 - [12000, 5509, 790] - HP: 97710, STR: 102422, VIT: 51576, SPD: 8, LUK: 1, Attack: 194608, Defense: 138611, Current HP: 97710, A Avg: 204338, D Avg: 138611, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 41509: 1988 - [12000, 5509, 790] - HP: 97710, STR: 102422, VIT: 51576, SPD: 8, LUK: 1, Attack: 194608, Defense: 138611, Current HP: 97710, A Avg: 204338, D Avg: 138611, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 41511: 1192 - [13094, 2229, 2976] - HP: 187253, STR: 110241, VIT: 510, SPD: 8, LUK: 1, Attack: 200150, Defense: 88078, Current HP: 187253, A Avg: 210157, D Avg: 105693, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 41524: 1614 - [12410, 4294, 1595] - HP: 140273, STR: 76822, VIT: 51358, SPD: 8, LUK: 1, Attack: 169008, Defense: 141136, Current HP: 140273, A Avg: 177458, D Avg: 169363, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 41554: 1997 - [11918, 5800, 581] - HP: 93873, STR: 75000, VIT: 77246, SPD: 8, LUK: 1, Attack: 174266, Defense: 164814, Current HP: 93873, A Avg: 182979, D Avg: 164814, [Sword of Evil[189, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 66]]
Rank 41554: 2047 - [11918, 5800, 581] - HP: 93873, STR: 75000, VIT: 77246, SPD: 8, LUK: 1, Attack: 174266, Defense: 164814, Current HP: 93873, A Avg: 182979, D Avg: 164814, [Sword of Evil[189, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 807]]
Rank 41588: 1992 - [11946, 5750, 603] - HP: 94453, STR: 83041, VIT: 77310, SPD: 8, LUK: 1, Attack: 172950, Defense: 164878, Current HP: 94453, A Avg: 181597, D Avg: 164878, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 66]]
Rank 41588: 2042 - [11946, 5750, 603] - HP: 94453, STR: 83041, VIT: 77310, SPD: 8, LUK: 1, Attack: 172950, Defense: 164878, Current HP: 94453, A Avg: 181597, D Avg: 164878, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 807]]
Rank 41613: 1534 - [12418, 4359, 1522] - HP: 140273, STR: 102422, VIT: 25758, SPD: 8, LUK: 1, Attack: 194608, Defense: 115536, Current HP: 140273, A Avg: 243260, D Avg: 115536, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 68]]
Rank 41615: 2027 - [11944, 5783, 572] - HP: 93873, STR: 75000, VIT: 77246, SPD: 8, LUK: 1, Attack: 174266, Defense: 164814, Current HP: 93873, A Avg: 187335, D Avg: 164814, [Sword of Evil[189, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 41626: 2478 - [11830, 6136, 333] - HP: 49710, STR: 76822, VIT: 102776, SPD: 8, LUK: 1, Attack: 169008, Defense: 189811, Current HP: 49710, A Avg: 177458, D Avg: 189811, [Big Bang[171, 130, 230, 230], Warrior's Shield[249, 230, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 41626: 2528 - [11830, 6136, 333] - HP: 49710, STR: 76822, VIT: 102776, SPD: 8, LUK: 1, Attack: 169008, Defense: 189811, Current HP: 49710, A Avg: 177458, D Avg: 189811, [Big Bang[171, 130, 230, 230], Warrior's Shield[249, 230, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 41633: 1996 - [11957, 5762, 580] - HP: 94743, STR: 81793, VIT: 77246, SPD: 8, LUK: 1, Attack: 173979, Defense: 164814, Current HP: 94743, A Avg: 182677, D Avg: 164814, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 66]]
Rank 41633: 2046 - [11957, 5762, 580] - HP: 94743, STR: 81793, VIT: 77246, SPD: 8, LUK: 1, Attack: 173979, Defense: 164814, Current HP: 94743, A Avg: 182677, D Avg: 164814, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 807]]
Rank 41642: 2022 - [11969, 5735, 595] - HP: 94453, STR: 83041, VIT: 77310, SPD: 8, LUK: 1, Attack: 172950, Defense: 164878, Current HP: 94453, A Avg: 185921, D Avg: 164878, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 41650: 1531 - [12418, 4396, 1485] - HP: 139403, STR: 96028, VIT: 25758, SPD: 8, LUK: 1, Attack: 195294, Defense: 115536, Current HP: 139403, A Avg: 244117, D Avg: 115536, [Sword of Evil[189, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 68]]
Rank 41656: 1965 - [11854, 6094, 351] - HP: 62092, STR: 128248, VIT: 51654, SPD: 8, LUK: 2, Attack: 220434, Defense: 139222, Current HP: 62092, A Avg: 236966, D Avg: 139222, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 803]]
Rank 41663: 1524 - [12439, 4346, 1514] - HP: 140273, STR: 102422, VIT: 25758, SPD: 8, LUK: 1, Attack: 194608, Defense: 115536, Current HP: 140273, A Avg: 245206, D Avg: 115536, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 67]]
Rank 41676: 1611 - [12459, 4299, 1541] - HP: 139403, STR: 70428, VIT: 51358, SPD: 8, LUK: 1, Attack: 169694, Defense: 141136, Current HP: 139403, A Avg: 178178, D Avg: 169363, [Sword of Evil[189, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 41687: 1521 - [12431, 4394, 1474] - HP: 139403, STR: 96028, VIT: 25758, SPD: 8, LUK: 1, Attack: 195294, Defense: 115536, Current HP: 139403, A Avg: 246070, D Avg: 115536, [Sword of Evil[189, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 67]]
Rank 41695: 2026 - [11985, 5740, 574] - HP: 94743, STR: 81793, VIT: 77246, SPD: 8, LUK: 1, Attack: 173979, Defense: 164814, Current HP: 94743, A Avg: 187027, D Avg: 164814, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 41710: 2508 - [11865, 6115, 319] - HP: 49710, STR: 76822, VIT: 102776, SPD: 8, LUK: 1, Attack: 169008, Defense: 189811, Current HP: 49710, A Avg: 181683, D Avg: 189811, [Big Bang[171, 130, 230, 230], Warrior's Shield[249, 230, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 41715: 1197 - [13160, 2235, 2904] - HP: 186673, STR: 102200, VIT: 446, SPD: 8, LUK: 1, Attack: 201466, Defense: 88014, Current HP: 186673, A Avg: 211539, D Avg: 105616, [Sword of Evil[189, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 41737: 1196 - [13180, 2197, 2922] - HP: 187543, STR: 108993, VIT: 446, SPD: 8, LUK: 1, Attack: 201179, Defense: 88014, Current HP: 187543, A Avg: 211237, D Avg: 105616, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 41741: 1897 - [11957, 5870, 472] - HP: 93873, STR: 129400, VIT: 26046, SPD: 8, LUK: 1, Attack: 228666, Defense: 113614, Current HP: 93873, A Avg: 285832, D Avg: 113614, [Sword of Evil[189, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 68]]
Rank 41756: 230 - [12074, 5534, 691] - HP: 91352, STR: 96044, VIT: 51366, SPD: 8, LUK: 2, Attack: 195310, Defense: 141144, Current HP: 91352, A Avg: 205075, D Avg: 141144, [Sword of Evil[189, 130, 130, 130], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 330, 330]]
Rank 41762: 239 - [12040, 5642, 617] - HP: 92302, STR: 110258, VIT: 51718, SPD: 8, LUK: 2, Attack: 200167, Defense: 139286, Current HP: 92302, A Avg: 210175, D Avg: 139286, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 330]]
Rank 41762: 1892 - [11973, 5843, 483] - HP: 94453, STR: 137441, VIT: 26110, SPD: 8, LUK: 1, Attack: 227350, Defense: 113678, Current HP: 94453, A Avg: 284187, D Avg: 113678, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 68]]
Rank 41769: 300 - [11939, 5952, 408] - HP: 60952, STR: 121644, VIT: 51366, SPD: 8, LUK: 2, Attack: 220910, Defense: 141144, Current HP: 60952, A Avg: 231955, D Avg: 141144, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 330, 330]]
Rank 41809: 1882 - [11995, 5824, 480] - HP: 94453, STR: 137441, VIT: 26110, SPD: 8, LUK: 1, Attack: 227350, Defense: 113678, Current HP: 94453, A Avg: 286461, D Avg: 113678, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 67]]
Rank 41811: 1968 - [12126, 5433, 740] - HP: 97710, STR: 102422, VIT: 51576, SPD: 8, LUK: 1, Attack: 194608, Defense: 138611, Current HP: 97710, A Avg: 209203, D Avg: 138611, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 41816: 2474 - [11915, 6071, 313] - HP: 47473, STR: 76822, VIT: 102558, SPD: 8, LUK: 1, Attack: 169008, Defense: 192336, Current HP: 47473, A Avg: 177458, D Avg: 192336, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 41816: 2524 - [11915, 6071, 313] - HP: 47473, STR: 76822, VIT: 102558, SPD: 8, LUK: 1, Attack: 169008, Defense: 192336, Current HP: 47473, A Avg: 177458, D Avg: 192336, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 41839: 2477 - [11904, 6127, 268] - HP: 47473, STR: 75000, VIT: 102846, SPD: 8, LUK: 1, Attack: 174266, Defense: 190414, Current HP: 47473, A Avg: 182979, D Avg: 190414, [Sword of Evil[189, 130, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 41839: 2527 - [11904, 6127, 268] - HP: 47473, STR: 75000, VIT: 102846, SPD: 8, LUK: 1, Attack: 174266, Defense: 190414, Current HP: 47473, A Avg: 182979, D Avg: 190414, [Sword of Evil[189, 130, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 41841: 2471 - [11921, 6078, 300] - HP: 46603, STR: 70428, VIT: 102558, SPD: 8, LUK: 1, Attack: 169694, Defense: 192336, Current HP: 46603, A Avg: 178178, D Avg: 192336, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 41841: 2521 - [11921, 6078, 300] - HP: 46603, STR: 70428, VIT: 102558, SPD: 8, LUK: 1, Attack: 169694, Defense: 192336, Current HP: 46603, A Avg: 178178, D Avg: 192336, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 41849: 1896 - [12010, 5819, 470] - HP: 94743, STR: 136193, VIT: 26046, SPD: 8, LUK: 1, Attack: 228379, Defense: 113614, Current HP: 94743, A Avg: 285473, D Avg: 113614, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 68]]
Rank 41855: 1887 - [12006, 5837, 456] - HP: 93873, STR: 129400, VIT: 26046, SPD: 8, LUK: 1, Attack: 228666, Defense: 113614, Current HP: 93873, A Avg: 288119, D Avg: 113614, [Sword of Evil[189, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 67]]
