Rank 38671: 1901 - [10534, 7069, 696] - HP: 61807, STR: 152074, VIT: 26270, SPD: 32, LUK: 2, Attack: 244260, Defense: 116048, Current HP: 61807, A Avg: 262579, D Avg: 116048, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 330, 803]]
Rank 41519: 2904 - [11713, 6380, 206] - HP: 1577, STR: 160278, VIT: 77638, SPD: 32, LUK: 2, Attack: 252464, Defense: 165206, Current HP: 1577, A Avg: 318104, D Avg: 165206, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 41521: 2511 - [11781, 6178, 340] - HP: 31407, STR: 91274, VIT: 103070, SPD: 32, LUK: 2, Attack: 183460, Defense: 192848, Current HP: 31407, A Avg: 192633, D Avg: 231417, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 41524: 2032 - [12065, 5329, 905] - HP: 94018, STR: 78428, VIT: 77526, SPD: 32, LUK: 1, Attack: 168337, Defense: 167304, Current HP: 94018, A Avg: 176753, D Avg: 200764, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 41531: 1896 - [11982, 5585, 732] - HP: 98415, STR: 128046, VIT: 25928, SPD: 32, LUK: 1, Attack: 220232, Defense: 113353, Current HP: 98415, A Avg: 275290, D Avg: 113353, [Big Bang[171, 130, 130, 230], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 330, 68]]
Rank 41535: 2384 - [11771, 6222, 306] - HP: 31977, STR: 160278, VIT: 52038, SPD: 32, LUK: 2, Attack: 252464, Defense: 139606, Current HP: 31977, A Avg: 271398, D Avg: 139606, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 803]]
Rank 41538: 2411 - [11817, 6087, 395] - HP: 31407, STR: 121674, VIT: 77470, SPD: 32, LUK: 2, Attack: 213860, Defense: 167248, Current HP: 31407, A Avg: 224553, D Avg: 167248, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 41538: 2461 - [11817, 6087, 395] - HP: 31407, STR: 121674, VIT: 77470, SPD: 32, LUK: 2, Attack: 213860, Defense: 167248, Current HP: 31407, A Avg: 224553, D Avg: 167248, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 41539: 2475 - [11849, 5992, 458] - HP: 47908, STR: 83119, VIT: 102454, SPD: 32, LUK: 1, Attack: 175305, Defense: 190282, Current HP: 47908, A Avg: 184070, D Avg: 190282, [Big Bang[171, 130, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 41539: 2525 - [11849, 5992, 458] - HP: 47908, STR: 83119, VIT: 102454, SPD: 32, LUK: 1, Attack: 175305, Defense: 190282, Current HP: 47908, A Avg: 184070, D Avg: 190282, [Big Bang[171, 130, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 41541: 2965 - [11818, 6087, 394] - HP: 1508, STR: 110319, VIT: 102454, SPD: 32, LUK: 1, Attack: 202505, Defense: 190282, Current HP: 1508, A Avg: 255156, D Avg: 190282, [Big Bang[171, 230, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 41545: 2981 - [11834, 6043, 422] - HP: 1007, STR: 121674, VIT: 103070, SPD: 32, LUK: 2, Attack: 213860, Defense: 192848, Current HP: 1007, A Avg: 229899, D Avg: 192848, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 41548: 1967 - [12077, 5317, 905] - HP: 95033, STR: 102446, VIT: 55435, SPD: 32, LUK: 1, Attack: 194632, Defense: 142223, Current HP: 95033, A Avg: 209229, D Avg: 142223, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 41548: 2514 - [11771, 6235, 293] - HP: 31977, STR: 96278, VIT: 103238, SPD: 32, LUK: 2, Attack: 188464, Defense: 190806, Current HP: 31977, A Avg: 197887, D Avg: 228967, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 41550: 2927 - [11941, 5727, 631] - HP: 2233, STR: 128046, VIT: 82635, SPD: 32, LUK: 1, Attack: 220232, Defense: 169423, Current HP: 2233, A Avg: 236749, D Avg: 169423, [Big Bang[171, 230, 230, 230], Golem Shield[245, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 41553: 1520 - [12454, 4191, 1654] - HP: 140708, STR: 102446, VIT: 26262, SPD: 32, LUK: 1, Attack: 194632, Defense: 116040, Current HP: 140708, A Avg: 245236, D Avg: 116040, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 67]]
Rank 41557: 1886 - [11993, 5578, 728] - HP: 98415, STR: 128046, VIT: 25928, SPD: 32, LUK: 1, Attack: 220232, Defense: 113353, Current HP: 98415, A Avg: 277492, D Avg: 113353, [Big Bang[171, 130, 130, 230], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 330, 67]]
Rank 41563: 2416 - [11935, 5758, 606] - HP: 50415, STR: 102446, VIT: 77128, SPD: 32, LUK: 1, Attack: 194632, Defense: 164553, Current HP: 50415, A Avg: 204363, D Avg: 164553, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 230, 230, 330], Gold Ring[303, 330, 330, 66]]
Rank 41563: 2466 - [11935, 5758, 606] - HP: 50415, STR: 102446, VIT: 77128, SPD: 32, LUK: 1, Attack: 194632, Defense: 164553, Current HP: 50415, A Avg: 204363, D Avg: 164553, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 230, 230, 330], Gold Ring[303, 330, 330, 807]]
Rank 41568: 1892 - [12000, 5568, 731] - HP: 94018, STR: 129628, VIT: 26326, SPD: 32, LUK: 1, Attack: 219537, Defense: 116104, Current HP: 94018, A Avg: 274421, D Avg: 116104, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 68]]
Rank 41573: 294 - [11686, 6515, 098] - HP: 62377, STR: 192278, VIT: 26438, SPD: 32, LUK: 2, Attack: 284464, Defense: 114006, Current HP: 62377, A Avg: 298687, D Avg: 114006, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 230, 330]]
Rank 41573: 1882 - [12002, 5567, 730] - HP: 94018, STR: 129628, VIT: 26326, SPD: 32, LUK: 1, Attack: 219537, Defense: 116104, Current HP: 94018, A Avg: 276616, D Avg: 116104, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 67]]
Rank 41579: 2390 - [11915, 5834, 550] - HP: 47908, STR: 128046, VIT: 51862, SPD: 32, LUK: 1, Attack: 220232, Defense: 141640, Current HP: 47908, A Avg: 231243, D Avg: 169968, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 41607: 1897 - [12001, 5604, 694] - HP: 95033, STR: 128046, VIT: 28235, SPD: 32, LUK: 1, Attack: 220232, Defense: 115023, Current HP: 95033, A Avg: 275290, D Avg: 115023, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 330, 68]]
Rank 41610: 2441 - [11845, 6075, 379] - HP: 31407, STR: 121674, VIT: 77470, SPD: 32, LUK: 2, Attack: 213860, Defense: 167248, Current HP: 31407, A Avg: 229899, D Avg: 167248, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 41611: 2505 - [11877, 5980, 442] - HP: 47908, STR: 83119, VIT: 102454, SPD: 32, LUK: 1, Attack: 175305, Defense: 190282, Current HP: 47908, A Avg: 188452, D Avg: 190282, [Big Bang[171, 130, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 41615: 1497 - [12549, 3968, 1782] - HP: 141433, STR: 128046, VIT: 1035, SPD: 32, LUK: 1, Attack: 220232, Defense: 87823, Current HP: 141433, A Avg: 231243, D Avg: 105387, [Big Bang[171, 130, 130, 130], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 41621: 2412 - [11964, 5729, 606] - HP: 47618, STR: 104028, VIT: 77526, SPD: 32, LUK: 1, Attack: 193937, Defense: 167304, Current HP: 47618, A Avg: 203633, D Avg: 167304, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 66]]
Rank 41621: 2462 - [11964, 5729, 606] - HP: 47618, STR: 104028, VIT: 77526, SPD: 32, LUK: 1, Attack: 193937, Defense: 167304, Current HP: 47618, A Avg: 203633, D Avg: 167304, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 807]]
Rank 41626: 2473 - [11892, 5950, 457] - HP: 48778, STR: 81819, VIT: 103230, SPD: 32, LUK: 1, Attack: 174005, Defense: 190798, Current HP: 48778, A Avg: 182705, D Avg: 190798, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 41626: 2523 - [11892, 5950, 457] - HP: 48778, STR: 81819, VIT: 103230, SPD: 32, LUK: 1, Attack: 174005, Defense: 190798, Current HP: 48778, A Avg: 182705, D Avg: 190798, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 41627: 1903 - [11943, 5798, 558] - HP: 95178, STR: 136219, VIT: 26430, SPD: 32, LUK: 1, Attack: 228405, Defense: 113998, Current HP: 95178, A Avg: 245535, D Avg: 113998, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 41629: 1887 - [12011, 5596, 692] - HP: 95033, STR: 128046, VIT: 28235, SPD: 32, LUK: 1, Attack: 220232, Defense: 115023, Current HP: 95033, A Avg: 277492, D Avg: 115023, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 330, 67]]
Rank 41640: 1615 - [12465, 4245, 1589] - HP: 140708, STR: 83119, VIT: 51254, SPD: 32, LUK: 1, Attack: 175305, Defense: 139082, Current HP: 140708, A Avg: 184070, D Avg: 166898, [Big Bang[171, 130, 130, 130], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 41642: 2446 - [11958, 5768, 573] - HP: 50415, STR: 102446, VIT: 77128, SPD: 32, LUK: 1, Attack: 194632, Defense: 164553, Current HP: 50415, A Avg: 209229, D Avg: 164553, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 41666: 2030 - [12117, 5315, 867] - HP: 94308, STR: 76846, VIT: 77462, SPD: 32, LUK: 1, Attack: 169032, Defense: 167240, Current HP: 94308, A Avg: 177483, D Avg: 200688, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 41671: 2503 - [11910, 5941, 448] - HP: 48778, STR: 81819, VIT: 103230, SPD: 32, LUK: 1, Attack: 174005, Defense: 190798, Current HP: 48778, A Avg: 187055, D Avg: 190798, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 41672: 2991 - [11890, 6002, 407] - HP: 1007, STR: 121674, VIT: 103070, SPD: 32, LUK: 2, Attack: 213860, Defense: 192848, Current HP: 1007, A Avg: 224553, D Avg: 231417, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 41687: 329 - [11957, 5816, 526] - HP: 61617, STR: 78444, VIT: 103134, SPD: 32, LUK: 2, Attack: 168353, Defense: 192912, Current HP: 61617, A Avg: 176770, D Avg: 192912, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 41688: 2371 - [11815, 6243, 241] - HP: 31407, STR: 152074, VIT: 51870, SPD: 32, LUK: 2, Attack: 244260, Defense: 141648, Current HP: 31407, A Avg: 305325, D Avg: 141648, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 68]]
Rank 41693: 2410 - [11990, 5723, 586] - HP: 47908, STR: 102446, VIT: 77462, SPD: 32, LUK: 1, Attack: 194632, Defense: 167240, Current HP: 47908, A Avg: 204363, D Avg: 167240, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 66]]
Rank 41693: 2460 - [11990, 5723, 586] - HP: 47908, STR: 102446, VIT: 77462, SPD: 32, LUK: 1, Attack: 194632, Defense: 167240, Current HP: 47908, A Avg: 204363, D Avg: 167240, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 807]]
Rank 41700: 2442 - [11988, 5736, 575] - HP: 47618, STR: 104028, VIT: 77526, SPD: 32, LUK: 1, Attack: 193937, Defense: 167304, Current HP: 47618, A Avg: 208482, D Avg: 167304, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 41706: 2361 - [11821, 6243, 235] - HP: 31407, STR: 152074, VIT: 51870, SPD: 32, LUK: 2, Attack: 244260, Defense: 141648, Current HP: 31407, A Avg: 307767, D Avg: 141648, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 67]]
Rank 41712: 2017 - [12001, 5709, 589] - HP: 95033, STR: 76846, VIT: 82635, SPD: 32, LUK: 1, Attack: 169032, Defense: 169423, Current HP: 95033, A Avg: 211290, D Avg: 169423, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 330], Gold Ring[303, 330, 330, 68]]
Rank 41717: 1613 - [12518, 4163, 1618] - HP: 141578, STR: 81819, VIT: 52030, SPD: 32, LUK: 1, Attack: 174005, Defense: 139598, Current HP: 141578, A Avg: 182705, D Avg: 167517, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 41720: 2007 - [12004, 5708, 587] - HP: 95033, STR: 76846, VIT: 82635, SPD: 32, LUK: 1, Attack: 169032, Defense: 169423, Current HP: 95033, A Avg: 212980, D Avg: 169423, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 330], Gold Ring[303, 330, 330, 67]]
Rank 41737: 7038 - [12630, 3847, 1822] - HP: 33364, STR: 120682, VIT: 103640, SPD: 38, LUK: 1, Attack: 206495, Defense: 193418, Current HP: 33364, A Avg: 216819, D Avg: 232101, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 330, 330, 330], Black Box[323, 330, 66, 806]]
Rank 41739: 1473 - [12364, 4647, 1288] - HP: 141578, STR: 136219, VIT: 830, SPD: 32, LUK: 1, Attack: 228405, Defense: 88398, Current HP: 141578, A Avg: 285506, D Avg: 88398, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 68]]
Rank 41749: 7128 - [12630, 3859, 1810] - HP: 33364, STR: 120682, VIT: 103640, SPD: 38, LUK: 1, Attack: 206495, Defense: 193418, Current HP: 33364, A Avg: 221982, D Avg: 232101, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 330, 330, 330], Black Box[323, 330, 803, 806]]
Rank 41755: 1193 - [13226, 2077, 2996] - HP: 187978, STR: 109019, VIT: 830, SPD: 32, LUK: 1, Attack: 201205, Defense: 88398, Current HP: 187978, A Avg: 211265, D Avg: 106077, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 41755: 2971 - [11861, 6172, 266] - HP: 1007, STR: 121674, VIT: 103070, SPD: 32, LUK: 2, Attack: 213860, Defense: 192848, Current HP: 1007, A Avg: 267325, D Avg: 192848, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 41757: 2961 - [11861, 6174, 264] - HP: 1007, STR: 121674, VIT: 103070, SPD: 32, LUK: 2, Attack: 213860, Defense: 192848, Current HP: 1007, A Avg: 269463, D Avg: 192848, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 41759: 238 - [12841, 3236, 2222] - HP: 94164, STR: 235882, VIT: 52440, SPD: 38, LUK: 1, Attack: 321695, Defense: 142218, Current HP: 94164, A Avg: 337779, D Avg: 142218, [Spear of Regression[182, 130, 130, 130], Blank Shield[244, 230, 230, 230], Black Box[323, 230, 330, 330]]
Rank 41768: 3017 - [11916, 6020, 363] - HP: 2233, STR: 76846, VIT: 137035, SPD: 32, LUK: 1, Attack: 169032, Defense: 223823, Current HP: 2233, A Avg: 177483, D Avg: 223823, [Big Bang[171, 230, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 41768: 3057 - [11916, 6020, 363] - HP: 2233, STR: 76846, VIT: 137035, SPD: 32, LUK: 1, Attack: 169032, Defense: 223823, Current HP: 2233, A Avg: 177483, D Avg: 268587, [Big Bang[171, 230, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 41768: 3067 - [11916, 6020, 363] - HP: 2233, STR: 76846, VIT: 137035, SPD: 32, LUK: 1, Attack: 169032, Defense: 223823, Current HP: 2233, A Avg: 177483, D Avg: 223823, [Big Bang[171, 230, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 41773: 3047 - [11916, 6025, 358] - HP: 2233, STR: 76846, VIT: 137035, SPD: 32, LUK: 1, Attack: 169032, Defense: 223823, Current HP: 2233, A Avg: 181709, D Avg: 223823, [Big Bang[171, 230, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 41776: 2440 - [12015, 5731, 553] - HP: 47908, STR: 102446, VIT: 77462, SPD: 32, LUK: 1, Attack: 194632, Defense: 167240, Current HP: 47908, A Avg: 209229, D Avg: 167240, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 41780: 1890 - [12078, 5546, 675] - HP: 94308, STR: 128046, VIT: 26262, SPD: 32, LUK: 1, Attack: 220232, Defense: 116040, Current HP: 94308, A Avg: 275290, D Avg: 116040, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 68]]
Rank 41808: 1880 - [12090, 5538, 671] - HP: 94308, STR: 128046, VIT: 26262, SPD: 32, LUK: 1, Attack: 220232, Defense: 116040, Current HP: 94308, A Avg: 277492, D Avg: 116040, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 67]]
Rank 41850: 2497 - [11949, 6003, 347] - HP: 48633, STR: 76846, VIT: 109835, SPD: 32, LUK: 1, Attack: 169032, Defense: 196623, Current HP: 48633, A Avg: 211290, D Avg: 196623, [Big Bang[171, 130, 230, 230], Golem Shield[245, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 41851: 2487 - [11949, 6004, 346] - HP: 48633, STR: 76846, VIT: 109835, SPD: 32, LUK: 1, Attack: 169032, Defense: 196623, Current HP: 48633, A Avg: 212980, D Avg: 196623, [Big Bang[171, 130, 230, 230], Golem Shield[245, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 41860: 7108 - [12648, 3916, 1735] - HP: 33364, STR: 120682, VIT: 103640, SPD: 38, LUK: 1, Attack: 206495, Defense: 193418, Current HP: 33364, A Avg: 258118, D Avg: 232101, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 330, 330, 330], Black Box[323, 330, 68, 806]]
Rank 41867: 7078 - [12648, 3923, 1728] - HP: 33364, STR: 120682, VIT: 103640, SPD: 38, LUK: 1, Attack: 206495, Defense: 193418, Current HP: 33364, A Avg: 260183, D Avg: 232101, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 330, 330, 330], Black Box[323, 330, 67, 806]]
Rank 41884: 1463 - [12436, 4576, 1287] - HP: 141578, STR: 136219, VIT: 830, SPD: 32, LUK: 1, Attack: 228405, Defense: 88398, Current HP: 141578, A Avg: 287790, D Avg: 88398, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 41885: 2375 - [11922, 6119, 258] - HP: 47908, STR: 137519, VIT: 51254, SPD: 32, LUK: 1, Attack: 229705, Defense: 139082, Current HP: 47908, A Avg: 287131, D Avg: 139082, [Big Bang[171, 130, 230, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 41893: 1554 - [12196, 5305, 798] - HP: 92777, STR: 128278, VIT: 26438, SPD: 32, LUK: 2, Attack: 220464, Defense: 114006, Current HP: 92777, A Avg: 231487, D Avg: 136807, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 806]]
Rank 41899: 2015 - [12127, 5518, 654] - HP: 94308, STR: 83119, VIT: 76854, SPD: 32, LUK: 1, Attack: 175305, Defense: 164682, Current HP: 94308, A Avg: 219131, D Avg: 164682, [Big Bang[171, 130, 130, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 330, 330, 68]]
Rank 41907: 1475 - [12430, 4617, 1252] - HP: 140708, STR: 137519, VIT: 54, SPD: 32, LUK: 1, Attack: 229705, Defense: 87882, Current HP: 140708, A Avg: 287131, D Avg: 87882, [Big Bang[171, 130, 130, 130], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 230, 68]]
Rank 41908: 2517 - [12023, 5839, 437] - HP: 48633, STR: 76846, VIT: 109835, SPD: 32, LUK: 1, Attack: 169032, Defense: 196623, Current HP: 48633, A Avg: 177483, D Avg: 235947, [Big Bang[171, 130, 230, 230], Golem Shield[245, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 41921: 2005 - [12137, 5510, 652] - HP: 94308, STR: 83119, VIT: 76854, SPD: 32, LUK: 1, Attack: 175305, Defense: 164682, Current HP: 94308, A Avg: 220884, D Avg: 164682, [Big Bang[171, 130, 130, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 330, 330, 67]]
Rank 41922: 1195 - [13281, 2079, 2939] - HP: 187108, STR: 110319, VIT: 54, SPD: 32, LUK: 1, Attack: 202505, Defense: 87882, Current HP: 187108, A Avg: 212630, D Avg: 105458, [Big Bang[171, 130, 130, 130], Black Sword Breath[252, 130, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 41931: 2431 - [11942, 6105, 252] - HP: 31407, STR: 121674, VIT: 77470, SPD: 32, LUK: 2, Attack: 213860, Defense: 167248, Current HP: 31407, A Avg: 267325, D Avg: 167248, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 41935: 1934 - [12071, 5722, 506] - HP: 62377, STR: 128278, VIT: 52038, SPD: 32, LUK: 2, Attack: 220464, Defense: 139606, Current HP: 62377, A Avg: 231487, D Avg: 139606, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 66]]
Rank 41935: 1984 - [12071, 5722, 506] - HP: 62377, STR: 128278, VIT: 52038, SPD: 32, LUK: 2, Attack: 220464, Defense: 139606, Current HP: 62377, A Avg: 231487, D Avg: 139606, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 807]]
Rank 41936: 2365 - [11944, 6104, 251] - HP: 47908, STR: 137519, VIT: 51254, SPD: 32, LUK: 1, Attack: 229705, Defense: 139082, Current HP: 47908, A Avg: 289428, D Avg: 139082, [Big Bang[171, 130, 230, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 41944: 2421 - [11948, 6100, 251] - HP: 31407, STR: 121674, VIT: 77470, SPD: 32, LUK: 2, Attack: 213860, Defense: 167248, Current HP: 31407, A Avg: 269463, D Avg: 167248, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 41960: 2374 - [11899, 6263, 137] - HP: 31977, STR: 160278, VIT: 52038, SPD: 32, LUK: 2, Attack: 252464, Defense: 139606, Current HP: 31977, A Avg: 315580, D Avg: 139606, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 68]]
