Rank 38334: 3078 - [10172, 7818, 309] - HP: 722, STR: 52700, VIT: 154166, SPD: 24, LUK: 2, Attack: 142609, Defense: 243944, Current HP: 722, A Avg: 149739, D Avg: 243944, [Spectral Sword Shigure[172, 230, 230, 330], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 41050: 2493 - [11469, 6643, 187] - HP: 31882, STR: 96268, VIT: 103110, SPD: 24, LUK: 2, Attack: 188454, Defense: 190678, Current HP: 31882, A Avg: 235567, D Avg: 190678, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 41052: 2981 - [11590, 6282, 427] - HP: 912, STR: 121664, VIT: 102902, SPD: 24, LUK: 2, Attack: 213850, Defense: 192680, Current HP: 912, A Avg: 229888, D Avg: 192680, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 41053: 153 - [11636, 6145, 518] - HP: 123082, STR: 160268, VIT: 710, SPD: 24, LUK: 2, Attack: 252454, Defense: 88278, Current HP: 123082, A Avg: 265076, D Avg: 88278, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 230, 230], Tears of the Dragon[307, 230, 230, 230]]
Rank 41053: 2972 - [11590, 6283, 426] - HP: 2233, STR: 109010, VIT: 103102, SPD: 24, LUK: 1, Attack: 201196, Defense: 190670, Current HP: 2233, A Avg: 251495, D Avg: 190670, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 41067: 2483 - [11474, 6645, 180] - HP: 31882, STR: 96268, VIT: 103110, SPD: 24, LUK: 2, Attack: 188454, Defense: 190678, Current HP: 31882, A Avg: 237452, D Avg: 190678, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 41069: 2969 - [11590, 6299, 410] - HP: 1943, STR: 110547, VIT: 103166, SPD: 24, LUK: 1, Attack: 200456, Defense: 190734, Current HP: 1943, A Avg: 252574, D Avg: 190734, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 41077: 2441 - [11585, 6322, 392] - HP: 31312, STR: 121664, VIT: 77302, SPD: 24, LUK: 2, Attack: 213850, Defense: 167080, Current HP: 31312, A Avg: 229888, D Avg: 167080, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 41085: 2962 - [11590, 6315, 394] - HP: 2233, STR: 109010, VIT: 103102, SPD: 24, LUK: 1, Attack: 201196, Defense: 190670, Current HP: 2233, A Avg: 253506, D Avg: 190670, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 41085: 2974 - [11590, 6315, 394] - HP: 1363, STR: 110013, VIT: 102446, SPD: 24, LUK: 1, Attack: 202199, Defense: 190274, Current HP: 1363, A Avg: 252748, D Avg: 190274, [Big Bang[171, 230, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 41090: 1936 - [11815, 5645, 839] - HP: 93873, STR: 103884, VIT: 51758, SPD: 24, LUK: 1, Attack: 193793, Defense: 141536, Current HP: 93873, A Avg: 203482, D Avg: 141536, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 41090: 1986 - [11815, 5645, 839] - HP: 93873, STR: 103884, VIT: 51758, SPD: 24, LUK: 1, Attack: 193793, Defense: 141536, Current HP: 93873, A Avg: 203482, D Avg: 141536, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 41116: 1553 - [11807, 5695, 797] - HP: 92682, STR: 128268, VIT: 26310, SPD: 24, LUK: 2, Attack: 220454, Defense: 113878, Current HP: 92682, A Avg: 231476, D Avg: 136653, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 806]]
Rank 41118: 2964 - [11590, 6348, 361] - HP: 1363, STR: 110013, VIT: 102446, SPD: 24, LUK: 1, Attack: 202199, Defense: 190274, Current HP: 1363, A Avg: 254770, D Avg: 190274, [Big Bang[171, 230, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 41124: 1530 - [12220, 4464, 1615] - HP: 140563, STR: 102438, VIT: 26094, SPD: 24, LUK: 1, Attack: 194624, Defense: 115872, Current HP: 140563, A Avg: 243280, D Avg: 115872, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 68]]
Rank 41164: 2491 - [11532, 6568, 199] - HP: 31312, STR: 91264, VIT: 102902, SPD: 24, LUK: 2, Attack: 183450, Defense: 192680, Current HP: 31312, A Avg: 229312, D Avg: 192680, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 41167: 2481 - [11533, 6568, 198] - HP: 31312, STR: 91264, VIT: 102902, SPD: 24, LUK: 2, Attack: 183450, Defense: 192680, Current HP: 31312, A Avg: 231147, D Avg: 192680, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 41180: 1520 - [12247, 4439, 1613] - HP: 140563, STR: 102438, VIT: 26094, SPD: 24, LUK: 1, Attack: 194624, Defense: 115872, Current HP: 140563, A Avg: 245226, D Avg: 115872, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 67]]
Rank 41193: 2394 - [11626, 6315, 358] - HP: 47763, STR: 137213, VIT: 51246, SPD: 24, LUK: 1, Attack: 229399, Defense: 139074, Current HP: 47763, A Avg: 240868, D Avg: 166888, [Big Bang[171, 130, 230, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 41193: 2475 - [11634, 6291, 374] - HP: 50040, STR: 76838, VIT: 102648, SPD: 24, LUK: 1, Attack: 169024, Defense: 190073, Current HP: 50040, A Avg: 177475, D Avg: 190073, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 230, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 41193: 2525 - [11634, 6291, 374] - HP: 50040, STR: 76838, VIT: 102648, SPD: 24, LUK: 1, Attack: 169024, Defense: 190073, Current HP: 50040, A Avg: 177475, D Avg: 190073, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 230, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 41215: 1617 - [12291, 4342, 1666] - HP: 141288, STR: 76838, VIT: 55214, SPD: 24, LUK: 1, Attack: 169024, Defense: 142002, Current HP: 141288, A Avg: 177475, D Avg: 170402, [Big Bang[171, 130, 130, 130], Golem Shield[245, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 41228: 2971 - [11590, 6458, 251] - HP: 912, STR: 121664, VIT: 102902, SPD: 24, LUK: 2, Attack: 213850, Defense: 192680, Current HP: 912, A Avg: 267312, D Avg: 192680, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 41235: 2961 - [11590, 6465, 244] - HP: 912, STR: 121664, VIT: 102902, SPD: 24, LUK: 2, Attack: 213850, Defense: 192680, Current HP: 912, A Avg: 269451, D Avg: 192680, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 41248: 2505 - [11654, 6286, 359] - HP: 50040, STR: 76838, VIT: 102648, SPD: 24, LUK: 1, Attack: 169024, Defense: 190073, Current HP: 50040, A Avg: 181700, D Avg: 190073, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 230, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 41254: 1965 - [11886, 5596, 817] - HP: 98040, STR: 102438, VIT: 51448, SPD: 24, LUK: 1, Attack: 194624, Defense: 138873, Current HP: 98040, A Avg: 209220, D Avg: 138873, [Big Bang[171, 130, 130, 230], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 41270: 1933 - [11735, 6065, 499] - HP: 62282, STR: 128268, VIT: 51910, SPD: 24, LUK: 2, Attack: 220454, Defense: 139478, Current HP: 62282, A Avg: 231476, D Avg: 139478, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 66]]
Rank 41270: 1983 - [11735, 6065, 499] - HP: 62282, STR: 128268, VIT: 51910, SPD: 24, LUK: 2, Attack: 220454, Defense: 139478, Current HP: 62282, A Avg: 231476, D Avg: 139478, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 807]]
Rank 41276: 2476 - [11672, 6260, 367] - HP: 47473, STR: 78284, VIT: 102958, SPD: 24, LUK: 1, Attack: 168193, Defense: 192736, Current HP: 47473, A Avg: 176602, D Avg: 192736, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 41276: 2526 - [11672, 6260, 367] - HP: 47473, STR: 78284, VIT: 102958, SPD: 24, LUK: 1, Attack: 168193, Defense: 192736, Current HP: 47473, A Avg: 176602, D Avg: 192736, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 41288: 1930 - [11885, 5633, 781] - HP: 94163, STR: 102438, VIT: 51694, SPD: 24, LUK: 1, Attack: 194624, Defense: 141472, Current HP: 94163, A Avg: 204355, D Avg: 141472, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 41288: 1980 - [11885, 5633, 781] - HP: 94163, STR: 102438, VIT: 51694, SPD: 24, LUK: 1, Attack: 194624, Defense: 141472, Current HP: 94163, A Avg: 204355, D Avg: 141472, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 41292: 381 - [11586, 6534, 179] - HP: 31312, STR: 182464, VIT: 51702, SPD: 24, LUK: 2, Attack: 274650, Defense: 141480, Current HP: 31312, A Avg: 288382, D Avg: 141480, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 330, 330]]
Rank 41297: 1199 - [13011, 2264, 3024] - HP: 187543, STR: 110547, VIT: 766, SPD: 24, LUK: 1, Attack: 200456, Defense: 88334, Current HP: 187543, A Avg: 210478, D Avg: 106000, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 41301: 2393 - [11607, 6480, 212] - HP: 31882, STR: 160268, VIT: 51910, SPD: 24, LUK: 2, Attack: 252454, Defense: 139478, Current HP: 31882, A Avg: 265076, D Avg: 167373, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 806]]
Rank 41306: 1966 - [11908, 5582, 809] - HP: 93873, STR: 103884, VIT: 51758, SPD: 24, LUK: 1, Attack: 193793, Defense: 141536, Current HP: 93873, A Avg: 208327, D Avg: 141536, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 41309: 2506 - [11683, 6260, 356] - HP: 47473, STR: 78284, VIT: 102958, SPD: 24, LUK: 1, Attack: 168193, Defense: 192736, Current HP: 47473, A Avg: 180807, D Avg: 192736, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 41315: 383 - [11565, 6620, 114] - HP: 31882, STR: 192268, VIT: 51910, SPD: 24, LUK: 2, Attack: 284454, Defense: 139478, Current HP: 31882, A Avg: 298676, D Avg: 139478, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 330]]
Rank 41325: 2470 - [11689, 6258, 352] - HP: 47763, STR: 76838, VIT: 102894, SPD: 24, LUK: 1, Attack: 169024, Defense: 192672, Current HP: 47763, A Avg: 177475, D Avg: 192672, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 41325: 2520 - [11689, 6258, 352] - HP: 47763, STR: 76838, VIT: 102894, SPD: 24, LUK: 1, Attack: 169024, Defense: 192672, Current HP: 47763, A Avg: 177475, D Avg: 192672, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 41365: 2431 - [11656, 6397, 246] - HP: 31312, STR: 121664, VIT: 77302, SPD: 24, LUK: 2, Attack: 213850, Defense: 167080, Current HP: 31312, A Avg: 267312, D Avg: 167080, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 41374: 1997 - [11794, 5992, 513] - HP: 94888, STR: 76838, VIT: 82414, SPD: 24, LUK: 1, Attack: 169024, Defense: 169202, Current HP: 94888, A Avg: 177475, D Avg: 169202, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 330], Gold Ring[303, 330, 330, 66]]
Rank 41374: 2047 - [11794, 5992, 513] - HP: 94888, STR: 76838, VIT: 82414, SPD: 24, LUK: 1, Attack: 169024, Defense: 169202, Current HP: 94888, A Avg: 177475, D Avg: 169202, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 330], Gold Ring[303, 330, 330, 807]]
Rank 41377: 2500 - [11707, 6256, 336] - HP: 47763, STR: 76838, VIT: 102894, SPD: 24, LUK: 1, Attack: 169024, Defense: 192672, Current HP: 47763, A Avg: 181700, D Avg: 192672, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 41379: 2397 - [11783, 6030, 486] - HP: 48488, STR: 128038, VIT: 55214, SPD: 24, LUK: 1, Attack: 220224, Defense: 142002, Current HP: 48488, A Avg: 231235, D Avg: 170402, [Big Bang[171, 130, 230, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 41382: 2421 - [11661, 6399, 239] - HP: 31312, STR: 121664, VIT: 77302, SPD: 24, LUK: 2, Attack: 213850, Defense: 167080, Current HP: 31312, A Avg: 269451, D Avg: 167080, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 41412: 2015 - [11908, 5688, 703] - HP: 98040, STR: 76838, VIT: 77048, SPD: 24, LUK: 1, Attack: 169024, Defense: 164473, Current HP: 98040, A Avg: 211280, D Avg: 164473, [Big Bang[171, 130, 130, 230], Cloud Shield[241, 230, 230, 330], Gold Ring[303, 330, 330, 68]]
Rank 41418: 2399 - [11712, 6282, 305] - HP: 48343, STR: 137747, VIT: 51966, SPD: 24, LUK: 1, Attack: 227656, Defense: 139534, Current HP: 48343, A Avg: 239038, D Avg: 167440, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 41430: 2005 - [11916, 5682, 701] - HP: 98040, STR: 76838, VIT: 77048, SPD: 24, LUK: 1, Attack: 169024, Defense: 164473, Current HP: 98040, A Avg: 212970, D Avg: 164473, [Big Bang[171, 130, 130, 230], Cloud Shield[241, 230, 230, 330], Gold Ring[303, 330, 330, 67]]
Rank 41443: 1192 - [13061, 2260, 2978] - HP: 187833, STR: 109010, VIT: 702, SPD: 24, LUK: 1, Attack: 201196, Defense: 88270, Current HP: 187833, A Avg: 211255, D Avg: 105924, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 41446: 1937 - [11959, 5569, 771] - HP: 94888, STR: 102438, VIT: 55214, SPD: 24, LUK: 1, Attack: 194624, Defense: 142002, Current HP: 94888, A Avg: 204355, D Avg: 142002, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 41446: 1987 - [11959, 5569, 771] - HP: 94888, STR: 102438, VIT: 55214, SPD: 24, LUK: 1, Attack: 194624, Defense: 142002, Current HP: 94888, A Avg: 204355, D Avg: 142002, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 41460: 1994 - [11877, 5829, 593] - HP: 94163, STR: 82813, VIT: 76846, SPD: 24, LUK: 1, Attack: 174999, Defense: 164674, Current HP: 94163, A Avg: 183748, D Avg: 164674, [Big Bang[171, 130, 130, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 330, 330, 66]]
Rank 41460: 2044 - [11877, 5829, 593] - HP: 94163, STR: 82813, VIT: 76846, SPD: 24, LUK: 1, Attack: 174999, Defense: 164674, Current HP: 94163, A Avg: 183748, D Avg: 164674, [Big Bang[171, 130, 130, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 330, 330, 807]]
Rank 41461: 2016 - [11920, 5701, 678] - HP: 93873, STR: 78284, VIT: 77358, SPD: 24, LUK: 1, Attack: 168193, Defense: 167136, Current HP: 93873, A Avg: 210241, D Avg: 167136, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 68]]
Rank 41465: 2027 - [11827, 5984, 488] - HP: 94888, STR: 76838, VIT: 82414, SPD: 24, LUK: 1, Attack: 169024, Defense: 169202, Current HP: 94888, A Avg: 181700, D Avg: 169202, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 41468: 308 - [11834, 5966, 499] - HP: 61522, STR: 129500, VIT: 51766, SPD: 24, LUK: 2, Attack: 219409, Defense: 141544, Current HP: 61522, A Avg: 230379, D Avg: 141544, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 330, 330]]
Rank 41475: 2006 - [11925, 5700, 674] - HP: 93873, STR: 78284, VIT: 77358, SPD: 24, LUK: 1, Attack: 168193, Defense: 167136, Current HP: 93873, A Avg: 211923, D Avg: 167136, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 67]]
Rank 41490: 2392 - [11746, 6252, 301] - HP: 48633, STR: 136210, VIT: 51902, SPD: 24, LUK: 1, Attack: 228396, Defense: 139470, Current HP: 48633, A Avg: 239815, D Avg: 167364, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 41506: 2415 - [11868, 5902, 529] - HP: 50040, STR: 102438, VIT: 77048, SPD: 24, LUK: 1, Attack: 194624, Defense: 164473, Current HP: 50040, A Avg: 204355, D Avg: 164473, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 230, 230, 330], Gold Ring[303, 330, 330, 66]]
Rank 41506: 2465 - [11868, 5902, 529] - HP: 50040, STR: 102438, VIT: 77048, SPD: 24, LUK: 1, Attack: 194624, Defense: 164473, Current HP: 50040, A Avg: 204355, D Avg: 164473, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 230, 230, 330], Gold Ring[303, 330, 330, 807]]
Rank 41517: 2513 - [11705, 6402, 192] - HP: 31882, STR: 96268, VIT: 103110, SPD: 24, LUK: 2, Attack: 188454, Defense: 190678, Current HP: 31882, A Avg: 197876, D Avg: 228813, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 41524: 1194 - [13085, 2269, 2945] - HP: 186963, STR: 110013, VIT: 46, SPD: 24, LUK: 1, Attack: 202199, Defense: 87874, Current HP: 186963, A Avg: 212308, D Avg: 105448, [Big Bang[171, 130, 130, 130], Black Sword Breath[252, 130, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 41545: 2024 - [11910, 5815, 574] - HP: 94163, STR: 82813, VIT: 76846, SPD: 24, LUK: 1, Attack: 174999, Defense: 164674, Current HP: 94163, A Avg: 188123, D Avg: 164674, [Big Bang[171, 130, 130, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 41550: 1960 - [11994, 5568, 737] - HP: 94163, STR: 102438, VIT: 51694, SPD: 24, LUK: 1, Attack: 194624, Defense: 141472, Current HP: 94163, A Avg: 209220, D Avg: 141472, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 41552: 1899 - [11878, 5918, 503] - HP: 94743, STR: 137747, VIT: 26366, SPD: 24, LUK: 1, Attack: 227656, Defense: 113934, Current HP: 94743, A Avg: 284570, D Avg: 113934, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 68]]
Rank 41554: 2511 - [11727, 6373, 199] - HP: 31312, STR: 91264, VIT: 102902, SPD: 24, LUK: 2, Attack: 183450, Defense: 192680, Current HP: 31312, A Avg: 192622, D Avg: 231216, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 41555: 1963 - [11831, 6062, 406] - HP: 62282, STR: 128268, VIT: 51910, SPD: 24, LUK: 2, Attack: 220454, Defense: 139478, Current HP: 62282, A Avg: 236988, D Avg: 139478, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 803]]
Rank 41561: 1999 - [11936, 5753, 610] - HP: 94743, STR: 83347, VIT: 77566, SPD: 24, LUK: 1, Attack: 173256, Defense: 165134, Current HP: 94743, A Avg: 181918, D Avg: 165134, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 66]]
Rank 41561: 2049 - [11936, 5753, 610] - HP: 94743, STR: 83347, VIT: 77566, SPD: 24, LUK: 1, Attack: 173256, Defense: 165134, Current HP: 94743, A Avg: 181918, D Avg: 165134, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 807]]
Rank 41588: 1894 - [11875, 5963, 461] - HP: 94163, STR: 137213, VIT: 25646, SPD: 24, LUK: 1, Attack: 229399, Defense: 113474, Current HP: 94163, A Avg: 286748, D Avg: 113474, [Big Bang[171, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 330, 68]]
Rank 41588: 2029 - [11946, 5750, 603] - HP: 94743, STR: 83347, VIT: 77566, SPD: 24, LUK: 1, Attack: 173256, Defense: 165134, Current HP: 94743, A Avg: 186250, D Avg: 165134, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 41597: 1992 - [11948, 5753, 598] - HP: 95033, STR: 81810, VIT: 77502, SPD: 24, LUK: 1, Attack: 173996, Defense: 165070, Current HP: 95033, A Avg: 182695, D Avg: 165070, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 66]]
Rank 41597: 2042 - [11948, 5753, 598] - HP: 95033, STR: 81810, VIT: 77502, SPD: 24, LUK: 1, Attack: 173996, Defense: 165070, Current HP: 95033, A Avg: 182695, D Avg: 165070, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 807]]
Rank 41620: 2010 - [11978, 5686, 635] - HP: 94163, STR: 76838, VIT: 77294, SPD: 24, LUK: 1, Attack: 169024, Defense: 167072, Current HP: 94163, A Avg: 211280, D Avg: 167072, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 68]]
Rank 41630: 2000 - [11982, 5684, 633] - HP: 94163, STR: 76838, VIT: 77294, SPD: 24, LUK: 1, Attack: 169024, Defense: 167072, Current HP: 94163, A Avg: 212970, D Avg: 167072, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 67]]
Rank 41632: 2445 - [11905, 5917, 477] - HP: 50040, STR: 102438, VIT: 77048, SPD: 24, LUK: 1, Attack: 194624, Defense: 164473, Current HP: 50040, A Avg: 209220, D Avg: 164473, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 41638: 176 - [12524, 4066, 1709] - HP: 186673, STR: 78284, VIT: 51758, SPD: 24, LUK: 1, Attack: 168193, Defense: 141536, Current HP: 186673, A Avg: 176602, D Avg: 141536, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 130, 230, 230], Gold Ring[303, 230, 330, 330]]
Rank 41653: 2416 - [11937, 5842, 520] - HP: 47473, STR: 103884, VIT: 77358, SPD: 24, LUK: 1, Attack: 193793, Defense: 167136, Current HP: 47473, A Avg: 203482, D Avg: 167136, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 66]]
Rank 41653: 2466 - [11937, 5842, 520] - HP: 47473, STR: 103884, VIT: 77358, SPD: 24, LUK: 1, Attack: 193793, Defense: 167136, Current HP: 47473, A Avg: 203482, D Avg: 167136, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 807]]
