Rank 108413: 82335 - [387, 107252, 000] - HP: 650, STR: 267, VIT: 821, SPD: 27, LUK: 1, Attack: 132651, Defense: 90599, Current HP: 650, A Avg: 1104982, D Avg: 126838, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 108419: 90693 - [390, 107249, 000] - HP: 342, STR: 403, VIT: 1232, SPD: 38, LUK: 1, Attack: 129070, Defense: 91010, Current HP: 342, A Avg: 1075153, D Avg: 127413, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 108419: 90695 - [390, 107249, 000] - HP: 342, STR: 424, VIT: 1232, SPD: 23, LUK: 2, Attack: 129102, Defense: 91010, Current HP: 342, A Avg: 1075419, D Avg: 127413, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 108419: 90696 - [390, 107249, 000] - HP: 323, STR: 932, VIT: 1232, SPD: 23, LUK: 1, Attack: 129864, Defense: 91010, Current HP: 323, A Avg: 1081767, D Avg: 127413, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 108419: 90698 - [390, 107249, 000] - HP: 575, STR: 466, VIT: 1222, SPD: 23, LUK: 1, Attack: 129165, Defense: 91000, Current HP: 575, A Avg: 1075944, D Avg: 127399, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 108419: 90700 - [390, 107249, 000] - HP: 506, STR: 466, VIT: 1211, SPD: 23, LUK: 2, Attack: 129165, Defense: 90989, Current HP: 506, A Avg: 1075944, D Avg: 127384, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 108419: 90701 - [390, 107249, 000] - HP: 380, STR: 403, VIT: 1253, SPD: 38, LUK: 1, Attack: 129070, Defense: 91031, Current HP: 380, A Avg: 1075153, D Avg: 127443, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 108419: 90702 - [390, 107249, 000] - HP: 323, STR: 905, VIT: 1211, SPD: 23, LUK: 1, Attack: 129823, Defense: 90989, Current HP: 323, A Avg: 1081425, D Avg: 127384, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 108419: 90705 - [390, 107249, 000] - HP: 323, STR: 524, VIT: 1211, SPD: 23, LUK: 2, Attack: 129252, Defense: 90989, Current HP: 323, A Avg: 1076669, D Avg: 127384, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 108419: 91895 - [390, 107249, 000] - HP: 1254, STR: 50, VIT: 965, SPD: 23, LUK: 1, Attack: 129438, Defense: 90743, Current HP: 1254, A Avg: 1078218, D Avg: 127040, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108419: 91905 - [390, 107249, 000] - HP: 1144, STR: 100, VIT: 1008, SPD: 23, LUK: 1, Attack: 129513, Defense: 90786, Current HP: 1144, A Avg: 1078843, D Avg: 127100, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108419: 93084 - [390, 107249, 000] - HP: 589, STR: 646, VIT: 1184, SPD: 43, LUK: 1, Attack: 130702, Defense: 90962, Current HP: 589, A Avg: 1088747, D Avg: 127346, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 108419: 93085 - [390, 107249, 000] - HP: 570, STR: 646, VIT: 1195, SPD: 38, LUK: 1, Attack: 130702, Defense: 90973, Current HP: 570, A Avg: 1088747, D Avg: 127362, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 108419: 93087 - [390, 107249, 000] - HP: 570, STR: 667, VIT: 1195, SPD: 23, LUK: 2, Attack: 130734, Defense: 90973, Current HP: 570, A Avg: 1089014, D Avg: 127362, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 108419: 93088 - [390, 107249, 000] - HP: 551, STR: 1115, VIT: 1195, SPD: 23, LUK: 1, Attack: 131406, Defense: 90973, Current HP: 551, A Avg: 1094611, D Avg: 127362, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 108419: 93092 - [390, 107249, 000] - HP: 770, STR: 709, VIT: 1174, SPD: 23, LUK: 2, Attack: 130797, Defense: 90952, Current HP: 770, A Avg: 1089539, D Avg: 127332, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 108419: 93093 - [390, 107249, 000] - HP: 608, STR: 646, VIT: 1215, SPD: 38, LUK: 1, Attack: 130702, Defense: 90993, Current HP: 608, A Avg: 1088747, D Avg: 127390, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 108419: 93094 - [390, 107249, 000] - HP: 551, STR: 1264, VIT: 1174, SPD: 23, LUK: 1, Attack: 131629, Defense: 90952, Current HP: 551, A Avg: 1096469, D Avg: 127332, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 108419: 93097 - [390, 107249, 000] - HP: 551, STR: 768, VIT: 1174, SPD: 23, LUK: 2, Attack: 130885, Defense: 90952, Current HP: 551, A Avg: 1090272, D Avg: 127332, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 108419: 94291 - [390, 107249, 000] - HP: 580, STR: 1164, VIT: 1074, SPD: 25, LUK: 1, Attack: 130563, Defense: 90852, Current HP: 580, A Avg: 1087589, D Avg: 127192, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 108419: 94292 - [390, 107249, 000] - HP: 646, STR: 1004, VIT: 1020, SPD: 23, LUK: 1, Attack: 130323, Defense: 90798, Current HP: 646, A Avg: 1085590, D Avg: 127117, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 108419: 94295 - [390, 107249, 000] - HP: 860, STR: 1141, VIT: 1105, SPD: 27, LUK: 1, Attack: 130528, Defense: 90883, Current HP: 860, A Avg: 1087298, D Avg: 127236, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 108419: 95491 - [390, 107249, 000] - HP: 608, STR: 1834, VIT: 1041, SPD: 27, LUK: 1, Attack: 131568, Defense: 90819, Current HP: 608, A Avg: 1095961, D Avg: 127146, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 108419: 95495 - [390, 107249, 000] - HP: 589, STR: 2027, VIT: 1153, SPD: 28, LUK: 1, Attack: 131857, Defense: 90931, Current HP: 589, A Avg: 1098368, D Avg: 127303, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 108419: 96672 - [390, 107249, 000] - HP: 931, STR: 1448, VIT: 1122, SPD: 43, LUK: 1, Attack: 128922, Defense: 90900, Current HP: 931, A Avg: 1073920, D Avg: 127259, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 108419: 96673 - [390, 107249, 000] - HP: 912, STR: 1863, VIT: 1132, SPD: 38, LUK: 1, Attack: 129544, Defense: 90910, Current HP: 912, A Avg: 1079101, D Avg: 127273, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 108419: 96675 - [390, 107249, 000] - HP: 912, STR: 1469, VIT: 1132, SPD: 23, LUK: 2, Attack: 128953, Defense: 90910, Current HP: 912, A Avg: 1074178, D Avg: 127273, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 108419: 96676 - [390, 107249, 000] - HP: 893, STR: 2200, VIT: 1132, SPD: 23, LUK: 1, Attack: 130050, Defense: 90910, Current HP: 893, A Avg: 1083316, D Avg: 127273, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 108419: 96680 - [390, 107249, 000] - HP: 1166, STR: 1511, VIT: 1112, SPD: 23, LUK: 2, Attack: 129016, Defense: 90890, Current HP: 1166, A Avg: 1074703, D Avg: 127245, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 108419: 96681 - [390, 107249, 000] - HP: 950, STR: 1656, VIT: 1153, SPD: 38, LUK: 1, Attack: 129234, Defense: 90931, Current HP: 950, A Avg: 1076519, D Avg: 127303, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 108419: 96682 - [390, 107249, 000] - HP: 893, STR: 2922, VIT: 1112, SPD: 23, LUK: 1, Attack: 131133, Defense: 90890, Current HP: 893, A Avg: 1092337, D Avg: 127245, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 108419: 96685 - [390, 107249, 000] - HP: 893, STR: 1570, VIT: 1112, SPD: 23, LUK: 2, Attack: 129105, Defense: 90890, Current HP: 893, A Avg: 1075444, D Avg: 127245, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 108419: 96690 - [390, 107249, 000] - HP: 988, STR: 2200, VIT: 1153, SPD: 23, LUK: 1, Attack: 130050, Defense: 90931, Current HP: 988, A Avg: 1083316, D Avg: 127303, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 108419: 97868 - [390, 107249, 000] - HP: 2071, STR: 3868, VIT: 964, SPD: 43, LUK: 1, Attack: 134521, Defense: 90742, Current HP: 2071, A Avg: 1120559, D Avg: 127038, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 108419: 97869 - [390, 107249, 000] - HP: 2052, STR: 3868, VIT: 975, SPD: 38, LUK: 1, Attack: 134521, Defense: 90753, Current HP: 2052, A Avg: 1120559, D Avg: 127054, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 108419: 97871 - [390, 107249, 000] - HP: 2052, STR: 3899, VIT: 975, SPD: 23, LUK: 2, Attack: 134568, Defense: 90753, Current HP: 2052, A Avg: 1120951, D Avg: 127054, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 108419: 97872 - [390, 107249, 000] - HP: 2033, STR: 5579, VIT: 975, SPD: 23, LUK: 1, Attack: 137088, Defense: 90753, Current HP: 2033, A Avg: 1141943, D Avg: 127054, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 108419: 97878 - [390, 107249, 000] - HP: 2033, STR: 5526, VIT: 954, SPD: 23, LUK: 1, Attack: 137008, Defense: 90732, Current HP: 2033, A Avg: 1141276, D Avg: 127024, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 108419: 97881 - [390, 107249, 000] - HP: 2033, STR: 4048, VIT: 954, SPD: 23, LUK: 2, Attack: 134791, Defense: 90732, Current HP: 2033, A Avg: 1122809, D Avg: 127024, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 108419: 99032 - [390, 107249, 000] - HP: 2414, STR: 1584, VIT: 3111, SPD: 27, LUK: 1, Attack: 134118, Defense: 90679, Current HP: 2414, A Avg: 1117202, D Avg: 126950, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108419: 100271 - [390, 107249, 000] - HP: 540, STR: 1612, VIT: 1074, SPD: 25, LUK: 1, Attack: 130728, Defense: 90852, Current HP: 540, A Avg: 1088964, D Avg: 127192, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 108419: 100272 - [390, 107249, 000] - HP: 608, STR: 1438, VIT: 1020, SPD: 23, LUK: 1, Attack: 130467, Defense: 90798, Current HP: 608, A Avg: 1086790, D Avg: 127117, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 108419: 100275 - [390, 107249, 000] - HP: 818, STR: 1603, VIT: 1105, SPD: 27, LUK: 1, Attack: 130714, Defense: 90883, Current HP: 818, A Avg: 1088847, D Avg: 127236, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 108419: 101470 - [390, 107249, 000] - HP: 566, STR: 1389, VIT: 1192, SPD: 27, LUK: 1, Attack: 129477, Defense: 90970, Current HP: 566, A Avg: 1078543, D Avg: 127357, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108419: 102651 - [390, 107249, 000] - HP: 493, STR: 393, VIT: 1197, SPD: 23, LUK: 1, Attack: 128919, Defense: 90975, Current HP: 493, A Avg: 1073895, D Avg: 127364, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 108419: 102652 - [390, 107249, 000] - HP: 361, STR: 344, VIT: 1197, SPD: 43, LUK: 1, Attack: 128845, Defense: 90975, Current HP: 361, A Avg: 1073278, D Avg: 127364, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 108419: 102653 - [390, 107249, 000] - HP: 342, STR: 344, VIT: 1207, SPD: 38, LUK: 1, Attack: 128845, Defense: 90985, Current HP: 342, A Avg: 1073278, D Avg: 127378, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 108419: 102655 - [390, 107249, 000] - HP: 342, STR: 365, VIT: 1207, SPD: 23, LUK: 2, Attack: 128877, Defense: 90985, Current HP: 342, A Avg: 1073545, D Avg: 127378, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 108419: 102656 - [390, 107249, 000] - HP: 323, STR: 570, VIT: 1207, SPD: 23, LUK: 1, Attack: 129184, Defense: 90985, Current HP: 323, A Avg: 1076102, D Avg: 127378, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 108419: 102658 - [390, 107249, 000] - HP: 575, STR: 407, VIT: 1197, SPD: 23, LUK: 1, Attack: 128940, Defense: 90975, Current HP: 575, A Avg: 1074070, D Avg: 127364, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 108419: 102660 - [390, 107249, 000] - HP: 506, STR: 407, VIT: 1186, SPD: 23, LUK: 2, Attack: 128940, Defense: 90964, Current HP: 506, A Avg: 1074070, D Avg: 127349, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 108419: 102661 - [390, 107249, 000] - HP: 380, STR: 344, VIT: 1228, SPD: 38, LUK: 1, Attack: 128845, Defense: 91006, Current HP: 380, A Avg: 1073278, D Avg: 127408, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 108419: 102662 - [390, 107249, 000] - HP: 323, STR: 818, VIT: 1186, SPD: 23, LUK: 1, Attack: 129556, Defense: 90964, Current HP: 323, A Avg: 1079201, D Avg: 127349, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 108419: 102665 - [390, 107249, 000] - HP: 323, STR: 466, VIT: 1186, SPD: 23, LUK: 2, Attack: 129028, Defense: 90964, Current HP: 323, A Avg: 1074803, D Avg: 127349, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 108419: 102670 - [390, 107249, 000] - HP: 418, STR: 625, VIT: 1228, SPD: 23, LUK: 1, Attack: 129267, Defense: 91006, Current HP: 418, A Avg: 1076794, D Avg: 127408, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 108419: 103862 - [390, 107249, 000] - HP: 566, STR: 1458, VIT: 1192, SPD: 27, LUK: 1, Attack: 129054, Defense: 90970, Current HP: 566, A Avg: 1075019, D Avg: 127357, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108419: 105058 - [390, 107249, 000] - HP: 566, STR: 561, VIT: 1192, SPD: 27, LUK: 1, Attack: 131419, Defense: 90970, Current HP: 566, A Avg: 1094720, D Avg: 127357, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108419: 106254 - [390, 107249, 000] - HP: 566, STR: -31998, VIT: 1192, SPD: 27, LUK: 1, Attack: 100903, Defense: 90970, Current HP: 566, A Avg: 840521, D Avg: 127357, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108419: 107450 - [390, 107249, 000] - HP: 566, STR: 1918, VIT: 1192, SPD: 27, LUK: 1, Attack: 134369, Defense: 90970, Current HP: 566, A Avg: 1119293, D Avg: 127357, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108421: 12966 - [391, 107248, 000] - HP: 566, STR: 246, VIT: 1237, SPD: 27, LUK: 1, Attack: 126183, Defense: 91015, Current HP: 566, A Avg: 1051104, D Avg: 127420, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108421: 15358 - [391, 107248, 000] - HP: 713, STR: 234, VIT: 1237, SPD: 27, LUK: 1, Attack: 126389, Defense: 91015, Current HP: 713, A Avg: 1052820, D Avg: 127420, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108421: 16554 - [391, 107248, 000] - HP: 566, STR: 289, VIT: 1237, SPD: 27, LUK: 1, Attack: 126657, Defense: 91015, Current HP: 566, A Avg: 1055052, D Avg: 127420, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108421: 17750 - [391, 107248, 000] - HP: 755, STR: 234, VIT: 1283, SPD: 27, LUK: 1, Attack: 126135, Defense: 91061, Current HP: 755, A Avg: 1050704, D Avg: 127485, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108421: 20142 - [391, 107248, 000] - HP: 713, STR: 282, VIT: 1211, SPD: 27, LUK: 1, Attack: 126373, Defense: 90989, Current HP: 713, A Avg: 1052687, D Avg: 127384, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108421: 24919 - [391, 107248, 000] - HP: 770, STR: 188, VIT: 1211, SPD: 23, LUK: 1, Attack: 128494, Defense: 90989, Current HP: 770, A Avg: 1070355, D Avg: 127384, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108421: 24929 - [391, 107248, 000] - HP: 660, STR: 239, VIT: 1254, SPD: 23, LUK: 1, Attack: 128571, Defense: 91032, Current HP: 660, A Avg: 1070996, D Avg: 127444, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108421: 27318 - [391, 107248, 000] - HP: 755, STR: 310, VIT: 1300, SPD: 27, LUK: 1, Attack: 127234, Defense: 91078, Current HP: 755, A Avg: 1059859, D Avg: 127509, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108421: 30899 - [391, 107248, 000] - HP: 924, STR: 277, VIT: 1168, SPD: 23, LUK: 1, Attack: 128062, Defense: 90946, Current HP: 924, A Avg: 1066756, D Avg: 127324, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108421: 30909 - [391, 107248, 000] - HP: 814, STR: 327, VIT: 1211, SPD: 23, LUK: 1, Attack: 128137, Defense: 90989, Current HP: 814, A Avg: 1067381, D Avg: 127384, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108421: 41670 - [391, 107248, 000] - HP: 644, STR: 250, VIT: 1241, SPD: 27, LUK: 1, Attack: 126072, Defense: 91019, Current HP: 644, A Avg: 1050179, D Avg: 127426, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108421: 42866 - [391, 107248, 000] - HP: 655, STR: 278, VIT: 1290, SPD: 27, LUK: 1, Attack: 126270, Defense: 91068, Current HP: 655, A Avg: 1051829, D Avg: 127495, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108421: 47650 - [391, 107248, 000] - HP: 581, STR: 246, VIT: 1237, SPD: 27, LUK: 1, Attack: 126093, Defense: 91015, Current HP: 581, A Avg: 1050354, D Avg: 127420, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108421: 48846 - [391, 107248, 000] - HP: 583, STR: 246, VIT: 1244, SPD: 27, LUK: 1, Attack: 126378, Defense: 91022, Current HP: 583, A Avg: 1052728, D Avg: 127430, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108421: 51238 - [391, 107248, 000] - HP: 734, STR: 322, VIT: 1270, SPD: 27, LUK: 1, Attack: 128091, Defense: 91048, Current HP: 734, A Avg: 1066998, D Avg: 127467, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 108421: 53633 - [391, 107248, 000] - HP: 660, STR: 304, VIT: 1211, SPD: 23, LUK: 1, Attack: 127693, Defense: 90989, Current HP: 660, A Avg: 1063682, D Avg: 127384, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108421: 54829 - [391, 107248, 000] - HP: 721, STR: 268, VIT: 1217, SPD: 23, LUK: 1, Attack: 126450, Defense: 90995, Current HP: 721, A Avg: 1053328, D Avg: 127392, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108421: 56005 - [391, 107248, 000] - HP: 636, STR: 469, VIT: 1266, SPD: 23, LUK: 1, Attack: 130222, Defense: 91044, Current HP: 636, A Avg: 1084749, D Avg: 127461, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108421: 56006 - [391, 107248, 000] - HP: 627, STR: 375, VIT: 1266, SPD: 23, LUK: 1, Attack: 130081, Defense: 91044, Current HP: 627, A Avg: 1083574, D Avg: 127461, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108421: 56010 - [391, 107248, 000] - HP: 627, STR: 375, VIT: 1297, SPD: 23, LUK: 1, Attack: 130081, Defense: 91075, Current HP: 627, A Avg: 1083574, D Avg: 127504, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108421: 58402 - [391, 107248, 000] - HP: 551, STR: 258, VIT: 1254, SPD: 23, LUK: 1, Attack: 128385, Defense: 91032, Current HP: 551, A Avg: 1069447, D Avg: 127444, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 108421: 58407 - [391, 107248, 000] - HP: 858, STR: 247, VIT: 1254, SPD: 23, LUK: 1, Attack: 128368, Defense: 91032, Current HP: 858, A Avg: 1069305, D Avg: 127444, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108421: 58417 - [391, 107248, 000] - HP: 748, STR: 298, VIT: 1297, SPD: 23, LUK: 1, Attack: 128445, Defense: 91075, Current HP: 748, A Avg: 1069946, D Avg: 127504, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108421: 59613 - [391, 107248, 000] - HP: 726, STR: 258, VIT: 1211, SPD: 23, LUK: 1, Attack: 127605, Defense: 90989, Current HP: 726, A Avg: 1062949, D Avg: 127384, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108421: 61995 - [391, 107248, 000] - HP: 924, STR: 268, VIT: 1211, SPD: 23, LUK: 1, Attack: 127378, Defense: 90989, Current HP: 924, A Avg: 1061058, D Avg: 127384, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 108421: 62005 - [391, 107248, 000] - HP: 814, STR: 319, VIT: 1254, SPD: 23, LUK: 1, Attack: 127454, Defense: 91032, Current HP: 814, A Avg: 1061691, D Avg: 127444, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 108421: 63181 - [391, 107248, 000] - HP: 351, STR: 448, VIT: 1279, SPD: 23, LUK: 1, Attack: 130464, Defense: 91057, Current HP: 351, A Avg: 1086765, D Avg: 127479, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 108421: 63182 - [391, 107248, 000] - HP: 342, STR: 359, VIT: 1279, SPD: 23, LUK: 1, Attack: 130330, Defense: 91057, Current HP: 342, A Avg: 1085648, D Avg: 127479, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 108421: 63186 - [391, 107248, 000] - HP: 342, STR: 359, VIT: 1309, SPD: 23, LUK: 1, Attack: 130330, Defense: 91087, Current HP: 342, A Avg: 1085648, D Avg: 127521, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
